Key,English,Traditional_Chinese
WDMADRIGAL_WLD_000032,Deep Sea,深海
WDMADRIGAL_WLD_000034,Swamp,沼澤
WDMADRIGAL_WLD_000035,Saint City Arena,聖音特城格鬥場
WDMADRIGAL_WLD_000036,This place was famous long ago...,這裡曾聞名一時…
WDMADRIGAL_WLD_000037,Kaillun,凱倫
WDMADRIGAL_WLD_000038,Welcome to Kaillun!,歡迎來到凱倫！
WDMADRIGAL_WLD_000039,Orbalune Port,奧爾巴倫港
WDMADRIGAL_WLD_000040,This is a safe place.,這裡是安全地區。
WDMADRIGAL_WLD_000041,Kaillun Grassland,凱倫草原
WDMADRIGAL_WLD_000042,Dreknir Ridge,德雷克尼爾嶺
WDMADRIGAL_WLD_000043,Lionrath Falls,萊昂拉斯瀑布
WDMADRIGAL_WLD_000044,Velora Cliffs,維洛拉懸崖
WDMADRIGAL_WLD_000045,Dreknir Forest,德雷克尼爾森林
WDMADRIGAL_WLD_000046,Ankou's Asylum Entrance,安庫幽禁所入口
WDMADRIGAL_WLD_000047,This is a safe place.,這裡是安全地區。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000000,Darkon 1\nErons Factory 2,得肯第一區\n艾磷斯第二工廠
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000001,Erons Factory 2. Used to produce Erons.,生產艾磷斯的第二工廠。專門生產艾磷斯的地方。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000002,The Middle of Leren Mountains,勒倫山脈中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000003,The middle district of Leren Mountains in Flaris.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,勒倫山脈的中部地區\n海倚杜爾沛與巴布樂的居住地。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000004,Flarine\nCentral Flarine,布拉里斯\n中央廣場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000005,The main hub of activity for Flaris is in the middle of Flarine.\nThere is a station and a public office.\nThere are stores for armor and weapons.,布拉里斯鎮上的中央廣場\n布拉里斯的服務處與航空站在此\n有許多武器店與防具店。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000006,Flarine\nEastern Flarine,布拉里斯\n東方廣場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000007,"The eastern part of Flarine.\nHere you can get food, magic materials, and job training.",布拉里斯鎮上的東方廣場\n有餐飲店、委託中心、魔法店、職業訓練中心。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000008,Flarine\nNorthern Flarine,布拉里斯\n北方廣場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000009,The northern part of Flarine.\nThe Job Masters and Lodestar are here.,布拉里斯鎮上的北方廣場\n職業大師和生命光塔坐落於此。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000010,Someone is watching you.,有人正在高處注視著您
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000011,Plain of Bubble,巴布樂平原
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000012,This area was created by the Clown God Bubble.,傳說是小丑之神巴布樂所創造的區域。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000013,The South of Leren Mountains,勒倫山脈南部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000014,The southern district of the Leren Mountains.,勒倫山脈的南部地區
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000015,The Center for Guild Combat,公會戰中心
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000016,Guild combat is managed here.,管理公會戰的所有事項。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000017,The South of Leren Mountains\nAltar of Dreadpet,勒倫山脈的南部\n德萊德魔獸的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000018,Dreadpet is kept here.\nHis keepers control great magic.,德萊德魔獸居住於此。\n牠的主人能夠操縱著神秘力量。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000019,Darkon 1\nErons Factory 1,得肯第一區\n艾磷斯第一工廠
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000020,The First Erons Factory.\nThis factory produces 80% of all Erons.,生產艾磷斯的第一個工廠\n80% 的艾磷斯都在此地生產。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000021,Darkon\nAltar of Violet,得肯\n邪惡祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000022,There is evidence here of a major event.,這裡留存著一個重大事件的證據。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000023,The Middle of Leren Mountains,勒倫山脈中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000024,The middle of the Leren Mountains.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,勒倫山脈的中部地區\n海倚杜爾沛與巴布樂的居住地。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000025,Billeting Place of High-Dwarpets,海倚杜爾沛居住地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000026,The High-Dwarpets have created Billeting place.\n A certain High-Dwarpet once stored the Book of Technique here.,這是一群收藏古代文件的高階杜爾沛所創造的棲息地。\n在這裡的高階杜爾沛們曾經在此保管過技能之書。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000027,Northern River of Weeping,哭泣之河北部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000028,Haunt of Nyangnyang,喵娘的棲息地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000029,Haunt of Nyangnyang.,這裡是貓種族「喵娘」的棲息地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000030,The bridge was repaired!\n You used to have to jump across a gap.,前方的橋已經斷了!\n必須用跳躍來跳過去才行。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000031,Lodelight,生命光柱
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000032,This is a safe place.,這裡是安全地區
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000033,Madren Town,莫德琳鎮
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000034,This is a small town for Demian.\nCast-off Demian live here.,丹丹所建立的小鎮。\n被家人遺棄的小孩，成為丹丹之後居住在這裡。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000035,Middle of River of Weeping,哭泣之河中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000036,This river overflows when it rains every once in a while.\nHigh-Dwarpet can sometimes be seen bathing here.,因過去下了一場大雨而形成的河。\n高階杜爾沛偶爾會來此沐浴。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000037,Madren Town\nAltar of Dreadpet,莫德琳鎮\n德萊德魔獸的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000038,Another place for controlling the Dreadpet.\nThere are supervisors here that use strong magic.,另一個控制德萊德魔獸的祭壇。\n有位操縱著強力魔法的監管者在此。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000039,Fountain of Dead Person,亡者之泉
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000040,"It is known that souls gather together in this place.\nAccording to tradition, the water in this place gives perennial youth and long life.",傳說亡者的靈魂會聚集在這裡。\n根據傳說，泉水使此地的萬物生生不息。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000041,Northern Leren Mountains,勒倫山脈北部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000042,The northern district of the Leren Mountains.\nThe Mars Mine and the Fountain of Dead Person are here.,勒倫山脈的北部地區\n瑪斯礦坑與亡者之泉坐落與此。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000043,Mars Mine,瑪斯礦坑
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000044,"This Mine was found and developed by mining merchants long ago.\n However, the place is overrun with Masquerpets now.",很久以前被採礦人發現的地方，是一個已開發的礦坑\n現在已被氾濫的魔物們佔領。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000045,The residence of Ludviehill,蘿特泰斯的豪宅
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000046,The rich of Flaris live in Ludviehill.,布拉里斯的富人們住在蘿特泰斯的豪宅裡。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000049,Saint Tree,聖音特神木
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000050,Saint Tree is really old\n This tree is one of the symbols of Saint Morning.,守護聖音特的象徵\n不知道生存了多久的時間，是一個很老久的古木。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000051,Saint Morning\nAltar of Violet,聖音特\n邪惡祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000052,"Here, as in other places, there is evidence of a major event.",這裡像其他地方一樣，有著重大事件的證據。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000053,Northern Hillid Mountains,矽立得山脈北部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000054,The Northern district of the Hillid Mountains,矽立得山脈的北部地區
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000055,Eastern River of Weeping,哭泣之河東部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000056,The Eastern part of the River of Weeping\nAltar of Dreadpet,哭泣之河的東部\n德萊德祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000057,Another Altar to the Dreadpet.\nThe magic of the Dreadpet tamers electrifies the air.,另一個控制德萊德魔獸的祭壇。\n此處的魔獸馴獸師能夠讓空氣導電。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000058,Saint Morning\nSaint Hall,聖音特\n聖音特教堂
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000059,Saint Hall is the oldest building. It has been standing longer than anyone in town has been alive.\nPublic offices and the laboratory are located in this building.,聖音特教堂是最古老的建築，佇立在此的時間遠比鎮上任何居民的壽命還長。\n設置有管理中心與研究中心。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000060,Saint Morning,聖音特
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000061,Saint Morning has gained independence from Flaris.\nThey have made a fortune from commerce.,聖音特從布拉里斯獨立出來。\n許多人因為貿易的活耀而致富。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000062,Saint Morning\nStation,聖音特\n航空站
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000063,This is the biggest station on Madrigal.\nSaint Morning could become the center of commerce for Madrigal by using this station.,瑪德利賈中最大的航空站。\n因為此地讓聖音特變成瑪德利賈的貿易中心。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000064,Saint Morning square,聖音特廣場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000065,Saint Morning square is a local hang out.\nThere is lots of space to open stores.,聖音特廣場，人民的聚會場所。\n空曠的場地能夠自由開店。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000066,Saint Morning\nThe Madrigal History Society.,聖音特\n瑪德利賈歷史協會
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000067,Research in the History of Madrigal is being made here.,這裡是研究與管理著瑪德利賈所有歷史的機關。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000068,Flaris\nAltar of Violet,布拉里斯\n邪惡祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000069,"There is a certain smell in the air and stones litter the landscape, evidence of a major event.",空氣中有某種氣味，在這裡採取的礦石，或許可以作為重大事件的證據。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000070,The Garden of Rhisis,黎席斯庭院
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000071,The Garden of Rhisis.\nThis once used to be a beautiful place but was ruined in the war with Clockworks.,黎席斯庭院\n這裡曾經是個美麗的地方，但在時空毀滅者戰役中遭受到毀壞。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000072,Fantasy Desert,夢幻沙漠
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000073,"You can see stone pillars around the desert.\nAccording to rumor, there are temples that lie buried under this desert.",有著石造建築物的沙漠。\n據說此沙漠的下面，埋藏著一座神殿。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000074,You can hear the sound of digging close by.,附近好像聽到挖土的聲音
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000075,The Entrance to Fantasy Desert,夢幻沙漠入口
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000076,"A desert with a lot of unknown, unexplained, buildings.",擁有許多未知、無法被解釋的建築物的一片沙漠。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000077,Southern Hillid Mountains,矽立得山脈南部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000078,The southern Hillid Mountains.\nThe Entrance to the Fantasy Desert and Plateau of Silence is here.,矽立得山脈的南部地區。\n夢幻沙漠的入口與寂靜高原位於此地。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000079,Plateau of Silence\nGravity Disorder Area,寂靜高原\n重力異常地區
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000080,"It is impossible to fly in this area of Madrigal. According to a research group, gravity is stronger here than anywhere else in the world.",唯一在瑪德利賈中不能飛行的區域，根據研究團隊研究，這裡的重力比起世界上任何地方都還要強大。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000081,Hill of Shade,闇影丘嶺
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000082,"Shade, the Clown Goddess was here.\nShe created this place in the time it takes to blink an eye.",小丑之神闇影曾到過這裡。\n她一眨眼就創造出了這個地方。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000083,This is a safe place.,這裡是安全地區，您在這裡可以得到保護！
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000084,Pumpkin Town\nThe Home of Mr. Pumpkin.,南瓜鎮\n南瓜先生居住地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000085,"This town was made by people who dislike the city life of Saint Morning.\nHowever, this town was ruined because of an invasion of Mr. Pumpkins.",不喜歡居住在聖音特城鎮的人類，搬到此地開發的一個小村莊\n但是村莊在被南瓜先生襲擊後，遭到了破壞。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000086,Central Hillid Mountains,矽立得山脈中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000087,The central area of the Hillid Mountains.,矽立得山脈的中部地區
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000088,Darkon 3\nMagmient,得肯第三區\n美格米特
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000089,The molten terrain of Darkon 3 makes for hard travel.\nOrdinary people do not enter because of the danger.,巨大的溶炎地帶，是得肯第三區中最危險的地帶！\n普通人進入此地區會有生命的危險，因此禁止讓一般人出入。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000090,Altar of Jester,操偶師的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000091,This altar was made for admiring the glory of Jesters.\nA priest named Homeit is managing this altar.,為了紀念操偶師們而設立的祭壇。\n祭壇由一個叫「胡鎂爾」的祭司管理。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000092,Darkon 3\nBrekin,得肯第三區\n布里肯遺廠
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000093,"This was an industrial area for refining Erons.\nHowever, this area was abandoned because of growing danger in the area.",此地區有著大規模的艾磷斯精煉工廠，是一個大型的工業地區！\n但是此地越來越危險的狀態，導致這裡遭到廢棄。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000094,Darkon 3\nArians,得肯第三區\n亞利安澤地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000095,This area consists of giant pools. This blue water dissolved Erons.,巨大的水池以階梯的地形形成的區域。呈現出藍光的水，是因為艾磷斯溶在水裡面。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000096,Engisis Length,維因莎特
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000097,"The largest, most mysterious tree in Madrigal.",瑪德利賈世界中，最神秘的區域。主要由巨大的古樹形成，此古樹有著古代神名的淨化祝福。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000098,Darkon 3\nDeadwallderness,得肯第三區\n死寂荒原
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000099,The wasteland of Darkon 3. Smoke rises from the ground that smells like dead things.,得肯第三區的荒廢地區，地面上會冒出聞著像死亡之物的煙霧。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000100,Darkon 3\nAniceknight,得肯第三區\n安尼斯巨木林
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000101,The local plants have mutated and grown large.,從地底湧出不可思議的魔力，使得這地區的植物異常的巨大。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000102,Darkon 3\nHouse of Laola,得肯第三區\n菈烏菈的住宅
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000103,A mysterious aura has wrapped itself around the home of Laola,大魔法師菈烏菈的家。周圍壟罩著神秘的靈氣。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000104,Altar of Ranger,浪人的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000105,This altar was made for admiring the glory of the Ranger.\nA priest named Rupim is managing this altar.,為了紀念浪人們而設立的祭壇。\n祭壇由一個叫「蘆蘋」的祭司管理。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000106,Altar of Psykeeper,念力師的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000107,Place where the Soulstone of Psykeeper is kept.\nThe admirers of the hero Offerep\nmake a pilgrimage here every year.,保管念力師的靈魂之石的地方\n崇拜念力師英雄歐曄的人\n每年皆會到此地朝拜
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000108,Darkon 3\nWestern Cendil,得肯第三區\n森迪爾螢菇林西部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000109,The polluted river flows and corrupts the wildlife of the area.\nThings grow large and nasty in this area.,此地區的河水受到汙染並侵蝕了這裡的自然環境\n此區域的事情已經變得一發不可收拾。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000110,Darkon 3\nHeret,得肯第三區\n赫瑞特幽林
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000111,There is a blue glow to the air.\nThe creatures here survive by eating Erons and wandering travelers.\nYou can see the mutant tree Heldonose on the west end.\nThis tree produces Erons.,散發出藍色的光芒的地區\n這裡的物種進食艾磷斯和遊蕩的旅行者來維生。\n在西邊的盡頭，有一棵神秘的樹木「赫爾特諾斯」。\n那樹會生產出艾磷斯。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000112,Darkon 3\nMiddle Cendil,得肯第三區\n森迪爾螢菇林中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000113,Unknown powerful energy exists in this district.\nNobody wants to know where the power came from.,此地區存在未知的強大能量\n沒有人想知道這股能量從何而來。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000114,Darkon 3\nEastern Cendil,得肯第三區\n森迪爾螢菇林東部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000115,Mileng is a holy place surrounded by giant trees shaped like mushrooms.,聖地「米雷」，被貌似香菇的巨大樹木圍繞著。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000116,Mileng,米雷
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000117,Mileng is a holy place surrounded by giant trees shaped like mushrooms.\nThe Heroes of Madrigal won their first victory here.,被貌似香菇的巨大樹木圍繞著的聖地。\n瑪德利賈的英雄在這裡贏得了他們的第一次勝利。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000118,Darkon 3\nGuardiane,得肯第三區\n守護者祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000119,This is a place of Guardians.\nThe final battle in the Hero War happened here\nAdventurers who wish to follow the will of heroes come here.,守護者的所在區域\n英雄們進行最後戰役的地方！\n想要遵循英雄之意的冒險者必須來到此處。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000120,Darkon 3\nRoom of Guardian,得肯第三區\n守護者之室
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000121,There is a monster called Venel Guardian protecting the symbol of the wisdom of the heroes.,裡面有著看守英雄的守護紋章的守護獸「貝納卡度溫」
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000122,Altar of Ringmaster,守護者的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000123,The place where the Soulstone of the Ringmaster is kept.\nThe admirers of the hero Aenn\nmake a pilgrimage here every year.,保管守護者的靈魂之石的地方\n崇拜守護者英雄艾恩的人\n每年皆會到此地朝拜
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000124,Altar of Elementor,研術者的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000125,The place where the Soulstone of the Elementor is kept.\nThe admirers of the hero Lillip\nmake a pilgrimage here every year.,保管研術者的靈魂之石的地方\n崇拜研術者英雄黎利的人\n每年皆會到此地朝拜
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000126,Altar of Ranger,浪人的祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000127,The place where the Soulstone of the Ranger is kept.\nThe admirers of the hero Hynan\nmake a pilgrimage here every year.,保管浪人的靈魂之石的地方\n崇拜浪人英雄海楠的人\n每年皆會到此地朝拜
