Key,English,Traditional_Chinese
TEXTCLIENT_NOTSIT_BLINK,You cannot use a Blinkwing while sitting.,坐下時，無法使用傳送卷軸。
TEXTCLIENT_STAND_LIMIT,You can use it when you stand up.,必須站立才可使用。
TEXTCLIENT_FLIGHT_NOUSE,Unable to use while flying.,飛行中時，無法使用。
TEXTCLIENT_ERROR_NOFLY,You cannot fly here.,您無法在這裡飛行。
TEXTCLIENT_ERROR_NOTALK,You are not allowed to talk.,您沒有發言權限 (已禁言)。
TEXTCLIENT_ERROR_CHATSPAM,You received %d minutes penalty because of too much of chatting.,由於發言過於頻繁，您收到了禁言 %d 分鐘的處罰。
TEXTCLIENT_APP_MOTION,Emotes,動作
TEXTCLIENT_APP_CHARINFO,Character,角色
TEXTCLIENT_LIMIT_RECOVER,%s recovery limited to %d.,%s 恢復限制為 %d。
TEXTCLIENT_ATTENTIONCOOLTIME,Please wait a while before using the item again.,請稍後再使用該物品。
TEXTCLIENT_DEATH,Press Lodestar to resurrect (Nearest Town) or use an item to resurrect in place.,按下生命光塔復活 (最近的城鎮) 或使用道具原地復活。
TEXTCLIENT_DEATH_ARENA,Press Lodestar to resurrect near the Arena.,按下生命光塔在競技場附近復活。
TEXTCLIENT_MOBPRIORITY,You cannot attack a monster that is fighting against another player.,您無法攻擊正在與其他玩家戰鬥的怪物。
TEXTCLIENT_NOQUITCOMBAT,You cannot quit during combat.,戰鬥中，無法退出。
TEXTCLIENT_LEVELUP,Level up! You can increase your stats in your character window.,等級提升！您可以在角色視窗提升您的能力值。
TEXTCLIENT_LEVELUP_CAPTION,Congratulations! Level up!,恭喜！升級啦！
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,您想使用目前的能力值設定嗎?
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,您的能力值會在第一次轉職完成後重置。
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,此功能僅限擁有 Flyff 通行證或完成英雄任務後使用。
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,您可以在 %d 秒後切換數值頁。
TEXTCLIENT_ADMIN_STATE,Status,狀態
TEXTCLIENT_ADMIN_NORMAL,Normal,一般
TEXTCLIENT_SPEED_VERYSLOW,Very slow,非常慢
TEXTCLIENT_SPEED_LOW,Slow,慢
TEXTCLIENT_SPEED_NORMAL,Normal,一般
TEXTCLIENT_SPEED_FAST,Fast,快
TEXTCLIENT_SPEED_VERYFAST,Very fast,非常快
TEXTCLIENT_SPEED_FASTEST,Fastest,最快
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%s 目前屬於其他玩家，請稍候。
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,背包已滿，請騰出空間後再試。
TEXTCLIENT_REAPITEM,You received %s.,您獲得了 %s。
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,您獲得了 %s +%d。
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s 撿起了 %s。
TEXTCLIENT_APP_INVENTORY,Inventory,背包
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,您獲得了 %s 金幣 (總共 %s 金幣)。
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,性別不符，無法使用 %s。
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,未滿足要求，您無法裝備 %s。
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),因為您的等級太低，您無法裝備此物品。 (要求等級：%d)
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,您不能丟棄此物品。
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,您已經使用此物品。
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,已刪除 %s：%d 個。
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.",對方不是怪物或未能鎖定到目標，所以無法使用。
TEXTCLIENT_NOTUSE,You cannot use this yet.,您目前還無法使用。
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,您的等級太低。
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s 目前是關閉密語/訊息功能的狀態。
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,該玩家目前正忙，請在幾分鐘後重試。
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,交易中，無法使用物品。
TEXTCLIENT_REDCHIP,Red Chip,紅籌碼
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,無法販賣裝備中的物品，請先卸下裝備後販售。
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,只有 %d~%d 級的角色才能獲得增益效果。
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,該技能使用中，所以無法使用 %s。
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,已經到達可轉職的等級。
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,恭喜！您已晉升為 %s。
TEXTCLIENT_APP_SKILL,Skills,技能
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,角色等級：%d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,您學習了新的攻擊模式！
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,您沒有裝備正確的武器或物品，無法使用此技能。
TEXTCLIENT_REQFP,Not enough FP.,活力不足。
TEXTCLIENT_REQMP,Not enough MP.,魔力不足。
TEXTCLIENT_REQHP,Not enough HP.,生命不足。
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,因為有障礙物阻擋，所以無法進行操作。
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,需要 %s 技能等級 %d。
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,%s 技能等級提升。
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,個人商店
TEXTCLIENT_APP_QUEST,Quests,任務
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Flyff 商店
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,商城物品
TEXTCLIENT_COMMUNICATION,Communication,通訊
TEXTCLIENT_COMMUNITY,Community,社群
TEXTCLIENT_HELPER,Helper,助手
TEXTCLIENT_APP_ITEM_DURATION,Duration,持續時間
TEXTCLIENT_APP_MESSENGER,Messenger,即時通
TEXTCLIENT_APP_PARTY,Party,劇團
TEXTCLIENT_APP_GUILD,Guild,公會
TEXTCLIENT_APP_COUPLE,Couple,情侶
TEXTCLIENT_APP_HELP,Help,幫助
TEXTCLIENT_APP_HELP_TIPS,Tips,提示
TEXTCLIENT_APP_FAQ,FAQ,常見問題
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,試衣間
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,維基說明
TEXTCLIENT_APP_INFO_PANG,Info-Pang,情報胖胖
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,您無法在公會戰場中發起劇團邀請。
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,您無法在劇團決鬥中發起邀請。
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,決鬥時無法加入劇團。
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,決鬥時無法加入公會。
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,戰鬥中無法邀請其他人加入您的劇團。
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,無法邀請其他頻道的玩家。
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s 是其他劇團的成員。
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s 已經在您的劇團中了。
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,無法加入到劇團。
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s 拒絕加入劇團。
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s 目前不接受劇團邀請。
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,只有團長才能邀請新成員。
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,已達到最多 8 名玩家的劇團人數限制。
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,您加入劇團失敗。
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,您加入公會失敗。
TEXTCLIENT_PARTYCREATE,Party has been created.,成立劇團了。
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s 已加入劇團。
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s 已退出劇團
TEXTCLIENT_PARTYEXIT,You have left the party.,您退出了劇團。
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,劇團解散了。
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,您將此生命光柱設定為重生點。
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,只有劇團團長才能將團長身份轉移給劇團的另一名團員。
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,您無法把團長交接給離線的玩家。
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,您已成為了劇團團長。
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,在劇團決鬥時，無法更改團長。
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,劇團等級已經到達 10 級了。
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,劇團等級上升。
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,已經有其他人使用此劇團名稱，請重新輸入。
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,此劇團名稱包含未經許可的文字或符號。
TEXTCLIENT_ERROR,Error,錯誤
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,從臨時劇團變更為巡迴劇團了。
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,劇團名稱已變更為 %s。
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,只有劇團團長可以使用劇團技能。
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,您的劇團沒有達到要求的等級。
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,因為劇團點數不足，無法使用技能。
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,您正在使用劇團技能 %s，請稍後再試。
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,使用了劇團技能：%s。
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,%s 持續時間已到，效果即將消失。
TEXTCLIENT_ACR_FAME01,Rogue,死跑龍套
TEXTCLIENT_ACR_FAME02,Outlaw,雜耍員
TEXTCLIENT_ACR_FAME03,Vigilante,紅牌小丑
TEXTCLIENT_ACR_FAME04,Pathfinder,幸運獵人
TEXTCLIENT_ACR_FAME05,Pursuer,神射手
TEXTCLIENT_ACR_FAME06,Hejerdor,華麗舞者
TEXTCLIENT_ACR_FAME07,Phoenix,吸魂使者
TEXTCLIENT_ACR_FAME08,Splitter,幻影忍者
TEXTCLIENT_ACR_FAME09,Valcan,闇影刺客
TEXTCLIENT_ACR_FAME10,Lamia,沉默死神
TEXTCLIENT_MER_FAME01,Trainer,正港卒仔
TEXTCLIENT_MER_FAME02,Fighter,地痞流氓
TEXTCLIENT_MER_FAME03,Gladiator,古惑仔
TEXTCLIENT_MER_FAME04,Berserker,格鬥力士
TEXTCLIENT_MER_FAME05,Wardancer,爆炎劍士
TEXTCLIENT_MER_FAME06,Blaster,闇劍客
TEXTCLIENT_MER_FAME07,Eraser,千人斬
TEXTCLIENT_MER_FAME08,Champion,火影禁衛
TEXTCLIENT_MER_FAME09,Warrior,喋血戰狂
TEXTCLIENT_MER_FAME10,Bearcat,弒殺武神
TEXTCLIENT_MAG_FAME01,Apprentice,落跑達人
TEXTCLIENT_MAG_FAME02,Mage,烏龍術士
TEXTCLIENT_MAG_FAME03,War Mage,戰鬥法使
TEXTCLIENT_MAG_FAME04,Grand Mage,超魔導師
TEXTCLIENT_MAG_FAME05,Arch Mage,修羅魔使
TEXTCLIENT_MAG_FAME06,Sorcerer,煉金術士
TEXTCLIENT_MAG_FAME07,Warlock,火焰術者
TEXTCLIENT_MAG_FAME08,Sage,黑獄祭司
TEXTCLIENT_MAG_FAME09,Arch Sage,熾焰魔使
TEXTCLIENT_MAG_FAME10,Elder,滅獄魔神
TEXTCLIENT_ASS_FAME01,Protector,補血機
TEXTCLIENT_ASS_FAME02,Guardian,守護者
TEXTCLIENT_ASS_FAME03,Knight,騎士
TEXTCLIENT_ASS_FAME04,Paladin,武道家
TEXTCLIENT_ASS_FAME05,Crusader,熾天使
TEXTCLIENT_ASS_FAME06,Crusader,熾天使
TEXTCLIENT_ASS_FAME07,Chaplain,吟遊賢者
TEXTCLIENT_ASS_FAME08,Luminary,白袍智者
TEXTCLIENT_ASS_FAME09,Prophet,聖職主教
TEXTCLIENT_ASS_FAME10,Oracle,嗜血教皇
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,此玩家已經在您的好友名單中。
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,您已向 %s 發送好友邀請。
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,您無法在公會戰場中添加好友。
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,戰鬥中無法加入好友。
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,對方拒絕將您加入好友名單中。
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s 目前不接受好友邀請。
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,即時通可登錄的好友名單為 200 人。
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s 已將您加入好友名單。
TEXTCLIENT_NOTLOGIN,That player is offline.,玩家不在線上。
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.",訊息發送失敗，已被 %s 封鎖。
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,您收到 %d 則新留言。
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,對方的留言箱已滿，無法再接收留言。
TEXTCLIENT_MESSNOTE,You sent the memo.,您傳送了留言。
TEXTCLIENT_MAILRECEIVE,You have received new mail!,您收到新郵件！
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,等級未到達 %d，無法使用大聲公功能。
TEXTCLIENT_NOPARTY,Party does not exist.,該劇團不存在。
TEXTCLIENT_NOGUILD,Guild does not exist.,該公會不存在。
TEXTCLIENT_WHISPERAGREE,Private messages allowed,允許私訊
TEXTCLIENT_WHISPERREFUSE,Private messages refused,不允許私訊
TEXTCLIENT_MSGERAGREE,Messenger allowed,允許訊息
TEXTCLIENT_MSGERREFUSE,Messenger refused,不允許訊息
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,允許劇團和公會邀請
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,不允許劇團和公會邀請
TEXTCLIENT_CONNAGREE,Post connection status,開啟上線通知功能
TEXTCLIENT_CONNREFUSE,Do not post connection status.,關閉上線通知功能
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,封鎖玩家數量已滿，請取消封鎖部分玩家或重新登入以重置封鎖清單。
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,您無法封鎖自己，您可能還有一些重要的話要說！
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,該玩家已經在您的封鎖清單中。
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,已封鎖 %s 的聊天。輸入 /unignore <NAME> 可將對方從您的封鎖清單中移除。
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,解除了對 %s 封鎖。
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,該玩家不在您的封鎖清單中。
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,請先卸下該裝備。
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,您無法使用商城物品。
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.",無法對自己傳送訊息。
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,%s 的郵箱已滿。
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,您的金幣不足。
TEXTCLIENT_CANNOTPOST,You cannot send this item.,無法發送的物品。
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,無法判別的使用者。
TEXTCLIENT_POST_ERROR,You have failed to send.,發送郵件失敗。
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,您的郵件已成功發送。
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.",發生錯誤，請重試操作。
TEXTCLIENT_REALTIME,Real Time - %s,實際時間：%s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,瑪德利賈時間：%s
TEXTCLIENT_NEW_QUEST,New Quest,新任務
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,進行中的任務
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,已接取任務：%s。請開啟任務視窗查看詳細內容。
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,任務：%s 已取消。
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,無法完成任務，任務已被取消。
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,該頻道無法進入，請進入其他頻道。
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,無法使用飛行器進入。
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,您必須擁有 %s 才能開啟。
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.",等級不足，無法開啟。
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.",性別不符，無法開啟。
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,您必須完成任務：%s，才能開啟。
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.",職業不符，無法開啟
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,因為背包的空間不足，所以無法完成任務。
TEXTCLIENT_REAPEXP,You have gained Experience.,您獲得了經驗值。
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,恭喜！%s 已完成。
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.",如果劇團團員超過 %d 級，他無法進入。
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,您無法再確認。
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,您加入了 %s 公會。
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,您已不再是 %s 公會的成員。
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,在公會決鬥中，無法更改公會徽章。
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,在公會決鬥中，無法變更公會名稱。
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,公會已發布新的公告，請從公會視窗確認公告內容。
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,已經有其他人使用此公會名稱，請重新輸入。
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,此公會名稱包含未經許可的文字或符號。
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,%s 公會的名稱已變更為 %s。
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,在公會決鬥中，無法解散公會。
TEXTCLIENT_GUILDSALARYCHANGED,Salary for each title has been changed.,公會各職稱的薪資已變更完成。
TEXTCLIENT_GUILDPOWERCHANGED,Authority for each title has been changed.,公會各職稱的權限已變更完成。
TEXTCLIENT_GUILDWARNOMEMBER,Unable to use the member management function during a guild duel.,在公會決鬥中，無法使用公會管理功能。
TEXTCLIENT_GUILDMEMBER_PROMOTED,%s has been promoted.,已提升 %s 的職稱。
TEXTCLIENT_GUILDMEMBER_DEMOTED,%s has been demoted.,已調降 %s 的職稱。
TEXTCLIENT_GUILD_TRANSFERLEADER,%s has become the guild master.,%s 已成為公會會長。
TEXTCLIENT_GUILD_MEMBERLEAVE,%s has left the guild.,%s 已離開公會。
TEXTCLIENT_COMACCEPTHAVECOM,%s is already in a guild.,%s 已經是公會成員。
TEXTCLIENT_BATTLE_NOTGUILD,You cannot invite others to join your guild during a battle.,在戰鬥中無法邀請其他人加入公會。
TEXTCLIENT_COMACCEPTKINGPIN,You invited %s to your guild.,已邀請 %s 加入公會。
TEXTCLIENT_GUILDCHROFFLINE,The character you invited is offline.,邀請的角色目前不在線上。
TEXTCLIENT_GUILDNOTINCLUDE,You have to wait 2 days before joining another guild.,您退出公會不到 2 天，因此無法加入新公會。
TEXTCLIENT_GUILDFAILINVITATE,%s has refused to join the guild.,%s 拒絕加入公會。
TEXTCLIENT_COMNOEXCOM,That guild does not exist.,該公會不存在。
TEXTCLIENT_GUILDWARNOINVATE,Cannot join a guild during a guild duel.,在公會戰中，無法加入公會。
TEXTCLIENT_COMHAVECOM,You are already in a guild.,您已經有所屬公會，所以無法加入。
TEXTCLIENT_COMOVERMEMBER,The guild is full.,公會已到達人數上限。
TEXTCLIENT_COMACCEPTWELCOME,%s has joined the guild.,%s 已加入公會。
TEXTCLIENT_GUILDNOTHINGNAME,Unable to make a contribution. Ask your Guild Leader to set the guild name first.,無法進行貢獻，請先請公會會長設定公會稱號。
TEXTCLIENT_GUILDMERITMAXLEVEL,Unable to make a contribution. The guild has reached its maximum level.,無法進行貢獻，公會已達到最高等級。
TEXTCLIENT_GUILDLEVELUP,Guild level has increased.,公會等級上升！
TEXTCLIENT_GUILDCLOAK,%s Guild Cloak,%s 公會披風
TEXTCLIENT_NOTTRADE,You cannot trade a premium item.,商城物品無法放入個人商店或與 NPC 進行交易。
TEXTCLIENT_GUILDBANKFULL,The guild warehouse is full.,公會銀行已滿。
TEXTCLIENT_COUPLEBANKFULL,The couple storage is full.,情侶銀行已滿。
TEXTCLIENT_SLOTFULL,Your inventory is full.,已經太滿放不下了！
TEXTCLIENT_CONFIRMMOVEITEM,Really move this item?,真的要移動這個物品嗎？
TEXTCLIENT_GUILDCREATECLOAK,Guild cloak has been created.,製作了公會披風。
TEXTCLIENT_GUILDNEEDGOLD,Unable to create guild cloak. Insufficient Penya in the guild warehouse.,因為公會銀行中的金錢不足，無法製作公會披風。
TEXTCLIENT_GUILD_PAYTAKE,Guild salary of %d Penya received.,已領取 %d 金幣的公會薪資。
TEXTCLIENT_ERROR_UNKNOWN_TARGET,Unknown setting target,未知的設定目標
