Key,English,Traditional_Chinese
PROPMAP_TXT_100023,Erons Factories,艾磷斯工廠
PROPMAP_TXT_100024,Gouthan Mountains,古坦山脈
PROPMAP_TXT_100025,Darkon 1 (KhipRa),得肯第一區 (機械荒原)
PROPMAP_TXT_100026,Unknown,未知
PROPMAP_TXT_100029,Armory,武器店
PROPMAP_TXT_100030,Center for Guild Combat,公會戰中心
PROPMAP_TXT_100031,Arena Manager,自由競技場管理員
PROPMAP_TXT_100032,Azria,阿茲里亞
PROPMAP_TXT_100033,Guild Siege,公會戰
PROPMAP_TXT_100034,Quiz,測驗
PROPMAP_TXT_100035,Village of Kan,坎恩村
PROPMAP_TXT_100036,Area,區域
PROPMAP_TXT_100037,Saint Morning Station,聖音特航空站
PROPMAP_TXT_100038,Garden of Rhisis II,黎席斯庭院 II
PROPMAP_TXT_100039,Cave of Envy,嫉妒洞窟
PROPMAP_TXT_100040,Darkon 2,得肯第二區
PROPMAP_TXT_100041,Volkane,熔岩祕境
PROPMAP_TXT_100042,Abandoned Erons Factory,廢棄艾磷斯工廠
PROPMAP_TXT_100043,Frozen Forest,冰封森林
PROPMAP_TXT_100044,Forgotten Bridge,遺忘之橋
PROPMAP_TXT_100045,Azria Village,阿茲里亞村
PROPMAP_TXT_100046,Frozen Lakes,冰封湖泊
PROPMAP_TXT_100047,Castle Ruins,城堡遺跡
PROPMAP_TXT_100048,High Mountains,高嶺山區
PROPMAP_TXT_100049,Redchip Dealer,紅籌碼商人
PROPMAP_TXT_100050,Storm Peak,風暴峰
PROPMAP_TXT_100051,Envy Depths,嫉妒深淵
PROPMAP_TXT_100052,Leren Chasm,勒倫峽谷
PROPMAP_TXT_100053,Rhisis Catacombs,黎席斯墓窟
PROPMAP_TXT_100054,Guardiane Sanctuary,守護者聖域
PROPMAP_TXT_100055,Leren Chasm (Medium),勒倫峽谷 (中級)
PROPMAP_TXT_100056,Leren Chasm (Hard),勒倫峽谷 (困難)
PROPMAP_TXT_100057,Leren Chasm (Extra Hard),勒倫峽谷 (超難)
PROPMAP_TXT_100058,Leren Chasm (Nightmare),勒倫峽谷 (惡夢)
PROPMAP_TXT_100059,Rhisis Catacombs (Hard),黎席斯墓窟 (困難)
PROPMAP_TXT_100060,Rhisis Catacombs (Extra Hard),黎席斯墓窟 (超難)
PROPMAP_TXT_100061,Rhisis Catacombs (Nightmare),黎席斯墓窟 (惡夢)
PROPMAP_TXT_100062,Envy Depths (Extra Hard),嫉妒深淵 (超難)
PROPMAP_TXT_100063,Envy Depths (Nightmare),嫉妒深淵 (惡夢)
PROPMAP_TXT_100064,Guardiane Sanctuary (Nightmare),守護者聖域 (惡夢)
PROPMAP_TXT_100065,Envy Depths (Medium),嫉妒深淵 (中級)
PROPMAP_TXT_100066,Eggcellent's Meadow,彩蛋草甸
PROPMAP_TXT_100067,Eggcellent's Meadow (Medium),彩蛋草甸 (中級)
PROPMAP_TXT_100068,Eggcellent's Meadow (Hard),彩蛋草甸 (困難)
PROPMAP_TXT_100069,Leren Chasm (Story),勒倫峽谷 (劇情)
PROPMAP_TXT_100070,Rhisis Catacombs (Story),黎席斯墓窟 (劇情)
PROPMAP_TXT_100071,Envy Depths (Story),嫉妒深淵 (劇情)
PROPMAP_TXT_100072,Guardiane Sanctuary (Story),守護者聖域 (劇情)
PROPMAP_TXT_100073,Storm Peak (Story),風暴峰 (劇情)
PROPMAP_TXT_200000,The Colosseum,鬥獸場
PROPMAP_TXT_100074,The Wilds (Story),荒野叢境 (劇情)
PROPMAP_TXT_100075,The Wilds,荒野叢境
PROPMAP_TXT_230001,Instance,副本
PROPMAP_TXT_100076,FWC Arena,FWC 競技場
PROPMAP_TXT_100081,Leren Chasm (Cursed),勒倫峽谷 (詛咒)
PROPMAP_TXT_100082,Rhisis Catacombs (Cursed),黎席斯墓窟 (詛咒)
PROPMAP_TXT_100083,Envy Depths (Cursed),嫉妒深淵 (詛咒)
PROPMAP_TXT_100084,Guardiane Sanctuary (Cursed),守護者聖域 (詛咒)
PROPMAP_TXT_100085,Storm Peak (Cursed),風暴峰 (詛咒)
PROPMAP_TXT_200001,Beach House,海濱小屋
PROPMAP_TXT_200002,Blank World,空白世界
PROPMAP_TXT_200003,Guild Ship,公會飛船
PROPMAP_TXT_200004,Forest House,森林小屋
PROPMAP_TXT_200005,Volcano House,熔岩小屋
PROPMAP_TXT_200006,Snow House,雪地小屋
PROPMAP_TXT_200007,Housing Specialist,小屋管理員
PROPMAP_TXT_200008,Pet Tamer,召喚獸訓練師
PROPMAP_TXT_200009,Beach House (S),海濱小屋 (小)
PROPMAP_TXT_200010,Beach House (M),海濱小屋 (中)
PROPMAP_TXT_200011,Beach House (L),海濱小屋 (大)
PROPMAP_TXT_200012,Kalgas Assault Realm,卡爾加斯突擊戰場
PROPMAP_TXT_200013,Darken House,得肯小屋
PROPMAP_TXT_100086,2nd Anniversary,兩週年紀念
PROPMAP_TXT_100087,2nd Anniversary (Medium),兩週年紀念 (中級)
PROPMAP_TXT_100088,2nd Anniversary (Hard),兩週年紀念 (困難)
PROPMAP_TXT_100200,[Event] Envy Depths (Easy),[活動] 嫉妒深淵 (簡單)
PROPMAP_TXT_100201,[Event] Envy Depths (Medium),[活動] 嫉妒深淵 (中級)
PROPMAP_TXT_100202,[Event] Envy Depths (Hard),[活動] 嫉妒深淵 (困難)
PROPMAP_TXT_100089,Lv.15+,等級 15+
PROPMAP_TXT_100090,Lv.20+,等級 20+
PROPMAP_TXT_100091,Lv.80+,等級 80+
PROPMAP_TXT_100092,Lv.100+,等級 100+
PROPMAP_TXT_100093,Lv.25+,等級 25+
PROPMAP_TXT_100097,Lv.120+,等級 120+
PROPMAP_TXT_200014,Fall House,秋日小屋
PROPMAP_TXT_200015,Fall House (S),秋日小屋 (小)
PROPMAP_TXT_200016,Fall House (M),秋日小屋 (中)
PROPMAP_TXT_200017,Fall House (L),秋日小屋 (大)
PROPMAP_TXT_200018,Blank House (Couple),空白小屋 (情侶)
PROPMAP_TXT_200019,Beach House (Couple),海濱小屋 (情侶)
PROPMAP_TXT_200020,Darken House (Couple),得肯小屋 (情侶)
PROPMAP_TXT_200021,Forest House (Couple),森林小屋 (情侶)
PROPMAP_TXT_200022,Fall House (Couple),秋日小屋 (情侶)
PROPMAX_TXT_200023,Herneos,海尼爾遺都
PROPMAP_TXT_200024,Boss Monster Raid,首領怪物討伐戰
PROPMAP_TXT_100094,[Event] Halloween Dungeon,[活動] 萬聖節副本
PROPMAP_TXT_100095,[Event] Halloween Dungeon (Normal),[活動] 萬聖節副本 (一般)
PROPMAP_TXT_100096,[Event] Halloween Dungeon (Hard),[活動] 萬聖節副本 (困難)
PROPMAP_TXT_200025,Snowfield,雪原
PROPMAX_TXT_200026,Ankou's Asylum,安庫幽禁所
PROPMAP_TXT_200027,Kaillun Temple,凱倫神殿
PROPMAP_TXT_200028,Eillun,艾爾倫村
PROPMAP_TXT_200029,Kaillun,凱倫
PROPMAP_TXT_200030,Leren Chasm (Infernal),勒倫峽谷 (地獄)
PROPMAP_TXT_200031,Rhisis Catacombs (Infernal),黎席斯墓窟 (地獄)
PROPMAP_TXT_200032,Envy Depths (Infernal),嫉妒深淵 (地獄)
PROPMAP_TXT_200033,Guardiane Sanctuary (Infernal),守護者聖域 (地獄)
PROPMAP_TXT_200034,Storm Peak (Infernal),風暴峰 (地獄)
PROPMAP_TXT_200035,The Wilds (Infernal),荒野叢境 (地獄)
PROPMAP_TXT_200036,Ankou's Asylum (Story),安庫幽禁所 (劇情)
PROPMAP_TXT_200037,Seabed,海底
PROPMAP_TXT_200038,Rescue [Eillun Farmer] Sprout,Rescue [Eillun Farmer] Sprout
PROPMAP_TXT_200039,Rescue [Eillun Farmer] Thorn,Rescue [Eillun Farmer] Thorn
PROPMAP_TXT_200040,Defend [Eillun Farmer] Dr. Root,Defend [Eillun Farmer] Dr. Root
PROPMAP_TXT_200041,Rescue [Eillun Farmer] Dr. Root,Rescue [Eillun Farmer] Dr. Root
PROPMAP_TXT_200042,Mysterious Castle,Mysterious Castle
PROPMAP_TXT_200043,Euphresia,Euphresia
PROPMAP_TXT_200044,Kebaras 2,Kebaras 2
