Key,English,Traditional_Chinese
PROPITEMETC_INC_000080,Ellean Set,艾黎安套裝
PROPITEMETC_INC_000081,Shabel Set,蟹卑套裝
PROPITEMETC_INC_000082,Shurian Set,穗利安套裝
PROPITEMETC_INC_000131,Knighert Set,納音赫特套裝
PROPITEMETC_INC_000132,Knighz Set,娜麗芝套裝
PROPITEMETC_INC_000133,Blain Set,布萊恩套裝
PROPITEMETC_INC_000134,Virain Set,菲羽套裝
PROPITEMETC_INC_000135,Jesis Set,戴希斯套裝
PROPITEMETC_INC_000136,Jenes Set,載樂絲套裝
PROPITEMETC_INC_000137,Ranerz Set,雷勒斯套裝
PROPITEMETC_INC_000138,Raze Set,樂絲套裝
PROPITEMETC_INC_000139,Rimyth Set,拉米司套裝
PROPITEMETC_INC_000140,Remingster Set,理銘絲特套裝
PROPITEMETC_INC_000141,Billst Set,畢斯特套裝
PROPITEMETC_INC_000142,Billporon Set,碧爾波倫套裝
PROPITEMETC_INC_000143,Psykon Set,沙利肯套裝
PROPITEMETC_INC_000144,Psyuniper Set,曙里波套裝
PROPITEMETC_INC_000145,Ellis Set,艾力斯套裝
PROPITEMETC_INC_000146,Ellsis Set,恩立席斯套裝
PROPITEMETC_INC_000147,PvE Cruentus Set,PvE 血腥克魯恩特斯套裝
PROPITEMETC_INC_000148,PvE Cruenta Set,PvE 血腥克魯恩塔套裝
PROPITEMETC_INC_000149,PvE Noctis Set,PvE 血腥諾克提斯套裝
PROPITEMETC_INC_000150,PvE Nox Set,PvE 血腥諾克絲套裝
PROPITEMETC_INC_000151,PvE Velox Set,PvE 血腥威洛克斯套裝
PROPITEMETC_INC_000152,PvE Valentis Set,PvE 血腥瓦倫緹絲套裝
PROPITEMETC_INC_000153,PvE Acer Set,PvE 血腥艾瑟爾套裝
PROPITEMETC_INC_000154,PvE Acris Set,PvE 血腥艾克麗絲套裝
PROPITEMETC_INC_000155,PvE Revenio Set,PvE 血腥雷文尼奧套裝
PROPITEMETC_INC_000156,PvE Revenis Set,PvE 血腥雷薇妮絲套裝
PROPITEMETC_INC_000157,PvE Grim Set,PvE 血腥格林套裝
PROPITEMETC_INC_000158,PvE Gravis Set,PvE 血腥葛萊薇絲套裝
PROPITEMETC_INC_000159,PvE Twilight Set,PvE 血腥暮光套裝
PROPITEMETC_INC_000160,PvE Eclipse Set,PvE 血腥艾克麗普絲套裝
PROPITEMETC_INC_000161,PvE Nanemvis Set,PvE 血腥那南維斯套裝
PROPITEMETC_INC_000162,PvE Namavis Set,PvE 血腥那瑪薇絲套裝
PROPITEMETC_INC_000163,PvP Obsidian Cruentus Set,PvP 黑曜克魯恩特斯套裝
PROPITEMETC_INC_000164,PvP Obsidian Cruenta Set,PvP 黑曜克魯恩塔套裝
PROPITEMETC_INC_000165,PvP Obsidian Noctis Set,PvP 黑曜諾克提斯套裝
PROPITEMETC_INC_000166,PvP Obsidian Nox Set,PvP 黑曜諾克絲套裝
PROPITEMETC_INC_000167,PvP Obsidian Velox Set,PvP 黑曜威洛克斯套裝
PROPITEMETC_INC_000168,PvP Obsidian Valentis Set,PvP 黑曜瓦倫緹絲套裝
PROPITEMETC_INC_000169,PvP Obsidian Acer Set,PvP 黑曜艾瑟爾套裝
PROPITEMETC_INC_000170,PvP Obsidian Acris Set,PvP 黑曜艾克麗絲套裝
PROPITEMETC_INC_000171,PvP Obsidian Revenio Set,PvP 黑曜雷文尼奧套裝
PROPITEMETC_INC_000172,PvP Obsidian Revenis Set,PvP 黑曜雷薇妮絲套裝
PROPITEMETC_INC_000173,PvP Obsidian Grim Set,PvP 黑曜格林套裝
PROPITEMETC_INC_000174,PvP Obsidian Gravis Set,PvP 黑曜葛萊薇絲套裝
PROPITEMETC_INC_000175,PvP Obsidian Twilight Set,PvP 黑曜暮光套裝
PROPITEMETC_INC_000176,PvP Obsidian Eclipse Set,PvP 黑曜艾克麗普絲套裝
PROPITEMETC_INC_000177,PvP Obsidian Nanemvis Set,PvP 黑曜那南維斯套裝
PROPITEMETC_INC_000178,PvP Obsidian Namavis Set,PvP 黑曜那瑪薇絲套裝
PROPITEMETC_INC_000179,Cryro Set,克瑞翁套裝
PROPITEMETC_INC_000180,Cyrent Set,賽倫特套裝
PROPITEMETC_INC_000181,Forrben Set,福爾本套裝
PROPITEMETC_INC_000182,Forrain Set,福蘭套裝
PROPITEMETC_INC_000183,Naneon Set,納尼亞套裝
PROPITEMETC_INC_000184,Nanex Set,納內克斯套裝
PROPITEMETC_INC_000185,Vizes Set,維澤斯套裝
PROPITEMETC_INC_000186,Vizith Set,維茲特套裝
PROPITEMETC_INC_000187,Keinos Set,凱諾斯套裝
PROPITEMETC_INC_000188,Keisan Set,琪桑套裝
PROPITEMETC_INC_000189,Ouken Set,歐肯套裝
PROPITEMETC_INC_000190,Oukest Set,歐克斯特套裝
PROPITEMETC_INC_000191,Peinn Set,佩恩套裝
PROPITEMETC_INC_000192,Penel Set,珮諾套裝
PROPITEMETC_INC_000193,Quinox Set,奎諾克斯套裝
PROPITEMETC_INC_000194,Quition Set,奎伊遜套裝
PROPITEMETC_INC_000195,FWC Golden Cryro Set,榮耀‧克瑞翁套裝
PROPITEMETC_INC_000196,FWC Golden Cyrent Set,榮耀‧賽倫特套裝
PROPITEMETC_INC_000197,FWC Golden Forrben Set,榮耀‧福爾本套裝
PROPITEMETC_INC_000198,FWC Golden Forrain Set,榮耀‧福蘭套裝
PROPITEMETC_INC_000199,FWC Golden Naneon Set,榮耀‧納尼亞套裝
PROPITEMETC_INC_000200,FWC Golden Nanex Set,榮耀‧納內克斯套裝
PROPITEMETC_INC_000201,FWC Golden Vizes Set,榮耀‧維澤斯套裝
PROPITEMETC_INC_000202,FWC Golden Vizith Set,榮耀‧維茲特套裝
PROPITEMETC_INC_000203,FWC Golden Keinos Set,榮耀‧凱諾斯套裝
PROPITEMETC_INC_000204,FWC Golden Keisan Set,榮耀‧琪桑套裝
PROPITEMETC_INC_000205,FWC Golden Ouken Set,榮耀‧歐肯套裝
PROPITEMETC_INC_000206,FWC Golden Oukest Set,榮耀‧歐克斯特套裝
PROPITEMETC_INC_000207,FWC Golden Peinn Set,榮耀‧佩恩套裝
PROPITEMETC_INC_000208,FWC Golden Penel Set,榮耀‧珮諾套裝
PROPITEMETC_INC_000209,FWC Golden Quinox Set,榮耀‧奎諾克斯套裝
PROPITEMETC_INC_000210,FWC Golden Quition Set,榮耀‧奎伊遜套裝
PROPITEMETC_INC_000211,Warbringer's Set,戰爭使者套裝
PROPITEMETC_INC_000212,Sentinel's Set,哨兵套裝
PROPITEMETC_INC_000213,Spellweaver's Set,織法者套裝
PROPITEMETC_INC_000214,Hawkeye's Set,鷹眼套裝
PROPITEMETC_INC_000215,Champion's Set,鬥士套裝
PROPITEMETC_INC_000216,Defender's Set,聖衛套裝
PROPITEMETC_INC_000217,Adept's Set,賢者套裝
PROPITEMETC_INC_000218,Marksman's Set,疾影套裝
PROPITEMETC_INC_000288,Manebound Set,鬃縛套裝
PROPITEMETC_INC_000289,Manetress Set,鬃影套裝
PROPITEMETC_INC_000290,Lycanith Set,狼魂套裝
PROPITEMETC_INC_000291,Lyceris Set,狼影套裝
PROPITEMETC_INC_000292,Wingwalker Set,翼行套裝
PROPITEMETC_INC_000293,Wingwander Set,飛翼套裝
PROPITEMETC_INC_000294,Fennith Set,霜魂套裝
PROPITEMETC_INC_000295,Fennia Set,霜原套裝
PROPITEMETC_INC_000296,Luminis Set,光耀套裝
PROPITEMETC_INC_000297,Luminia Set,光輝套裝
PROPITEMETC_INC_000298,Tigraknar Set,虎魂套裝
PROPITEMETC_INC_000299,Tigressa Set,虎紋套裝
PROPITEMETC_INC_000300,Primamind Set,始源心智套裝
PROPITEMETC_INC_000301,Primalix Set,原初套裝
PROPITEMETC_INC_000302,Drakorin Set,龍衛套裝
PROPITEMETC_INC_000303,Drakoria Set,龍裔套裝
PROPITEMETC_INC_000304,Bileire Set,比萊爾套裝
PROPITEMETC_INC_000305,Bilari Set,碧菈莉套裝
PROPITEMETC_INC_000306,Heraud Set,赫羅德套裝
PROPITEMETC_INC_000307,Herainn Set,赫瑞恩套裝
PROPITEMETC_INC_000308,Curio Set,丘里歐套裝
PROPITEMETC_INC_000309,Curena Set,丘蕊娜套裝
PROPITEMETC_INC_000310,Hainure Set,海努雷套裝
PROPITEMETC_INC_000311,Hanira Set,哈妮菈套裝
PROPITEMETC_INC_000312,Reine Set,雷恩套裝
PROPITEMETC_INC_000313,Rayne Set,蕾恩娜套裝
PROPITEMETC_INC_000314,Roenier Set,羅尼爾套裝
PROPITEMETC_INC_000315,Roelayne Set,羅蕾恩套裝
PROPITEMETC_INC_000316,Reffiro Set,雷菲羅套裝
PROPITEMETC_INC_000317,Rephira Set,蕾菲菈套裝
PROPITEMETC_INC_000318,Lippin Set,利平套裝
PROPITEMETC_INC_000319,Lypine Set,莉派茵套裝
PROPITEMETC_INC_000320,FWC Golden Bileire Set,榮耀‧比萊爾套裝
PROPITEMETC_INC_000321,FWC Golden Bilari Set,榮耀‧碧菈莉套裝
PROPITEMETC_INC_000322,FWC Golden Heraud Set,榮耀‧赫羅德套裝
PROPITEMETC_INC_000323,FWC Golden Herainn Set,榮耀‧赫瑞恩套裝
PROPITEMETC_INC_000324,FWC Golden Curio Set,榮耀‧丘里歐套裝
PROPITEMETC_INC_000325,FWC Golden Curena Set,榮耀‧丘蕊娜套裝
PROPITEMETC_INC_000326,FWC Golden Hainure Set,榮耀‧海努雷套裝
PROPITEMETC_INC_000327,FWC Golden Hanira Set,榮耀‧哈妮菈套裝
PROPITEMETC_INC_000328,FWC Golden Reine Set,榮耀‧雷恩套裝
PROPITEMETC_INC_000329,FWC Golden Rayne Set,榮耀‧蕾恩娜套裝
PROPITEMETC_INC_000330,FWC Golden Roenier Set,榮耀‧羅尼爾套裝
PROPITEMETC_INC_000331,FWC Golden Roelayne Set,榮耀‧羅蕾恩套裝
PROPITEMETC_INC_000332,FWC Golden Reffiro Set,榮耀‧雷菲羅套裝
PROPITEMETC_INC_000333,FWC Golden Rephira Set,榮耀‧蕾菲菈套裝
PROPITEMETC_INC_000334,FWC Golden Lippin Set,榮耀‧利平套裝
PROPITEMETC_INC_000335,FWC Golden Lypine Set,榮耀‧莉派茵套裝
PROPITEMETC_INC_000336,FWC 2025 Bloody Death Messenger’s Set (Winners),FWC 2025 血腥死亡信使套裝 (冠軍)
PROPITEMETC_INC_000337,FWC 2025 Golden Death Messenger’s Set (Finalists),FWC 2025 黃金死亡信使套裝 (決賽)
PROPITEMETC_INC_000338,Runthiel Set,倫席爾套裝
PROPITEMETC_INC_000339,Runthien Set,綸茜恩套裝
PROPITEMETC_INC_000340,Rethanor Set,雷薩諾爾套裝
PROPITEMETC_INC_000341,Rethanar Set,蕾薩娜爾套裝
PROPITEMETC_INC_000342,Zendric Set,贊德里克套裝
PROPITEMETC_INC_000343,Zendricar Set,贊德莉卡套裝
PROPITEMETC_INC_000344,Khorviel Set,科維爾套裝
PROPITEMETC_INC_000345,Khorvien Set,珂薇恩套裝
PROPITEMETC_INC_000346,Zaythor Set,賽索爾套裝
PROPITEMETC_INC_000347,Zaythar Set,賽莎爾套裝
PROPITEMETC_INC_000348,Vornithic Set,沃尼斯人克套裝
PROPITEMETC_INC_000349,Vornithicar Set,薇尼斯人卡套裝
PROPITEMETC_INC_000350,Dornith Set,多尼斯人套裝
PROPITEMETC_INC_000351,Dornyth Set,朵尼斯人套裝
PROPITEMETC_INC_000352,Quostrel Set,闊斯崔爾套裝
PROPITEMETC_INC_000353,Quostren Set,闊絲崔恩套裝
PROPITEMETC_INC_000354,Chyrelle Set,夏烈爾套裝
PROPITEMETC_INC_000355,Chyrella Set,夏蕊菈套裝
PROPITEMETC_INC_000356,Noltrave Set,諾崔弗套裝
PROPITEMETC_INC_000357,Noltrava Set,諾崔薇套裝
PROPITEMETC_INC_000358,Frodral Set,弗羅卓爾套裝
PROPITEMETC_INC_000359,Frodrel Set,芙羅卓兒套裝
PROPITEMETC_INC_000360,Treviron Set,崔維隆套裝
PROPITEMETC_INC_000361,Treviran Set,崔薇蘭套裝
PROPITEMETC_INC_000362,Lenvire Set,藍維爾套裝
PROPITEMETC_INC_000363,Lenvira Set,嵐薇拉套裝
PROPITEMETC_INC_000364,Ordelin Set,奧德林套裝
PROPITEMETC_INC_000365,Ordelyn Set,奧德琳套裝
PROPITEMETC_INC_000366,Tracien Set,崔席恩套裝
PROPITEMETC_INC_000367,Tracior Set,崔希奧套裝
PROPITEMETC_INC_000368,Lorvenic Set,洛維尼克套裝
PROPITEMETC_INC_000369,Lorvenicar Set,洛薇妮卡套裝
PROPITEMETC_INC_000370,Etranor Set,伊特拉諾爾套裝
PROPITEMETC_INC_000371,Etranar Set,伊特蘭娜爾套裝
PROPITEMETC_INC_000372,Lyzarel Set,里薩雷爾套裝
PROPITEMETC_INC_000373,Lyzaren Set,莉薩蓮套裝
PROPITEMETC_INC_000374,Exiran Set,艾克西蘭套裝
PROPITEMETC_INC_000375,Exiren Set,艾希蓮套裝
PROPITEMETC_INC_000376,Haskrel Set,哈斯克雷爾套裝
PROPITEMETC_INC_000377,Haskren Set,哈絲珂蓮套裝
PROPITEMETC_INC_000378,Kevric Set,凱弗里克套裝
PROPITEMETC_INC_000379,Kevricar Set,凱芙莉卡套裝
PROPITEMETC_INC_000380,Brakiven Set,布拉基文套裝
PROPITEMETC_INC_000381,Brakivar Set,布菈姬瓦套裝
PROPITEMETC_INC_000382,Zorect Set,佐雷克特套裝
PROPITEMETC_INC_000383,Zoracet Set,佐菈瑟特套裝
PROPITEMETC_INC_000384,Sholthar Set,修爾薩爾套裝
PROPITEMETC_INC_000385,Sholtharen Set,修爾莎蓮套裝
PROPITEMETC_INC_000386,Ustamel Set,烏斯塔梅爾套裝
PROPITEMETC_INC_000387,Ustamen Set,烏絲塔蔓套裝
PROPITEMETC_INC_000388,Obbric Set,歐布里克套裝
PROPITEMETC_INC_000389,Obbricar Set,歐布莉卡套裝
PROPITEMETC_INC_000390,Yrenoth Set,伊雷諾斯套裝
PROPITEMETC_INC_000391,Yrenath Set,伊蕾娜絲套裝
PROPITEMETC_INC_000392,Vostran Set,沃斯特蘭套裝
PROPITEMETC_INC_000393,Vostren Set,薇絲特蓮套裝
PROPITEMETC_INC_000394,Virashon Set,維拉頌套裝
PROPITEMETC_INC_000395,Verashan Set,薇拉珊套裝
PROPITEMETC_INC_000396,Menicor Set,梅尼科爾套裝
PROPITEMETC_INC_000397,Maenicar Set,玫妮卡爾套裝
PROPITEMETC_INC_000398,Tremiel Set,崔米爾套裝
PROPITEMETC_INC_000399,Tramien Set,特菈敏套裝
PROPITEMETC_INC_000400,Calthien Set,卡爾席恩套裝
PROPITEMETC_INC_000401,Calthior Set,卡爾席歐菈套裝
PROPITEMETC_INC_000402,2026 FWC Golden Virashon Set,[2026] 榮耀‧維拉頌套裝
PROPITEMETC_INC_000403,2026 FWC Golden Verashan Set,[2026] 榮耀‧薇拉珊套裝
PROPITEMETC_INC_000404,2026 FWC Golden Lenvire Set,[2026] 榮耀‧藍維爾套裝
PROPITEMETC_INC_000405,2026 FWC Golden Lenvira Set,[2026] 榮耀‧嵐薇拉套裝
PROPITEMETC_INC_000406,2026 FWC Golden Kevric Set,[2026] 榮耀‧凱弗里克套裝
PROPITEMETC_INC_000407,2026 FWC Golden Kevricar Set,[2026] 榮耀‧凱芙莉卡套裝
PROPITEMETC_INC_000408,2026 FWC Golden Chyrelle Set,[2026] 榮耀‧夏烈爾套裝
PROPITEMETC_INC_000409,2026 FWC Golden Chyrella Set,[2026] 榮耀‧夏蕊菈套裝
PROPITEMETC_INC_000410,2026 FWC Golden Ustamel Set,[2026] 榮耀‧烏斯塔梅爾套裝
PROPITEMETC_INC_000411,2026 FWC Golden Ustamen Set,[2026] 榮耀‧烏絲塔蔓套裝
PROPITEMETC_INC_000412,2026 FWC Golden Etranor Set,[2026] 榮耀‧伊特拉諾爾套裝
PROPITEMETC_INC_000413,2026 FWC Golden Etranar Set,[2026] 榮耀‧伊特蘭娜爾套裝
PROPITEMETC_INC_000414,2026 FWC Golden Zaythor Set,[2026] 榮耀‧賽索爾套裝
PROPITEMETC_INC_000415,2026 FWC Golden Zaythar Set,[2026] 榮耀‧賽莎爾套裝
PROPITEMETC_INC_000416,2026 FWC Golden Runthiel Set,[2026] 榮耀‧倫席爾套裝
PROPITEMETC_INC_000417,2026 FWC Golden Runthien Set,[2026] 榮耀‧綸茜恩套裝
PROPITEMETC_INC_000418,Celestial Phoenix Orange Set,Celestial Phoenix Orange Set
PROPITEMETC_INC_000419,Celestial Phoenix Purple Set,Celestial Phoenix Purple Set
PROPITEMETC_INC_000420,Celestial Phoenix Green Set,Celestial Phoenix Green Set
PROPITEMETC_INC_000421,Celestial Phoenix Cyan Set,Celestial Phoenix Cyan Set
PROPITEMETC_INC_000422,Celestial Phoenix Blue Set,Celestial Phoenix Blue Set
PROPITEMETC_INC_000423,Celestial Phoenix Amethyst Set,Celestial Phoenix Amethyst Set
PROPITEMETC_INC_000424,Celestial Phoenix Magenta Set,Celestial Phoenix Magenta Set
PROPITEMETC_INC_000425,Celestial Phoenix Gold Set,Celestial Phoenix Gold Set
PROPITEMETC_INC_000426,Primordial Runthiel Set,Primordial Runthiel Set
PROPITEMETC_INC_000427,Primordial Runthien Set,Primordial Runthien Set
PROPITEMETC_INC_000428,Primordial Zaythor Set,Primordial Zaythor Set
PROPITEMETC_INC_000429,Primordial Zaythar Set,Primordial Zaythar Set
PROPITEMETC_INC_000430,Primordial Chyrelle Set,Primordial Chyrelle Set
PROPITEMETC_INC_000431,Primordial Chyrella Set,Primordial Chyrella Set
PROPITEMETC_INC_000432,Primordial Lenvire Set,Primordial Lenvire Set
PROPITEMETC_INC_000433,Primordial Lenvira Set,Primordial Lenvira Set
PROPITEMETC_INC_000434,Primordial Etranor Set,Primordial Etranor Set
PROPITEMETC_INC_000435,Primordial Etranar Set,Primordial Etranar Set
PROPITEMETC_INC_000436,Primordial Kevric Set,Primordial Kevric Set
PROPITEMETC_INC_000437,Primordial Kevricar Set,Primordial Kevricar Set
PROPITEMETC_INC_000438,Primordial Ustamel Set,Primordial Ustamel Set
PROPITEMETC_INC_000439,Primordial Ustamen Set,Primordial Ustamen Set
PROPITEMETC_INC_000440,Primordial Virashon Set,Primordial Virashon Set
PROPITEMETC_INC_000441,Primordial Verashan Set,Primordial Verashan Set
