Key,English,Traditional_Chinese
CLIENT_HELP_INC_000083,"You can talk to friends and guild mates as well as check their current connection status. It will be updated as you add friends and guild members. To add your friend, hold down ALT and left click the character, then select ‘add to my list’ or click the + icon located below the messenger window. Your Guild list will automatically update as players come and go. There is also a Tab to check you Mentor Pupil Status but that system is outlined later in the Help Guide.",在同一組伺服群的玩家，可透過即時通來互相傳訊聊天；若您想要將朋友加入即時通的名單內，只要在朋友附近，按住鍵盤上的『ALT』鍵，並且使用滑鼠左鍵點擊朋友的角色，然後選擇『追加到即時通』或點擊在即時通視窗下方的『+』圖示，就能夠新增朋友。公會成員加入公會或公會家長增加公會成員後，即時通都會自動更新。
CLIENT_HELP_INC_000084,Quest Menu,任務視窗
CLIENT_HELP_INC_000085,"By pressing the Q Button, you can check the progress of your current quests and other valuable information about your quests. This Menu is divided into tabs to better help you organize your quests. If you select a quest from the list it will be added to your on screen display to help you better track your progress quickly.",按下 Q 鍵後，您可以查看目前任務的進度，以及其他與任務相關的重要資訊。此視窗分為多個分頁，方便您整理任務內容。若您從清單中選取某個任務，該任務會顯示在畫面上，讓您更快速地追蹤進度。
CLIENT_HELP_INC_000086,Emotes Menu,動作欄
CLIENT_HELP_INC_000087,This window displays emoticons and emotes that you can use to express yourself.,視窗中顯示動作和情緒圖示。
CLIENT_HELP_INC_000088,You can open this Menu by pressing O. You can left click the icon to use it instantly or drag it the shortcut window and use it later.,按『O』鍵所開啟的視窗中，有許多的動作和臉譜。用滑鼠左鍵點擊想使用的動作或情緒，另外也可以拖曳到熱鍵中使用。
CLIENT_HELP_INC_000089,,
CLIENT_HELP_INC_000090,Party Menu,劇團視窗
CLIENT_HELP_INC_000091,"This window manages your party. There are basic parties and advanced parties. Basic parties are groups that you share exp and items with, while an advanced party uses various party skills. When a basic party reaches level 10 you can change it to an advanced party and use party skills.",此視窗是管理劇團的視窗。劇團和組隊的概念很相似，可以區分為臨時劇團和巡迴劇團。臨時劇團只能做團員管理，變更為巡迴劇團後，可以使用許多的技能。臨時劇團的等級到了 10 級以後，就能夠變更為巡迴劇團，並且能給巡迴劇團取名字。
CLIENT_HELP_INC_000092,Guild Menu,公會視窗
CLIENT_HELP_INC_000093,"A Guild is a bigger community than a party and anyone level 40 or higher can create one. You have to complete the quest from NPC Helena to make a guild. The Info tab shows general information and notices, the member tab allows you to manage guild members, the title tab shows titles and allows you to pay members, and the duel tab shows info on your guild duels.",公會是比劇團更大型的社群，任何等級 40 以上的玩家都可以建立公會。您必須完成 NPC 海蓮娜提供的任務後，才能創立公會。資訊分頁會顯示一般資訊與公告；成員分頁可用來管理公會成員；稱號分頁會顯示稱號並可設定成員薪資；對戰分頁則會顯示公會決鬥的相關資訊。
CLIENT_HELP_INC_000094,Options Tab,影像&音效
CLIENT_HELP_INC_000095,This window configures the basic details and options for the Game and can be found in the Start Tab. There are many settings here and they have been separated into two Tabs: Video and Game / Audio.,這是設定影像與音效的視窗。您可以從這裡調整適合自己電腦的設定來進行遊戲。
CLIENT_HELP_INC_000096,Video,影像
CLIENT_HELP_INC_000097,This window is for video settings. If you set the options to their highest settings you may encounter some additional lag. You will also see other settings for various visual elements.,此視窗為影像，如果將選項設置為最高設置，可能會遇到一些額外的延遲，你也可以看到其他視覺選項。
CLIENT_HELP_INC_000098,Game / Audio,遊戲/音效
CLIENT_HELP_INC_000099,"From this tab you can allow or block Trades, Whispers, Friend Requests, Duel Requests, Party Requests, along with numerous other options. You can also control the audio levels and Battle Music.",在此分頁中，您可以允許或封鎖交易、密語、好友邀請、決鬥邀請、劇團邀請，以及其他多種選項。您也可以調整音效音量與戰鬥音樂。
CLIENT_HELP_INC_000100,Helper Tab,幫助事項
CLIENT_HELP_INC_000101,Selecting the Help Tab from the Start Menu will open various help texts. You can find all forms of helpful things in this area.,在開始選單選擇幫助事項，在這區域你可以找到所有有幫助的東西。
CLIENT_HELP_INC_000102,Help,幫助
CLIENT_HELP_INC_000103,This selection includes the Helper Tree you are currently looking at. There are numerous topics here that are described in detail to help give you a better understanding of the game.,這是讓您能夠更了解遊戲內基本事項的解說視窗。如果您有不了解的地方，可以先打開來參考。
CLIENT_HELP_INC_000104,Tips,今日要訣
CLIENT_HELP_INC_000105,This selection contains tips that help with game play and other things that are easily overlooked.,這裡面紀錄著許多進行遊戲時所需和其他容易被忽視的事情的要訣
CLIENT_HELP_INC_000106,FAQ,常見問題
CLIENT_HELP_INC_000107,This is the FAQ window. When you have questions you should start here as there are numerous answers to various questions.,這裡面紀錄著玩家在遊戲中常常碰到的問題與解答。若您想要發問時，請先看看這裡是否已經有答案了。
CLIENT_HELP_INC_000108,Information Tab,資訊選項
CLIENT_HELP_INC_000109,This tab will give you access to the In-Game notice. Various information and major news will be listed here from time to time. This notice is also displayed by default when the game launches.,此選項可讓你知道遊戲內通知，此處將不時列出各種消息和重大新聞，遊戲啟動時將會自動開啟顯示。
CLIENT_HELP_INC_000110,Revive Menu,復活視窗
CLIENT_HELP_INC_000111,"This window opens when your HP reaches 0. There are three options, 'Lodestar' which allows you to revive from the nearest town. If you have a 'Scroll of Resurrection' you can revive from the spot with the 'Original Place' option. You can also visit the Cash item shop through this menu.",角色的生命力變成 0 時，就會自動開啟此視窗。您可選擇回到附近城鎮的『生命光塔』或使用持有的付費道具復活卷軸，在原地復活。這裡會出現能夠使用付費商店的付費商店選項。
CLIENT_HELP_INC_000112,Trade Menu,交易視窗
CLIENT_HELP_INC_000113,"If you either initiate a Trade or Accept another players Trade Request, you will be presented with this menu. From here you can trade Penya and other various items. The trade will have to be confirmed before it is completed.",這是玩家之間進行物品或金錢交易時，所使用的視窗。必需要獲到雙方角色的同意，才能夠完成交易。
CLIENT_HELP_INC_000114,Bank Menu,銀行選單
CLIENT_HELP_INC_000115,This Menu will allow you to store various items and Penya without taking up space in your inventory. You can access your bank from the [Public Office] NPC in each major city.,將物品交給各城鎮的城鎮服務員 NPC 保管或領取保管的物品時，所使用的視窗。想存入金幣時，請在物品欄內點擊金幣的圖示後，拖曳到視窗裡放入即可。
CLIENT_HELP_INC_000116,Task Bar,熱鍵欄
CLIENT_HELP_INC_000117,"This section refers to the bar that runs along the bottom of your screen. It houses your Start Menu, System Slots, and Quick Action Slots.",在 Flyff 中所使用的各種功能、物品與技能，都可以放在熱鍵欄中使用。熱鍵欄位於畫面的最下方。
CLIENT_HELP_INC_000118,Start Menu,開始目錄
CLIENT_HELP_INC_000119,This Menu allows the user to access all of the game options and various game play functions. Many of the Hot Keyed Menus can be accessed through the Start Menu.,所有遊戲內的必要情報與目錄，全部都可在此目錄中尋找。此目錄位於熱鍵欄前方，上面寫著『開始』的按鈕，打開後會看到一列的選項。
CLIENT_HELP_INC_000120,System Slots,系統熱鍵
CLIENT_HELP_INC_000121,"This refers to the slots to the right of the Start Menu. These slots are used so that users can quickly access skills, save text strings, or other various tasks they want to repeat.",位在左方熱鍵欄的系統熱鍵，可將開始目錄裡面的選項拖曳到此熱鍵中使用。
CLIENT_HELP_INC_000122,Hot Keys,綜合熱鍵
CLIENT_HELP_INC_000123,This refers to the nine slots in the middle of the bottom bar labeled F1-F9. These slots are linked to the corresponding Function keys and can be triggered accordingly. Reserve these for your most important funtions!,位於熱鍵欄的中央，可放置遊戲裡物品與技能。
CLIENT_HELP_INC_000124,Action Slot,技能熱鍵
CLIENT_HELP_INC_000125,The Action Slot is located in the lower right corner of the screen.,位於右方熱鍵欄，可放置需要組合使用或連續使用的技能。
CLIENT_HELP_INC_000126,What is the Action Slot,技能熱鍵的使用。
CLIENT_HELP_INC_000127,The Action Slot allows you to trigger a pre-determined set of skills. You can place skills in the Action Slot from the Skills Menu.,技能熱鍵可觸發一組預先確定的技能，您可以從技能選單中將技能放置在連技欄中。
CLIENT_HELP_INC_000128,Using the Action Slot,技能熱鍵連續使用
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.",先選定要攻擊的目標，然後按下『C』鍵，即可施展出連技欄中的技能。
CLIENT_HELP_INC_000130,Order of the Action Slot,技能熱鍵組合
CLIENT_HELP_INC_000131,Skills can be used in a succession as long as you follow the order of the different types of skills. The order is; Step > Circle > Finish. You can only use the action icons if the skills are in order.,在技能熱鍵中，除了物品及劇團技能外，其他攻擊技能都可放入。若要放入組合技能 (拼圖)，必須依照拼圖的階段依序放入。
CLIENT_HELP_INC_000132,Action Slot Cooldown,技能熱鍵冷卻
CLIENT_HELP_INC_000133,There is a Cooldown for the Action Slot. As you cast you will notice a shadow the will begin covering the Action Slot. You will not be able to uses Skills that are covered in shadow. Simply wait and the shadow will vanish.,連技欄有一個冷卻時間。當施放時，會注意到陰影將開始覆蓋。將無法使用被陰影覆蓋的技能。 只需等待，陰影就會消失。
CLIENT_HELP_INC_000134,Community,社群
CLIENT_HELP_INC_000135,In order to make Flyff more social and entertaining we encourage users to band together. There is both an intricate Party System and a Guild System.,為了讓飛飛更具社交性和娛樂性，我們鼓勵玩家聯合起來。 有劇團系統，也有公會系統。
CLIENT_HELP_INC_000136,Basic Party System,臨時劇團
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".",按下 P 鍵開啟劇團視窗。劇團對短時間在一起遊玩的玩家有很多好處，比起單獨遊玩，參加劇團會有更多好處。
CLIENT_HELP_INC_000138,Party Requirements,成立臨時劇團
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.",建立劇團時，至少需要 2 名玩家。建立一般劇團時，沒有職業或等級限制。
CLIENT_HELP_INC_000140,Inviting members to a Party,邀請劇團團員
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".",要邀請玩家，請按住 ALT 鍵並左鍵單擊玩家或直接右鍵單擊玩家，進入玩家選單後，選擇“邀請加入劇團”
CLIENT_HELP_INC_000142,Joining a Party,加入劇團
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,當被邀請加入劇團時，選擇接受。
CLIENT_HELP_INC_000144,Leave a Party,退出劇團
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",按下劇團介面裡的『退出』鍵，即可退出劇團。如果每個人都離開劇團，劇團將自動解散。
CLIENT_HELP_INC_000146,Removing a Party member,逐出劇團團員
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.",團長在巡迴劇團的介面上選擇團員後，按『踢出』鍵，該團員就會被逐出。
CLIENT_HELP_INC_000148,Changing Party Leader,變更劇團團長
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.",劇團的團長在選擇團員後，按下交接，就能夠讓該成員接任團長職位。要是劇團團長直接退出劇團時，在劇團界面上團長下方的成員會接任團長職位。
