Key,English,Traditional_Chinese
CHARACTER_INC_000233,Acrobat,雜技師
CHARACTER_INC_000234,Magician,魔法師
CHARACTER_INC_000236,Phacham,葩琴
CHARACTER_INC_000260,Achaben,安迪
CHARACTER_INC_000261,Collector,採集器
CHARACTER_INC_000262,Poster,魔法符咒
CHARACTER_INC_000263,Magic Tools,魔法用品
CHARACTER_INC_000264,Arrow,箭矢
CHARACTER_INC_000266,Almani,阿爾瑪尼
CHARACTER_INC_000267,Broom,掃帚
CHARACTER_INC_000268,Board,滑板
CHARACTER_INC_000272,Bolpor,艾爾夫
CHARACTER_INC_000273,Food,食物
CHARACTER_INC_000280,Eshylop,愛雪琳
CHARACTER_INC_000284,Haven,海音
CHARACTER_INC_000285,Wand,魔杖
CHARACTER_INC_000286,Staff,法杖
CHARACTER_INC_000288,Robe,防具
CHARACTER_INC_000290,Ollien,席琳娜
CHARACTER_INC_000292,Roocky,文生
CHARACTER_INC_000298,Remine,雷米娜
CHARACTER_INC_000304,Krinton,克林特
CHARACTER_INC_000305,Shields,盾
CHARACTER_INC_000310,Dr. Est,Dr. 法小紀
CHARACTER_INC_000312,Dr. Estly,Dr. 法小林
CHARACTER_INC_000314,Dr. Estern,Dr. 法小廷
CHARACTER_INC_000316,Darkon Pang II,得肯胖胖 II
CHARACTER_INC_000318,Kablloc,卡布洛
CHARACTER_INC_000324,Chenbing,趁風
CHARACTER_INC_000330,Jinitte,傑奴塔
CHARACTER_INC_000336,Tandy,丹狄
CHARACTER_INC_000338,Blinkwing,傳送卷軸
CHARACTER_INC_000339,Class Goods,職業用品
CHARACTER_INC_000342,[Acrobat Drillmaster] Hent,[雜技師訓練教官] 涵特
CHARACTER_INC_000344,[Acrobat Master] Pyre,[雜技大師] 飛蕊
CHARACTER_INC_000346,[Acrobat Instructor] Tailer,[雜技師訓練助教] 塔利爾
CHARACTER_INC_000348,[Jester Master] Lorein,[操偶大師] 蘿麗安
CHARACTER_INC_000350,[Jester Priest] Homeit,[操偶師祭司] 胡鎂爾
CHARACTER_INC_000352,[Jester Guardian] Heingard,[操偶師守護者] 海音卡蘿德
CHARACTER_INC_000354,[Ranger Master] Eliff,[浪人大師] 艾梨布
CHARACTER_INC_000356,[High-Dwarpet] Liekyen,[高階杜爾沛] 利綺安
CHARACTER_INC_000358,[Ranger Priest] Rupim,[浪人祭司] 蘆蘋
CHARACTER_INC_000360,[Ranger Guardian] Kailreard,[浪人守護者] 卡伊雷雅德
CHARACTER_INC_000362,Santa,聖誕老人
CHARACTER_INC_000364,Priest,華倫泰神父
CHARACTER_INC_000366,Hans,傑佛瑞
CHARACTER_INC_000368,Guardian Master,城鎮守衛隊長
CHARACTER_INC_000372,Shun,順
CHARACTER_INC_000378,Rocbin,羅賓
CHARACTER_INC_000382,Shield,盾
CHARACTER_INC_000384,Ciel,希艾拉
CHARACTER_INC_000390,Yuna,優娜
CHARACTER_INC_000396,Heron,華倫泰神父
CHARACTER_INC_000398,Cell,飛兒
CHARACTER_INC_000400,Rankashu,小草兒
CHARACTER_INC_000402,Drian,得安
CHARACTER_INC_000404,Nevil of Prison,服刑的藍彼
CHARACTER_INC_000406,Nevil,藍彼
CHARACTER_INC_000408,Bernard,番若迪
CHARACTER_INC_000410,Kazen,卡斬
CHARACTER_INC_000412,Andre,安德烈
CHARACTER_INC_000414,Nein,羅殷
CHARACTER_INC_000418,Banker Pang,銀行員胖胖
CHARACTER_INC_000420,Guild Siege Merchant,公會戰商人
CHARACTER_INC_000430,Furan,后蘭
CHARACTER_INC_000434,[Guild Siege Manager] Frankie,[公會戰指揮] 芙蘭基
CHARACTER_INC_000436,[Guild Siege Manager] Donaris,[公會戰指揮] 多拿里斯
CHARACTER_INC_000438,[Santa] Buruto,[聖誕] 布魯陀
CHARACTER_INC_000440,[Santa] Aramy,[聖誕] 亞羅梅
CHARACTER_INC_000442,[Santa] Atto,[聖誕] 亞妥
CHARACTER_INC_000444,[Probationer Cook] Juglin,[見習廚師] 笛林亞特
CHARACTER_INC_000454,Hachal,夏格凱巴
CHARACTER_INC_000458,[Great Magician] Laola,[大魔法使] 拉宇
CHARACTER_INC_000460,[Dreadpet Manager] Himadel,喜馬多
CHARACTER_INC_000462,[Dreadpet Manager] Gornus,勾勒努斯
CHARACTER_INC_000464,[Dreadpet Manager] Kanane,卡哪內
CHARACTER_INC_000466,[Mercenary Drillmaster] Mustang,[勇者訓練教官] 摸斯騰
CHARACTER_INC_000468,[Mercenary Master] Andy,[勇者大師] 安迪凱
CHARACTER_INC_000470,[High-Dwarpet] Langdrong,[高階杜爾沛] 克羅
CHARACTER_INC_000472,[Mercenary Instructor] Hyuit,[勇者訓練助教] 輝里傑
CHARACTER_INC_000474,[Assist Drillmaster] Elic,[神職者訓練教官] 艾里維得
CHARACTER_INC_000476,[Assist Master] Maki,[神職者大師] 瑪吉
CHARACTER_INC_000478,[High-Dwarpet] Goripeg,[高階杜爾沛] 克利培
CHARACTER_INC_000480,[Assist Instructor] Kidmen,[神職者訓練助教] 凱德尼克
CHARACTER_INC_000482,[High-Dwarpet] Hastan,[高階杜爾沛] 海珊
CHARACTER_INC_000484,Rudvihil,蘿特泰斯
CHARACTER_INC_000486,Ancimys,安奇米斯
CHARACTER_INC_000488,[Historian] Martinyc,[歷史學者] 馬特尼提特
CHARACTER_INC_000490,[Mayor of Flarine],[布拉里斯市長]
CHARACTER_INC_000492,[Public Official of Flarine],[布拉里斯公務員]
CHARACTER_INC_000494,[Novelist] Gergantes,[小說家] 凱樂帝函特
CHARACTER_INC_000496,[Magician Drillmaster] Wingyei,[魔法使訓練教官] 偉依
CHARACTER_INC_000498,[Magician Master] Hee,[魔法使大師] 喜雷
CHARACTER_INC_000500,[Magician Instructor] Lopaze,[魔法使訓練助教] 螺波提尼
CHARACTER_INC_000502,Helgar,海佳樂
CHARACTER_INC_000504,Heltung,核騰摩克
CHARACTER_INC_000506,Strange Collector,詭異的蒐藏家
CHARACTER_INC_000508,[BowlMerchant] Bowler,保羅克
CHARACTER_INC_000510,JeongHwa,真華
CHARACTER_INC_000512,Porgo,柏洛格
CHARACTER_INC_000514,[Mayor of Saint City],[聖音特市長]
CHARACTER_INC_000516,[Chairman of History Society] Gothante,[歷史學會主席] 高譚提拉
CHARACTER_INC_000518,[Manager of Ancient Document] Rovanett,[古代文書管理者] 魯巴迦麗
CHARACTER_INC_000520,Colar,凱樂拉
CHARACTER_INC_000522,Amadolka,亞瑪多
CHARACTER_INC_000524,Nina,妮娜
CHARACTER_INC_000526,ChiChi,姬姬
CHARACTER_INC_000528,PiPi,琵琵
CHARACTER_INC_000530,Loyah,樂亞
CHARACTER_INC_000532,Mayun,梅歐恩
CHARACTER_INC_000534,Sotta,索達
CHARACTER_INC_000536,[Knight Master] Karandur,[騎士首領] 卡拉杜‧愛朋
CHARACTER_INC_000538,[Knight Wise-man] Hormes,[騎士賢者] 霍魯美斯‧凱德
CHARACTER_INC_000540,Kurmin,庫魯米‧韓森
CHARACTER_INC_000542,[Knight Priest] Lobiet,[騎士祭司] 拉薇特‧黎
CHARACTER_INC_000544,[Knight Guardian] Boneper,[騎士守護者] 波內佩拉
CHARACTER_INC_000546,[Blade Master] Corel,[暗殺者首領] 席瑞兒‧安得利爾
CHARACTER_INC_000548,[Blade Wise-man] Guabrill,[暗殺者賢者] 加布里
CHARACTER_INC_000550,Ata,艾塔米力諾
CHARACTER_INC_000552,[Blade Priest] Jeperdy,[暗殺者祭司] 傑佛迪索斯
CHARACTER_INC_000554,[Blade Guardian] Sencyrit,[暗殺者守護者] 桑希里特
CHARACTER_INC_000556,[Billposter Master] Ride,[爆咒師首領] 瑞得
CHARACTER_INC_000558,[Billposter Wise-man] Domek,[爆咒師賢者] 德邁洛‧詹
CHARACTER_INC_000560,Segho,佩辛
CHARACTER_INC_000562,[Billposter Priest] Fera,[爆咒師祭司] 菲拉
CHARACTER_INC_000564,[Billposter Guardian] Capafe,[爆咒師守護者] 卡班沛
CHARACTER_INC_000566,[Ringmaster Master] Ellend,[守護者首領] 愛嵐‧依莉迪歐
CHARACTER_INC_000568,[Ringmaster Wise-man] Clamb,[守護者賢者] 可伯內特
CHARACTER_INC_000570,Teshar,蝶斯塔洛得
CHARACTER_INC_000572,[Ringmaster Priest] Heedan,[守護者祭司] 海登
CHARACTER_INC_000574,[Ringmaster Guardian] Romvoette,[守護者] 隆波艾達
CHARACTER_INC_000576,[Psykeeper Master] Cylor,[念力師首領] 賽樂
CHARACTER_INC_000578,[Psykeeper Wise-man] Cuarine,[念力師賢者] 可林
CHARACTER_INC_000580,Ryupang,魯班
CHARACTER_INC_000582,[Psykeeper Priest] Pereb,[念力師祭司] 安得利爾
CHARACTER_INC_000584,[Psykeeper Guardian] Shyniff,[念力師守護者] 夏尼普
CHARACTER_INC_000586,[Elementor Master] Horison,[研術者首領] 赫雷森‧凱列藍
CHARACTER_INC_000588,[Elementor Wise-man] Cuzrill,[研術者賢者] 可滋利
CHARACTER_INC_000590,Parine,霍華‧芬特
CHARACTER_INC_000592,[Elementor Priest] Condram,[研術者祭司] 柯登皮斯
CHARACTER_INC_000594,[Elementor Guardian] Wendien,[研術者守護者] 文嫡凌
CHARACTER_INC_000596,Tomba,特巴
CHARACTER_INC_000598,Eoners,恩內爾思
CHARACTER_INC_000600,Ghalade,葛列德
CHARACTER_INC_000602,Phoho,波和
CHARACTER_INC_000604,[Darken Mayor],得肯市長
CHARACTER_INC_000606,Darz,達茲
CHARACTER_INC_000608,Ivil Tobby,伊普爾托比
CHARACTER_INC_000610,Ivil Dorry,伊普爾多利
CHARACTER_INC_000612,Ivil Nana,伊普爾娜娜
CHARACTER_INC_000614,Ivil Tubby,伊普爾杜比
CHARACTER_INC_000616,Ivil Pho,伊普爾波
CHARACTER_INC_000621,Firdryad,格爾洛史都華
CHARACTER_INC_000623,Persdryad,梅芬妮亞
CHARACTER_INC_000625,Peardryad,西康瑪汀
CHARACTER_INC_000627,Pinedryad,菲蜜凡內斯
CHARACTER_INC_000628,Hair Designer,髮型設計師
CHARACTER_INC_000629,Makeup Artist,化妝師
CHARACTER_INC_000633,Post Box,信箱
CHARACTER_INC_000671,[Pet Tamer],[召喚獸訓練師]
CHARACTER_INC_000704,Buff Pang,[新手指導員] 胖胖
CHARACTER_INC_000706,[Arena Manager] Harold,[自由競技場管理員] 海洛德
CHARACTER_INC_000708,[Arena Store] Deek,[自由競技場商人] 迪克
CHARACTER_INC_000712,[Arena Manager] Lay,[自由競技場管理員] 雷伊
CHARACTER_INC_000738,Card Master,卡片大師
CHARACTER_INC_000742,[Jewel Manager] Peach,[寶石專家] 波奇
CHARACTER_INC_000951,[Rock Scissor Paper NPC] Demian,[剪刀，石頭，布 NPC] 頑童丹丹
CHARACTER_INC_000847,[Mentor] Inisis,[大師傅] 伊希尼斯
CHARACTER_INC_001067,Reonan,雷奧南
CHARACTER_INC_001069,Nerco,尼羅可
CHARACTER_INC_001071,Hael,哈爾
CHARACTER_INC_001073,Handel,賀丹爾
CHARACTER_INC_001075,Zoro,索羅
CHARACTER_INC_001077,Elaine,耶拉伊
CHARACTER_INC_001079,Ainher,愛內爾
CHARACTER_INC_001081,Reodos,列奧德斯
CHARACTER_INC_001083,Sury,修利
CHARACTER_INC_001115,Luzina,盧齊娜
CHARACTER_INC_001117,Nersha,內爾莎
CHARACTER_INC_001123,Drico,德里科
CHARACTER_INC_100001,Locku,洛克
CHARACTER_INC_100002,Letana,雷塔納
CHARACTER_INC_100003,Nemra,涅姆菈
CHARACTER_INC_100004,YaoRin,姚琳
CHARACTER_INC_100005,Zaoma,奏瑪
CHARACTER_INC_100008,Dekane,迪肯
CHARACTER_INC_100009,Launch Buff Pang,啟動 [新手指導員] 胖胖
CHARACTER_INC_100010,Gigaka,機嘎卡
CHARACTER_INC_100011,Miriun,美立安
CHARACTER_INC_100012,Auxilior,輔助者
CHARACTER_INC_100013,Mawrang,馬巫郎
CHARACTER_INC_100014,Buur,布爾
CHARACTER_INC_100015,Gloves,手套
CHARACTER_INC_100016,Kumah,庫瑪
CHARACTER_INC_100017,Obnis,巫斯尼
CHARACTER_INC_100018,Airon,艾倫
CHARACTER_INC_100019,Haom,豪姆
CHARACTER_INC_100020,Mysterious Robed Girl,黎席斯的使者‧潔米
CHARACTER_INC_000697,[Chip Merchant] Waforu,[紅籌碼商人] 瓦普勒
CHARACTER_INC_100021,Azria Pang,阿茲里亞胖胖
CHARACTER_INC_001260,Lifeguard Jennifer,活動管理員 珍妮佛
CHARACTER_INC_100022,[Lv80 Guild Siege Manager] Atlas,[Lv.80 公會戰管理員] 阿特拉斯
CHARACTER_INC_100023,[Lv60 Guild Siege Manager] Olivia,[Lv.60 公會戰管理員] 奧利維亞
CHARACTER_INC_100024,Polar Bear,北極熊
CHARACTER_INC_100025,Fu Lion King,福氣獅子王
CHARACTER_INC_100026,Cupid,邱比特
CHARACTER_INC_100027,[Master Quests] Leila,[大師任務] 蕾拉
CHARACTER_INC_000722,Secret Room Manager,東部神秘的房間管理員
CHARACTER_INC_000723,Leren Chasm Guard,勒倫峽谷守衛
CHARACTER_INC_000724,Rhisis Catacombs Guard,黎席斯墓窟守衛
CHARACTER_INC_000725,Envy Depths Guard,嫉妒深淵守衛
CHARACTER_INC_000726,Guardiane Sanctuary Guard,守護者聖域守衛
CHARACTER_INC_000727,Storm Peak Guard,風暴峰守衛
CHARACTER_INC_000728,Rankashin,森林守衛者
CHARACTER_INC_100028,Kebaras Pang,卡巴拉斯胖胖
CHARACTER_INC_100029,Pink Easter Bunny,粉色復活節兔兔
CHARACTER_INC_100030,Galaxy Scout,銀河斥候
CHARACTER_INC_100031,Birthday Baker,生日蛋糕烘焙師
CHARACTER_INC_100032,[FWC Manager] Ava,[FWC 管理員] 艾娃
CHARACTER_INC_100033,Gacha Machine,扭蛋機
CHARACTER_INC_100034,Bach,巴赫
CHARACTER_INC_100035,Private Leo,列兵里奧
CHARACTER_INC_100036,Noah,諾亞
CHARACTER_INC_100037,Conch,海螺
CHARACTER_INC_100038,Traveling Merchant,流浪商人
CHARACTER_INC_400000,[Token Merchant] Andrew,[代幣商人] 安德魯
CHARACTER_INC_100039,Molu,莫魯
CHARACTER_INC_100040,Costume Box,外觀箱子
CHARACTER_INC_100041,Pragas,普拉加斯
CHARACTER_INC_100042,Beltung,貝爾通
CHARACTER_INC_100043,Gujane,谷賈內
CHARACTER_INC_000729,The Wilds Guard,荒野叢境守衛
CHARACTER_INC_000730,Rainbow Race Officer,彩虹競賽管理者
CHARACTER_INC_002000,Mysterious Islander,神祕島民
CHARACTER_INC_002001,Pau Pau,包包
CHARACTER_INC_002002,Kammie,卡米
CHARACTER_INC_002003,BoBu,波布
CHARACTER_INC_002004,Talus,塔盧斯
CHARACTER_INC_002005,Inventor Remi,發明家蕾米
CHARACTER_INC_002006,Sunny Pang,陽光胖胖
CHARACTER_INC_000771,Charlie,查理
CHARACTER_INC_000772,[Guild Ship Manager] Lousiana,[公會飛船管理員] 路易斯安娜
CHARACTER_INC_000773,Santa,聖誕老人
CHARACTER_INC_100044,Diosa,迪奧莎
CHARACTER_INC_100200,Kalgas Assault Manager,卡爾加斯突擊管理員
CHARACTER_INC_003200,[Personal House NPC] Casanova,甜美男 (經驗加成)
CHARACTER_INC_003201,[Personal House NPC] Misun,美孫 (物品掉落率)
CHARACTER_INC_003202,[Personal House NPC] Punk,龐克 (背包擴充)
CHARACTER_INC_003203,[Personal House NPC] Temas,特瑪斯 (移動速度)
CHARACTER_INC_003204,[Personal House NPC] BB Wolf,大野狼 (跳躍高度)
CHARACTER_INC_003205,[Personal House NPC] Chacha,恰恰 (飛行速度)
CHARACTER_INC_003206,[Personal House NPC] Hatter,帽客 (對怪物傷害)
CHARACTER_INC_003207,[Personal House NPC] Alice,愛麗絲 (怪物減傷)
CHARACTER_INC_003208,[Personal House NPC] Rulu,露露 (經驗減損)
CHARACTER_INC_003209,[Personal House NPC] Demon,惡魔 (生命恢復)
CHARACTER_INC_003210,[Personal House NPC] Gevil,吉維爾 (魔力恢復)
CHARACTER_INC_003211,[Personal House NPC] Sevil,賽維爾 (活力恢復)
CHARACTER_INC_003212,[Personal House NPC] Lala,菈菈 (副本入場)
CHARACTER_INC_003213,[Personal House NPC] Tino,提諾 (商店延長)
CHARACTER_INC_003214,[Personal House NPC] Cachu,卡丘 (劇團經驗)
CHARACTER_INC_003215,[Personal House NPC] Pang,胖胖 (增益)
CHARACTER_INC_003216,[Guild Ship NPC] Gira,吉拉 (魔力減損)
CHARACTER_INC_003217,[Guild Ship NPC] Affe,阿斐 (活力減損)
CHARACTER_INC_003218,[Guild Ship NPC] Sham,夏姆 (魔力)
CHARACTER_INC_003219,[Guild Ship NPC] Lamew,拉繆 (活力)
CHARACTER_INC_003220,[Guild Ship NPC] Quarter,奎特 (生命)
CHARACTER_INC_003221,[Guild Ship NPC] Duron,杜隆 (神器) (生命)
CHARACTER_INC_003222,[Guild Ship NPC] Dolphie,多菲 (神器) (防禦)
CHARACTER_INC_003223,[Guild Ship NPC] Fuba,富巴 (神器) (回復)
CHARACTER_INC_003224,[Guild Ship NPC] Bako,巴可 (神器) (成員生命)
CHARACTER_INC_003225,[Guild Ship NPC] Wick,威克 (神器) (成員攻擊)
CHARACTER_INC_003226,[Guild Ship NPC] Wina,維娜 (神器) (成員防禦)
CHARACTER_INC_003227,[Guild Ship NPC] Pitch,皮奇 (神器) (成員攻速)
CHARACTER_INC_003228,[Guild Ship NPC] Catch,凱奇 (神器) (成員施法)
CHARACTER_INC_003229,[Guild Ship NPC] Met,梅特 (掉率)
CHARACTER_INC_003230,[Guild Ship NPC] Ego,伊格 (掉率)
CHARACTER_INC_003231,[Guild Ship NPC] Wifielder,威菲爾德 (掉率)
CHARACTER_INC_003232,[Guild Ship NPC] Simid,西米德 (掉率)
CHARACTER_INC_003233,[Guild Ship NPC] Chord,科德 (對戰傷害)
CHARACTER_INC_003234,[Guild Ship NPC] Anura,安努拉 (對戰減傷)
CHARACTER_INC_003235,[Guild Ship NPC] Vikel,維克爾 (對戰格擋)
CHARACTER_INC_003236,[Guild Ship NPC] Soz,索茲 (對戰格擋穿透)
CHARACTER_INC_003237,[Guild Ship NPC] Naso,納索 (對戰暴擊率)
CHARACTER_INC_003238,[Guild Ship NPC] Nuso,努索 (對戰爆傷)
CHARACTER_INC_003239,[Guild Ship NPC] Cobao,科堡 (對戰治療)
CHARACTER_INC_003240,[Guild Ship NPC] Aibao,艾寶 (對戰魔抗)
CHARACTER_INC_003241,[Guild Ship NPC] Nanco,南可 (對戰爆抗)
CHARACTER_INC_003242,[Guild Ship NPC] Asa,阿薩 (傳送)
CHARACTER_INC_003243,[Guild Ship NPC] Alyn,艾琳 (裝備強化)
CHARACTER_INC_003244,[Guild Ship NPC] Lane,蘭恩 (飾品強化)
CHARACTER_INC_003245,[Guild Ship NPC] Runni,露妮 (穿洞強化)
CHARACTER_INC_003246,[Guild Ship NPC] Pang,胖胖 (增益)
CHARACTER_INC_000774,Orphanage Keeper,孤兒院看守人
CHARACTER_INC_003247,Guest Book,訪客留言簿
CHARACTER_INC_003248,Bomida,波米達
CHARACTER_INC_003249,Negie,內吉
CHARACTER_INC_100100,Templates,模板
CHARACTER_INC_100101,Props,道具
CHARACTER_INC_100102,NPCs,NPC
CHARACTER_INC_000775,Chonjang,鍾江
CHARACTER_INC_000776,[Event] Chonjang,[活動] 鍾江
CHARACTER_INC_000777,Defconn,迪康
CHARACTER_INC_000778,Anna,安娜
CHARACTER_INC_000779,Sea Shell,海貝殼
CHARACTER_INC_000780,Mr. Flyff,飛飛先生
CHARACTER_INC_000781,[Event] Roger,[活動] 羅傑
CHARACTER_INC_003250,[Personal House NPC] Klock,克洛可 (寶石)
CHARACTER_INC_100103,[Messenger of Love] Cupid,[愛的使者] 丘比特
CHARACTER_INC_003251,[Personal House NPC] Mac (F Grade),麥克 (F 級)
CHARACTER_INC_003252,[Personal House NPC] Mac (E Grade),麥克 (E 級)
CHARACTER_INC_003253,[Personal House NPC] Mac (D Grade),麥克 (D 級)
CHARACTER_INC_003254,[Personal House NPC] Mac (C Grade),麥克 (C 級)
CHARACTER_INC_003255,[Personal House NPC] Mac (B Grade),麥克 (B 級)
CHARACTER_INC_003256,[Personal House NPC] Mac (A Grade),麥克 (A 級)
CHARACTER_INC_140000,Couple Rings,情侶對戒
CHARACTER_INC_100104,[Life Master] Livi,[生活大師] 莉薇
CHARACTER_INC_100105,Gathering Tool,採集工具
CHARACTER_INC_100106,Sovann,索萬
CHARACTER_INC_100107,[Event] Mr.Kang,[活動] 康先生
CHARACTER_INC_100108,Hyuna,泫雅
CHARACTER_INC_100109,[Event] Boss Pang,[活動] 胖胖首領
CHARACTER_INC_100110,Wounded Revolutionary,負傷的革命者
CHARACTER_INC_100111,[Event] Mr.Pumpkin,[活動] 南瓜先生
CHARACTER_INC_150001,[Airport Guard] Doran,[機場守衛] 多蘭
CHARACTER_INC_150002,[Airport Guard] Chiron,[機場守衛] 凱隆
CHARACTER_INC_150003,[Airport Guard] Bran,[機場守衛] 布蘭
CHARACTER_INC_150004,[Airport Guard] Karr,[機場守衛] 卡爾
CHARACTER_INC_150005,[Airport Guard] Zerke,[機場守衛] 澤克
CHARACTER_INC_150006,[Airport Guard] Elin,[機場守衛] 艾琳
CHARACTER_INC_150007,[Eillun Guard] Gard,[艾爾倫士兵] 加德
CHARACTER_INC_150008,[Eillun Guard] Liont,[艾爾倫士兵] 萊恩特
CHARACTER_INC_150009,[Eillun Guard] Serkan,[艾爾倫士兵] 塞爾坎
CHARACTER_INC_150010,[Eillun Guard] Kras,[艾爾倫士兵] 克拉斯
CHARACTER_INC_150011,[Eillun Guard] Maeron,[艾爾倫士兵] 梅倫
CHARACTER_INC_150012,[Eillun Guard] Kerion,[艾爾倫士兵] 凱里恩
CHARACTER_INC_150013,[Eillun Guard] Raon,[艾爾倫士兵] 羅恩
CHARACTER_INC_150014,[Eillun Guard] Dreon,[艾爾倫士兵] 德瑞恩
CHARACTER_INC_150015,[Eillun Guard] Merk,[艾爾倫士兵] 默克
CHARACTER_INC_150016,[Captain] Baron,[隊長] 巴倫
CHARACTER_INC_150017,Jarl,[族長] 雅爾
CHARACTER_INC_150018,[Elder] Ayr,[長老] 艾爾
CHARACTER_INC_150019,[Elder] Traitus,[長老] 特萊圖斯
CHARACTER_INC_150020,[Elder] Melak,[長老] 梅拉克
CHARACTER_INC_150021,[Elder] Silar,[長老] 西拉
CHARACTER_INC_150022,[Elder] Ebron,[長老] 埃布倫
CHARACTER_INC_150023,[Elder] Luteon,[長老] 盧特恩
CHARACTER_INC_150024,Liana,莉安娜
CHARACTER_INC_150025,[Jewel Manager] Teron,[寶石專家] 特倫
CHARACTER_INC_150026,Haret,哈雷特
CHARACTER_INC_150027,Domir,多米爾
CHARACTER_INC_150028,Toran,託蘭
CHARACTER_INC_150029,Karen,卡倫
CHARACTER_INC_150030,Nebrah,內布拉
CHARACTER_INC_150031,Sena,塞納
CHARACTER_INC_150032,Rohan,羅翰
CHARACTER_INC_150033,Belia,貝莉婭
CHARACTER_INC_150034,Kerin,凱琳
CHARACTER_INC_150035,Artin,阿爾廷
CHARACTER_INC_150036,Pael,佩爾
CHARACTER_INC_150037,Lumi,露米
CHARACTER_INC_150038,Ivelyn,伊芙琳
CHARACTER_INC_150039,Selin,塞琳
CHARACTER_INC_150040,Kaela,凱拉
CHARACTER_INC_150041,[Pet Tamer] Livia,[寵物馴練師] 麗薇雅
CHARACTER_INC_150042,Taila,泰拉
CHARACTER_INC_150043,Weevs,維夫斯
CHARACTER_INC_150044,[Mysterious] ??? ,[未知] ???
CHARACTER_INC_150045,[Expedition] Beck,[遠征隊] 貝克
CHARACTER_INC_150046,Asylum Guard,幽禁所守衛
CHARACTER_INC_150047,Mysterious Adventurer,神祕冒險者
CHARACTER_INC_150048,Jarl (Dying),[族長] 雅爾 (瀕死)
CHARACTER_INC_150049,[PTS Manager] Mewdev,[PTS 管理員] Mewdev
CHARACTER_INC_150050,Miorang,米奧朗
CHARACTER_INC_150051,Cheirang,琪朗
CHARACTER_INC_150052,[Village Chief] Huntrang,[村長] 魂鬥郎
CHARACTER_INC_150053,[Arena Manager] Aerin,[競技場管理員] 艾琳
CHARACTER_INC_150100,[Event] Getcha,[活動] 葛恰
