Key,English,Traditional_Chinese
PROPMOVER_TXT_000114,Rotten Mr Pumpkin,爆笑南瓜先生
PROPMOVER_TXT_000116,Giant Mr. Pumpkin,奸笑南瓜先生
PROPMOVER_TXT_000118,Red Mantis C,嫩嫩的赤螳螂
PROPMOVER_TXT_000120,Red Mantis B,赤螳螂
PROPMOVER_TXT_000122,Red Mantis A,暴力赤螳螂
PROPMOVER_TXT_000124,Giant Red Mantis,赤螳螂王
PROPMOVER_TXT_000126,Small Jack the Hammer,傑克槌嘍囉
PROPMOVER_TXT_000128,Jack the Hammer,傑克槌
PROPMOVER_TXT_000130,Captain Jack the Hammer,傑克槌頭目
PROPMOVER_TXT_000132,Giant Jack the Hammer,巨型傑克槌
PROPMOVER_TXT_000134,Small Giggle Box,小嘴整人箱
PROPMOVER_TXT_000136,Giggle Box,整人箱
PROPMOVER_TXT_000138,Captain Giggle Box,大嘴整人箱
PROPMOVER_TXT_000140,Giant Giggle Box,闊嘴整人箱
PROPMOVER_TXT_000142,Small Rock Muscle,碎石牛唄唄
PROPMOVER_TXT_000144,Rock Muscle,牛唄唄
PROPMOVER_TXT_000146,Captain Rock Muscle,巨石牛唄唄
PROPMOVER_TXT_000148,Giant Rock Muscle,終極牛唄唄
PROPMOVER_TXT_000150,Small Hobo,獨刀嘍囉
PROPMOVER_TXT_000152,Hobo,獨刀
PROPMOVER_TXT_000154,Captain Hobo,獨刀頭目
PROPMOVER_TXT_000156,Giant Hobo,好大的獨刀
PROPMOVER_TXT_000158,Small Dumb Bull,小哞哞
PROPMOVER_TXT_000160,Dumb Bull,哞哞
PROPMOVER_TXT_000162,Captain Dumb Bull,狂暴哞哞
PROPMOVER_TXT_000164,Giant Dumb Bull,哞哞王
PROPMOVER_TXT_000166,Small Totemia,小疊疊樂
PROPMOVER_TXT_000168,Totemia,疊疊樂
PROPMOVER_TXT_000170,Captain Totemia,疊疊疊樂
PROPMOVER_TXT_000172,Giant Totemia,堆堆疊疊樂
PROPMOVER_TXT_000174,Maid Cardpuppet,小發條娃娃
PROPMOVER_TXT_000176,Cardpuppet,發條娃娃
PROPMOVER_TXT_000178,Manager Cardpuppet,偶像發條娃娃
PROPMOVER_TXT_000180,Boss Cardpuppet,巨星發條娃娃
PROPMOVER_TXT_000182,Small Tombstone Bearer,苦命小超人
PROPMOVER_TXT_000184,Tombstone Bearer,苦命超人
PROPMOVER_TXT_000186,Captain Tombstone Bearer,好苦命超人
PROPMOVER_TXT_000188,Giant Tombstone Bearer,有夠苦命超人
PROPMOVER_TXT_000190,Phantom Basque,巴斯克小砲
PROPMOVER_TXT_000192,Basque,巴斯克
PROPMOVER_TXT_000194,Lumping Basque,巴斯克大砲
PROPMOVER_TXT_000196,Giant Basque,巴斯克巨砲
PROPMOVER_TXT_000198,Small Mage Prankster,小丑見習生
PROPMOVER_TXT_000200,Prankster,小丑實習生
PROPMOVER_TXT_000202,Master Mage Prankster,小丑術士
PROPMOVER_TXT_000204,Giantmage Prankster,終極小丑術士
PROPMOVER_TXT_000206,Rough Wheelem,小單輪機器人
PROPMOVER_TXT_000208,Wheelem,單輪機器人
PROPMOVER_TXT_000210,Bouncing Wheelem,風火輪機器人
PROPMOVER_TXT_000212,Giant Wheelem,巨輪機器人
PROPMOVER_TXT_000214,Small Leyena,小血狼
PROPMOVER_TXT_000216,Leyena,血狼
PROPMOVER_TXT_000218,Captain Leyena,超級大血狼
PROPMOVER_TXT_000220,Giant Leyena,終極血狼大王
PROPMOVER_TXT_000222,Small Steam Walker,蒸氣機械嘍囉
PROPMOVER_TXT_000224,Steam Walker,蒸氣機械
PROPMOVER_TXT_000226,Captain Steam Walker,蒸氣機械頭目
PROPMOVER_TXT_000228,Giant Steam Walker,巨型蒸氣機械
PROPMOVER_TXT_000230,Small Steel Knight,騎士機械嘍囉
PROPMOVER_TXT_000232,Steel Knight,騎士機械
PROPMOVER_TXT_000234,Captain Steel Knight,騎士機械頭目
PROPMOVER_TXT_000236,Giant Steel Knight,巨型騎士機械
PROPMOVER_TXT_000238,Small Nutty Wheel,刀牙機械嘍囉
PROPMOVER_TXT_000240,Nutty Wheel,刀牙機械
PROPMOVER_TXT_000242,Captain Nutty Wheel,刀牙機械頭目
PROPMOVER_TXT_000244,Giant Nutty Wheel,巨型刀牙機械
PROPMOVER_TXT_000246,Small Driller,暴鑽機械嘍囉
PROPMOVER_TXT_000248,Driller,暴鑽機械
PROPMOVER_TXT_000250,Captain Driller,暴鑽機械頭目
PROPMOVER_TXT_000252,Giant Driller,巨型暴鑽機械
PROPMOVER_TXT_000254,Small Volt,機械戰車嘍囉
PROPMOVER_TXT_000256,Volt,機械戰車
PROPMOVER_TXT_000258,Captain Volt,機械戰車頭目
PROPMOVER_TXT_000260,Giant Volt,巨型機械戰車
PROPMOVER_TXT_000262,Small Elderguard,戰士機械嘍囉
PROPMOVER_TXT_000264,Elderguard,戰士機械
PROPMOVER_TXT_000266,Captain Elderguard,戰士機械頭目
PROPMOVER_TXT_000268,Giant Elderguard,巨型戰士機械
PROPMOVER_TXT_000270,Small Garbagespider,清道夫機械嘍囉
PROPMOVER_TXT_000272,Garbagespider,清道夫機械
PROPMOVER_TXT_000274,Captain Garbagespider,清道夫機械頭目
PROPMOVER_TXT_000276,Giant Garbagespider,巨型清道夫機械
PROPMOVER_TXT_000278,Small Crane Machinery,工程機械嘍囉
PROPMOVER_TXT_000280,Crane Machinery,工程機械
PROPMOVER_TXT_000282,Captain Crane Machinery,工程機械頭目
PROPMOVER_TXT_000284,Giant Crane Machinery,巨型工程機械
PROPMOVER_TXT_000286,Small Mothbee,魔斯蜂空軍嘍囉
PROPMOVER_TXT_000288,Mothbee,魔斯蜂空軍
PROPMOVER_TXT_000290,Captain Mothbee,魔斯蜂空軍頭目
PROPMOVER_TXT_000292,Giant Mothbee,巨型魔斯蜂
PROPMOVER_TXT_000294,Small Flybrigen,小型骷髏魔翼
PROPMOVER_TXT_000296,Flybrigen,骷髏魔翼
PROPMOVER_TXT_000298,Captain Flybrigen,地獄骷髏魔翼
PROPMOVER_TXT_000300,Giant Flybrigen,骷髏魔翼王
PROPMOVER_TXT_000302,Small Rockepeller,飛行波尼
PROPMOVER_TXT_000304,Rockepeller,飛行胖波尼
PROPMOVER_TXT_000306,Captain Rockepeller,飛行肉團波尼
PROPMOVER_TXT_000308,Giant Rockepeller,終極飛行波尼
PROPMOVER_TXT_000318,Pawn Popcrank,詭異小丑嘍囉
PROPMOVER_TXT_000320,Knight Popcrank,詭異小丑
PROPMOVER_TXT_000322,Rook Popcrank,詭異小丑頭目
PROPMOVER_TXT_000324,Bishop Popcrank,超級詭異小丑
PROPMOVER_TXT_000326,Small Greemong,史萊膿嘍囉
PROPMOVER_TXT_000328,Greemong,史萊膿
PROPMOVER_TXT_000330,Captain Greemong,史萊膿頭目
PROPMOVER_TXT_000332,Giant Greemong,巨型史萊膿
PROPMOVER_TXT_000336,Roy,毒花老大
PROPMOVER_TXT_000338,Cardinal Guardian,毒花首領
PROPMOVER_TXT_000350,Small Carrierbomb,賓拉當轟炸兵
PROPMOVER_TXT_000352,Carrierbomb,轟炸兵
PROPMOVER_TXT_000354,Captain Carrierbomb,鳥山轟炸機
PROPMOVER_TXT_000356,Giant Carrierbomb,粉大轟炸兵
PROPMOVER_TXT_000382,Clockworks,時空毀滅者
PROPMOVER_TXT_000392,Small Nuctuvehicle,菜鳥礦車獸
PROPMOVER_TXT_000394,Nuctuvehicle,水手礦車獸
PROPMOVER_TXT_000396,Captain Nuctuvehicle,礦車獸頭目
PROPMOVER_TXT_000398,Giant Nuctuvehicle,巨型礦車獸
PROPMOVER_TXT_000400,Young Syliaca,小獅頭魚
PROPMOVER_TXT_000402,Syliaca,獅頭魚
PROPMOVER_TXT_000404,Grownup Syliaca,獅頭魚頭目
PROPMOVER_TXT_000406,Giant Syliaca,巨型獅頭魚
PROPMOVER_TXT_000408,Small Risem,小石妖
PROPMOVER_TXT_000410,Risem,石妖
PROPMOVER_TXT_000412,Captain Risem,石妖頭目
PROPMOVER_TXT_000414,Giant Risem,石妖魔頭
PROPMOVER_TXT_000416,Small Zombiger,腐屍礦工嘍囉
PROPMOVER_TXT_000418,Zombiger,腐屍礦工
PROPMOVER_TXT_000420,Captain Zombiger,腐屍礦工頭目
PROPMOVER_TXT_000422,Giant Zombiger,巨型腐屍礦工
PROPMOVER_TXT_000424,Small Flybat,小獨眼血蝙蝠
PROPMOVER_TXT_000426,Flybat,獨眼血蝙蝠
PROPMOVER_TXT_000428,Captain Flybat,凶惡獨眼血蝙蝠
PROPMOVER_TXT_000430,Giant Flybat,巨眼蝙蝠王
PROPMOVER_TXT_000432,Small Bucrow,赤火巴斯克
PROPMOVER_TXT_000434,Bucrow,赤焰巴斯克
PROPMOVER_TXT_000436,Captain Bucrow,火神巴斯克
PROPMOVER_TXT_000438,Giant Bucrow,巴斯克霸主
PROPMOVER_TXT_000440,Small Scorpicon,血紅蠍幼蟲
PROPMOVER_TXT_000442,Scorpicon,血紅蠍成蟲
PROPMOVER_TXT_000444,Captain Scorpicon,兇猛血紅蠍
PROPMOVER_TXT_000446,Giant Scorpicon,巨型血紅蠍
PROPMOVER_TXT_000448,Small Trangfoma,電工兵學徒
PROPMOVER_TXT_000450,Trangfoma,電工兵
PROPMOVER_TXT_000452,Captain Trangfoma,電工兵師傅
PROPMOVER_TXT_000454,Giant Trangfoma,經驗老道的電工兵
PROPMOVER_TXT_000456,Mine Catcher,礦體幻獸
PROPMOVER_TXT_000458,Erons Catcher,艾磷斯幻獸
PROPMOVER_TXT_000460,Krasec Catcher,石花幻獸
PROPMOVER_TXT_000462,Guru Catcher,鈷礫幻獸
PROPMOVER_TXT_000464,Small Grrr,小咕噥
PROPMOVER_TXT_000466,Grrr,咕噥
PROPMOVER_TXT_000468,Captain Grrr,咕咕噥噥
PROPMOVER_TXT_000470,Giant Grrr,咕噥王
PROPMOVER_TXT_000472,Small Dump,小牛頭火燄車
PROPMOVER_TXT_000474,Dump,牛頭火燄車
PROPMOVER_TXT_000476,Captain Dump,牛頭爆燄車
PROPMOVER_TXT_000478,Giant Dump,火爆牛爆走車
PROPMOVER_TXT_000480,Small Nautrepy,小帥鼠
PROPMOVER_TXT_000482,Nautrepy,帥帥鼠
PROPMOVER_TXT_000484,Captain Nautrepy,超耍帥鼠
PROPMOVER_TXT_000486,Giant Nautrepy,愛美酷帥鼠
PROPMOVER_TXT_000488,Small Boo,兩棲小毒花
PROPMOVER_TXT_000490,Boo,兩棲毒花
PROPMOVER_TXT_000492,Captain Boo,兩棲劇毒花
PROPMOVER_TXT_000494,Giant Boo,終極魔花獸
PROPMOVER_TXT_000496,Small Hoppre,假面小蝗蟲
PROPMOVER_TXT_000498,Hoppre,假面蝗蟲
PROPMOVER_TXT_000500,Captain Hoppre,假面蝗蟲頭目
PROPMOVER_TXT_000502,Giant Hoppre,假面黃金蝗蟲人
PROPMOVER_TXT_000504,Small Mushpoie,魔菇菇
PROPMOVER_TXT_000506,Mushpoie,魔人菇菇
PROPMOVER_TXT_000508,Captain Mushpoie,魔人毒菇菇
PROPMOVER_TXT_000510,Giant Mushpoie,菇類大魔王
PROPMOVER_TXT_000512,Small Iren,小刀尾蚊
PROPMOVER_TXT_000514,Iren,刀尾蚊
PROPMOVER_TXT_000516,Captain Iren,利刃刀尾蚊
PROPMOVER_TXT_000518,Giant Iren,好肥大的蚊子
PROPMOVER_TXT_000520,Small Watangka,卡噹哇
PROPMOVER_TXT_000522,Watangka,哇噹卡
PROPMOVER_TXT_000524,Captain Watangka,哇噹卡卡布
PROPMOVER_TXT_000526,Giant Watangka,嗚啦啦哇噹卡卡
PROPMOVER_TXT_000528,Small Antiquery,小樹精
PROPMOVER_TXT_000530,Antiquery,樹精
PROPMOVER_TXT_000532,Captain Antiquery,千年樹精
PROPMOVER_TXT_000534,Giant Antiquery,小倩的姥姥
PROPMOVER_TXT_000536,Small Luia,小鳳鳳
PROPMOVER_TXT_000538,Luia,赤焰鳳凰
PROPMOVER_TXT_000540,Captain Luia,赤焰火鳳凰
PROPMOVER_TXT_000542,Giant Luia,感恩節火雞
PROPMOVER_TXT_000544,Small Gongury,劍尾小龜
PROPMOVER_TXT_000546,Gongury,劍尾龜
PROPMOVER_TXT_000548,Captain Gongury,劍尾魔龜
PROPMOVER_TXT_000550,Giant Gongury,大魔龜
PROPMOVER_TXT_000552,Small Shuhamma,小槌頭機械象
PROPMOVER_TXT_000554,Shuhamma,槌頭機械象
PROPMOVER_TXT_000556,Captain Shuhamma,大槌頭機械象
PROPMOVER_TXT_000558,Giant Shuhamma,爆鑽機械象
PROPMOVER_TXT_000560,Small Kern,小炎王
PROPMOVER_TXT_000562,Kern,炎王
PROPMOVER_TXT_000564,Captain Kern,爆炎王
PROPMOVER_TXT_000566,Giant Kern,地獄爆炎王
PROPMOVER_TXT_000568,Small Glaphan,小巫皮皮
PROPMOVER_TXT_000570,Glaphan,巫獸皮皮
PROPMOVER_TXT_000572,Captain Glaphan,魔巫皮皮
PROPMOVER_TXT_000574,Giant Glaphan,邪惡皮皮
PROPMOVER_TXT_000576,Trainee Chef Muffrin,小廚子麻普
PROPMOVER_TXT_000578,3rd Chef Muffrin,掌廚的麻普
PROPMOVER_TXT_000580,2nd Chef Muffrin,廚師長麻普
PROPMOVER_TXT_000582,1st Chef Muffrin,中華飯店總廚
PROPMOVER_TXT_000584,Mutant Fefern,突變蜥蜴草
PROPMOVER_TXT_000586,Mutant Fefern King,突變毒蜥蜴草
PROPMOVER_TXT_000588,Mutant Giant 2nd Class Fefern,突變蜥蜴草王
PROPMOVER_TXT_000590,Mutant Nyangnyang,突變喵娘
PROPMOVER_TXT_000592,Mutant Nyangnyang Queen,突變凶惡喵娘
PROPMOVER_TXT_000594,Mutant Giant Nyangnyang,突變喵娘女王
PROPMOVER_TXT_000596,Mutant Bang,突變崩崩
PROPMOVER_TXT_000598,Mutant Boss Bang,突變崩崩頭目
PROPMOVER_TXT_000600,Mutant Giant Bang King,突變巨型崩崩
PROPMOVER_TXT_000602,Worm Veduque,妖蛇妒婦
PROPMOVER_TXT_000604,Serus Uriel,賽羅斯
PROPMOVER_TXT_000606,Vice Veduque,扒爾斯
PROPMOVER_TXT_000608,Brazenface Pukepuke,鐵面噗卡噗卡
PROPMOVER_TXT_000610,Heartless Bang,沒良心的崩崩
PROPMOVER_TXT_000612,Tough Rock Muscle,流氓牛唄唄
PROPMOVER_TXT_000614,Flying Aibatt,飛行獨眼蝙蝠
PROPMOVER_TXT_000616,Beast Mr. Pumpkin,傳說中的南瓜大王
PROPMOVER_TXT_000618,Master Demian,丹丹大師
PROPMOVER_TXT_000620,Master Keakoon,奇昆族長
PROPMOVER_TXT_000622,Master Muffrin,麻普廚師長
PROPMOVER_TXT_000624,Info-Pang,情報胖胖
PROPMOVER_TXT_000626,Losha,蘿夏
PROPMOVER_TXT_000628,Boboku,波哥
PROPMOVER_TXT_000630,Julia,喬艾倫
PROPMOVER_TXT_000632,Lui,路伊
PROPMOVER_TXT_000634,Marche,魔力夢夢
PROPMOVER_TXT_000636,Bulrox,布隆
PROPMOVER_TXT_000638,Tina,蒂娜
PROPMOVER_TXT_000640,Karin,卡琳
PROPMOVER_TXT_000642,Martin,馬丁
PROPMOVER_TXT_000644,Bill,比爾
PROPMOVER_TXT_000646,Dwarpet,杜爾沛
PROPMOVER_TXT_000648,Master Dwarpet,師匠杜爾沛
PROPMOVER_TXT_000650,Iblis,伊普里司
PROPMOVER_TXT_000652,Shade,闇影
PROPMOVER_TXT_000654,Stima,司提瑪
PROPMOVER_TXT_000656,Phacham,葩琴
PROPMOVER_TXT_000658,Bubble,巴布樂
PROPMOVER_TXT_000660,Rhine,萊因
PROPMOVER_TXT_000662,Roocky,文生
PROPMOVER_TXT_000664,Ollien,席琳娜
PROPMOVER_TXT_000666,Haven,海音
PROPMOVER_TXT_000668,Chitller,維德
PROPMOVER_TXT_000670,Bolpor,艾爾夫
PROPMOVER_TXT_000672,Almani,阿爾瑪尼
PROPMOVER_TXT_000674,Achaben,安迪
PROPMOVER_TXT_000676,Eshylop,愛雪琳
PROPMOVER_TXT_000678,Remine,雷米娜
PROPMOVER_TXT_000680,Unknown,未知
PROPMOVER_TXT_000682,Agent,仲介人
PROPMOVER_TXT_000684,Ancimys,安奇米斯
PROPMOVER_TXT_000686,Guardian,卡第恩
PROPMOVER_TXT_000688,Captain Guard,城鎮警衛隊長
PROPMOVER_TXT_000692,Venel Guardian,貝納卡度溫
PROPMOVER_TXT_000694,Ren,蓮
PROPMOVER_TXT_000696,Rubo,路寶
PROPMOVER_TXT_000698,Sisif,西西普
PROPMOVER_TXT_000700,Shuraiture,休賴扎
PROPMOVER_TXT_000702,Babari,巴巴莉
PROPMOVER_TXT_000704,Chaner,撤內勒
PROPMOVER_TXT_000706,Seido,塞多
PROPMOVER_TXT_000708,Red Bang Troupe Member,紅色崩崩的竊盜團
PROPMOVER_TXT_000710,Emerald Mantis,珍珠赤螳螂的卵
PROPMOVER_TXT_000712,Lord Bang Hanoyan,崩崩領主哈諾揚
PROPMOVER_TXT_000714,Member of the Violet Magician Troupe,邪惡魔法團員
PROPMOVER_TXT_000716,Master of the Violet Magician Troupe,邪惡魔法團長
PROPMOVER_TXT_000718,Grand Master of the Violet Magician Troupe,邪惡魔法大團長
PROPMOVER_TXT_000720,Red Bang Troupe Leader,紅色崩崩的頭目竊盜
PROPMOVER_TXT_000722,Lord Bang,崩崩領主
PROPMOVER_TXT_000724,Organigor,窩樂坎
PROPMOVER_TXT_000726,Gangard,坎哥德
PROPMOVER_TXT_000728,Hadeseor,瑕德西
PROPMOVER_TXT_000730,Santa,聖誕老人
PROPMOVER_TXT_000732,Priest,華倫泰神父
PROPMOVER_TXT_000734,Guard,警衛兵
PROPMOVER_TXT_000736,Chaos Guard,卡歐警衛兵
PROPMOVER_TXT_000738,Criminal Fefern,罪惡的蜥蜴草
PROPMOVER_TXT_000740,Criminal Wagsaac,罪惡的拳頭花
PROPMOVER_TXT_000742,Criminal Mr. Pumpkin,罪惡的南瓜先生
PROPMOVER_TXT_000744,Criminal Giggle Box,罪惡整人箱
PROPMOVER_TXT_000746,Criminal Hobo,罪惡的獨刀
PROPMOVER_TXT_000748,Criminal Cardpuppet,罪惡的發條娃娃
PROPMOVER_TXT_000750,Criminal Basque,罪惡的巴斯克
PROPMOVER_TXT_000752,Criminal Leyena,罪惡的血狼
PROPMOVER_TXT_000754,Criminal Steel Knight,罪惡騎士機械
PROPMOVER_TXT_000756,Criminal Volt,罪惡的機械戰車
PROPMOVER_TXT_000758,Criminal Garbagespider,罪惡的清道夫機械
PROPMOVER_TXT_000760,Criminal Greemong,罪惡的史萊膿
PROPMOVER_TXT_000762,Criminal Hoppre,罪惡的假面蝗蟲
PROPMOVER_TXT_000764,Criminal Iren,罪惡的刀尾蚊
PROPMOVER_TXT_000766,Criminal Watangka,罪惡的哇噹卡
PROPMOVER_TXT_000768,Criminal Luia,罪惡的赤焰鳳凰
PROPMOVER_TXT_000770,Criminal Shuhamma,罪惡的槌頭機械象
PROPMOVER_TXT_000772,Criminal Glaphan,罪惡的皮皮
PROPMOVER_TXT_000774,Keakoon Worker,奇昆勞動者
PROPMOVER_TXT_000776,Keakoon Guard,奇昆警衛兵
PROPMOVER_TXT_000778,Keakoon Worker Leader,奇昆工頭
PROPMOVER_TXT_000780,Keakoon Guard Leader,奇昆警衛隊長
PROPMOVER_TXT_000782,Elite Keakoon Worker,優秀的奇昆勞動者
PROPMOVER_TXT_000784,Elite Keakoon Guard,優秀的奇昆警衛兵
PROPMOVER_TXT_000786,Elite Keakoon Worker Leader,優秀的奇昆工頭
PROPMOVER_TXT_000788,Elite Keakoon Guard Leader,優秀的奇昆族長
PROPMOVER_TXT_000790,Mutant Keakoon Worker,模範奇昆勞動者
PROPMOVER_TXT_000792,Mutant Keakoon Guard,模範奇昆警衛兵
PROPMOVER_TXT_000794,Mutant Keakoon Worker Leader,模範奇昆工頭
PROPMOVER_TXT_000796,Mutant Keakoon Guard Leader,貝野
PROPMOVER_TXT_000798,Pink Roach,粉紅毒花
PROPMOVER_TXT_000800,Blue Roach,藍毒花
PROPMOVER_TXT_000802,Pink Roach Queen,粉紅毒花女王
PROPMOVER_TXT_000804,Blue Roach Queen,藍毒花女王
PROPMOVER_TXT_000806,Pink Roach Larva,粉紅毒花乳蟲
PROPMOVER_TXT_000808,Blue Roach Larva,藍毒花乳蟲
PROPMOVER_TXT_000810,Green Trillipy,綠色毒甲蜈蚣
PROPMOVER_TXT_000812,Hazardous Green Trillipy,凶惡綠色毒甲蜈蚣
PROPMOVER_TXT_000814,Violet Trillipy,劇毒蜈蚣
PROPMOVER_TXT_000816,Hazardous Violet Trillipy,凶惡劇毒蜈蚣
PROPMOVER_TXT_000818,Blood Trillipy,噬血蜈蚣
PROPMOVER_TXT_000820,Hazardous Blood Trillipy,凶惡噬血蜈蚣
PROPMOVER_TXT_000822,Chimeradon,變種蝙蝠俠
PROPMOVER_TXT_000824,Giant Chimeradon,巨型變種蝙蝠俠
PROPMOVER_TXT_000826,Meteonyker,地炎飛龍
PROPMOVER_TXT_000828,Baby Lawolf,布魯狼寶貝
PROPMOVER_TXT_000830,Baby Aibatt,可愛獨眼蝙蝠
PROPMOVER_TXT_000832,Baby Leyena,長大的血狼
PROPMOVER_TXT_000834,Baby Luia,優秀的小火雞
PROPMOVER_TXT_000836,Kitty,淘氣的多坎
PROPMOVER_TXT_000838,Doggy,聰明的培斯
PROPMOVER_TXT_000840,Ant Turtle,安緹托德
PROPMOVER_TXT_000842,Hammer Kick,恐怖的傑克槌
PROPMOVER_TXT_000844,Big Muscle,恐怖的牛唄唄
PROPMOVER_TXT_000846,Krrr,咕咕噥噥
PROPMOVER_TXT_000848,Mushmoot,恐怖的菇菇
PROPMOVER_TXT_000852,Beast Zombiger,腐屍礦工獸
PROPMOVER_TXT_000854,Lord Clockworks Alpha,活動專用時空毀滅者
PROPMOVER_TXT_000856,Brigadier General Crumple,活動專用崩崩
PROPMOVER_TXT_000858,Lieutenant General Scythoid,活動專用赤螳螂
PROPMOVER_TXT_000860,Air Marshall Spiketail,活動專用骷髏魔翼
PROPMOVER_TXT_000862,General Glyphaxz,活動專用變種蝙蝠俠
PROPMOVER_TXT_000866,Soccerball Angel,足球天使
PROPMOVER_TXT_000868,Kidler,齊德勒
PROPMOVER_TXT_000870,Shacalpion,沙卡畢歐
PROPMOVER_TXT_000872,Hoiren,胡歐仁
PROPMOVER_TXT_000874,Hunter X,獵人 X
PROPMOVER_TXT_000876,Kynsy,奇撒易
PROPMOVER_TXT_000878,Iblis Crasher,地穴妖獸
PROPMOVER_TXT_000880,Iblis Poisoner,地穴血紅蠍
PROPMOVER_TXT_000882,Iblis Wrecker,地穴牛唄唄
PROPMOVER_TXT_000884,Iblis Destroyer,地穴輪椅獸
PROPMOVER_TXT_000886,Iblis Puppet,地穴發條娃娃
PROPMOVER_TXT_000888,Iblis Thief,地穴苦命超人
PROPMOVER_TXT_000890,Iblis Guardian,地穴赤焰鳳凰
PROPMOVER_TXT_000892,Iblis Quaker,地穴炎王
PROPMOVER_TXT_000894,Iblis Mushellizer,地穴史萊膿
PROPMOVER_TXT_000896,Iblis Leanes,地穴魔法大團長
PROPMOVER_TXT_000898,Iblis Red Otem,地穴堆堆樂
PROPMOVER_TXT_000900,Iblis Black Otem,地穴堆堆樂
PROPMOVER_TXT_000902,Iblis Boxter,地穴整人箱
PROPMOVER_TXT_000904,Iblis Dandysher,地穴小丑
PROPMOVER_TXT_000906,Chitos,奇多思
PROPMOVER_TXT_000908,Clocks,克拉斯
PROPMOVER_TXT_000910,Soldier Chimeradon,小變種蝙蝠
PROPMOVER_TXT_000912,Brigadier Chimeradon,變種蝙蝠
PROPMOVER_TXT_000914,Major Chimeradon,變種蝙蝠妖
PROPMOVER_TXT_000916,Lieutenant Chimeradon,變種蝙蝠魔
PROPMOVER_TXT_000918,General Chimeradon,變種蝙蝠王
PROPMOVER_TXT_000920,Private Bearnerky,小獨眼野熊
PROPMOVER_TXT_000922,Specialist Bearnerky,獨眼野熊
