Key,English,Filipino
TUTORIAL_ROTATE_CAMERA_KEYBOARD_TEXT,"Let's go through how the camera works with the Keyboard. Here are the keys to press to rotate the camera:\n\nUp: Up Arrow #b↑#nb\nDown: Down Arrow #b↓#nb\nLeft: Left Arrow #b←#nb\nRight: Right Arrow #b→#nb\n\nPretty easy, huh?\n\n#cffff0000Clear Condition: Press an Arrow Key #b↑↓←→#nb","Tara, alamin natin kung paano kontrolin ang kamera gamit ang Keyboard. Heto ang mga key na kailangan pindutin para paikutin ang kamera:\n\nPataas: Up Arrow #b↑#nb\nPababa: Down Arrow #b↓#nb\nKaliwa: Left Arrow #b←#nb\nKanan: Right Arrow #b→#nb\n\nMadali lang, diba?\n\n#cffff0000Kinakailangang Gawin: Pindutin ang Arrow Key #b↑↓←→#nb"
TUTORIAL_ZOOM_CAMERA_TEXT,"How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom","Ayos ba? Madali lang, diba? Ngayon, subukan naman natin ang pag-zoom.\n\n[[Pwede kang mag-zoom in at out gamit ang Mouse wheel. Pwede rin gamit ang Page Up at Page Down Keys|Kumurot para mag-#bzoom out#nb at ibuka ang mga daliri para mag-#bzoom in#nb]].\n\n#cffff0000Kinakailangang Gawin: I-adjust ang camera zoom"
TUTORIAL_ROTATE_PHONE_TITLE,Viewing,Viewing
TUTORIAL_ROTATE_PHONE_CONTENT,[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]],[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]]
TUTORIAL_ROTATE_PHONE_TEXT,Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]],Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]]
TUTORIAL_OPEN_MENU_TEXT,"Great! [[It's time to learn how to change settings to enjoy the game the best as possible.\n\nSettings are available from the main game menu.\n\nClick on the #bbutton on bottom left#nb of the screen to open the main menu|Next, let's open the #bmain menu#nb.\n\nJust tap the button at the bottom left of the screen]].\n\n#cffff0000Clearing requirement: Open the main menu","Ayos! [[Panahon na para matutunan kung paano baguhin ang settings para mas ma-enjoy mo ang laro.\n\nMakikita ang settings sa main game menu.\n\nI-click ang #bbutton sa kaliwang ibaba#nb ng screen para buksan ang main menu|Ngayon, buksan natin ang #bmain menu#nb.\n\nI-tap lang ang button sa kaliwang ibaba ng screen]].\n\n#cffff0000Kinakailangang Gawin: Buksan ang main menu"
TUTORIAL_OPEN_OPTION_TEXT,"Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window","Ngayon, [[i-click mo o i-tap]] ang #bOption#nb para ma-access ang settings.\n\nDito, pwede mong baguhin ang #btexture quality, shadows, music volume, language, at iba pa#nb.\n\nKapag tapos ka na, pindutin ang #b'Save'#nb para ma-save ang mga pagbabago mo.\n\n#cffff0000Kinakailangang Gawin: Buksan ang options window"
TUTORIAL_OPEN_OPTION_TITLE,Settings,Mga Setting
TUTORIAL_OPEN_OPTION_CONTENT,"#b#cff0000ff■ Video / Audio tab#nb#nc\nYou can configure texture quality, shadows quality and many other graphical options. Use Save button or your changes will be reset when you close the window. Texture quality and Antialiasing are only applied when saving changes. Antialiasing[[|, Vibrations]] and Fullscreen options are not supported on all devices. All advanced options and high quality settings will consume more energy and Internet bandwidth so consider disabling them if you have a limited Internet connection or experiencing a slow framerate.\n\n#b#cff0000ff■ Game tab#nb#nc\nYou can select the interface language and enable or disable some options relative to your character. Don't forget to save your changes.","#b#cff0000ff■ Video / Audio tab#nb#nc\nPwede mong i-configure ang texture quality, shadow quality, at marami pang graphical options. Gamitin ang Save button, kung hindi ay mare-reset ang mga binago mo kapag isinara mo ang window. Maa-apply lang ang Texture quality at Antialiasing kapag sine-save ang mga pagbabago. Hindi suportado sa lahat ng device ang Antialiasing[[|, Vibrations]] at Fullscreen options. Ang lahat ng advanced options at high quality settings ay mas malakas sa konsumo ng energy at Internet bandwidth, kaya mas mabuting i-disable ang mga ito kung limitado ang Internet connection mo o kung mabagal ang framerate mo.\n\n#b#cff0000ff■ Game tab#nb#nc\nPwede mong piliin ang wika ng interface at i-enable o i-disable ang ilang options na may kinalaman sa karakter mo. Huwag kalimutang i-save ang mga binago mo."
TUTORIAL_OPEN_MAP_TEXT,"Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]","Ang adventure mo ay nagaganap sa #bMadrigal#nb.\n\n[[Pindutin ang M key|I-tap ang #bmini-map#nb]] para tingnan ang kasalukuyan mong lokasyon o para makita ang mapa ng ibang lugar.\n\nPara bumalik sa laro, [[pindutin ulit ang M|i-tap ang cross button sa kanang itaas ng mapa]].\n\n#cffff0000Kinakailangang Gawin: [[Hot Key 'M'|Buksan ang mapa]]"
TUTORIAL_OPEN_MAP_TITLE,Map,Mapa
TUTORIAL_OPEN_MAP_CONTENT,"#b#cff0000ff■ Whole map#nb#nc\n[[Press M key|Touch World Map in main menu]] to see the continent of Madrigal.\n\n#b#cff0000ff■ Mini-Map#nb#nc\n[[Press N key|Touch cross button]] to hide navigator on right corner. If you want to see it again, [[press N key again|touch Navigator in main menu]].","#b#cff0000ff■ Buong mapa#nb#nc\n[[Pindutin ang M key|I-tap ang World Map sa main menu]] para makita ang kontinente ng Madrigal.\n\n#b#cff0000ff■ Mini-Map#nb#nc\n[[Pindutin ang N key|I-tap ang cross button]] para itago ang navigator sa kanang sulok. Kung gusto mo itong makita ulit, [[pindutin ulit ang N key|i-tap ang Navigator sa main menu]]."
TUTORIAL_OPEN_NAVIGATOR_TEXT,Let's go through the Navigator.\nYou can check your location and the surrounding area with the navigator that’s in the upper right part of the screen.\n[[Activate and deactivate the Navigator by pressing 'N'|Use Navigator in main menu to toggle the mini-map]].\n\n#cffff0000Clear Condition: [[Hot Key 'N'|Open the navigator]],Tara tingnan natin ang Navigator.\nMakikita mo ang lokasyon mo at ang mga nasa paligid gamit ang navigator na nasa kanang itaas ng screen.\n[[I-activate at i-deactivate ang Navigator sa pamamagitan ng pagpindot sa 'N'|Gamitin ang Navigator sa main menu para i-toggle ang mini-map]].\n\n#cffff0000Kinakailangang Gawin: [[Hot Key 'N'|Buksan ang navigator]]
TUTORIAL_TALK_LUI_TEXT,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!,Mas madali na ngayong maglakbay sa #bMadrigal#nb!\n\nPuntahan mo si #b#cffa0a0ff[General] Lui#nc#nb sa Central Flarine sa pamamagitan ng pagsunod sa #barrow sa ibabaw ng ulo mo#nb.\n\nMukhang may mahalaga siyang impormasyon para sa iyo. Good luck!
TUTORIAL_START_QUEST_TEXT,"Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]","Binabati kita sa una mong quest! Oras na para tingnan ang #bQuest Diary#nb.\n\nDito nakatala ang mga natapos mo nang quest at ang mga kasalukuyan mong ginagawa.\n\nPara makita ang detalye, [[pindutin ang 'Q'|i-tap ang #b'Quests'#nb button sa itaas ng screen]].\n\n#cffff0000Kinakailangang Gawin: [[Hot Key 'Q'|Buksan ang Quest Diary]]"
TUTORIAL_START_QUEST_TITLE,Quest Window,Window ng Quest
TUTORIAL_START_QUEST_CONTENT,#b#cff0000ff■ Quest Window#nb#nc\nThis is where you can see current quest information and the completed quests.[[\nShortcut key is L.|]],#b#cff0000ff■ Quest Window#nb#nc\nDito mo makikita ang impormasyon ng kasalukuyan mong quest at ang mga natapos mo nang quest.[[\nShortcut key is L.|]]
TUTORIAL_MOTION_TEXT,Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]],Gusto mong magpahayag ng sarili mo?\n\n[[Pindutin ang 'O'|I-tap ang Emotes button sa kaliwa]] para makita ang iba't ibang #bemoticons at expressions#nb. Subukan mo.\n\n#cffff0000Kinakailangang Gawin: [[Pindutin ang 'O'|Buksan ang Emotes window]]
TUTORIAL_MOTION_TITLE,Emotion Expression,Pagpapahayag ng Emosyon
TUTORIAL_MOTION_CONTENT,"#b#cff0000ff■ Emotion Expression#nb#nc\nYou can use this to express your emotion to other players. There are many emoticons and icons for expression various emotions, so you should try to use it.[[\nShortcut key is O.|]]","#b#cff0000ff■ Pagpapahayag ng Emosyon#nb#nc\nPwede mo itong gamitin para ipahayag ang emosyon mo sa ibang players. Maraming emoticons at icons para sa iba't ibang emosyon, kaya subukan mong gamitin ito.[[\nShortcut key is O.|]]"
TUTORIAL_CHAT_TEXT,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.,Handa ka na bang makipag-chat sa iba?\n\n[[Pindutin ang ENTER|Pwede mong i-tap ang #bChat#nb preview sa ibaba]] para buksan ang chat window.\n\nAng mga mensahe sa Normal chat ay makikita ng mga player na malapit sa iyo.
TUTORIAL_CHAT_TITLE,Chat Method,Paraan ng Chat
TUTORIAL_CHAT_CONTENT,#b#cff0000ff■ Normal Chat#nb#nc\nYou can only talk to players near by you. The way you talk is press Chat button on chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nYou can talk to players who are in broad range. They way you shot is add #cffff0000/s #nc on front of the words that you want to say.\n\n#b#cff0000ff■ Party Chat#nb#nc\nYou can use it when you are in a party. The way you talk is add #cffff0000/p #nc on front of the wards that you want to say.\nYou can use Troupe button on the chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nYou can send message to certain player. The way you do it is add #cffff0000/w character name #nc.\nYou can use Whisper button on the chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nYou can use it when you are in a guild. The way you talk is add#cffff0000/g #nc.\nYou can use Guild button on the chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nAll of the messages except chat message display in system window.To check press SYSTEM button on the chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nYou can see the chat that you want to see. The way you do is press Filter button.,#b#cff0000ff■ Normal Chat#nb#nc\nDito ka lang makakapag-chat sa mga player na malapit sa iyo. Para magsalita pindutin ang Chat button sa chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nPwede kang makipag-usap sa mga player na mas malawak ang abot. Para mag-shout idagdag ang #cffff0000/s #nc sa unahan ng gusto mong sabihin.\n\n#b#cff0000ff■ Party Chat#nb#nc\nMagagamit mo ito kapag nasa party ka. Para makapag-chat idagdag ang #cffff0000/p #nc sa unahan ng gusto mong sabihin.\nPwede mong gamitin ang Troupe button sa chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nPwede kang magpadala ng mensahe sa isang partikular na player. Para gawin ito idagdag ang #cffff0000/w character name #nc.\nPwede mong gamitin ang Whisper button sa chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nMagagamit mo ito kapag nasa guild ka. Para makapag-chat idagdag ang #cffff0000/g #nc.\nPwede mong gamitin ang Guild button sa chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nLahat ng mensahe maliban sa chat messages ay lumalabas sa system window. Para tingnan ito pindutin ang SYSTEM button sa chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nPwede mong piliin kung aling chat lang ang gusto mong makita. Para gawin ito pindutin ang Filter button.
TUTORIAL_SHOUT_TEXT,"Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat.","Ganito gamitin ang Shout:\n\nAng Shout ay ipinapakita ang mensahe mo sa #bmas maraming tao#nb kumpara sa normal chat.\n\nPara mag-shout, unahan ang mensahe mo ng #cffff0000/s#nc. Tandaan, hindi makikita ng mga player ang shout mo hangga't hindi ka umaabot sa level 20.\n\n#cffff0000Kinakailangang Gawin: Gamitin ang shout ('/s') chat."
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.","Tungkol naman sa #bParty chat#nb:\n\nSimulan ang mensahe mo ng #cffff0000/p#nc para sa mga kagrupo mo lang ito makita.\n\nTandaan, ang party chat ay para lang sa mga miyembro ng party."
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,May gusto ka bang padalhan ng direktang mensahe? Subukan ang #bWhisper#nb.\n\nI-type ang\n#cffff0000 /w CharacterName\n#nc bago ang mensahe mo para maipadala ito sa isang partikular na player.
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,Idagdag ang #cffff0000/g#nc bago ang mensahe mo para sa mga guild member mo lang ito makita.
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,Ang mga system message ay ipinapakita sa hiwalay na chat window.\n\n[[I-click|I-tap]] ang SYSTEM button sa chat window para makita ang mga ito.
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.","Para ang mga mensaheng gusto mo lang ang makita, pumili lang ng tab, [[i-click|i-tap]] ang #bFilter#nb button, at baguhin ang preferences mo. Ang iba ay matatago."
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],Nakuha mo na ang #buna mong sandata#nb!\n\nTingnan naman natin ang pag-equip ng item sa pamamagitan ng [[pagpindot sa 'I'|pag-tap sa Inventory sa ibaba]].\n\n#cffff0000Kinakailangang Gawin: [[Hot Key 'I'|Buksan ang inventory]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,[[I-double click|I-tap]] ang item na gusto mong isuot [[o i-drag ito sa slot kung saan mo ito gustong ilagay|at pagkatapos ay i-tap ang #bEquip#nb button]].\n\n#cffff0000Kinakailangang Gawin: Mag-equip ng item
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,Ngayon [[i-double click mo ulit|i-tap]] ang item sa #bequipment view#nb para alisin ito.\n\n#cffff0000Kinakailangang Gawin: Mag-unequip ng item
TUTORIAL_INVENTORY_TITLE,Inventory,Imbentaryo
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]","#b#cff0000ff■ Sa itaas ng Inventory window,#nb#nc\nmakikita mo ang mga item na suot ng karakter mo. Sa ibaba naman, makikita mo ang mga item at Penya sa imbentaryo mo. Para mag-equip ng item, i-double [[click|tap]] ito o i-drag sa tamang slot.[[\nHotkey: I|]]"
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,Magaling! Alamin naman natin ang #bQuick Slot#nb na makikita [[sa kaliwa|sa iba't ibang bahagi]] ng screen mo.\n\nPwede mong ilagay rito ang #bmga item o skill#nb para mabilis mo silang magamit. [[Pwedeng gamitin ang 1 - 0 bilang hotkeys.\nPwede mo ring gamitin ang F1-F9 para magpalit-palit sa mga Quick Slot bar mo.|#bPindutin nang matagal#nb ang isang item para ma-drag mo ito sa slot na gusto mo.]]\n\n#cffff0000Kinakailangang Gawin: Mag-drag ng item sa Quick Slot
TUTORIAL_TASKBAR_TITLE,Quick Slot,Quick Slot
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,#b#cff0000ff■ Quick Slot#nb#nc\nPwede mong ilagay rito ang mga item o motion na gusto mong mabilis gamitin[[ sa 1~0 slots at may expansion slot din na F1~F9|]].
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],Ipinapakita ng #bCharacter#nb window ang impormasyon tungkol sa karakter mo.\n\n[[Pindutin ang 'H'|I-tap ang Character sa main menu]] para buksan ang window na ito.\n\n#cffff0000Kinakailangang Gawin: [[Hot Key 'H'|Buksan ang Character window]]
TUTORIAL_CHARACTER_TITLE,Character Window,Window ng Karakter
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ Character Window#nb#nc\nMakikita mo rito ang lahat ng impormasyon ng karakter mo. Pwede mo ring dagdagan ang ability stats gamit ang Stat Points.[[\nShortcut key is H.|]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,Pwede mo ring ipamahagi ang #bStat Points#nb na nakuha mo sa pag-level up sa #bDetail tab#nb.\n\nGamitin ang #bApply#nb button para kumpirmahin ang mga pagbabago.\n\n#cffff0000Kinakailangang Gawin: Maglagay ng Stat Points
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.","Hi, ako si #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nPwede mong piliin ang susunod mong job bilang #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, o #bAssist#nb kapag umabot ka sa level 15.\n\nKailangan mong tapusin ang #bjob transfer quest#nb sa pamamagitan ng pakikipag-usap kay #b#cffa0a0ffJob Drillmaster#nc#nb sa #bEastern Flarine#nb."
TUTORIAL_FLY_TEXT,"Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]","Naabot mo na ang level kung saan pwede ka nang lumipad. Ituturo ko sa iyo #bkung paano lumipad#nb!\n\nUna, kailangan mong bumili ng board o broom kay #b#cffa0a0ff(Station) Tina#nc#nb sa Flarine at i-equip ang item.\n\nPagkatapos, [[pindutin ang Space bar|i-tap ang #bSTART button#nb sa kanang ibaba ng screen]] para bumilis, at [[pindutin ulit ang Space bar|i-tap mo ulit ito]] para bumagal.\n\n[[Igalaw ang Mouse cursor habang nakapindot ang right button|I-tap ang karakter mo at #bi-slide ang daliri mo#nb o gamitin ang #bdirectional pad#nb]] para lumipad sa direksyong iyon.\n\n[[Kapag keyboard ang gamit mo, ang W, A, S, D keys ang panggalaw.|Pwede mo ring kontrolin ang lipad mo sa pamamagitan ng #bpag-ikot ng device mo#nb kung supported ang device motion. Gamitin ang button sa taas ng screen para i-toggle ang Device Motion.]]"
