Key,English,Filipino
UI_REVIVAL_LODELIGHT_TIP,Revive at your chosen Lodelight,Muling Pagbuhay sa Lodelight
UI_CHARINFO_BASE,Base,Base
UI_CHARINFO_NAME,Name,Pangalan
UI_CHARINFO_LOGIN,Login,Log-in
UI_CHARINFO_JOB,Job,Trabaho
UI_CHARINFO_LEVEL,Level,Lebel
UI_CHARINFO_SERVER,Server,Serber
UI_CHARINFO_CHANNEL,Channel,Tyanel
UI_CHARINFO_DETAIL,Detail,Detalye
UI_CHARINFO_STR,STR,STR
UI_CHARINFO_STA,STA,STA
UI_CHARINFO_DEX,DEX,DEX
UI_CHARINFO_INT,INT,INT
UI_CHARINFO_STATPOINTS,Stat Points,Puntos ng Stat
UI_CHARINFO_APPLY,Confirm,Confirm
UI_CHARINFO_RESET,Revert,Revert
UI_CHARINFO_CHANGESTATE,Change State,Palit Estado
UI_CHARINFO_CURRENTPAGE,Current Stat Page: %d,Kasalukuyang Stat Page: %d
UI_CHARINFO_CHANGEPAGE_TITLE,Switch Stat Page,Pagbabago ng Stat Page
UI_CHARINFO_APPLY_TOOLTIP,Confirm stat allocation,Gamitin ang bagong Stats.
UI_CHARINFO_RESET_TOOLTIP,Revert allocation and return to previous stats,Ibalik ang nakaraang Stats.
UI_CHARINFO_CHANGEPAGE_TOOLTIP,Switch to a different stat page,Switch to a different stat page
UI_CHARINFO_PLUSMINUS_TOOLTIP,"After allocating your stat points, press Confirm.",Pindutin ang Apply pagkatpos mabago ang iyong Stat points.
UI_CHARINFO_STR_TOOLTIP,Increases the weapon's Attack Power (#cffb40000except wands and bows#nc).,Pinapalakas ang Attack Power ng Sandata (#cffb40000Hindi kabilang ang wand#nc)
UI_CHARINFO_STA_TOOLTIP,"Increases Defense, Max HP, and Max FP.\nIncreases HP and FP recovery rate.","Increases Defense, Max HP, and Max FP.\nIncreases HP and FP recovery rate."
UI_CHARINFO_DEX_TOOLTIP,"Increases Attack Speed, Parry, Block and Critical Chance.\n#cffb40000Increases bow damage.#nc","Attack Speed pataasan\nEvasion Rate, Blocking Rate pataasan\nTaasan Krital hit Chance.\n#cffb40000Striking power ng bow pataasan.#nc"
UI_CHARINFO_INT_TOOLTIP,Increases Max MP.\nIncreases Magic Attack Power.,Bilang ng Max. MP ay tumaas.\nMagic Attack Power
UI_CHARINFO_GP_TOOLTIP,"After allocating your stat points, press Confirm.",Pindutin ang Apply pagkatpos mabago ang iyong Stat points.
UI_CHARINFO_PVP_DUELFAME,Duel Fame,Papuri ng Labanan
UI_CHARINFO_PVP_DUELPOINT,Duel Points,Puntos sa Labanan
UI_CHARINFO_PVP_KILLPOINT,Killing Points,Iskor ng Pag-patay
UI_CHARINFO_PVP_KARMALEVEL,Karma Level,Lebel ng Karma
UI_CHARINFO_PVP_KARMAPOINT,Karma Points,Iskor ng Karma
UI_CHARINFO_PVPPK,PvP/PK,PvP/PK
UI_TOOLTIP_SEX_MALE,Sex: Male,Kasarian: Lalaki
UI_TOOLTIP_SEX_FEMALE,Sex: Female,Kasarian: Babae
UI_TOOLTIP_HARVEST_TIMEREDUC,Time Reduction Level,Antas ng Pagbabawas ng Oras
UI_TOOLTIP_HARVEST_YIELDBONUS,Yield Bonus Level,Antas ng Bonus sa Ani
UI_TOOLTIP_HARVEST_SPAWNBONUS,Carrier Chance Bonus Level,Antas ng Bonus sa Pagkakataon ng Carrier
UI_TOOLTIP_ONEHAND,One-handed weapon.,Sandata na ginagamit ng isang kamay.
UI_TOOLTIP_TWOHAND,Two-handed weapon.,Sandata na ginagamit ng dalawang kamay.
UI_TOOLTIP_ATTACK_BASE,Base Attack:,Batayang Atake:
UI_TOOLTIP_DEF_BASE,Base Defense:,Batayang Depensa:
UI_TOOLTIP_ATTACK,Attack:,Atake:
UI_TOOLTIP_DEF_A,Defense:,Depensa:
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,Bilisan ng Atake: %s
UI_TOOLTIP_REQ_JOB,Req Job:,Kinakailangang Trabaho:
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,Kinakailangang Antas: %d
UI_TOOLTIP_REQ,Requires %s,Kinakailangang %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,Panumbalik ng MP: %d
UI_TOOLTIP_CONSUME_MP,MP: %d,MP: %d
UI_TOOLTIP_CONSUME_FP,FP: %d,FP: %d
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,Panumbalik ng HP: %d
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,Panumbalik ng FP: %d
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,Mabisa hangang %d
UI_TOOLTIP_INV_SUIT,Suit,Terno
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,Guwantes
UI_TOOLTIP_INV_BOOTS,Boots,Bota
UI_TOOLTIP_INV_HELMET,Helmet,Helmet
UI_TOOLTIP_INV_CLO,Cloak,Balabal
UI_TOOLTIP_INV_WEAPON,Weapon,Sandata
UI_TOOLTIP_INV_GUARD,Shield,Panangga
UI_TOOLTIP_INV_MASK,Mask,Maskara
UI_TOOLTIP_INV_RID,Flying Item,Panlipad
UI_TOOLTIP_INV_NECKLACE,Necklace,Kwintas
UI_TOOLTIP_INV_RING,Ring,Singsing
UI_TOOLTIP_INV_EARRING,Earring,Earring
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)","Pangalawang Sandata (Pana, Poster)"
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,Pamormang Salakot
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,Kasuotang panmoda
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,Pamormang Guwantes
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,Pamormang Sapatos
UI_TOOLTIP_MON_LVL,Lv.,Lv.
UI_TOOLTIP_MON_DROP,Booty:,Premyo:
UI_TOOLTIP_MON_NO_DROP,None,Wala
UI_MAP_MONINFO,Toggle monster locations.,Ipakita ang mga impormasyon ng mga halimaw.
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,Ang item na nilagay dito ay tinanggal.
UI_INVENTORY_DELETE,Item Deletion,Kumpirmahing itapon
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,Talaga bang burahin ang gamit na ito?
UI_INVENTORY_DELETE_CNT,Qty,Dami
UI_DIALOG,Dialog,Dyalogo
UI_DIALOG_TITLE,Conversation,Pag-uusap
UI_DIALOG_ABOUT,Ask about %s,Tanung ukol saamin %s
UI_OPTION_TAB_GAME,Game,Laro
UI_OPTION_TAB_CONTROLS,Controls,Kontrols
UI_OPTION_TAB_VIDEO,Graphics,Grapiko
UI_OPTION_TAB_GRAPHICS,Video,Vidyo
UI_OPTION_TAB_AUDIO,Audio,Audyo
UI_OPTION_PM,Whispers and Messages,Mga Bulong at Mensahe
UI_OPTION_PARTY,Party and Guild Invites,Inbitasyon ng partido at samahan
UI_OPTION_FRIEND,Friend Invites,Inbitasyon ng Kaibigan
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,Caption ng Pagsalakay ng Samahan
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,Huwag paganahin ang Tutorial Pang
UI_OPTION_COUPLE,Couple Proposals,Panukala ng Magkasintahan
UI_INSTANTMSG_TITLE,Message,Mensahe
UI_MESSAGE_SEND,Send,Ipadala
UI_SHOP_TITLE,Shop,Tindahan
UI_SHOP_ITEMSLIST,Item List,Listahan ng mga Gamit
UI_TOOLTIP_PRICE,Price: %s,Presyo: %s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,Presyo Pangbenta: %s
UI_SHOP_FILTER,Search,Hanapin
UI_SHOP_LEVEL,By Level,Ayon sa Lebel
UI_SHOP_GENDER,By Gender,Ayon sa Kasarian
UI_SHOP_ITEMPRICE,Item Price,Presyo ng Gamit
UI_SELLITEM_TITLE,Confirm Sale,Kumpirmang Ibenta
UI_SELLITEM_CONFIRM,Sell this item?,Talaga bang ibebenta ang gamit?
UI_SELLITEM_QTY,Quantity:,Dami
UI_SELLITEM_PRICE,Selling Price:,Presyong Pag-benta:
UI_MSGBOX_VALID,OK,Sige
UI_BUYITEM_TITLE,Confirm Item Purchase,Kumpirmang Bilhin ang Gamit
UI_BUYITEM_CONFIRM,How many would you like to buy?,Gusto bang bumili?
UI_BUYITEM_PRICE,Cost,Gastusin
UI_OPTION_GRASS,Grass,Damo
UI_TOOLTIP_MAX_HP,Max. HP,Pinakamataas. HP
UI_TOOLTIP_MAX_MP,Max. MP,Pinakamataas. MP
UI_TOOLTIP_MAX_FP,Max. FP,Pinakamataas. FP
UI_TOOLTIP_SPEED,Speed,Bilis
UI_TOOLTIP_ATKSPEED,Attack Speed,Bilis ng Atake
UI_TOOLTIP_BLOCKMELEE,Melee Block,Pagharang sa Melee
UI_TOOLTIP_HITRATE,Hit Rate,Antas ng Tama
UI_TOOLTIP_ABILITYMIN,Min. Ability,Pinakamababa. Kakayahan
UI_TOOLTIP_ABILITYMAX,Max. Ability,Pinakamataas. Kakayahan
UI_TOOLTIP_DEFENSE,Defense,Depensa
UI_TOOLTIP_DEFMAGIC,Magic Defense,Depensa sa Mahika
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,Resistensya sa Kuryente
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,Lahat ng Elemento na Resistensya
UI_TOOLTIP_DEFFIRE,Fire Resistance,Resistensya sa Apoy
UI_TOOLTIP_DEFWIND,Wind Resistance,Resistensya sa Hangin
UI_TOOLTIP_DEFWATER,Water Resistance,Resistensya sa Tubig
UI_TOOLTIP_DEFEARTH,Earth Resistance,Resistensya sa Lupa
UI_CHARINFO_ELEMENTDEF,Resistance,Resistensya
UI_CHARINFO_ELEMENTMASTRY,Mastery,Karunungan
UI_TOOLTIP_HP,HP,HP
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,Pagbawi ng HP
UI_TOOLTIP_MPRECOVERY,MP Recovery,Pagbawi ng MP
UI_TOOLTIP_FPRECOVERY,FP Recovery,Pagbawi ng FP
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery","Pagbawi ng HP, MP at FP"
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate","Rate ng Pagbawi ng HP, MP at FP"
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,Pagbawi ng HP sa pag-patay
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,Pagbawi ng MP sa pag-patay
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,Pagbawi ng FP sa pag-patay
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","Pagbawi ng HP, MP at FP sa pag-patay"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,Rate ng Pagbawi ng HP sa pag-patay
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,Rate ng Pagbawi ng MP sa pag-patay
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,Rate ng Pagbawi ng FP sa pag-patay
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill","Rate ng Pagbawi ng HP, MP at FP sa pag-patay"
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,Binawasang Rate ng Pagkonsumo ng MP at FP
UI_TOOLTIP_CHRDMG,Additional Damage,Karagdagang Pinsala
UI_TOOLTIP_PARRY,Parry,Sangga
UI_TOOLTIP_ATKPOWER,Attack,Pinataas na Atake
UI_TOOLTIP_JUMPING,Jump Height,Taas ng Luksong
UI_TOOLTIP_BLOCKRANGE,Ranged Block,Saklaw ng Harang
UI_TOOLTIP_ALLSTAT,All Stats,Lahat ng Estadistika
UI_TOOLTIP_DST_HP_MAX_RATE,HP,Pinataas na HP
UI_TOOLTIP_CONDITIONRATE,Magical Power,Lakas ng Mahika
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,Pinataas na Depensa
UI_TOOLTIP_DST_MP_MAX_RATE,MP,Pinataas na MP
UI_TOOLTIP_DST_FP_RATE,FP,Pinataas na FP
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,Tsansa ng Kritikal
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,Atake ng Atributo
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,Karunungan: Lupa
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,Karunungan: Apoy
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,Karunungan: Tubig
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,Karunungan: Kuryente
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,Karunungan: Hangin
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,Lahat ng Elemento na Karunungan
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,Pagbabalik ng Pinsala
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,Binawasang Pagkonsumo ng MP
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,Binawasang Pagkonsumo ng FP
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,Bilis ng Pagbasa ng Spell
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Bilis ng Aksyon
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Bilis ng Proyektil
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Epekto ng Pag-disable
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Epekto ng Pagpapahina
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,Karagdagang Pinsala sa Kritikal
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),Lakas ng Atake (Yo-Yo)
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),Lakas ng Atake (Bow)
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),Lakas ng Atake (Knuckle)
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),Lakas ng Atake (Sword)
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),Lakas ng Atake (Axe)
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,Rate ng Bilis ng Atake
UI_TOOLTIP_DST_DMG_GET,Lifesteal,Pagnakaw ng buhay
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,Lakas ng Atake at HP
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,Bawasan ang Lakas ng Depensa at Katumpakan
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Tsansa ng Death's Rush
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Ani ng Ankou
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Galit ng Muran
UI_TOOLTIP_LOCOMOTION,Movement,Paggalaw
UI_TOOLTIP_RETURN_USE,Return to your former position.,Bumalik sa iyong dating posisyon.
UI_DISPLAY_BUFFS,Show/hide buffs,Ipakita/itago ang mga buffs
UI_SELECTJOB_TITLE,Select new job,Pumili ng bagong trabaho
UI_NOTICE_DISCORD,Join our Discord server,Sumali sa aming Discord server
UI_TOOLTIP_COMBO,Use skills in the Action Slot,Gumamit ng mga skills sa Action Slot
UI_OPTION_ANTIALIAS,Antialiasing,Pagpapakinis ng mga gilid
UI_OPTION_LIGHTS,Lights,Ilaw
UI_TOOLTIP_HOTKEY,[Hotkey %s],[Hotkey %s]
UI_STATUS_HP,HP,HP
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,Exp
UI_HELPTIPS_TITLE,Today's Tips,Mga Payo Ngayon
UI_HELPTIPS_DOYOUKNOW,Did you know?,Alam mo ba?
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,Itago
UI_PARTY_INFO,Members,Mga Miyembro
UI_PARTY_SKILL,Skills,Mga Kasanayan
UI_PARTY_SETTINGS,Settings,Mga Setting
UI_PARTY_NAME,Name:,Pangalan:
UI_PARTY_LEVEL,Level:,Antas:
UI_PARTY_POINT,Points:,Mga puntos:
UI_PARTY_EXPSHARE,EXP Share,Pagbabahagi ng Karanasan
UI_PARTY_EXPMODE_LEVEL,Level,Antas
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,Ang Exp ay ipinamamahagi sa mga miyembro ng Partido ayon sa kanilang mga antas.
UI_PARTY_EXPMODE_CONTRIB,Contribution,Kontribusyon
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.","Ang Exp ay ipinamamahagi sa mga miyembro ng Partido ayon sa kanilang kontribusyon sa labanan. Kasama sa kontribusyon ang pag-atake, pagpapagaling at pag-tank."
UI_PARTY_LOOT,Loot Distribution,Ipamahagi ang Item
UI_PARTY_LOOTMODE_IND,Free-for-All,Paisa-isa
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,Ito ay isang Free-For-All na uri ng Loot. Nagagawa ng mga manlalaro na panatilihin ang anumang maaari nilang kunin.
UI_PARTY_LOOTMODE_SEQ,Sequentially,Sunud-sunod
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,Ang mga item ay ipinamamahagi sa mga karakter sa pagkakasunud-sunod.
UI_PARTY_LOOTMODE_MAN,Leader Only,Manwal
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,Ang lahat ng items ay binibigay sa Partidong Leader. Ang Partidong Leader ang makakapagbigay ng mga items ayon sa kanilang kagustuhan.
UI_PARTY_LOOTMODE_RAND,Randomly,Walang pinipili
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,Ang mga item ay ibinahagi ng random.
UI_PARTY_LOOTMODE_KILL,Top Damage,Pumatay
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,Ang mga item ay ibinahagi sa manlalaro na nakapinsala ng higit sa halimaw.
UI_PARTY_SEARCHMODE,Joining via Finder,Modo ng Paghahanap
UI_PARTY_TRANSFER,Transfer,Paglilipat
UI_PARTY_LEAVE,Leave,Umalis
UI_PARTY_KICK,Kick,Alisin
UI_PARTY_CHANGE,Upgrade,Ibahin
UI_PARTY_CONFIRM,Confirm Party,Kumpirmahin ang Partido
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,Iniimbitahan ka ni %s na sumali sa partido. Tinatanggap mo ba?
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.","Ang option na ito ay magpapahintulot sa mga miyembro na umalis sa partido o magbibigay sa Party Leader ng kakayahang magtanggal ng isang miyembro. Upang maalis ang isang player, kailangan mo munang piliin ang mga ito, at pagkatapos ay pindutin ang Leave Button."
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,Ilipat ang partido sa ibang player. Pumili ng bagong pinuno at pindutin ang pindutan ng paglipat.
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,Baguhin ang Partido gawing Advanced Party.
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,Kumpirmahin ang pag-alis sa partido.
UI_PARTY_LEAVE_QUESTION,Leave the party?,Aalis ka na ba sa partido?
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,Sigurado ka bang gusto mong alisin ang player na ito sa partido?
UI_PARTY_QUICK_TIP,View basic party information,Mangyaring i-click ang pindutan upang ipakita ang pangunahing impormasyon ng partido.
UI_PARTY_DETAIL_TIP,View detailed party information,Mangyaring i-click ang pindutan para sa detalyadong impormasyon ng partido.
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,Gusto mo ba magbago tungong Advanced partido?
UI_PARTY_CHANGEPARTY,Upgrade Party,Ibahin ang Partido
UI_PARTYNAME_ENTER,Enter party name:,Ipasok ang pangalan ng Partido
UI_PARTYNAME_TITLE,Change Party Name,Ibahin ang pangalan ng Partido
UI_FRIEND_CONFIRM,Confirm Friend Request,Kumpirmasyon sa pagdagdag ng Kaibigan
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,Gusto ni %s na maging kaibigan mo. Tinatanggap mo ba?
UI_MESSENGER_ONLINE,Online,Online
UI_MESSENGER_OFFLINE,Offline,Offline
UI_MESSENGER_ABSENT,AFK,AFK
UI_MESSENGER_HARDPLAY,Addict Mode,Modo Adik
UI_MESSENGER_REST,Resting / Vending,Pagpapahinga / Pagbebenta
UI_MESSENGER_EAT,Eating,Kumakain
UI_MESSENGER_MOVE,Moving,Gumagalaw
UI_MESSENGER_FRIEND,Friend,Kaibigan
UI_MESSENGER_SORT_CHANNEL,Ch.,Ch.
UI_MESSENGER_SORT_STATE,State,Estado
UI_MESSENGER_SORT_LEVEL,Level,Antas
UI_MESSENGER_SORT_NAME,Name,Pangalan
UI_MESSENGER_SORT_JOB,Job,Trabaho
UI_INSTANTMSG_JOIN,has logged into the game.,ay pumasok sa laro.
UI_OPTION_JOIN_NOTIFICATION,Message alarm,Alertang mensahe
UI_MESSENGER_MENU_MESSAGE,Message,Mensahe
UI_MESSENGER_MENU_UNBLOCK,Unblock,Alisin sa Block
UI_MESSENGER_MENU_BLOCK,Block,I-Block
UI_MESSENGER_MENU_DELETE,Delete,Burahin
UI_MESSENGER_MENU_MOVE,Move,Ilipat
UI_MESSENGER_MENU_TAGSEND,Send memo,Magpadala ng memo
UI_MESSENGER_ADD_FRIEND,Add a new friend,Magdagdag ng bagong kaibigan
UI_ADDFRIEND_TITLE,Add Friend,Magdagdag ng Kaibigan
UI_ADDFRIEND_NAME,Enter player name:,Ipasok ang Pangalan ng Player
UI_READMEMO_TITLE,Memos,Window ng Mensahe
UI_SENDMEMO_TITLE,Send Memo,Window ng Pagpapadala ng Mensahe
UI_POST_TITLE,Mailbox,I-Post
UI_POST_TAB_SEND,Send Mail,Magpadala ng Mail
UI_POST_TAB_RECEIVE,Inbox,Lalagyan ng mensahe
UI_OPTION_UISCALE,Scale,Sukat
UI_OPTION_TEXTSCALE,Font Size,Laki ng Font
UI_IGNORELIST_TITLE,Ignore List,Listahan ng hindi pinapansin
UI_IGNORELIST_COUNT,Ignored Players: %d,Bilang ng hindi pinapansin: %d
UI_CHATFILTER_TITLE,Chat Filter,Filter ng Chat
UI_CHATFILTER_GENERAL,General,Pangkalahatan
UI_CHATFILTER_WHISPER,Whispers,Bulong
UI_CHATFILTER_SHOUT,Shouts,Sigaw
UI_CHATFILTER_PARTY,Party,Partido
UI_CHATFILTER_GUILD,Guild,Guild
UI_CHATFILTER_RESET_COLORS,Reset to Default,I-reset ang mga default
UI_POSTSEND_TO,Recipient,Tumatanggap
UI_POSTSEND_TITLE,Title,Titulo
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,Bayad sa Paupahan: %d Penya
UI_POSTSEND_SEND,Send,Ipadala
UI_ITEMSLOT_TITLE,Confirm Item Selection,Kumpirmasyon ng Item
UI_ITEMSLOT_QUESTION,How many items?,Ilang item?
UI_ITEMSLOT_COUNT,Count:,Bilang:
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,Sigurado ka bang gusto mong magpadala?\nMag-e-expire ang mail pagkatapos ng %d araw
UI_POST_NO_MAIL,You have no mail.,Wala kang anumang mail
UI_POST_UNKNOWN,Unknown,Hindi kilala
UI_POST_RECEIVE_DATE,Received on: %s,Petsa ng Pagtanggap: %s
UI_POSTREAD_TITLE,Mail Message,Suriin ang Post Box
