Key,English,Filipino
PROPQUEST_DUNGEONANDPK_INC_000478,Looks like he still has a need of you.,Mukhang mayroon pa siyang pangangailangan sa iyo.
PROPQUEST_DUNGEONANDPK_INC_000480,Death Mine and Roaches (2),Death Mine and Roaches (2)
PROPQUEST_DUNGEONANDPK_INC_000481,The toxicity of Roaches has poisoned many humans in the mine.,Ang lason sa mga ipis ang naglason ng maraming tao sa minahan na ito.
PROPQUEST_DUNGEONANDPK_INC_000482,It seems that the Roach Queens are the source of the poison.,Mukhang ang Reyna ng mga ipis ang pinagmumulan ng lason.
PROPQUEST_DUNGEONANDPK_INC_000483,Bring me the blood of Pink and Blue Roach Queens so that I can make a vaccine.,Bring me the blood of Pink and Blue Roach Queens so that I can make a vaccine.
PROPQUEST_DUNGEONANDPK_INC_000484,Sprinkle this liquid on the Roach Queen egg to wake her up. Be careful.,Ikalat ang liquid na ito sa itlog ng Reyna ng mga ipis para gisingin siya. Mag iingat ka.
PROPQUEST_DUNGEONANDPK_INC_000485,You really will not see this through to the end?,Ayaw mo makita ito hanggang sa pagtatapos?
PROPQUEST_DUNGEONANDPK_INC_000486,This vaccine will save many lives. Thank you.,Ang bakuna na ito ay magliligtas ng maraming buhay. Salamat.
PROPQUEST_DUNGEONANDPK_INC_000487,Take this weapon as a token of gratitude and this card to venture deeper into the mine.,Take this weapon as a token of gratitude and this card to venture deeper into the mine.
PROPQUEST_DUNGEONANDPK_INC_000488,The Roaches appeared very suddenly in the mine. Maybe you can find out the reason by going deeper into the mine.,Ang Roaches ay biglaang nagpakita sa minahan. Baka makita mo ang rason bakit sa kailaliman nito.
PROPQUEST_DUNGEONANDPK_INC_000489,I am sure that you can handle the upcoming danger.,Sigurado ako na kaya mo ang nagbabadyang panganib.
PROPQUEST_DUNGEONANDPK_INC_000490,Gather the blood of Pinky and Blue Roach Queen.,Kunin ang dugo ng Pinky at Blue Roach Queen.
PROPQUEST_DUNGEONANDPK_INC_000493,Something about the way Bernard talks suggessts that the Roaches were placed in the mines intentionally. Maybe you can find out.,Mayroong rason sa pangungusap ni Bernard na nagsasabing ang mga Roaches ay inilagay sa minahan ng pasadya. Baka mahanap mo ito.
PROPQUEST_DUNGEONANDPK_INC_000495,Dwarpet Kazen,Dwarpet Kazen
PROPQUEST_DUNGEONANDPK_INC_000496,What brings you here? I am sure you know of the many deaths surrounding this place.,Ano ang kailangan mo dito? Sigurado ako alam mo na maraming namatay sa lugar na ito.
PROPQUEST_DUNGEONANDPK_INC_000497,You will not be able to find out what happened here without my help. I will tell you what you want to know if you do me a favor. What do you think?,Di mo makikita kung ano nangyari dito kung di kita tutulungan. Sasabihin ko sayo kung ano gusto mo malaman if gagawan mo ako ng pabor. Ano sa tingin mo?
PROPQUEST_DUNGEONANDPK_INC_000498,Bring me 30 Cillin and I will tell you everything you need to know.,Bigyan mo ako ng 30 Cillin at sasabihin ko sayo lahat ng gusto mo malaman.
PROPQUEST_DUNGEONANDPK_INC_000499,"Pssh, some great hero, you cannot even bring me some simple stones.","Pssh, isang magaling na bayani, pero di mo mabigay sakin ang simpleng bato."
PROPQUEST_DUNGEONANDPK_INC_000500,Hmm… I did not think you would be back so soon. Take this money as a gift.,Hmm… I did not think you would be back so soon. Take this money as a gift.
PROPQUEST_DUNGEONANDPK_INC_000501,I said 30. Not 29 or 28. Bring me 30 Cillin.,Sabi ko 30. Hindi 29 o 28. Bigyan mo ako ng 30 Cillin.
PROPQUEST_DUNGEONANDPK_INC_000502,Gather 30 Cillin.,Mangolekta ng 30 Cillin.
PROPQUEST_DUNGEONANDPK_INC_000507,Bring Ribenuum,Bring Ribenuum
PROPQUEST_DUNGEONANDPK_INC_000508,I am here in Dekane mining for Ribenuum. In all of Madrigal Ribenuum can only be found in the Darkon area.,Andito ako sa Dekane para magmina ng Ribenuum. Sa lahat ng Madrigal ang Ribenuum ay mahahanap lamang sa Darkon.
PROPQUEST_DUNGEONANDPK_INC_000509,Ribenuum is made when a Green Trillipy eats a stone and metabolizes it.,Ang Ribenuum ay nagagawa pag ang isang Green Trillipy ay lumunok ng isang bato at pinababa ito.
PROPQUEST_DUNGEONANDPK_INC_000510,Would you bring me some Ribenuum? A Green Tillipy is dangerous but you look equally as dangerous.,Pwede mo ba ako dalahan ng Ribenuum? Ang isang Green Trillipy ay mapanganib ngunit ikaw ay kasing panganib neto.
PROPQUEST_DUNGEONANDPK_INC_000511,Green Trillipy are down the hall to the right. The room to the left is blocked.,Green Trillipy are down the hall to the right. The room to the left is blocked.
PROPQUEST_DUNGEONANDPK_INC_000512,"Are you kidding me? Go on and get out of here, I may not look it but I am an old Dwarpet and I do not have time for games.","Niloloko mo ba ako? Lumayas ka dito, di mo lang namumukhaan, pero ako ay isang matandang Dwarpet at wala akong oras makipaglaro."
PROPQUEST_DUNGEONANDPK_INC_000513,Ahhh...you brought the Ribenuum. But what is this? It is flawed!,Ahhh...nagdala ka ng Ribenuum. Pero ano to? Me sira!
PROPQUEST_DUNGEONANDPK_INC_000514,How hard is it to bring me what I asked for? 30 pieces of Ribenuum?,Gano kahirap ba na dalihin mo ang sinasabi ko? 30 piraso ng Ribenuum?
PROPQUEST_DUNGEONANDPK_INC_000515,Gather 30 pieces of Ribenuum from Green Trillipy,Gather 30 pieces of Ribenuum from Green Trillipy
PROPQUEST_DUNGEONANDPK_INC_000520,Refine Ribenuum,Refine Ribenuum
PROPQUEST_DUNGEONANDPK_INC_000521,The Ribenuum you brought is impure. I could take it home and refine it myself but the other Dwarpets would laugh me back to Flarine.,Ang Ribenuum na dinala mo ay di puro. Pwede ko ito iuwi at irefine ito ng ako lang ngunit ang ibang Dwarpets ay pagtatawanan ako pauwi ng Flarine.
PROPQUEST_DUNGEONANDPK_INC_000522,"It will have to be refined in a human village then. There is only one human I trust to do it it right. There is man named Nein, he was one of the last humans to work in these mines. Maybe the very last human.","Kailangan ito mairefine sa isang bayan ng mga tao. Mayroon lamang isang tao Nagtitiwala ako sayo na gagawin mo ito ng tama. Mayroong tao na nagngangalang Nein, siya ang isa sa huling tao na nagtrabaho sa minahan na ito. Baka pinakahuling tao."
PROPQUEST_DUNGEONANDPK_INC_000523,"Bring these Ribenuum to Nein and have him refine them. Then bring them back to me, would you?","Dalihin mo itong Ribenuum kay Nein at siya ang magrerefine nito. Tapos dalihin mo ito pabalik sakin , pakiusap?"
PROPQUEST_DUNGEONANDPK_INC_000524,I heard that Nein lives somewhere in the Dead Walderness. He will refine the 30 pieces of impure Ribenuum into 10 pieces of high quality Ribenuum.,Nadinig ko nakatira si Nein sa Dead Walderness. Irerefine niya ang 30 pirasong impure Ribenuum at gagawin itong 10 piraso ng high quality Ribenuum.
PROPQUEST_DUNGEONANDPK_INC_000525,Are you kidding me? Get lost! I do not have patience for games!,Niloloko mo ba ako? Lumayas ka! Wala akong pasensya para makipaglaro!
PROPQUEST_DUNGEONANDPK_INC_000526,"Oh… Thank you, thank you, thank you! Take this necklace and some money with you.","Oh… Thank you, thank you, thank you! Take this necklace and some money with you."
PROPQUEST_DUNGEONANDPK_INC_000527,Hmmm... maybe I was asking too much of you. You can just go home.,Hmmm... maybe I was asking too much of you. You can just go home.
PROPQUEST_DUNGEONANDPK_INC_000528,Gather 10 pieces of high quality Ribenuum,Kumuha ng 10 pirasong high quality Ribenuum
PROPQUEST_DUNGEONANDPK_INC_000533,Bring Triduum,Magdala ng Triduum
PROPQUEST_DUNGEONANDPK_INC_000534,"Ribenuum is useless to most humans. Maybe you have a Dwarpet friend you can give it to? Here, let me see it. These samples are too impure and even I cannot refine them without the right materials.","Ang Ribenuum ay walang kwenta sa karamihan ng tao. Baka mayroon kang kaibigang dwarpet na pagbibigyan neto? Dito, tingnan ko nga yan. Ang mga ito ay masyadong marumi na kahit ako Ay di kayang linisin ito ng walang tamang kagamitan."
PROPQUEST_DUNGEONANDPK_INC_000535,I need a special metal called Triduum in order to refine this. You can get it by hunting Violet Trillipy but they live deep in the Dekane Mine.,"Kailangan ko ng kakaibang bakal na ang tawag ay Triduum para malinis ito. Makukuha mo ito sa mga Violet Trillipy, ngunit nakatira sila sa kailaliman ng Dekane Mine."
PROPQUEST_DUNGEONANDPK_INC_000536,Well… If you really need the Ribenuum refined bring me 20 Triduums. You are going to need a special ID card to go in there.,Well… If you really need the Ribenuum refined bring me 20 Triduums. You are going to need a special ID card to go in there.
PROPQUEST_DUNGEONANDPK_INC_000537,Go and get an ID card from the guys I used to work with.,Kuhanin ang ID card sa mga kasamahan ko sa trabaho dati.
PROPQUEST_DUNGEONANDPK_INC_000538,Ha ha ha.You can do that if you need to. I hope you are not doing this for some Dwarpet.,Ha ha ha.Gawin mo yan kung kailangan mo. Sana ay hindi mo ginagawa ito para lang sa isang Dwarpet.
PROPQUEST_DUNGEONANDPK_INC_000539,"Here is your refined Ribenuum. But, a word of warning, if the Dwarpet Kazen asked you for this… he is thinking more than he is saying.",Narito ang pinong Ribenuum mo. Ngunit mag-ingat ka — kung hiniling ito sa'yo ng Dwarpet na si Kazen… mas marami siyang iniisip kaysa sa sinasabi niya.\n
PROPQUEST_DUNGEONANDPK_INC_000540,Kazen has hated humans for as long as I have known him and him working with you means he is on to something big. You know… there is a rumor that he had a hand in all the deaths in that mine.,"Matagal nang galit si Kazen sa mga tao simula nang makilala ko siya, at kapag nakikipag-trabaho siya sa'yo ibig sabihin may malaki siyang napag-alaman. Alam mo… may sabi-sabi na may kinalaman siya sa lahat ng pagkamatay sa minahan na iyon.\n"
PROPQUEST_DUNGEONANDPK_INC_000541,You let me know if he is acting suspiciously. Maybe I can do something to help you.,Sabihin mo sa'kin kung may kahina-hinala siyang ginagawa. Baka may magagawa ako para tumulong.\n
PROPQUEST_DUNGEONANDPK_INC_000542,Why not just let it go? Go home and get some rest.,Bakit hindi mo na lang palampasin? Umuwi ka na at magpahinga.\n
PROPQUEST_DUNGEONANDPK_INC_000543,Get the ID card that will allow you into the room with the Violet Trillipy. Hunt them down and bring 20 pieces of Triduum to Nein.,Kunin mo ang ID card na papapasok sa'yo sa kuwartong may Violet Trillipy. Hulihin ang mga iyon at magbalik ng 20 piraso ng Triduum kay Nein.\n
PROPQUEST_DUNGEONANDPK_INC_000548,ID Card (1),ID Card (1)\n
PROPQUEST_DUNGEONANDPK_INC_000549,"What? You want to know where the Violet Trillipy live? You seem so curious about this accursed mine. Unfortunately, there are not many people left who know much about it.","Ano? Gusto mong malaman kung saan nakatira ang Violet Trillipy? Ang laki ng pagkamausisa mo tungkol sa sumpang minahang ito. Sa kasamaang-palad, kakaunti na lang ang nakakaalam nito.\n"
PROPQUEST_DUNGEONANDPK_INC_000550,Only a few of the mine workers go that deep into the mine. I don't know much about them or the ID card they use to get down there. Oh! You should go speak with Bernard about this.,Iilan lang sa mga minero ang pumapasok nang ganoon kalalim sa minahan. Wala akong masyadong alam tungkol sa kanila o sa ID card na ginagamit nila para makababa doon. Ah! Kausapin mo si Bernard tungkol dito.\n
PROPQUEST_DUNGEONANDPK_INC_000551,Would you please say Hi to Bernard for me?,Pwede mo bang sabihin hi kay Bernard para sa akin?\n
PROPQUEST_DUNGEONANDPK_INC_000552,"No, you are right. You should not be the next one to suffer.","Tama ka, hindi dapat ikaw na ang masunod na magdusa.\n"
PROPQUEST_DUNGEONANDPK_INC_000553,Violet Trillipy… Do you mean you are going in there with them?,Violet Trillipy… Ibig mong sabihin sasama ka sa kanila papunta roon?\n
PROPQUEST_DUNGEONANDPK_INC_000554,Why not just relax and give it up?,Bakit hindi ka na lang mag-relax at talikuran na?\n
PROPQUEST_DUNGEONANDPK_INC_000555,"Chat with Bernard, then meet Andre in Darkon 3.","Kausapin mo muna si Bernard, pagkatapos magkita kayo ni Andre sa Darkon 3.\n"
PROPQUEST_DUNGEONANDPK_INC_000560,ID card (2),ID card (2)\n
PROPQUEST_DUNGEONANDPK_INC_000561,"Look, I have no problem giving you the ID card… I just do not want to see you die… But if you really insist, then fine. Hunt some Watangka and I will give you the card.","Tingnan mo, wala akong problema ibigay sa'yo ang ID card… ayokong makita kang mamatay… Pero kung talagang pipilitin mo, sige. Papatayin mo muna ang ilang Watangka at ibibigay ko sa'yo ang card.\n"
PROPQUEST_DUNGEONANDPK_INC_000562,If you can hunt Watangka you can probably hunt Violet Trillipy.,"Kung kaya mong manghuli ng Watangka, malamang kakayanin mo ring hulihin ang Violet Trillipy.\n"
PROPQUEST_DUNGEONANDPK_INC_000563,Bye bye then! Take care of yourself…,"Sige, paalam! Ingat ka…\n"
PROPQUEST_DUNGEONANDPK_INC_000564,Hmm… Violet Trillipy may be stronger than Watangka.,Hmmm… Maaaring mas malakas ang Violet Trillipy kaysa Watangka.\n
PROPQUEST_DUNGEONANDPK_INC_000565,"Alright, here is the ID card. Just make sure you come out of there alive. I do not need a guilty conscience.","Sige, heto ang ID card. Siguraduhin mo lang na makalabas ka roon nang buhay. Ayokong may mabagabag na konsensya.\n"
PROPQUEST_DUNGEONANDPK_INC_000566,I guess we all get tired sometime?,Siguro napapagod din tayong lahat paminsan-minsan?\n
PROPQUEST_DUNGEONANDPK_INC_000567,Defeat 30 Captain Watangka and the Lord Watangka.,Talunin ang 30 Captain Watangka at ang Lord Watangka.\n
PROPQUEST_DUNGEONANDPK_INC_000572,Door of Dark,Pinto ng Kadiliman\n
PROPQUEST_DUNGEONANDPK_INC_000573,"Excuse me. If you are not busy, would you please listen to my story? Have you ever heard of the Iblis Temple?","Patawad. Kung hindi ka abala, puwede mo bang pakinggan ang kwento ko? Narinig mo na ba ang tungkol sa Iblis Temple?\n"
PROPQUEST_DUNGEONANDPK_INC_000574,"The Iblis Temple was built by the followers of Iblis, a leader from before the first age of Madrigal.","Itinayo ang Iblis Temple ng mga tagasunod ni Iblis, isang lider mula bago ang unang panahon ng Madrigal.\n"
PROPQUEST_DUNGEONANDPK_INC_000575,"The temple is located in the Fantasy Desert, in the southern part of Saint Morning.","Matatagpuan ang templo sa Fantasy Desert, sa timog na bahagi ng Saint Morning.\n"
PROPQUEST_DUNGEONANDPK_INC_000576,You see... every mayor has to explore all the Islands of Madrigal. In the course of these travels we have to visit the Iblis Temple but... I am so afraid.,Alam mo… kailangang galugarin ng bawat mayor ang lahat ng mga Isla ng Madrigal. Sa mga paglalakbay na ito kailangan naming bisitahin ang Iblis Temple pero… natatakot talaga ako.\n
PROPQUEST_DUNGEONANDPK_INC_000577,Would you please help me? I beg of you.,Puwede mo ba akong tulungan? Ipinagdarasal ko sa'yo.\n
PROPQUEST_DUNGEONANDPK_INC_000578,"Thank you! Please, investigate the entrance of the temple for anything dangerous. Would you?",Salamat! Paki-imbestiga ang pasukan ng templo kung may anumang delikado. Pwede ba?\n
PROPQUEST_DUNGEONANDPK_INC_000579,"I cannot force you to help me if you are busy. But maybe, when you have the time, you could come back and help me.","Hindi kita mapipilitang tumulong kung abala ka. Pero baka kapag may oras ka, puwede ka pang bumalik at tumulong sa'kin.\n"
PROPQUEST_DUNGEONANDPK_INC_000580,"Thank you, you did a great job.","Salamat, mahusay ang ginawa mo.\n"
PROPQUEST_DUNGEONANDPK_INC_000581,It is very easy to find the entrance of the temple in Fantasy Desert.,Madali lang hanapin ang pasukan ng templo sa Fantasy Desert.\n
PROPQUEST_DUNGEONANDPK_INC_000582,Investigate the temple entrace.,Imbestigahan ang pasukan ng templo.\n
PROPQUEST_DUNGEONANDPK_INC_000584,Temple of the Clown,Templo ng Payaso\n
PROPQUEST_DUNGEONANDPK_INC_000585,Oh... Back so soon? I am glad you are back but I am still so worried.,Ah... Bumalik ka na agad? Natutuwa akong bumalik ka pero nag-aalala pa rin ako.\n
PROPQUEST_DUNGEONANDPK_INC_000586,I guess I am still worrying about the Iblis Temple. I know you said that there is nothing to worry about but I still have a bad feeling about that place.,Siguro patuloy akong nag-aalala tungkol sa Iblis Temple. Alam kong sinabi mong walang dapat ikabahala pero may masamang kutob pa rin ako tungkol sa lugar na iyon.\n
PROPQUEST_DUNGEONANDPK_INC_000587,Would you please help me once more? I will not be able to rest until I know for sure…,Puwede mo ba akong tulungan muli? Hindi ako makakapagpahinga hangga't hindi ako sigurado…\n
PROPQUEST_DUNGEONANDPK_INC_000588,"I heard that there is a copy of the Iblis Revelation in the temple. Please bring me a rubbed copy of it, I need to see what it says.","Narinig kong may kopya ng Iblis Revelation sa templo. Pakidala sa'kin ang isang kiniskisang kopya nito, kailangan kong makita kung ano ang sinasabi nito.\n"
PROPQUEST_DUNGEONANDPK_INC_000589,...but I... I... need your help…,...ngunit ako... ako... kailangan ko ang tulong mo...\n
PROPQUEST_DUNGEONANDPK_INC_000590,This… this is more shocking than I could have imagined. Bubble please protect us.,"Ito… ito ay mas nakakagulat kaysa inisip ko. Bubble, protektahan mo kami.\n"
