Key,English,Filipino
MMI_1004,Exchange,Palitan
MMI_1005,Combat Power Ranking,Ranggo ng Lakas
MMI_1006,Giant Hunt Ranking ,Ranggo ng Giant Hunt
MMI_1007,Accessory Upgrade,Pag-upgrade ng Accessory
MMI_1008,Mute,I-mute
MMI_1009,Unmute,I-unmute
MMI_1010,Freeze,I-freeze
MMI_1011,Unfreeze,I-unfreeze
MMI_1012,Shadow Mute,Lihim na mute
MMI_1013,Pet Candy Crafting,Paggawa ng kendi para sa alaga
MMI_1014,Exchange Dice,Palitan ang dice
MMI_1015,Pet Sacrificing,Pag-aalay ng alaga
MMI_1016,Red Chip Shop,Tindahan ng Red Chip
MMI_1017,Cosmetic Wardrobe,Wardrobe ng Hitsura
MMI_1018,Lv80 GS Apply,Mag-apply sa Lv80 GS
MMI_1019,Lv80 GS Status,Katayuan ng Lv80 GS
MMI_1020,Lv80 GS Cancel,Kanselahin ang Lv80 GS
MMI_1021,Lv80 GS Enter,Sumali sa Lv80 GS
MMI_1022,Lv80 GS Lineup Setup,Pila para sa Lv80 GS
MMI_1023,Lv80 GS Ranking,Ranggo ng Lv80 GS
MMI_1024,Lv80 GS Information,Impormasyon ng Lv80 GS
MMI_1025,Lv60 GS Apply,Mag-apply sa Lv60 GS
MMI_1026,Lv60 GS Status,Katayuan ng Lv60 GS
MMI_1027,Lv60 GS Cancel,Kanselahin ang Lv60 GS
MMI_1028,Lv60 GS Enter,Sumali sa Lv60 GS
MMI_1029,Lv60 GS Lineup Setup,Pila para sa Lv60 GS
MMI_1030,Lv60 GS Ranking,Ranggo ng Lv60 GS
MMI_1031,Lv60 GS Information,Impormasyon ng Lv60 GS
MMI_1032,Blue Chip Shop,Tindahan ng Blue Chip
MMI_1033,Valentine's Letter Exchange,Palitan ng Liham ng Araw ng mga Puso
MMI_1034,Dungeon,Piitan
MMI_1035,PK Chip Shop,Tindahan ng PK Chip
MMI_1036,Exchange,Palitan
MMI_1037,Green Chip Shop,Tindahan ng Green Chip
MMI_1038,FWC Gear Exchange,Palitan ng Gear ng FWC
MMI_1039,FWC Jewel Exchange,Palitan ng Hiyas ng FWC
MMI_1040,Use Capsule Coins,Gamitin ang Capsule Coins
MMI_1041,Music Festival Exchange,Palitan sa Music Festival
MMI_1042,Fitting Room,Silid-pagsukat
MMI_1043,FWC PVP Registrations Board,Board ng Rehistrasyon ng FWC PVP
MMI_1047,Join FWC PVP Arena,Sumali sa FWC PVP Arena
MMI_1046,FWC PVP Ranking,Ranggo ng FWC PVP
MMI_1048,Spectate FWC PVP Contest,Manood ng FWC PVP Contest
MMI_1049,Rock Paper Scissors,"Bato, Papel, Gunting"
MMI_1050,W-Token Shop,Tindahan ng W-Token
MMI_1051,Costume Box Upgrade,Pag-upgrade ng Costume Box
MMI_1054,Exchange Rings,Palitan ang mga singsing
MMI_1055,Dismantle Item,I-dismantle ang item
MMI_1056,Purchase Guild Ship,Bilhin ang Guild House na iyon
MMI_1057,Enter Guild Ship,Pumasok sa Guild House
MMI_1058,Enter Your House,Pumasok sa Iyong Bahay
MMI_1059,Select House Template,Piliin ang Template ng Bahay
MMI_1060,Visit Friend's House,Bisitahin ang Bahay ng Kaibigan
MMI_1061,Edit,I-edit
MMI_1062,Remove,Tanggalin
MMI_1063,Exchange Earrings,Palitan ang hikaw
MMI_1064,Exchange Necklaces,Palitan ang kwintas
MMI_1065,Rainbow Race,Karera ng Bahaghari
MMI_1066,Create Ultimate Weapon,Gumawa ng Ultimate Weapon
MMI_1069,Open Guest Book,Buksan ang Libro ng Mga Bisita
MMI_1070,Orphanage Keeper Shop,Tindahan ng Tagapangasiwa ng Ampon
MMI_1071,Kalgas Assault Registration,Rehistrasyon para sa Kalgas Assault
MMI_1072,Kalgas Assault Enter,Pumasok sa Kalgas Assault
MMI_1073,Kalgas Assault Rank,Ranggo ng Kalgas Assault
MMI_1074,Kalgas Assault Info,Impormasyon ng Kalgas Assault
MMI_1075,Kalgas Chip Shop,Tindahan ng Kalgas Chip
MMI_1076,Couple's Storage,Imbakan ng Mag-asawa
MMI_1077,Create Ultimate Jewel,Gumawa ng Ultimate Hiyas
MMI_1078,Fuse Ultimate Jewel,Pagsamahin ang Ultimate Hiyas
MMI_1079,Teleport,Mag-teleport
MMI_1080,Sea Shell Upgrading,Pag-upgrade ng Kabibi
MMI_1081,Fuse Rainbow Jewel,Pagsamahin ang Hiyas ng Bahaghari
MMI_1082,Dismantle Rainbow Jewel,I-dismantle ang Hiyas ng Bahaghari
MMI_1083,Pet Training,Pagsasanay ng Alaga
MMI_1084,Teleport,Mag-teleport
MMI_1085,Individual Race (Item),Indibidwal na Karera (Item)
MMI_1086,Individual Race (Speed),Indibidwal na Karera (Bilis)
MMI_1087,Duo Team Race (Item),Karera ng Duo Team (Item)
MMI_1088,Duo Team Race (Speed),Karera ng Duo Team (Bilis)
MMI_1089,Sit,Umupo
MMI_1090,Sleep,Matulog
MMI_1091,Yellow Chip Shop,Tindahan ng Yellow Chip
MMI_1092,Madrigal Tournament Registration,Rehistrasyon sa Torneo ng Madrigal
MMI_1093,Enter Madrigal Tournament,Pumasok sa Torneo ng Madrigal
MMI_1094,Madrigal Tournament Ranking,Ranggo sa Torneo ng Madrigal
MMI_1095,Madrigal Tournament Reward,Gantimpala sa Torneo ng Madrigal
MMI_1096,Madrigal Tournament Bidding,Pag-bid para sa Torneo ng Madrigal
MMI_1097,Remove Ultimate Jewel,Alisin ang Ultimate Hiyas
MMI_1098,Customize,I-customize
MMI_1099,Enter Couple House,Pumasok sa Bahay ng Mag-asawa
MMI_1100,Select Couple House Template,Piliin ang Template ng Bahay ng Mag-asawa
MMI_1101,Wandering Shop,Naglalakbay na Tindahan
MMI_1102,Master Chip Shop - Alchemy,Tindahan ng Master Chip - Alkimya
MMI_1103,Product Upgrade,Pag-upgrade ng Produkto
MMI_1104,Life Mastery Ranking,Ranggo ng Kasanayan sa Buhay
MMI_1105,Life Mastery Ranking Reward,Gantimpala sa Ranggo ng Kasanayan sa Buhay
MMI_1106,Alchemy,Alkimya
MMI_1107,Cooking,Pagluluto
MMI_1108,Carpentry,Pagkakarpintero
MMI_1109,Smithing,Pagpanday
MMI_1110,Enter Race,Sumali sa Karera
MMI_1111,Master Chip Shop - Cooking,Tindahan ng Master Chip - Pagluluto
MMI_1112,Master Chip Shop - Carpentry,Tindahan ng Master Chip - Pagkakarpintero
MMI_1113,Master Chip Shop - Smithing,Tindahan ng Master Chip - Pagpanday
MMI_1115,Join Boss Raid,Sumali sa Boss Raid
MMI_1120,3rd Anniversary Egg Upgrade Event,Ikatlong Anibersaryo: Egg Upgrade Event
MMI_1121,Champion Coin Exchange,Palitan ang Champion Coin
MMI_1116,Synthesize Ultimate Jewel,Sinteuhin ang Ultimate Hiyas
MMI_1117,Convert Ultimate Jewel,I-konvert ang Ultimate Hiyas
MMI_2025,PTS Exchange (Equipment),PTS Palitan (Kagamitan)
MMI_2026,Give Feedback,Magbigay ng Feedback
MMI_2027,PTS Exchange (Materials),PTS Palitan (Materyales)
MMI_2028,PTS Exchange (Essentials),PTS Palitan (Pangunahing Bagay)
MMI_2029,PTS Exchange (Jewelry),PTS Palitan (Alahas)
MMI_2030,PTS Exchange (Other Equipment),PTS Palitan (Iba pang Kagamitan)
MMI_2031,Reset Cooldowns,I-reset ang cooldowns
MMI_2032,PTS Exchange (New Equipment),PTS Palitan (Bagong Kagamitan)
MMI_2033,Item Exchange,Item Exchange
MMI_1122,Lv165 GS Apply,Lv165 GS Apply
MMI_1123,Lv165 GS Status,Lv165 GS Status
MMI_1124,Lv165 GS Cancel,Lv165 GS Cancel
MMI_1125,Lv165 GS Join,Lv165 GS Join
MMI_1126,Lv165 GS Line Up,Lv165 GS Line Up
MMI_1127,Lv165 GS Ranking,Lv165 GS Ranking
MMI_1128,Lv165 GS Information,Lv165 GS Information
MMI_1129,Yellow Chip Shop 2,Yellow Chip Shop 2
MMI_1130,Red Chip Shop 2,Red Chip Shop 2
MMI_1131,Kalgas Chip Shop 2,Kalgas Chip Shop 2
MMI_1132,Mysterious Castle Enter,Mysterious Castle Enter
MMI_1133,Mysterious Castle Reward,Mysterious Castle Reward
MMI_1134,Kebaras 2 Costumes,Kebaras 2 Costumes
