Key,English,Filipino
NPC_000053,*Sigh* this might take a while...,*Haaay* baka matagal 'to...
NPC_000054,"What? A human?! Here?!? Muahahahah!!! You're either brave or not all there in the head, buddy.","Ano? Tao?! Dito?!? Muahahahah!!! Baka matapang ka o baka kulang ka sa turnilyo, kabayan."
NPC_000055,"Ewww!! A hew-mann... Your kind is not welcome here. Get out of my sight, vermin!","Ewww!! Isang hew-mann... Hindi welcome ang lahi mo rito. Lumayas ka sa paningin ko, peste!"
NPC_000056,Who am I? Hah! Liked I'd consort with the likes of a human. Get lost!,Sino ako? Hah! Akala mo ba makikipagkaibigan ako sa isang tao? Lumayas!
NPC_000057,"Beat it, human! You're not welcome here!","Alis, tao! Hindi ka welcome dito!"
NPC_000058,*Whistles*,*Sumisipol*
NPC_000059,"Gwarrll! You just gonna stand there, or are you gonna get me out of here? You know, people don't necessarily like to be stared at...","Gwarrll! Tatayo ka lang ba diyan, o ilalabas mo na ba ako dito? Alam mo naman, ayaw ng tao 'yung tinititigan lang..."
NPC_000060,"Garr!! I've not seen a human in years! I am Nevil, the honorable Patriarch of Keakoon.","Garr!! Matagal na akong di nakakakita ng tao! Ako si Nevil, ang kagalang-galang na Patriarka ng Keakoon."
NPC_000061,"*Snort!* A human, eh? Very interesting... I haven't seen one of you weirdos in years! See ya later!","*Singhot!* Tao, ha? Interesante... Matagal na akong di nakakakita ng kakaibang tulad n'yo! Sige, hanggang sa muli!"
NPC_000062,Feel free to come see me whenever you are in need of magical goods.,Huwag mahiyang lumapit kung kailangan mo ng mga gamit na may salamangka.
NPC_000063,Nice to meet you. Have you also come to research the magical fields surrounding the islands?,Ikinagagalak kitang makilala. Pumunta ka rin ba para magsaliksik sa mga mahikang larangan sa paligid ng mga isla?
NPC_000064,My name is Ciel and I am doing research on the various magical phenomena in the area.,Ako si Ciel at nagsasaliksik ako tungkol sa iba’t ibang mahikang penomenon sa lugar.
NPC_000065,Farewell!,Paalam!
NPC_000066,Come to me if you seek absolution.,Lumapit ka sa akin kung naghahanap ka ng kapatawaran.
NPC_000067,Are you here for confession?,Nandito ka ba para magkumpisal?
NPC_000068,Your aura shines brightly. May it never again lose its brilliance.,Matindi ang kinang ng iyong aura. Nawa’y hindi na ito muling kumupas.
NPC_000069,I am a shepherd who helps sinners find their way back to the path of righteousness. Come to me if you wish to be cleansed.,Ako ay isang pastol na tumutulong sa mga makasalanan na makabalik sa daan ng katuwiran. Lumapit ka kung nais mong malinis.
NPC_000070,Get the key from one of the criminal Masquerpets. Once you get the key you can enter the Warp Zone in the mountains.,"Kunin ang susi mula sa isa sa mga kriminal na Masquerpet. Kapag nakuha mo na ang susi, makapasok ka sa Warp Zone sa kabundukan."
NPC_000071,"Good luck to you, stranger. Try not to get caught again, okay?","Good luck sa iyo, dayo. Huwag ka na sanang mahuli ulit, ha?"
NPC_000072,"You will not survive here without a shield, friend.","Hindi ka mabubuhay dito nang walang kalasag, kaibigan."
NPC_000073,Huh? Do you want something from me? Then speak up!,"Ha? May kailangan ka ba sa akin? Sige, magsalita ka!"
NPC_000074,"My name is Rocbin and I came here for a number of reasons, none of which I would like to discuss with you at this time. Now shoo!","Ako si Rocbin at naparito ako dahil sa ilang dahilan—na ayaw kong pag-usapan sa iyo ngayon. Sige na, layas!"
NPC_000075,Take care! ,Ingat!
NPC_000076,Looking to work on your terrible equipment? Allow me to assist you!,Gusto mo bang ayusin ang pangit mong kagamitan? Hayaan mong tulungan kita!
NPC_000077,Hahaha! You look like the rest of those felons. What brings you here?,Hahaha! Kamukha mo ‘yung ibang preso. Ano’ng pakay mo rito?
NPC_000078,"Greetings, adventurer! I am Shun, your friendly neighborhood arms dealer. I don't care who you are, a customer is a customer. Come right over and buy my gear!","Kumusta, adventurer! Ako si Shun, ang magiliw n’yong armas dealer sa kapitbahayan. Wala akong pake kung sino ka—customer ay customer. Halika at bumili ng gamit ko!"
NPC_000079,Hehehe! Alright I hope we can hang out together someday.,"Hehehe! Sige, sana makasama kita minsan."
NPC_000080,I sell supplies to the weary adventurer. I've got everything you need!,"Nagbebenta ako ng suplay para sa pagod na adventurer. Lahat ng kailangan mo, meron ako!"
NPC_000081,You look like you have something to tell me...,Mukhang may gusto kang sabihin sa akin...
NPC_000082,My name is Yuna. I believe you will find my food and medicine reasonably priced.,Ako si Yuna. Sigurado akong matutuwa ka sa presyo ng pagkain at gamot ko.
NPC_000083,"Come one, come all! Visit Achaben's General Shop for your adventuring needs! *cough*",Tuloy-tuloy! Bisitahin ang General Shop ni Achaben para sa pang-adventure n’yo! *ubo*
NPC_000084,May I help you?,Maaari ba kitang matulungan?
NPC_000085,"*Cough* I am happy to have a *wheeez* customer! If you need it, we have it... *cough* *huck* You wouldn't happen to have some cough medicine, would you?","*Ubo* Masaya akong may *hingal* customer! Kung kailangan mo, meron kami... *ubo* *kugh* Wala ka bang dalang gamot sa ubo, sakali?"
NPC_000086,"*Ha-CHEW!* Sorry about that, allow me to clear my throat. *AHEM* My name is Achaben, and I run the General Shop here in Darken City. *cough*","*Ha-CHEW!* Pasensya na, lilinisin ko lang ang lalamunan ko. *EHEM* Ako si Achaben, at ako ang nagpapatakbo ng General Shop dito sa Darken City. *ubo*"
NPC_000087,Thank you for your patronage! Come back and visit sometime! Bring some cough medicine!,Salamat sa patronage! Balik ka ulit minsan! Magdala ka ng gamot sa ubo!
NPC_000088,#b#cff0001ffFlying Information#nc#nb is available here! I also have #b#cffff0000flying boards and brooms#nc#nb in stock!,#b#cff0001ffImpormasyon sa Paglipad#nc#nb available dito! May stock din ako ng #b#cffff0000mga board at walis para sa paglipad#nc#nb!
NPC_000089,What do you want to do?,Ano ang gusto mong gawin?
NPC_000090,"Flying through the clouds high above Madrigal is my favorite dream come true. I would be flying right now, but I'm having some family trouble and I need to pay the bills!","Ang paglipad sa ibabaw ng mga ulap sa Madrigal ang paborito kong pangarap na natupad. Kung ako lang, lumilipad na ako ngayon, kaso may problema sa pamilya at kailangan ko ring magbayad ng mga bayarin!"
NPC_000091,"My name is Almani, and I run the Station here in Darken city. I sell flying boards and brooms in addition to teaching the basics of flying.","Ako si Almani, at pinapatakbo ko ang Station dito sa Darken City. Nagbebenta ako ng mga board at walis na panglipad at nagtuturo rin ng mga basic sa paglipad."
NPC_000092,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly. \n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.","1. Una, kailangan mong bumili ng walis o board at dapat nasa level 20 ka para makalipad. \n 2. Sunod, i-double-click ang board o walis sa iyong imbentaryo o ilagay sa hotkey para makasakay."
NPC_000093,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. Pindutin ang Space Bar para pabilisin ang iyong sasakyang panglipad. Pindutin ulit ang Space Bar habang gumagalaw para huminto. Isipin mo ang accelerator na parang toggle para sa *Go* at *Stop*.
NPC_000094,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4. Para mag-navigate, puwede mong i-hold ang Right Mouse Button at i-anggulo ang camera sa direksyong gusto mong puntahan. \n Puwede mo ring gamitin ang mga kontrol na W, A, S at D para lumiko."
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","5. Dagdag pa, i-tap lang nang dalawang beses ang Right Mouse Button para i-lock ang camera sa mouse pointer. Makakapag-navigate ka nang hindi naka-hold ang right mouse button. Kapag nag-double click ka ulit, mawawala ang effect."
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. Kahit sino puwedeng lumipad sa Madrigal. Kailangan mo lang kumuha ng sasakyang panglipad! \n 7. Maraming klase at modelo ng sasakyang panglipad. Subukan mong mamili sa mga player shop o i-click ang icon na Use Premium Item Shop sa tabi ng Start Button.
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","Sana nakatulong ang impormasyon ko. Bahala ka na sa ere, aviator! Kita-kits sa mga ulap!"
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1. Paminsan-minsan, may makakasalubong kang mga istorbo na masquerpet habang lumilipad. Makikita mo ang pulang kahon na nakapalibot sa kanila."
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","2. Puwede mong i-target ang mga nilalang na ‘to gamit ang Left Mouse Button. Kapag nawala sila sa paningin mo habang lumilipad, may lilitaw na berdeng palaso sa gilid ng screen para ipakita kung saang direksyon ka dapat lumiko."
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3. Para atakihin ang nilalang, lumapit ka hangga’t maaari at pindutin ang Left Mouse Button o ang Insert Key. \n 4. Kung gusto mong awtomatikong sundan ang halimaw, pindutin ang Z Key."
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Ang mga Magician at Acrobat ay puwedeng bumaril mula sa distansya habang nasa ere. Ang mga Mercenary at Assist ay umaasa sa melee attacks. Puwede mo ring gamitin ang iyong mga skill!
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","6. Kapag nawasak mo ang isang lumilipad na masquerpet, awtomatikong mapupunta sa iyong imbentaryo ang anumang loot na mahuhulog. Kapag wala nang espasyo sa imbentaryo, mawawala ang loot—kaya mag-ingat!"
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","7. Ayan, tapos na ang training mo sa labanang paglipad, kadete! Isa na lang... Huwag kang bumagsak at masunog! Hahaha, konting biro ng piloto."
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,Mag-enjoy ka roon at mag-ingat! Huwag kalimutang tingnan ang likuran mo!
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","Paalam, adventurer! Bumalik ka lang kung may tanong ka pa tungkol sa paglipad."
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,Hindi kailanman mababasag ng Red Bang Troupe ang depensa natin habang nandito ako!
NPC_000107,"Hello, traveler. I have some missions for you!","Kumusta, manlalakbay. May ilang misyon ako para sa iyo!"
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!","Mabuhay, manlalakbay! Malugod kang inaanyayahan na bisitahin ang Erons Factory hangga’t nandito ako, si Amadolka. Delikado rito, kaya bantayan mo ang likuran mo!"
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,Ako si Amadolka Liviehindekinas. Ako ang namumuno sa seguridad dito sa Erons Factory. Bakit mo tinatanong?
NPC_000110,"Be careful out there, traveler! I'll stand guard here!","Mag-ingat ka roon, manlalakbay! Ako na ang magbabantay dito!"
NPC_000111,I'm such a coward! *Cries*,Napakaduwag ko! *Umiiyak*
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,"Tanggal na ang sumpa sa ikatlong beses na. Pakiusap, huwag ka na muling masusumpa, dahil sigurado, ‘yun na ang huli."
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,Ako ang Misteryosong Tagapagkuwento! Gusto mong makarinig ng nakakatakot?
NPC_000114,Stop by anytime you wanna hear a spooky story!,Bisitahin mo ako kung gusto mong makarinig ng kababalaghan!
NPC_000115,ID Card,ID Card
NPC_000116,Hello there! How are you today!,Kamusta! Kumusta ka ngayon!
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.","Uhh, oo? Kung may sasabihin ka, sabihin mo na. Kung wala, hayaan mo ako. Abala ako sa ‘pag-secure’ ng mga steel panel sa pamamagitan ng paulit-ulit na pagtapik ng paa ko."
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,Wala kang pakialam doon at mas mabuting huwag kang makisawsaw sa personal kong buhay.
NPC_000119,"Alright, hope to see you soon!","Sige, sana magkita ulit tayo!"
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.","Oh! Tungkol sa ID Card na nagbibigay ng access sa Trillipy room sa minahan, ‘di ba? Hanapin mo si Andre. Narinig kong sa isang gubat na puno ng matatandang puno siya madalas tumambay."
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!","Hail at magandang araw, mga adventurer! Ako si Bolpor at ako ang pinakamahusay na chef sa bayan!"
NPC_000122,What do you want already?! I've got things to do!,Ano ba’ng kailangan mo?! Marami pa akong gagawin!
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...","Ako ang pinakamagaling na chef sa bayan, malinaw? Sinumang tumutol, puwede nating pag-usapan… kasama ang aking butcher knife. Hindi lang *manok* sa tuhog ang nasa menu ko..."
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.","Ako si Bolpor Centaurn, ang pinakamagaling na chef sa Darken. Ako rin ang pinakagwapo. Hindi naman ako gumwapo nang basta-basta, alam mo."
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!","See ya later, alligator! Mmm, buwaya... parang may bago akong putahe!"
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?","Tanging pinakamatapang na adventurer lang ang may pag-asang magtagumpay sa landas ng Knight Hero, si Billaon. Karapat-dapat ka ba?"
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,"Huwag nating kakalimutan ang sakripisyo ng mga Hero. Nandito kami para sanayin ang mga nagnanais sundan ang kanilang landas, sa pag-asang may karapat-dapat na tagapagmana."
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.","Ako si Guardian Boneper. Nandito ako para protektahan ang kalooban ni Billaon, ang Knight Hero, sa anumang halaga. Hinahanap namin ang mga karapat-dapat sundan ang landas ng Knight Hero."
NPC_000129,"May the courage of Billaon be with you, adventurer.","Nawa’y sumaiyo ang tapang ni Billaon, adventurer."
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,Nandito kami para protektahan ang kalooban ng mga Hero. Karapat-dapat ka bang maging tagapagmana ng Billposter Hero?
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","Natatakot ako na ang mga masyadong sumusunod kina Shade, Iblis, at Bubble ay sa huli’y mawawasak nila. Sundin ang landas ng mga Hero at hindi ka maliligaw."
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","Ako si Guardian Capafe. Nandito ako bilang gabay at pinangangalagaan ko ang kalooban ni Roentel, ang Billposter Hero."
NPC_000133,The power of Roentel will protect and guide you.,Ang kapangyarihan ni Roentel ang magpoprotekta at gagabay sa iyo.
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,Nakatago ang mga bihirang metal at mineral sa kailaliman ng Dekane Mine.
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,Naghahanap ka ba ng adventure? Bakit hindi tuklasin ang misteryo ng sumpa ng Darkon?
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...","Hindi ito oras para sa palitan ng pagbati, kaibigang medyo simple ang isip. At saka, alam kong wala ka talagang pakialam. Wala naman, e..."
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","Sige, umalis ka kung gusto mo! Hindi ko kailangan ang tulong mo, hangal!"
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.","Narinig mo na ba ang pangalang Neverant? Iilan na lang ang nakakakilala nito ngayon, pero noon, sila ang nangungunang mining guild sa Darkon. Dati akong miyembro ng guild na iyon."
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?","Ngayon, wala na ang Neverant Guild. Winarak ng isang kakila-kilabot na sumpa na nagmula mismo sa minahan ang kanilang pamunuan. Ironiya, ‘di ba?"
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,"Kung gusto mo, silipin mo ang Dekane Mine sa kanluran ng lugar na ‘to. Ako, hindi ako lalapit doon."
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,Bukas na ang Shield Shop ni Chenbing! Pinakamagagandang hinulmang nomad shield na kayang bilhin ng penya!
NPC_000142,"Well, what are you gonna do for me? Hmmm?","Sige, ano’ng gagawin mo para sa akin? Hmmm?"
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","Kami, ang Khan Union, ay mga naglalakbay na negosyante. Kilala sa buong Madrigal ang galing ng aming pagkakagawa. Ano, interesado ka bang silipin ang imbentaryo ko?"
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.","Ako si Chenbing Khan at nagbebenta ako ng pinakamaganda, pinong pagkakagawa, at abot-kayang mga kalasag na mahahanap mo kahit saan sa Madrigal."
NPC_000145,Take care! Tell your friends about us!,Ingat! Sabihin mo sa mga kaibigan mo tungkol sa amin!
NPC_000146,"So, have you completed that which you needed to in order to proceed?","Kumusta, natapos mo na ba ang kailangan para makapagpatuloy?"
NPC_000147,What do you want?,Ano’ng kailangan mo?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,Hinding-hindi mo maiintindihan ang nasa likod ng tarangkang ito. Wala akong pakialam kung gaano karami ang research mo.
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,"Huwag mo nang intindihin ang mga ganyang bagay. Walang saysay sa iyo kung sino ako. Ang mahalaga, nandito ako para bantayan ang tarangkang ito."
NPC_000150,"Farewell, strange one.","Paalam, kakaibang nilalang."
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!","Hoy, ikaw! Tulungan mo ako! Pakawalan mo ako agad! Argh!!!"
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!","Oh salamat kay Rhisis, alam kong may darating! Salamat, salamat, salamat! Ano’ng ginagawa mong nakatayo ka lang? Pakawalan mo na ako, pakiusap!!"
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.","Ako? Ako si Colar Devoka, ang pinakamahusay na aktor ng Pepoview Troupe! Dati… pero ngayon, naipit ako rito sa maruming kulungang ito, naghihintay na lamunin ng mga maruming Leyena."
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,Ano?! HOY! Akala ko pakakawalan mo ako. Babawian kita!
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,Sundin ang aral ni Lillip at matutuklasan mo ang mga lihim ng mga elemento.
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.","Kamusta, kaibigan. Pakinggan mo: anuman ang mangyari sa mundong ito, huwag kang mawawalan ng pag-asa. Hangga’t sinusundan natin ang landas ng mga Hero, kakayanin natin."
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","Ako si Condram Griters at isa ako sa 8 pari ni Lillip, ang Elementor Hero. Itinuturo ko ang karunungan ni Lillip sa mga susunod sa kanya. Gumagabay ako sa mga sumusunod sa landas ni Lillip."
NPC_000158,"Farewell, young one. May Lillip guide and protect you.","Paalam, binata/dalaga. Nawa’y gabayan at protektahan ka ni Lillip."
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.","Heren, magpapatuloy ang iyong pamana at hinding-hindi malilimutan ang iyong tapang."
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ","Ang lakas ng Blade ang hahadlang sa gustong bumura sa atin. Si Heren, ang Blade Hero, ay nag-iwan ng dakilang pamana."
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.","Ako si Corel Anduril, ang Blade Master ng Darken City. Kilala ako noon bilang Blade Dancer bago ang digmaan. Ngayon, tungkulin kong piliin ang karapat-dapat maging Blade at ihanda sila sa mga darating."
NPC_000162,"May Heren be with you, always.","Nawa’y sumaiyo si Heren, palagi."
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.","Iginagalang ko ang diwa ni Offerep, ang Psykeeper Hero."
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.","Ang huling labanan nila ay mananaginig sa kawalang-hanggan. Ipinagsakripisyo ng mga Hero ang kanilang sarili para iligtas ang buong Madrigal. Habambuhay tayong may utang na loob. Isapuso mo ang mga turo ni Offerep, adventurer."
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.","Ako si Cylor Mesmor at ako ang Psykeeper Master. Ginagabayan ko ang mga nais maging Psykeeper. Marami akong nagawang kasalanan noon, at dahil sa biyaya ni Offerep, napatawad ako."
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,Sa masusing pag-aaral mo lamang matututuhan ang karunungan ng Psykeeper.
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,Ang ecosystem ng Madrigal ay kakaiba at misteryoso! Gustung-gusto ko iyon!
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.","Ang mga masquerpet na nakikita mo sa paligid ay dating mga makina na ginagamit sa Erons Factory sa timog. Pero dahil sa pagkakalantad sa mga basurang galing sa pabrika, naging halimaw sila ngayon."
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,Nakakagulat na hindi mo pa ako naririnig. Ako si Dr. Est at pinag-aaralan ko ang ecosystem ng Madrigal. Kami ng dalawa kong kapatid ay sabik matuto hangga’t kaya namin tungkol sa Madrigal. Nakilala mo na ba ang mga kapatid ko?
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!","Mag-ingat ka roon, kaibigan. May mga nilalang na talagang delikado!"
NPC_000171,The will of Hynan will lead you to victory.,Ang kalooban ni Hynan ang maghahatid sa iyo sa tagumpay.
NPC_000172,This is what you must to do.,Ito ang dapat mong gawin.
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.","Matinding lumaban ang mga Hero para protektahan tayo mula sa masasamang masquerpet army ni Shade. Utang natin sa kanila ang ating kabuhayan. Kaya ko inialay ang buhay ko sa paglilingkod kay Hynan, ang matapang na Ranger Hero."
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ","Ako si Eliff, ang Ranger Master. Inialay ko ang buhay ko sa pamana ni Hynan, at tungkulin kong ipasa ang lahat ng natutunan ko mula sa kanya. Sumumpa akong panatilihin ang pangakong ito hanggang sa huling hininga."
