Key,English,Filipino
ACHIEVEMENT_KILL_GHOSTKING_NAME,Ghost King,Multong Hari
ACHIEVEMENT_KILL_MAMMOTH_NAME,Mammoth,Mamut
ACHIEVEMENT_KILL_ATROX_NAME,Atrox,Atrox
ACHIEVEMENT_KILL_TIGAR_NAME,Tigar,Tigar
ACHIEVEMENT_KILL_MERAL_NAME,Meral,Meral
ACHIEVEMENT_KILL_KINGSTER_NAME,Kingster,Kingster
ACHIEVEMENT_KILL_CREPER_NAME,Creper,Creper
ACHIEVEMENT_KILL_NAGA_NAME,Naga,Naga
ACHIEVEMENT_KILL_DORIAN_NAME,Dorian,Dorian
ACHIEVEMENT_KILL_OKEAN_NAME,Okean,Okean
ACHIEVEMENT_KILL_KRAKEN_NAME,Kraken,Kraken
ACHIEVEMENT_KILL_DREADFIN_NAME,Dreadfin,Kinatatakutang Palikpik
ACHIEVEMENT_KILL_DREADSCALE_NAME,Dreadscale,Kinatatakutang Kaliskis
ACHIEVEMENT_KILL_LUMINFIN_NAME,Luminfin,Luminfin
ACHIEVEMENT_KILL_REDMETEONYKER_NAME,Red Meteonyker,Pulang Meteonyker
ACHIEVEMENT_KILL_CAVEMANCHIEF_NAME,Caveman Chief,Pinunong Taong Yungib
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_NAME,Temple Guardian,Tagapangalaga ng Santuwaryo
ACHIEVEMENT_KILL_GREATKRAKEN_NAME,Great Kraken,Dakilang Kraken
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_NAME,Pyramid Guardian,Piramidong Tagapangalaga
ACHIEVEMENT_KILL_CRYSTALDEVIL_NAME,Crystal Demon Lord,Kristal na Panginoong Demonyo
ACHIEVEMENT_KILL_BEASTKINGKHAN_NAME,Beast King Khan,Haring Halimaw Khan
ACHIEVEMENT_KILL_SHADEKRITON_NAME,[Shade Lieutenant] Kriton,[Tenienteng Anino] Kriton
ACHIEVEMENT_KILL_PUPPETWOLF_NAME,Hundur Sharpfoot,Hundur Tulispaa
ACHIEVEMENT_KILL_RYSENTRY_NAME,Samoset,Samoset
ACHIEVEMENT_KILL_RYGUARD_NAME,Kyouchish,Kyouchish
ACHIEVEMENT_KILL_RYARCHER_NAME,Kanonicus,Kanonicus
ACHIEVEMENT_KILL_RYMAGI_NAME,Mage Redcloud,Mago Redcloud
ACHIEVEMENT_KILL_RYWARRIOR_NAME,Taiaha,Taiaha
ACHIEVEMENT_KILL_SKELWOLF_NAME,Hellhound,Hellhound
ACHIEVEMENT_KILL_RYBARGA_NAME,Chief Keokuk,Pinunong Keokuk
ACHIEVEMENT_KILL_BEHEMOTH03_NAME,[God of Death] Demonic Ankou,Demonyong Ankou
ACHIEVEMENT_KILL_AIBATT_LVL1,Aibatt Slayer 1,Tagapatay ng Aibatt 1
ACHIEVEMENT_KILL_AIBATT_LVL2,Aibatt Slayer 2,Tagapatay ng Aibatt 2
ACHIEVEMENT_KILL_AIBATT_LVL3,Aibatt Slayer 3,Tagapatay ng Aibatt 3
ACHIEVEMENT_KILL_AIBATT_LVL4,Aibatt Slayer 4,Tagapatay ng Aibatt 4
ACHIEVEMENT_KILL_AIBATT_LVL5,Aibatt Hunter,Tagapanghuli ng Aibatt
ACHIEVEMENT_KILL_MUSHPANG_LVL1,Mushpang Slayer 1,Tagapatay ng Mushpang 1
ACHIEVEMENT_KILL_MUSHPANG_LVL2,Mushpang Slayer 2,Tagapatay ng Mushpang 2
ACHIEVEMENT_KILL_MUSHPANG_LVL3,Mushpang Slayer 3,Tagapatay ng Mushpang 3
ACHIEVEMENT_KILL_MUSHPANG_LVL4,Mushpang Slayer 4,Tagapatay ng Mushpang 4
ACHIEVEMENT_KILL_MUSHPANG_LVL5,Mushpang Hunter,Tagapanghuli ng Mushpang
ACHIEVEMENT_KILL_BURUDENG_LVL1,Burudeng Slayer 1,Tagapatay ng Burudeng 1
ACHIEVEMENT_KILL_BURUDENG_LVL2,Burudeng Slayer 2,Tagapatay ng Burudeng 2
ACHIEVEMENT_KILL_BURUDENG_LVL3,Burudeng Slayer 3,Tagapatay ng Burudeng 3
ACHIEVEMENT_KILL_BURUDENG_LVL4,Burudeng Slayer 4,Tagapatay ng Burudeng 4
ACHIEVEMENT_KILL_BURUDENG_LVL5,Burudeng Hunter,Tagapanghuli ng Burudeng
ACHIEVEMENT_KILL_PUKEPUKE_LVL1,Pukepuke Slayer 1,Tagapatay ng Pukepuke 1
ACHIEVEMENT_KILL_PUKEPUKE_LVL2,Pukepuke Slayer 2,Tagapatay ng Pukepuke 2
ACHIEVEMENT_KILL_PUKEPUKE_LVL3,Pukepuke Slayer 3,Tagapatay ng Pukepuke 3
ACHIEVEMENT_KILL_PUKEPUKE_LVL4,Pukepuke Slayer 4,Tagapatay ng Pukepuke 4
ACHIEVEMENT_KILL_PUKEPUKE_LVL5,Pukepuke Hunter,Tagapanghuli ng Pukepuke
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL1,Peakyturtle Slayer 1,Tagapatay ng Peakyturtle 1
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL2,Peakyturtle Slayer 2,Tagapatay ng Peakyturtle 2
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL3,Peakyturtle Slayer 3,Tagapatay ng Peakyturtle 3
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL4,Peakyturtle Slayer 4,Tagapatay ng Peakyturtle 4
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL5,Peakyturtle Hunter,Tagapanghuli ng Peakyturtle
ACHIEVEMENT_KILL_DEMIAN_LVL1,Demian Slayer 1,Tagapatay ng Demian 1
ACHIEVEMENT_KILL_DEMIAN_LVL2,Demian Slayer 2,Tagapatay ng Demian 2
ACHIEVEMENT_KILL_DEMIAN_LVL3,Demian Slayer 3,Tagapatay ng Demian 3
ACHIEVEMENT_KILL_DEMIAN_LVL4,Demian Slayer 4,Tagapatay ng Demian 4
ACHIEVEMENT_KILL_DEMIAN_LVL5,Demian Hunter,Tagapanghuli ng Demian
ACHIEVEMENT_KILL_DORIDOMA_LVL1,Doridoma Slayer 1,Tagapatay ng Doridoma 1
ACHIEVEMENT_KILL_DORIDOMA_LVL2,Doridoma Slayer 2,Tagapatay ng Doridoma 2
ACHIEVEMENT_KILL_DORIDOMA_LVL3,Doridoma Slayer 3,Tagapatay ng Doridoma 3
ACHIEVEMENT_KILL_DORIDOMA_LVL4,Doridoma Slayer 4,Tagapatay ng Doridoma 4
ACHIEVEMENT_KILL_DORIDOMA_LVL5,Doridoma Hunter,Tagapanghuli ng Doridoma
ACHIEVEMENT_KILL_LAWOLF_LVL1,Lawolf Slayer 1,Tagapatay ng Lawolf 1
ACHIEVEMENT_KILL_LAWOLF_LVL2,Lawolf Slayer 2,Tagapatay ng Lawolf 2
ACHIEVEMENT_KILL_LAWOLF_LVL3,Lawolf Slayer 3,Tagapatay ng Lawolf 3
ACHIEVEMENT_KILL_LAWOLF_LVL4,Lawolf Slayer 4,Tagapatay ng Lawolf 4
ACHIEVEMENT_KILL_LAWOLF_LVL5,Lawolf Hunter,Tagapanghuli ng Lawolf
ACHIEVEMENT_KILL_FEFERN_LVL1,Fefern Slayer 1,Tagapatay ng Fefern 1
ACHIEVEMENT_KILL_FEFERN_LVL2,Fefern Slayer 2,Tagapatay ng Fefern 2
ACHIEVEMENT_KILL_FEFERN_LVL3,Fefern Slayer 3,Tagapatay ng Fefern 3
ACHIEVEMENT_KILL_FEFERN_LVL4,Fefern Slayer 4,Tagapatay ng Fefern 4
ACHIEVEMENT_KILL_FEFERN_LVL5,Fefern Hunter,Tagapanghuli ng Fefern
ACHIEVEMENT_KILL_NYANGNYANG_LVL1,Nyangnyang Slayer 1,Tagapatay ng Nyangnyang 1
ACHIEVEMENT_KILL_NYANGNYANG_LVL2,Nyangnyang Slayer 2,Tagapatay ng Nyangnyang 2
ACHIEVEMENT_KILL_NYANGNYANG_LVL3,Nyangnyang Slayer 3,Tagapatay ng Nyangnyang 3
ACHIEVEMENT_KILL_NYANGNYANG_LVL4,Nyangnyang Slayer 4,Tagapatay ng Nyangnyang 4
ACHIEVEMENT_KILL_NYANGNYANG_LVL5,Nyangnyang Hunter,Tagapanghuli ng Nyangnyang
ACHIEVEMENT_KILL_BANG_LVL1,Bang Slayer 1,Tagapatay ng Bang 1
ACHIEVEMENT_KILL_BANG_LVL2,Bang Slayer 2,Tagapatay ng Bang 2
ACHIEVEMENT_KILL_BANG_LVL3,Bang Slayer 3,Tagapatay ng Bang 3
ACHIEVEMENT_KILL_BANG_LVL4,Bang Slayer 4,Tagapatay ng Bang 4
ACHIEVEMENT_KILL_BANG_LVL5,Bang Hunter,Tagapanghuli ng Bang
ACHIEVEMENT_KILL_MOTHBEE_LVL1,Mothbee Slayer 1,Tagapatay ng Mothbee 1
ACHIEVEMENT_KILL_MOTHBEE_LVL2,Mothbee Slayer 2,Tagapatay ng Mothbee 2
ACHIEVEMENT_KILL_MOTHBEE_LVL3,Mothbee Slayer 3,Tagapatay ng Mothbee 3
ACHIEVEMENT_KILL_MOTHBEE_LVL4,Mothbee Slayer 4,Tagapatay ng Mothbee 4
ACHIEVEMENT_KILL_MOTHBEE_LVL5,Mothbee Hunter,Tagapanghuli ng Mothbee
ACHIEVEMENT_KILL_WAGSAAC_LVL1,Wagsaac Slayer 1,Tagapatay ng Wagsaac 1
ACHIEVEMENT_KILL_WAGSAAC_LVL2,Wagsaac Slayer 2,Tagapatay ng Wagsaac 2
ACHIEVEMENT_KILL_WAGSAAC_LVL3,Wagsaac Slayer 3,Tagapatay ng Wagsaac 3
ACHIEVEMENT_KILL_WAGSAAC_LVL4,Wagsaac Slayer 4,Tagapatay ng Wagsaac 4
ACHIEVEMENT_KILL_WAGSAAC_LVL5,Wagsaac Hunter,Tagapanghuli ng Wagsaac
ACHIEVEMENT_KILL_FLYBAT_LVL1,Flybat Slayer 1,Tagapatay ng Flybat 1
ACHIEVEMENT_KILL_FLYBAT_LVL2,Flybat Slayer 2,Tagapatay ng Flybat 2
ACHIEVEMENT_KILL_FLYBAT_LVL3,Flybat Slayer 3,Tagapatay ng Flybat 3
ACHIEVEMENT_KILL_FLYBAT_LVL4,Flybat Slayer 4,Tagapatay ng Flybat 4
ACHIEVEMENT_KILL_FLYBAT_LVL5,Flybat Hunter,Tagapanghuli ng Flybat
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,Tagapatay ng Mia 1
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,Tagapatay ng Mia 2
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,Tagapatay ng Mia 3
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,Tagapatay ng Mia 4
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,Tagapanghuli ng Mia
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,Tagapatay ng Mr. Pumpkin 1
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,Tagapatay ng Mr. Pumpkin 2
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,Tagapatay ng Mr. Pumpkin 3
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,Tagapatay ng Mr. Pumpkin 4
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,Tagapanghuli ng Mr. Pumpkin
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,Tagapatay ng Redmantis 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,Tagapatay ng Redmantis 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,Tagapatay ng Redmantis 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,Tagapatay ng Redmantis 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,Tagapanghuli ng Redmantis
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,Tagapatay ng Zendros 1
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,Tagapatay ng Zendros 2
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,Tagapatay ng Zendros 3
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,Tagapatay ng Zendros 4
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,Tagapanghuli ng Zendros
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,Tagapatay ng Jack ang Martilyo 1
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,Tagapatay ng Jack ang Martilyo 2
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,Tagapatay ng Jack ang Martilyo 3
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,Tagapatay ng Jack ang Martilyo 4
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,Tagapanghuli ng Jack ang Martilyo
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,Tagapatay ng Giggle Box 1
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,Tagapatay ng Giggle Box 2
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,Tagapatay ng Giggle Box 3
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,Tagapatay ng Giggle Box 4
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,Tagapanghuli ng Giggle Box
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,Tagapatay ng Rock Muscle 1
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,Tagapatay ng Rock Muscle 2
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,Tagapatay ng Rock Muscle 3
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,Tagapatay ng Rock Muscle 4
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,Tagapanghuli ng Rock Muscle
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,Tagapatay ng Bucrow 1
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,Tagapatay ng Bucrow 2
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,Tagapatay ng Bucrow 3
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,Tagapatay ng Bucrow 4
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,Tagapanghuli ng Bucrow
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,Tagapatay ng Neparuba 1
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,Tagapatay ng Neparuba 2
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,Tagapatay ng Neparuba 3
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,Tagapatay ng Neparuba 4
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,Tagapanghuli ng Neparuba
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,Tagapatay ng Hobo 1
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,Tagapatay ng Hobo 2
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,Tagapatay ng Hobo 3
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,Tagapatay ng Hobo 4
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,Tagapanghuli ng Hobo
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,Tagapatay ng Dumbbull 1
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,Tagapatay ng Dumbbull 2
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,Tagapatay ng Dumbbull 3
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,Tagapatay ng Dumbbull 4
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,Tagapanghuli ng Dumbbull
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,Tagapatay ng Totemia 1
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,Tagapatay ng Totemia 2
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,Tagapatay ng Totemia 3
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,Tagapatay ng Totemia 4
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,Tagapanghuli ng Totemia
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,Tagapatay ng Cardpuppet 1
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,Tagapatay ng Cardpuppet 2
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,Tagapatay ng Cardpuppet 3
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,Tagapatay ng Cardpuppet 4
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,Tagapanghuli ng Cardpuppet
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,Tagapatay ng Flybrigen 1
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,Tagapatay ng Flybrigen 2
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,Tagapatay ng Flybrigen 3
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,Tagapatay ng Flybrigen 4
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,Tagapanghuli ng Flybrigen
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,Tagapatay ng Tombstone Bearer 1
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,Tagapatay ng Tombstone Bearer 2
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,Tagapatay ng Tombstone Bearer 3
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,Tagapatay ng Tombstone Bearer 4
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,Tagapanghuli ng Tombstone Bearer
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,Tagapatay ng Scorpicon 1
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,Tagapatay ng Scorpicon 2
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,Tagapatay ng Scorpicon 3
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,Tagapatay ng Scorpicon 4
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,Tagapanghuli ng Scorpicon
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,Tagapatay ng Basque 1
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,Tagapatay ng Basque 2
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,Tagapatay ng Basque 3
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,Tagapatay ng Basque 4
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,Tagapanghuli ng Basque
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,Tagapatay ng Prankster 1
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,Tagapatay ng Prankster 2
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,Tagapatay ng Prankster 3
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,Tagapatay ng Prankster 4
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,Tagapanghuli ng Prankster
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,Tagapatay ng Rockepeller 1
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,Tagapatay ng Rockepeller 2
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,Tagapatay ng Rockepeller 3
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,Tagapatay ng Rockepeller 4
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,Tagapanghuli ng Rockepeller
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,Tagapatay ng Wheelem 1
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,Tagapatay ng Wheelem 2
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,Tagapatay ng Wheelem 3
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,Tagapatay ng Wheelem 4
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,Tagapanghuli ng Wheelem
