Key,English,Italian
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?","Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?"
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.","I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero."
NPC_000129,"May the courage of Billaon be with you, adventurer.","May the courage of Billaon be with you, adventurer."
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way."
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero."
NPC_000133,The power of Roentel will protect and guide you.,The power of Roentel will protect and guide you.
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,Rare metals and minerals reside deep within the Dekane Mine.
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,You looking for some adventure? Why not discover the mystery of the curse of Darkon? 
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...","Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does..."
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","Fine, leave if you want to! I don't need your help, fool! "
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.","Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild."
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?","Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?"
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,Check out the Dekane Mine west of here if you want. I won't step foot near there.
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!
NPC_000142,"Well, what are you gonna do for me? Hmmm?","Well, what are you gonna do for me? Hmmm?"
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? "
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.","I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal."
NPC_000145,Take care! Tell your friends about us!,Take care! Tell your friends about us!
NPC_000146,"So, have you completed that which you needed to in order to proceed?","So, have you completed that which you needed to in order to proceed?"
NPC_000147,What do you want?,What do you want?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. 
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.
NPC_000150,"Farewell, strange one.","Farewell, strange one."
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!","Hey, you there! Help me! Let me out of here right now! Argh!!!"
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!","Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!"
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.","Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas."
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,What?! HEY! I thought you were going to release me. I'll get you for this!
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,Follow the teachings of Lillip and you will discover the secrets of the elements.
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.","Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere."
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip."
NPC_000158,"Farewell, young one. May Lillip guide and protect you.","Farewell, young one. May Lillip guide and protect you."
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.","Heren, your legacy will carry on and your courage will not be forgotten."
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ","The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. "
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.","My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead."
NPC_000162,"May Heren be with you, always.","May Heren be with you, always."
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.","I honor the spirit of Offerep, the Psykeeper Hero."
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.","Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer."
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.","My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven."
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,Only through careful study will you learn the wisdom of the Psykeeper.
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,Madrigal's ecosystem is so strange and mysterious! I love it!
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.","The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today."
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!","Watch yourself out there, friend. Some creatures can be quite dangerous!"
NPC_000171,The will of Hynan will lead you to victory.,The will of Hynan will lead you to victory.
NPC_000172,This is what you must to do.,This is what you must to do.
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.","The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero."
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ","I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. "
NPC_000175,"Hynan watches over us all. Go in peace, my friend.","Hynan watches over us all. Go in peace, my friend."
NPC_000176,Aenn's blessing on this world will be remembered forever.,Aenn's blessing on this world will be remembered forever.
NPC_000177,"Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle.","Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle."
NPC_000178,"Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn.","Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn."
NPC_000179,Pray to Aenn for protection and you will have it.,Pray to Aenn for protection and you will have it.
NPC_000180,A great creature is imprisoned here. Are you ready to challenge him?,A great creature is imprisoned here. Are you ready to challenge him?
NPC_000181,"Why do you wish to challenge Clockworks?\n1 [For Honor!][IDS_NPC_ForHonor] \n2 [For Fun!][IDS_NPC_ForFun] \n3 [Meh, just because?][IDS_NPC_MehJustBecause]","Why do you wish to challenge Clockworks?\n1 [For Honor!][IDS_NPC_ForHonor] \n2 [For Fun!][IDS_NPC_ForFun] \n3 [Meh, just because?][IDS_NPC_MehJustBecause]"
NPC_000182,"Are you sure you're ready for this? Alright, successor, would you like to challenge Clockworks again?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc","Are you sure you're ready for this? Alright, successor, would you like to challenge Clockworks again?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc"
NPC_000183,"You defeated Clockworks? Excellent work, successor!","You defeated Clockworks? Excellent work, successor!"
NPC_000184,"Only the honorable combatant is worthy of facing Clockworks. You are brave, successor. \nAre you ready to challenge Clockworks?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc","Only the honorable combatant is worthy of facing Clockworks. You are brave, successor. \nAre you ready to challenge Clockworks?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc"
NPC_000185,This isn't a game you fool! Clockworks will tear you to pieces! Come back when you decide to be serious about this.,This isn't a game you fool! Clockworks will tear you to pieces! Come back when you decide to be serious about this.
NPC_000186,"Just because? JUST BECAU... Ah, forget it. You're obviously not mature enough to handle this.","Just because? JUST BECAU... Ah, forget it. You're obviously not mature enough to handle this."
NPC_000187,There are other brave souls locked in fierce combat with Clockworks at the moment. Their deaths will be swift. You must wait.,There are other brave souls locked in fierce combat with Clockworks at the moment. Their deaths will be swift. You must wait.
NPC_000188,"Make sure you are adequately prepared to face Clockworks. If you are not yet ready, then now is the time to prepare.","Make sure you are adequately prepared to face Clockworks. If you are not yet ready, then now is the time to prepare."
NPC_000189,"It's alright, young successor. Only the bravest of souls can hope to stand against the great Clockworks. We'll keep him imprisoned here until the right person is ready to face him.","It's alright, young successor. Only the bravest of souls can hope to stand against the great Clockworks. We'll keep him imprisoned here until the right person is ready to face him."
NPC_000190,"Roentel, Roentel, where for art thou, Roentel!?","Roentel, Roentel, where for art thou, Roentel!?"
NPC_000191,"Nothing will ever change if we forget the blessings of those who sacrificed themselves to protect all of us. Those who do not learn from the past, are doomed to repeat it.","Nothing will ever change if we forget the blessings of those who sacrificed themselves to protect all of us. Those who do not learn from the past, are doomed to repeat it."
NPC_000192,"My name is Fera Jeen Condram Griters, and I am one of the 8 priests of Roentel, the Billlposter Hero. I am teaching the strength of Roentel to his future successors. Are you lost?","My name is Fera Jeen Condram Griters, and I am one of the 8 priests of Roentel, the Billlposter Hero. I am teaching the strength of Roentel to his future successors. Are you lost?"
NPC_000193,"You will find your way, and Roentel will guide you.","You will find your way, and Roentel will guide you."
NPC_000194,The Misty Season has begun .,The Misty Season has begun .
NPC_000195,Have you had Beaujolais? It is the best wine in the world! It tastes just like spring sunshine.,Have you had Beaujolais? It is the best wine in the world! It tastes just like spring sunshine.
NPC_000196,I am Enologist Furan. I am in charge of the Madrigal Wine Society.,I am Enologist Furan. I am in charge of the Madrigal Wine Society.
NPC_000197,"Here, this mysterious wine is call the Blood of the Gods. Remember that!","Here, this mysterious wine is call the Blood of the Gods. Remember that!"
NPC_000198,"#b#cff8a004fCome one, come all! Everything you need for the #cfffc0000Guild Siege#nc#nb #b#cff8a004fis right here! Come and get it!#nc#nb","#b#cff8a004fCome one, come all! Everything you need for the #cfffc0000Guild Siege#nc#nb #b#cff8a004fis right here! Come and get it!#nc#nb"
NPC_000199,*AHEM* Please make sure that you have everything you need for the Guild Siege. I'd hate for you to go in unprepared. Short fights are boring!,*AHEM* Please make sure that you have everything you need for the Guild Siege. I'd hate for you to go in unprepared. Short fights are boring!
