Key,English,Indonesian
NPC_000086,"*Ha-CHEW!* Sorry about that, allow me to clear my throat. *AHEM* My name is Achaben, and I run the General Shop here in Darken City. *cough*","*Ha-CHEW!* Maaf soal itu, izinkan saya berdeham. *AHEM* Nama saya Achaben, dan saya menjalankan General Shop di Darken City. *batuk*"
NPC_000087,Thank you for your patronage! Come back and visit sometime! Bring some cough medicine!,Terima kasih atas perlindunganmu! Kembalilah dan kunjungi kapan-kapan! Bawa obat batuk!
NPC_000088,#b#cff0001ffFlying Information#nc#nb is available here! I also have #b#cffff0000flying boards and brooms#nc#nb in stock!,#b#cff0001ffFlying Information#nc#nb tersedia di sini! Saya juga memiliki stok #b#cffff0000papan terbang dan sapu#nc#nb in stock!
NPC_000089,What do you want to do?,Apa yang ingin kamu lakukan?
NPC_000090,"Flying through the clouds high above Madrigal is my favorite dream come true. I would be flying right now, but I'm having some family trouble and I need to pay the bills!","Terbang menembus awan tinggi di atas Madrigal adalah mimpi favorit saya yang menjadi kenyataan. Saya akan terbang sekarang, tetapi saya mengalami masalah keluarga dan saya harus membayar tagihan!"
NPC_000091,"My name is Almani, and I run the Station here in Darken city. I sell flying boards and brooms in addition to teaching the basics of flying.","Nama saya Almani, dan saya menjalankan Stasiun di sini di kota Darken. Saya menjual papan terbang dan sapu selain mengajarkan dasar-dasar terbang."
NPC_000092,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly. \n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.","1. Pertama, kamu harus membeli sapu atau papan dan setidaknya level 20 untuk bisa terbang. \n2. Selanjutnya, klik dua kali papan atau sapu di inventarismu atau cukup pindahkan ke tombol pintas untuk naik ke atas."
NPC_000093,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. Press the Space Bar untuk mempercepat kendaraan terbang anda. Press the Space Bar key lagi saat bergerak untuk berhenti. Pikirkan akselerator seperti tombol sakelar untuk *Go* dan *Stop*.
NPC_000094,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.","4. Untuk menavigasi, anda cukup menahan Tombol Mouse Kanan ke bawah dan mengarahkan kamera ke arah yang ingin kamu tuju.\nAtau, kamu juga dapat menggunakan kontrol W, A, S dan D untuk berbelok."
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.","5. Selain itu, kamu cukup mengetuk Right Mouse Button dua kali untuk mengunci kamera ke penunjuk tetikus. Ini memungkinkanmu untuk menavigasi tanpa menahan tombol kanan mouse. Mengklik dua kali lagi akan mematikan efek ini."
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. Siapapun bisa terbang di Madrigal. Kamu hanya perlu mendapatkan kendaraan terbang!\n7. Ada banyak merek dan model kendaraan terbang. Cobalah berbelanja di toko pemain atau klik ikon Use Premium Item Shop di sebelah Start Button.
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!","Semoga informasi yang saya berikan bermanfaat. Kamu sendirian sekarang, penerbang! Sampai jumpa di awan!"
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.","1. Kadang-kadang, kamu akan bertemu dengan beberapa topeng sial saat terbang. Kamu akan melihat kotak merah mengelilingi mereka."
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ","2. Kamu dapat menargetkan makhluk-makhluk ini dengan Left Mouse Button. Jika kamu kehilangan pandangan saat terbang, panah hijau muncul di tepi layar untuk menunjukkan arah mana yang harus kamu putar. "
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.","3. Untuk menyerang makhluk itu, cukup sedekat mungkin dan tekan Left Mouse Button atau Insert Key.\n4. Jika Anda ingin mengikuti monster secara otomatis, tekan Z Key."
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Penyihir dan Akrobat dapat menembak dari jarak jauh saat berada di udara. Mercenary dan Assist harus mengandalkan serangan jarak dekat. Kamu juga dapat menggunakan keterampilanmu!
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!","6. Saat kamu menghancurkan flying masquerpet, setiap loot yang dijatuhkan akan dimasukkan ke dalam inventory kamu secara otomatis. Jika tidak ada ruang di inventarismu, jarahan hilang, jadi berhati-hatilah!"
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.","7. Itu tentang menutupinya untuk pelatihan tempur terbangmu, kadet! Hanya satu hal lagi... Jangan menabrak dan membakar! Hahaha, hanya sedikit humor pilot."
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,Bersenang-senang di luar sana dan aman! Jangan lupa untuk memeriksa enammu!
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.","Selamat tinggal, petualang! Jangan ragu untuk mampir lagi jika kamu memiliki pertanyaan tentang terbang."
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,Red Bang Troupe tidak akan pernah menembus pertahanan kita selama aku di sini!
NPC_000107,"Hello, traveler. I have some missions for you!","Halo, pelancong. Saya punya beberapa misi untuk kamu!"
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!","Halo, pelancong. Saya punya beberapa misi untukmu!"
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,Nama saya Amadolka Liviehindekinas. Saya bertanggung jawab atas keamanan di sini di Erons Factory. Mengapa kamu bertanya?
NPC_000110,"Be careful out there, traveler! I'll stand guard here!","Hati-hati di luar sana, traveler! Aku akan berjaga di sini!"
NPC_000111,I'm such a coward! *Cries*,Aku pengecut! *Cries*
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,Kutukan telah dihapus untuk ketiga kalinya sekarang. Tolong jangan dikutuk lagi atau itu pasti yang terakhir kalinya.
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,Aku adalah Teller of Tales yang Misterius! Ingin mendengar sesuatu yang seram?
NPC_000114,Stop by anytime you wanna hear a spooky story!,Mampir kapan saja kamu ingin mendengar cerita seram!
NPC_000115,ID Card,ID Card
NPC_000116,Hello there! How are you today!,Halo! Apa kabarnya hari ini!
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.","Eh, ya? Jika kamu memiliki sesuatu untuk dikatakan, katakanlah. Jika tidak, tinggalkan aku sendiri. Saya sangat sibuk mengamankan panel baja ini dengan mengetuk kaki saya berulang kali."
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,Itu bukan urusanmu dan aku akan berterima kasih padamu untuk menjauh dari urusan pribadiku.
NPC_000119,"Alright, hope to see you soon!","Baiklah, semoga segera bertemu!"
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.","Oh! Anda bertanya tentang ID Card yang memberikan akses ke ruang Trillipy di tambang, kan? Kamu harus menemukan Andre. Kudengar dia menghabiskan sebagian besar waktunya di hutan yang dipenuhi banyak pohon kuno."
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!","Salam dan salam kenal, para petualang! Nama saya Bolpor dan saya koki terbaik di kota!"
NPC_000122,What do you want already?! I've got things to do!,Apa yang sudah kamu inginkan?! Aku punya hal yang harus dilakukan!
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...","Saya koki terbaik di kota, kamu mengerti? Siapa pun yang memberi tahumu perbedaannya dipersilakan untuk mendiskusikannya dengan pisau daging saya. Akan ada lebih dari sekedar *ayam* di menu saya..."
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.","Nama saya Bolpor Centaurn, koki terbaik di Darken. Aku juga yang paling tampan. Aku tidak menjadi tampan dalam semalam, kau tahu."
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!","Sampai jumpa lagi, buaya! Mmm, buaya... itu memberi saya ide untuk hidangan baru!"
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?","Hanya petualang paling berani yang bisa berharap untuk berhasil di jalur Pahlawan Ksatria, Billaon. Apakah kamu layak?"
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,Kita tidak boleh melupakan pengorbanan para Pahlawan. Kami di sini untuk melatih mereka yang ingin mengikuti jalan mereka dengan harapan akan penerus yang layak.
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.","Saya Guardian Boneper. Saya di sini untuk melindungi kehendak Billaon, the Knight Hero, dengan cara apa pun. Kami mencari mereka yang cukup layak untuk mengikuti jalan Knight Hero."
NPC_000129,"May the courage of Billaon be with you, adventurer.","Semoga keberanian Billaon bersamamu, petualang."
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,Kami di sini untuk melindungi kehendak para Pahlawan. Apakah kamu layak menjadi penerus Billposter Hero?
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.","Aku takut mereka yang mengikuti Shade, Iblis dan Bubble terlalu dekat akan dihancurkan oleh mereka pada akhirnya. Ikuti jalan para Pahlawan dan kamu tidak akan tersesat."
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.","Nama saya Guardian Capafe. Saya di sini sebagai pemandu dan saya melindungi kehendak Roentel, Billposter Hero."
NPC_000133,The power of Roentel will protect and guide you.,Kekuatan Roentel akan melindungi dan membimbingmu.
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,Logam dan mineral langka berada jauh di dalam Dekane Mine.
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,Kamu mencari beberapa petualangan? Mengapa tidak menemukan misteri kutukan Darkon? 
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...","Sekarang bukan waktunya untuk basa-basi, teman saya yang berpikiran sederhana. Selain itu, saya tahu kamu tidak benar-benar peduli. Tidak ada yang..."
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ","Baiklah, pergi jika kamu mau! Aku tidak butuh bantuanmu, bodoh! "
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.","Pernahkah kamu mendengar nama Neverant? Hanya sedikit yang mengetahuinya sekarang, tetapi dahulu kala itu adalah guild penambangan peringkat teratas di Darkon. Saya pernah menjadi anggota guild itu."
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?","Hari ini, Guild Neverant tidak ada lagi. Hirarkinya terkoyak oleh kutukan mengerikan yang berasal dari tambang itu sendiri. Ironis, bukan?"
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,Lihat Dekane Mine di sebelah barat sini jika kamu mau. Saya tidak akan menginjakkan kaki di dekat sana.
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,Chenbing's Shield Shop buka untuk bisnis! Perisai nomad terbaik yang bisa dibeli penyaji!
NPC_000142,"Well, what are you gonna do for me? Hmmm?","Nah, apa yang akan kamu lakukan untukku? Hmmm?"
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ","Kami, Khan Union, adalah pedagang keliling. Keahlian kami yang bagus terkenal di seluruh Madrigal. Jadi mau bilang apa? Tertarik untuk mengintip inventaris saya?"
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.","Saya Chenbing Khan dan saya menjual perisai terbaik, dibuat dengan baik, dan terjangkau yang akan kamu temukan di mana pun di Madrigal."
NPC_000145,Take care! Tell your friends about us!,Hati hati! Beritahu teman kamu tentang kami!
NPC_000146,"So, have you completed that which you needed to in order to proceed?","Jadi, sudahkah kamu menyelesaikan apa yang kamu butuhkan untuk melanjutkan?"
NPC_000147,What do you want?,Apa yang kamu inginkan?
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,Kamu tidak mungkin berharap untuk memahami apa yang ada di balik gerbang ini. Saya tidak peduli berapa banyak penelitian yang telah kamu lakukan.
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,Jangan menyibukkan diri dengan hal-hal seperti itu. Siapa saya tidak berarti apa-apa bagimu. Yang perlu kamu ketahui adalah bahwa saya di sini untuk melindungi gerbang ini.
NPC_000150,"Farewell, strange one.","Selamat tinggal, yang aneh."
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!",Hei kamu yang disana! Tolong aku! Biarkan aku keluar dari sini sekarang! Argh!!!
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!","Oh terima kasih Rhisis, saya tahu seseorang akan datang! Oh terima kasih, terima kasih, terima kasih! Nah, apa yang kamu lakukan hanya berdiri di sekitar? Lepaskan aku, sialan!!"
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.","Saya? Saya, Colar Devoka, adalah aktor terbaik di Pepoview Troupe! Yah, memang begitu, tapi sekarang aku terjebak di sini dan kandang kotor ini menunggu untuk dimakan oleh Leyena kotor itu."
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,Apa?! HAI! Saya pikir kamu akan melepaskan saya. Aku akan mendapatkanmu untuk ini!
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,Ikuti ajaran Lilip dan kamu akan menemukan rahasia elemen.
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.","Halo, teman. Dengar, apapun yang terjadi di dunia ini, jangan putus asa. Selama kita mengikuti jalan para Pahlawan, kita akan bertahan."
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.","Nama saya Condram Griters dan saya adalah salah satu dari 8 pendeta Lillip, Elementor Hero. Saya mengajarkan kebijaksanaan Lillip kepada penerusnya. Saya bertindak sebagai pemandu bagi mereka yang mengikuti jalan Lilip."
NPC_000158,"Farewell, young one. May Lillip guide and protect you.","Selamat tinggal, anak muda. Semoga Lilip membimbing dan melindungimu."
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.","Di sini, warisan kamu akan terus berlanjut dan keberanianmu tidak akan terlupakan."
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ","Kekuatan Pedang akan melawan mereka yang berusaha menghancurkan kita. Di sini, Pahlawan Pedang, telah meninggalkan warisan yang luar biasa."
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.","Nama saya Corel Anduril, dan saya adalah Blade Master of Darken City. Saya terkenal sebagai Blade Dancer sebelum perang. Sekarang, adalah tugasku untuk memilih mereka yang layak menjadi Blade dan mempersiapkan mereka untuk apa yang ada di depan."
NPC_000162,"May Heren be with you, always.","Semoga Heren bersamamu, selalu."
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.","Saya menghormati semangat Offerep, Pahlawan Psykeeper."
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.","Pertempuran terakhir mereka akan bergema sepanjang kekekalan. Para Pahlawan mengorbankan diri mereka untuk menyelamatkan semua Madrigal. Kami selamanya dalam utang mereka. Bawalah ajaran Offerep, petualang."
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.","Nama saya Cylor Mesmor dan saya adalah Psykeeper Master. Saya membimbing mereka yang ingin menjadi Psykeeper. Saya telah melakukan banyak dosa di masa lalu, dan melalui kasih karunia Offerep, saya telah diampuni."
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,Hanya melalui studi yang cermat kamu akan mempelajari kebijaksanaan Psykeeper.
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,Ekosistem Madrigal sangat aneh dan misterius! Aku menyukainya!
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.","Masquerpet yang kamu lihat di sekitar kita dulunya adalah mesin yang digunakan di Erons Factory di selatan. Namun, paparan limbah yang berasal dari pabrik mengubah mereka menjadi monster seperti sekarang ini."
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,Saya terkejut kamu belum pernah mendengar tentang saya. Saya Dr. Est dan saya meneliti ekosistem Madrigal. 2 saudara saya dan saya sangat senang untuk belajar sebanyak mungkin tentang Madrigal. Apakah kamu bertemu saudara-saudara saya?
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!","Jaga dirimu di luar sana, teman. Beberapa makhluk bisa sangat berbahaya!"
NPC_000171,The will of Hynan will lead you to victory.,Kehendak Hynan akan membawa kamu menuju kemenangan.
NPC_000172,This is what you must to do.,Inilah yang harus kamu lakukan.
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.","Para Pahlawan berjuang keras untuk melindungi kami dari pasukan topeng jahat Shade. Kami berutang semua mata pencaharian kami kepada mereka. Itulah sebabnya saya mengabdikan hidup saya untuk melayani Hynan, Ranger Hero yang pemberani."
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ","Saya Eliff, Master Ranger. Saya telah mengabdikan hidup saya untuk warisan Hynan, dan tugas saya adalah meneruskan semua yang telah saya pelajari darinya. Saya telah bersumpah untuk menepati janji ini sampai nafas terakhir saya yang sekarat."
NPC_000175,"Hynan watches over us all. Go in peace, my friend.","Hynan mengawasi kita semua. Pergilah dengan damai, temanku."
