Key,English,Indonesian
PROPITEM_TXT_000102,Khaicator Sword,Khaicator Sword
PROPITEM_TXT_000104,Chainsing Sword,Chainsing Sword
PROPITEM_TXT_000106,Axilow Sword,Axilow Sword
PROPITEM_TXT_000108,Harpion Sword,Harpion Sword
PROPITEM_TXT_000110,Breakest Sword,Breakest Sword
PROPITEM_TXT_000112,Smiter Sword,Smiter Sword
PROPITEM_TXT_000114,Runaicing Sword,Runaicing Sword
PROPITEM_TXT_000116,Shadeving Sword,Shadeving Sword
PROPITEM_TXT_000118,Fireise Sword,Fireise Sword
PROPITEM_TXT_000120,Hotter Sword,Hotter Sword
PROPITEM_TXT_000122,Curin Axe,Curin Axe
PROPITEM_TXT_000124,Rodney Axe,Rodney Axe
PROPITEM_TXT_000126,Steel Axe,Steel Axe
PROPITEM_TXT_000128,Morrow Axe,Morrow Axe
PROPITEM_TXT_000130,Crenil Axe,Crenil Axe
PROPITEM_TXT_000132,Curning Axe,Curning Axe
PROPITEM_TXT_000134,Sephir Axe,Sephir Axe
PROPITEM_TXT_000136,Shyadin Axe,Shyadin Axe
PROPITEM_TXT_000138,Gorn Axe,Gorn Axe
PROPITEM_TXT_000140,Bronze Axe,Bronze Axe
PROPITEM_TXT_000142,Vain Axe,Vain Axe
PROPITEM_TXT_000144,Grang Axe,Grang Axe
PROPITEM_TXT_000146,Tooring Axe,Tooring Axe
PROPITEM_TXT_000148,Drone Axe,Drone Axe
PROPITEM_TXT_000150,Karm Axe,Karm Axe
PROPITEM_TXT_000152,Proem Axe,Proem Axe
PROPITEM_TXT_000154,Battle Axe,Battle Axe
PROPITEM_TXT_000156,Corin Axe,Corin Axe
PROPITEM_TXT_000158,Action Axe,Action Axe
PROPITEM_TXT_000160,Crow Axe,Crow Axe
PROPITEM_TXT_000162,War Axe,War Axe
PROPITEM_TXT_000164,Raptor Axe,Raptor Axe
PROPITEM_TXT_000166,Zailon Axe,Zailon Axe
PROPITEM_TXT_000168,Berk Axe,Berk Axe
PROPITEM_TXT_000170,Forge Axe,Forge Axe
PROPITEM_TXT_000172,Ardalin Axe,Ardalin Axe
PROPITEM_TXT_000174,Galaxy Axe,Galaxy Axe
PROPITEM_TXT_000176,Dolphin Axe,Dolphin Axe
PROPITEM_TXT_000178,Ribten Axe,Ribten Axe
PROPITEM_TXT_000180,Bonebar Axe,Bonebar Axe
PROPITEM_TXT_000182,Cantess Axe,Cantess Axe
PROPITEM_TXT_000184,Luxior Axe,Luxior Axe
PROPITEM_TXT_000186,Stormpak Axe,Stormpak Axe
PROPITEM_TXT_000188,Exhaust Axe,Exhaust Axe
PROPITEM_TXT_000190,Needrek Axe,Needrek Axe
PROPITEM_TXT_000192,Shakyfin Axe,Shakyfin Axe
PROPITEM_TXT_000194,Phantege Axe,Phantege Axe
PROPITEM_TXT_000196,Hitch Axe,Hitch Axe
PROPITEM_TXT_000198,Butterfly Axe,Butterfly Axe
PROPITEM_TXT_000200,Catchy Axe,Catchy Axe
PROPITEM_TXT_000202,Driff Axe,Driff Axe
PROPITEM_TXT_000204,Fellpeed Axe,Fellpeed Axe
PROPITEM_TXT_000206,Saintsail Axe,Saintsail Axe
PROPITEM_TXT_000208,Darcro Axe,Darcro Axe
PROPITEM_TXT_000210,Flaper Axe,Flaper Axe
PROPITEM_TXT_000212,Waturan Axe,Waturan Axe
PROPITEM_TXT_000214,Witcher Axe,Witcher Axe
PROPITEM_TXT_000216,Lichiky Axe,Lichiky Axe
PROPITEM_TXT_000218,Bastard Sword,Bastard Sword
PROPITEM_TXT_000220,Two Handed Sword,Two Handed Sword
PROPITEM_TXT_000222,Darkonizer,Darkonizer
PROPITEM_TXT_000224,Adaptizer,Adaptizer
PROPITEM_TXT_000226,Zweigazer,Zweigazer
PROPITEM_TXT_000228,Kaleonizer,Kaleonizer
PROPITEM_TXT_000230,Gootnizer,Gootnizer
PROPITEM_TXT_000232,Hauntizer,Hauntizer
PROPITEM_TXT_000234,Clock Slayer,Clock Slayer
PROPITEM_TXT_000236,Two Handed Axe,Two Handed Axe
PROPITEM_TXT_000238,Great Axe,Great Axe
PROPITEM_TXT_000240,Kergnition,Kergnition
PROPITEM_TXT_000242,Lurknition,Lurknition
PROPITEM_TXT_000244,Avnition,Avnition
PROPITEM_TXT_000246,Kanainition,Kanainition
PROPITEM_TXT_000248,Orcanition,Orcanition
PROPITEM_TXT_000250,Linition,Linition
PROPITEM_TXT_000252,Hardinition,Hardinition
PROPITEM_TXT_000254,May Stick,May Stick
PROPITEM_TXT_000256,Plim Stick,Plim Stick
PROPITEM_TXT_000258,Sirin Stick,Sirin Stick
PROPITEM_TXT_000260,Scull Stick,Scull Stick
PROPITEM_TXT_000262,Tim Stick,Tim Stick
PROPITEM_TXT_000264,Huey Stick,Huey Stick
PROPITEM_TXT_000266,Bopol Stick,Bopol Stick
PROPITEM_TXT_000268,Kudos Stick,Kudos Stick
PROPITEM_TXT_000270,Spim Stick,Spim Stick
PROPITEM_TXT_000272,Sayram Stick,Sayram Stick
PROPITEM_TXT_000274,Pero Stick,Pero Stick
PROPITEM_TXT_000276,Saint Stick,Saint Stick
PROPITEM_TXT_000278,Gogo Stick,Gogo Stick
PROPITEM_TXT_000280,Flury Stick,Flury Stick
PROPITEM_TXT_000282,Gale Stick,Gale Stick
PROPITEM_TXT_000284,Ninegale Stick,Ninegale Stick
PROPITEM_TXT_000286,Zanne Stick,Zanne Stick
PROPITEM_TXT_000288,Mirth Stick,Mirth Stick
PROPITEM_TXT_000290,Hein Stick,Hein Stick
PROPITEM_TXT_000292,Sizzle Stick,Sizzle Stick
PROPITEM_TXT_000294,Peppermin Stick,Peppermin Stick
PROPITEM_TXT_000296,Sealine Stick,Sealine Stick
PROPITEM_TXT_000298,Extreme Stick,Extreme Stick
PROPITEM_TXT_000300,Pinacle Stick,Pinacle Stick
PROPITEM_TXT_000302,Marple Stick,Marple Stick
PROPITEM_TXT_000304,Rave Stick,Rave Stick
PROPITEM_TXT_000306,Cherry Stick,Cherry Stick
PROPITEM_TXT_000308,Fanta Stick,Fanta Stick
PROPITEM_TXT_000310,Fairmine Stick,Fairmine Stick
PROPITEM_TXT_000312,Moralemine Stick,Moralemine Stick
PROPITEM_TXT_000314,Shabere Stick,Shabere Stick
PROPITEM_TXT_000316,Shinewing Stick,Shinewing Stick
PROPITEM_TXT_000318,Requer Stick,Requer Stick
PROPITEM_TXT_000320,Shalow Stick,Shalow Stick
PROPITEM_TXT_000322,Morain Stick,Morain Stick
PROPITEM_TXT_000324,Prede Stick,Prede Stick
PROPITEM_TXT_000326,Pierlin Stick,Pierlin Stick
PROPITEM_TXT_000328,Leoss Stick,Leoss Stick
PROPITEM_TXT_000330,Labad Stick,Labad Stick
PROPITEM_TXT_000332,Forlas Stick,Forlas Stick
PROPITEM_TXT_000334,Vailem Stick,Vailem Stick
PROPITEM_TXT_000336,Shait Stick,Shait Stick
PROPITEM_TXT_000338,Maret Stick,Maret Stick
PROPITEM_TXT_000340,Garlain Stick,Garlain Stick
PROPITEM_TXT_000342,Glass Wand,Glass Wand
PROPITEM_TXT_000344,Seal Wand,Seal Wand
PROPITEM_TXT_000346,Crystal Wand,Crystal Wand
PROPITEM_TXT_000348,Cubic Wand,Cubic Wand
PROPITEM_TXT_000350,Pearl Wand,Pearl Wand
PROPITEM_TXT_000352,Epi Wand,Epi Wand
PROPITEM_TXT_000354,Topaz Wand,Topaz Wand
PROPITEM_TXT_000356,Niz Wand,Niz Wand
PROPITEM_TXT_000358,Catseye Wand,Catseye Wand
PROPITEM_TXT_000360,Ruby Wand,Ruby Wand
PROPITEM_TXT_000362,Bloody Wand,Bloody Wand
PROPITEM_TXT_000364,Kalis Wand,Kalis Wand
PROPITEM_TXT_000366,Merr Wand,Merr Wand
PROPITEM_TXT_000368,Poly Wand,Poly Wand
PROPITEM_TXT_000370,Aurora Wand,Aurora Wand
PROPITEM_TXT_000372,Mekerhill Wand,Mekerhill Wand
PROPITEM_TXT_000374,Opel Wand,Opel Wand
PROPITEM_TXT_000376,Naz Wand,Naz Wand
PROPITEM_TXT_000378,Misty Wand,Misty Wand
PROPITEM_TXT_000380,Zerem Wand,Zerem Wand
PROPITEM_TXT_000382,Rainbow Wand,Rainbow Wand
PROPITEM_TXT_000384,Bluebow Wand,Bluebow Wand
PROPITEM_TXT_000386,Zyme Wand,Zyme Wand
PROPITEM_TXT_000388,Splhail Wand,Splhail Wand
PROPITEM_TXT_000390,Illusion Wand,Illusion Wand
PROPITEM_TXT_000392,Mirage Wand,Mirage Wand
PROPITEM_TXT_000394,Flupim Wand,Flupim Wand
PROPITEM_TXT_000396,Aris Wand,Aris Wand
PROPITEM_TXT_000398,Divine Wand,Divine Wand
PROPITEM_TXT_000400,Moira Wand,Moira Wand
PROPITEM_TXT_000402,Neplus Wand,Neplus Wand
PROPITEM_TXT_000404,Arcadia Wand,Arcadia Wand
PROPITEM_TXT_000406,Tripale Wand,Tripale Wand
PROPITEM_TXT_000408,Taris Wand,Taris Wand
PROPITEM_TXT_000410,Eruld Wand,Eruld Wand
PROPITEM_TXT_000412,Jalate Wand,Jalate Wand
PROPITEM_TXT_000414,Rismil Wand,Rismil Wand
PROPITEM_TXT_000416,Kroril Wand,Kroril Wand
PROPITEM_TXT_000418,Facus Wand,Facus Wand
PROPITEM_TXT_000420,Rekis Wand,Rekis Wand
PROPITEM_TXT_000422,Blackwish Wand,Blackwish Wand
PROPITEM_TXT_000424,Daris Wand,Daris Wand
PROPITEM_TXT_000426,Hollaten Wand,Hollaten Wand
PROPITEM_TXT_000428,Lorai Wand,Lorai Wand
PROPITEM_TXT_000430,Cron Staff,Cron Staff
PROPITEM_TXT_000432,Mile Staff,Mile Staff
PROPITEM_TXT_000434,Sailwing Staff,Sailwing Staff
PROPITEM_TXT_000436,Nile Staff,Nile Staff
PROPITEM_TXT_000438,Id Staff,Id Staff
PROPITEM_TXT_000440,Inner Staff,Inner Staff
PROPITEM_TXT_000442,Seer Staff,Seer Staff
PROPITEM_TXT_000444,Herald Staff,Herald Staff
PROPITEM_TXT_000446,Ego Staff,Ego Staff
PROPITEM_TXT_000448,Addself Staff,Addself Staff
PROPITEM_TXT_000450,Sorain Staff,Sorain Staff
PROPITEM_TXT_000452,Sign Staff,Sign Staff
PROPITEM_TXT_000454,Spector Staff,Spector Staff
PROPITEM_TXT_000456,Ignis Staff,Ignis Staff
PROPITEM_TXT_000458,Jessy Staff,Jessy Staff
PROPITEM_TXT_000460,Teba Staff,Teba Staff
PROPITEM_TXT_000462,Cosmo Staff,Cosmo Staff
PROPITEM_TXT_000464,Sline Staff,Sline Staff
PROPITEM_TXT_000466,Waterpool Staff,Waterpool Staff
PROPITEM_TXT_000468,Starwheel Staff,Starwheel Staff
PROPITEM_TXT_000470,Olin Staff,Olin Staff
PROPITEM_TXT_000472,Karzam Staff,Karzam Staff
PROPITEM_TXT_000474,Wiz Staff,Wiz Staff
PROPITEM_TXT_000476,Astrol Staff,Astrol Staff
PROPITEM_TXT_000478,Bishapo Staff,Bishapo Staff
PROPITEM_TXT_000480,Sheikane Staff,Sheikane Staff
PROPITEM_TXT_000482,Guadfoll Staff,Guadfoll Staff
PROPITEM_TXT_000484,Twenkeen Staff,Twenkeen Staff
PROPITEM_TXT_000486,Florel Staff,Florel Staff
PROPITEM_TXT_000488,Ruofl Staff,Ruofl Staff
PROPITEM_TXT_000490,Birdin Staff,Birdin Staff
PROPITEM_TXT_000492,Featherwing Staff,Featherwing Staff
PROPITEM_TXT_000494,Crossek Staff,Crossek Staff
PROPITEM_TXT_000496,Holyous Staff,Holyous Staff
PROPITEM_TXT_000498,Mazerior Staff,Mazerior Staff
PROPITEM_TXT_000500,Portel Staff,Portel Staff
PROPITEM_TXT_000502,Darkhild Staff,Darkhild Staff
PROPITEM_TXT_000504,Mariner Staff,Mariner Staff
PROPITEM_TXT_000506,Hexagon Staff,Hexagon Staff
PROPITEM_TXT_000508,Remodic Staff,Remodic Staff
PROPITEM_TXT_000510,Fairel Staff,Fairel Staff
PROPITEM_TXT_000512,Elfyren Staff,Elfyren Staff
PROPITEM_TXT_000514,Angeliker Staff,Angeliker Staff
PROPITEM_TXT_000516,Fosharpen Staff,Fosharpen Staff
PROPITEM_TXT_000518,Cram Knuckle,Cram Knuckle
PROPITEM_TXT_000520,Overam Knuckle,Overam Knuckle
PROPITEM_TXT_000522,Speck Knuckle,Speck Knuckle
PROPITEM_TXT_000524,Sardine Knuckle,Sardine Knuckle
PROPITEM_TXT_000526,Beetle Knuckle,Beetle Knuckle
PROPITEM_TXT_000528,Twit Knuckle,Twit Knuckle
PROPITEM_TXT_000530,Sledge Knuckle,Sledge Knuckle
PROPITEM_TXT_000532,Xeno Knuckle,Xeno Knuckle
PROPITEM_TXT_000534,Spike Knuckle,Spike Knuckle
PROPITEM_TXT_000536,Side Knuckle,Side Knuckle
PROPITEM_TXT_000538,Mega Knuckle,Mega Knuckle
PROPITEM_TXT_000540,Talin Knuckle,Talin Knuckle
PROPITEM_TXT_000542,Wedge Knuckle,Wedge Knuckle
PROPITEM_TXT_000544,Rigor Knuckle,Rigor Knuckle
PROPITEM_TXT_000546,Robin Knuckle,Robin Knuckle
PROPITEM_TXT_000548,Rampart Knuckle,Rampart Knuckle
PROPITEM_TXT_000550,Trocal Knuckle,Trocal Knuckle
PROPITEM_TXT_000552,Revenant Knuckle,Revenant Knuckle
PROPITEM_TXT_000554,Shark Knuckle,Shark Knuckle
PROPITEM_TXT_000556,Marvel Knuckle,Marvel Knuckle
PROPITEM_TXT_000558,Splin Knuckle,Splin Knuckle
PROPITEM_TXT_000560,Overpass Knuckle,Overpass Knuckle
PROPITEM_TXT_000562,Azuma Knuckle,Azuma Knuckle
PROPITEM_TXT_000564,Gravity Knuckle,Gravity Knuckle
PROPITEM_TXT_000566,Scalemer Knuckle,Scalemer Knuckle
PROPITEM_TXT_000568,Corean Knuckle,Corean Knuckle
PROPITEM_TXT_000570,Redornfit Knuckle,Redornfit Knuckle
PROPITEM_TXT_000572,Fistomber Knuckle,Fistomber Knuckle
PROPITEM_TXT_000574,Samuren Knuckle,Samuren Knuckle
PROPITEM_TXT_000576,Edoren Knuckle,Edoren Knuckle
PROPITEM_TXT_000578,Necrynzi Knuckle,Necrynzi Knuckle
PROPITEM_TXT_000580,Skellock Knuckle,Skellock Knuckle
PROPITEM_TXT_000582,Crossail Knuckle,Crossail Knuckle
PROPITEM_TXT_000584,Goldross Knuckle,Goldross Knuckle
PROPITEM_TXT_000586,Clawreen Knuckle,Clawreen Knuckle
PROPITEM_TXT_000588,Blesever Knuckle,Blesever Knuckle
PROPITEM_TXT_000590,Crecendo Knuckle,Crecendo Knuckle
PROPITEM_TXT_000592,Muncuto Knuckle,Muncuto Knuckle
PROPITEM_TXT_000594,Violeker Knuckle,Violeker Knuckle
PROPITEM_TXT_000596,Federhorn Knuckle,Federhorn Knuckle
PROPITEM_TXT_000598,Metilver Knuckle,Metilver Knuckle
PROPITEM_TXT_000600,Knighteel Knuckle,Knighteel Knuckle
PROPITEM_TXT_000602,Blarmor Knuckle,Blarmor Knuckle
PROPITEM_TXT_000604,Lordorbl Knuckle,Lordorbl Knuckle
PROPITEM_TXT_000606,Iron Yo-Yo,Iron Yo-Yo
PROPITEM_TXT_000608,Itun,Itun
PROPITEM_TXT_000610,Sleeper,Sleeper
PROPITEM_TXT_000612,Slepint,Slepint
PROPITEM_TXT_000614,Cleeper,Cleeper
PROPITEM_TXT_000616,Client,Client
PROPITEM_TXT_000618,Tri Finger,Tri Finger
PROPITEM_TXT_000620,Tensu,Tensu
PROPITEM_TXT_000622,Imperial,Imperial
PROPITEM_TXT_000624,Emporer,Emporer
PROPITEM_TXT_000626,Death Flower,Death Flower
PROPITEM_TXT_000628,Dicein,Dicein
PROPITEM_TXT_000630,Hyper Mirage,Hyper Mirage
PROPITEM_TXT_000632,Miragle,Miragle
PROPITEM_TXT_000634,Fethertin Yo-Yo,Fethertin Yo-Yo
PROPITEM_TXT_000636,Ridener,Ridener
PROPITEM_TXT_000638,Free Hand,Free Hand
PROPITEM_TXT_000640,Firee,Firee
PROPITEM_TXT_000642,Hyper Impulse,Hyper Impulse
PROPITEM_TXT_000644,Immote,Immote
PROPITEM_TXT_000646,Stealth Brain,Stealth Brain
PROPITEM_TXT_000648,Stencil,Stealth Brain
PROPITEM_TXT_000650,Red Eye,Red Eye
PROPITEM_TXT_000652,Repoyit,Repoyit
PROPITEM_TXT_000654,Gold Bug,Gold Bug
PROPITEM_TXT_000656,Gelonde,Gelonde
PROPITEM_TXT_000658,Wing Force,Wing Force
PROPITEM_TXT_000660,Wingfull,Wingfull
PROPITEM_TXT_000662,Aqua Breath,Aqua Breath
PROPITEM_TXT_000664,Anakun,Anakun
PROPITEM_TXT_000666,Circle Sica,Circle Sica
PROPITEM_TXT_000668,Circern,Circern
PROPITEM_TXT_000670,Mirage Hander,Mirage Hander
PROPITEM_TXT_000672,Mishend,Mishend
PROPITEM_TXT_000674,Sharpne Sling,Sharpne Sling
PROPITEM_TXT_000676,Slinfes,Slinfes
PROPITEM_TXT_000678,Aranet,Aranet
PROPITEM_TXT_000680,Akane,Akane
PROPITEM_TXT_000682,Clipeus,Clipeus
PROPITEM_TXT_000684,Clantob,Clantob
PROPITEM_TXT_000686,Eclipse,Eclipse
PROPITEM_TXT_000688,Enaphoon,Enaphoon
PROPITEM_TXT_000690,Corsesca,Corsesca
PROPITEM_TXT_000692,Coroner,Coroner
PROPITEM_TXT_000694,Wooden Bow,Wooden Bow
PROPITEM_TXT_000696,Woodness Bow,Woodness Bow
PROPITEM_TXT_000698,Green Bow,Green Bow
PROPITEM_TXT_000700,Greentin Bow,Greentin Bow
PROPITEM_TXT_000702,Stinger Bow,Stinger Bow
PROPITEM_TXT_000704,Stienger Bow,Stienger Bow
PROPITEM_TXT_000706,Classic Bow,Classic Bow
PROPITEM_TXT_000708,Clasemit Bow,Clasemit Bow
PROPITEM_TXT_000710,Redwing Bow,Redwing Bow
PROPITEM_TXT_000712,Redianer Bow,Redianer Bow
PROPITEM_TXT_000714,Crystal Bow,Crystal Bow
PROPITEM_TXT_000716,Cristia Bow,Cristia Bow
PROPITEM_TXT_000718,Iron Bow,Iron Bow
PROPITEM_TXT_000720,Irun Bow,Irun Bow
PROPITEM_TXT_000722,Layered Bow,Layered Bow
PROPITEM_TXT_000724,Refometi Bow,Refometi Bow
PROPITEM_TXT_000726,Crusader Bow,Crusader Bow
PROPITEM_TXT_000728,Curusier Bow,Curusier Bow
PROPITEM_TXT_000730,Siege Bow,Siege Bow
PROPITEM_TXT_000732,Siggers Bow,Siggers Bow
PROPITEM_TXT_000734,Full Metal Bow,Full Metal Bow
PROPITEM_TXT_000736,Fullarch Bow,Fullarch Bow
PROPITEM_TXT_000738,Sentinel Bow,Sentinel Bow
PROPITEM_TXT_000740,Setien Bow,Setien Bow
PROPITEM_TXT_000742,Velinjack Bow,Velinjack Bow
PROPITEM_TXT_000744,Varife Bow,Varife Bow
PROPITEM_TXT_000746,Darkness bow,Darkness bow
PROPITEM_TXT_000748,Defnan Bow,Defnan Bow
PROPITEM_TXT_000750,Hydra Bow,Hydra Bow
PROPITEM_TXT_000752,Hydron Bow,Hydron Bow
PROPITEM_TXT_000754,Saint Bow,Saint Bow
PROPITEM_TXT_000756,Cenatin Bow,Cenatin Bow
PROPITEM_TXT_000758,Ciclone Bow,Ciclone Bow
PROPITEM_TXT_000760,Cyron Bow,Cyron Bow
PROPITEM_TXT_000762,Saythpair Bow,Saythpair Bow
PROPITEM_TXT_000764,Sionic Bow,Sionic Bow
PROPITEM_TXT_000766,Ragonail Bow,Ragonail Bow
PROPITEM_TXT_000768,Regen Bow,Regen Bow
PROPITEM_TXT_000770,Phionix Bow,Phionix Bow
PROPITEM_TXT_000772,Fiont Bow,Fiont Bow
PROPITEM_TXT_000774,Brikiel Bow,Brikiel Bow
PROPITEM_TXT_000776,Brouton Bow,Brouton Bow
PROPITEM_TXT_000778,Seintibine Bow,Seintibine Bow
PROPITEM_TXT_000780,Sevoy Bow,Sevoy Bow
PROPITEM_TXT_000782,Pike Helmet,Pike Helmet
PROPITEM_TXT_000784,Silk Helmet,Silk Helmet
PROPITEM_TXT_000786,Iner Helmet,Iner Helmet
PROPITEM_TXT_000788,Rose Helmet,Rose Helmet
PROPITEM_TXT_000790,Cotton Suit,Cotton Suit
PROPITEM_TXT_000792,Pike Suit,Pike Suit
PROPITEM_TXT_000794,Iner Suit,Iner Suit
PROPITEM_TXT_000796,Cream Suit,Cream Suit
PROPITEM_TXT_000798,Silk Suit,Silk Suit
PROPITEM_TXT_000800,Rose Suit,Rose Suit
PROPITEM_TXT_000802,Cotton Gauntlets,Cotton Gauntlets
PROPITEM_TXT_000804,Pike Gauntlets,Pike Gauntlets
PROPITEM_TXT_000806,Iner Gauntlets,Iner Gauntlets
PROPITEM_TXT_000808,Cream Gauntlets,Cream Gauntlets
PROPITEM_TXT_000810,Silk Gauntlets,Silk Gauntlets
PROPITEM_TXT_000812,Rose Gauntlets,Rose Gauntlets
PROPITEM_TXT_000814,Cotton Boots,Cotton Boots
PROPITEM_TXT_000816,Pike Boots,Pike Boots
PROPITEM_TXT_000818,Iner Boots,Iner Boots
PROPITEM_TXT_000820,Cream Boots,Cream Boots
PROPITEM_TXT_000822,Silk Boots,Silk Boots
PROPITEM_TXT_000824,Rose Boots,Rose Boots
PROPITEM_TXT_000826,Leaf Helmet,Leaf Helmet
PROPITEM_TXT_000828,Leaf Suit,Leaf Suit
PROPITEM_TXT_000830,Leaf Gauntlets,Leaf Gauntlets
PROPITEM_TXT_000832,Leaf Boots,Leaf Boots
PROPITEM_TXT_000834,Parmil Helmet,Parmil Helmet
PROPITEM_TXT_000836,Parmil Suit,Parmil Suit
PROPITEM_TXT_000838,Parmil Gauntlets,Parmil Gauntlets
PROPITEM_TXT_000840,Parmil Boots,Parmil Boots
PROPITEM_TXT_000842,Flower Helmet,Flower Helmet
PROPITEM_TXT_000844,Flower Suit,Flower Suit
PROPITEM_TXT_000846,Flower Gauntlets,Flower Gauntlets
PROPITEM_TXT_000848,Flower Boots,Flower Boots
PROPITEM_TXT_000850,Petal Helmet,Petal Helmet
PROPITEM_TXT_000852,Petal Suit,Petal Suit
PROPITEM_TXT_000854,Petal Gauntlets,Petal Gauntlets
PROPITEM_TXT_000856,Petal Boots,Petal Boots
PROPITEM_TXT_000858,Stinger Helmet,Stinger Helmet
PROPITEM_TXT_000860,Stinger Suit,Stinger Suit
PROPITEM_TXT_000862,Stinger Gauntlets,Stinger Gauntlets
PROPITEM_TXT_000864,Stinger Boots,Stinger Boots
PROPITEM_TXT_000866,Slepint Helmet,Slepint Helmet
PROPITEM_TXT_000868,Slepint Suit,Slepint Suit
PROPITEM_TXT_000870,Slepint Gauntlets,Slepint Gauntlets
PROPITEM_TXT_000872,Slepint Boots,Slepint Boots
PROPITEM_TXT_000874,Curus Helmet,Curus Helmet
PROPITEM_TXT_000876,Curus Suit,Curus Suit
PROPITEM_TXT_000878,Curus Gauntlets,Curus Gauntlets
PROPITEM_TXT_000880,Curus Boots,Curus Boots
PROPITEM_TXT_000882,Sardine Helmet,Sardine Helmet
PROPITEM_TXT_000884,Sardine Suit,Sardine Suit
PROPITEM_TXT_000886,Sardine Gauntlets,Sardine Gauntlets
PROPITEM_TXT_000888,Sardine Boots,Sardine Boots
PROPITEM_TXT_000890,Niz Helmet,Niz Helmet
PROPITEM_TXT_000892,Niz Suit,Niz Suit
PROPITEM_TXT_000894,Niz Gauntlets,Niz Gauntlets
PROPITEM_TXT_000896,Niz Boots,Niz Boots
PROPITEM_TXT_000898,Seer Helmet,Seer Helmet
PROPITEM_TXT_000900,Seer Suit,Seer Suit
PROPITEM_TXT_000902,Seer Gauntlets,Seer Gauntlets
PROPITEM_TXT_000904,Seer Boots,Seer Boots
PROPITEM_TXT_000906,Cylos Helmet,Cylos Helmet
PROPITEM_TXT_000908,Cylos Suit,Cylos Suit
PROPITEM_TXT_000910,Cylos Gauntlets,Cylos Gauntlets
PROPITEM_TXT_000912,Cylos Boots,Cylos Boots
PROPITEM_TXT_000914,Comet Helmet,Comet Helmet
PROPITEM_TXT_000916,Comet Suit,Comet Suit
PROPITEM_TXT_000918,Comet Gauntlets,Comet Gauntlets
PROPITEM_TXT_000920,Comet Boots,Comet Boots
PROPITEM_TXT_000922,Miracle Helmet,Miracle Helmet
PROPITEM_TXT_000924,Miracle Suit,Miracle Suit
PROPITEM_TXT_000926,Miracle Gauntlets,Miracle Gauntlets
PROPITEM_TXT_000928,Miracle Boots,Miracle Boots
PROPITEM_TXT_000930,Layered Helmet,Layered Helmet
PROPITEM_TXT_000932,Layered Suit,Layered Suit
PROPITEM_TXT_000934,Layered Gauntlets,Layered Gauntlets
PROPITEM_TXT_000936,Layered Boots,Layered Boots
