Key,English,Indonesian
PROPQUEST_DUNGEONANDPK_INC_000432,"I am Drian son of Nevil, great chief of the original Keakoon. We were once friendly with the humans.","Aku Drian putra Nevil, kepala agung dari Keakoon asli. Kami pernah bersahabat dengan manusia."
PROPQUEST_DUNGEONANDPK_INC_000433,We helped humans develop the mine long ago but when they left some of us were locked up by a new breed of Keakoons.,Kami membantu manusia untuk mengembangkan tambang sejak zaman dahulu tetapi mereka pergi beberapa dari kami dikurung oleh generasi baru Keakoon.
PROPQUEST_DUNGEONANDPK_INC_000434,My father is old and cannot last much longer in his prison. Please help me rescue him.,Ayahku sudah tua dan tidak bisa bertahan terlalu lama lagi dipenjara. Bantu aku untuk menyelamatkannya.
PROPQUEST_DUNGEONANDPK_INC_000435,"The key to the cell where my father is being kept has three pieces. These false Keakoons are inside, keeping them hidden. Go and bring them to me.","Kunci sel tempat aku disimpan ada tiga bagian. Keakoon palsu ini ada di dalam, menyembunyikannya. Pergi dan bawa mereka padaku."
PROPQUEST_DUNGEONANDPK_INC_000436,How could you? To think I thought to count you as a friend.,Bagaimana bisa? Tidak kusangka aku berpikir untuk menganggapmu sebagai teman.
PROPQUEST_DUNGEONANDPK_INC_000437,Oh… Thank you… so much. I could never repay you fully. Thank you so much.,Oh…Terima kasih…banyak. Aku tidak akan pernah bisa membalasmu. Terima kasih banyak.
PROPQUEST_DUNGEONANDPK_INC_000438,You have to gather all three pieces of the Key.,Kamu harus mengumpulkan ketiga keping Kunci tersebut.
PROPQUEST_DUNGEONANDPK_INC_000439,Hunt Keakoon and get all 3 pieces of the prison key.,Buru Keakoon dan dapatkan semua ketiga kunci penjaranya.
PROPQUEST_DUNGEONANDPK_INC_000442,You have delivered all the pieces of the key but it looks like he still has something to say.,Kamu telah mengirimkan semua kuncinya tetapi sepertinya ada hal yang masih ingin dia katakan.
PROPQUEST_DUNGEONANDPK_INC_000444,Keakoon in Mine (2),Keakoon in Mine (2)
PROPQUEST_DUNGEONANDPK_INC_000445,I still have a need for you. Would you help me yet again?,Aku masih membutuhkanmu. Maukah kamu untuk membantuku lagi?
PROPQUEST_DUNGEONANDPK_INC_000446,You are a true friend. Take this key and free my father. I am not strong enough. Please.,Kamu benar-benar teman yang baik. Ambil kunci ini dan bebaskan ayahku. Aku tidak cukup kuat. Tolonglah.
PROPQUEST_DUNGEONANDPK_INC_000447,You show yourself to be no better than the fiends that imprisoned my father.,Kamu menunjukkan dirimu tidak lebih baik dari iblis yang memenjarakan ayahku.
PROPQUEST_DUNGEONANDPK_INC_000449,My father is in a prison on the outskirts of Keakoon village. Please hurry he cannot last much longer.,Ayahku berada dipenjara pinggiran desa Keakoon. Tolong segera dia tidak bisa bertahan lebih lama lagi.
PROPQUEST_DUNGEONANDPK_INC_000450,"Rescue Nevil, father of Drian.","Selamatkan Nevil, ayah Drian."
PROPQUEST_DUNGEONANDPK_INC_000453,You have saved Nevil. Go and talk to him.,Kamu telah menyelamatkan Nevil. Pergi dan berbicaralah dengannya.
PROPQUEST_DUNGEONANDPK_INC_000455,Keakoon in Mine (3),Keakoon in Mine (3)
PROPQUEST_DUNGEONANDPK_INC_000456,"Many thanks, friend. You have done so much for us but would you do something more?","Terima kasih banyak, teman. Kamu telah melakukan banyak hal untuk kami tetapi apakah kamu akan melakukan hal lainnya?"
PROPQUEST_DUNGEONANDPK_INC_000457,Please defeat the Elite Keakoon Guard Leader and bring me the Chief Sign that proves I am the one true Chief of the Keakoon. Would you also please bring me the cargo my son Drian is keeping safe for me?,Tolong kalahkan Elite Keakoon Guard Leader dan bawakan saya Tanda Utama yang membuktikan bahwa saya adalah satu-satunya Kepala Keakoon yang sebenarnya. Maukah Anda juga membawakan saya kargo yang disimpan anak saya Drian untuk saya?
PROPQUEST_DUNGEONANDPK_INC_000458,What kind of person are you if you refuse to help those with less power than you?,Orang macam apa kamu jika kamu menolak untuk membantu mereka yang memiliki kekuatan lebih kecil dari kamu?
PROPQUEST_DUNGEONANDPK_INC_000459,Thank you. It is my great hope that Keakoon and human can thrive together once again. Take this ring as a gift.,Terima kasih. Ini adalah harapan besarku bahwa Keakoon dan manusia dapat berkembang bersama sekali lagi. Ambil cincin ini sebagai hadiah.
PROPQUEST_DUNGEONANDPK_INC_000460,"If, by any chance, you want more adventure visit Bernard in Darken. Be careful. I would hate for something to happen to you.","Jika, kebetulan, kamu ingin lebih banyak petualangan kunjungi Bernard di Darken. Hati-hati. Aku benci jika sesuatu terjadi padamu."
PROPQUEST_DUNGEONANDPK_INC_000461,Hrmm… It might not be that dangerous for someone as strong as you.,Hrmm…Mungkin tidak terlalu berbahaya bagi seseorang yang sekuat dirimu.
PROPQUEST_DUNGEONANDPK_INC_000462,Bring the seal of the chief and the package that Drian is holding back to Nevil.,Bawa stempel ketua dan paket yang dipegang Drian ke Nevil.
PROPQUEST_DUNGEONANDPK_INC_000465,"You rescued Nevil, chief of the Keakoon. You can feel the secrets around this place. Maybe you can get some information from Bernard.","Kamu menyelamatkan Nevil, kepala Keakoon. Kamu bisa merasakan rahasia disekitar tempat ini. Mungkin kamu akan mendapatkan beberapa informasi dari Bernard."
PROPQUEST_DUNGEONANDPK_INC_000467,Death Mine and Roaches (1),Death Mine and Roaches (1)
PROPQUEST_DUNGEONANDPK_INC_000468,Hmm… Is that the ring of Nevil around your finger?,Hmm…Apakah itu cincin Nevil dijarimu?
PROPQUEST_DUNGEONANDPK_INC_000469,Your strength has been proven then. Would you prove yourself further? The Roach is somehow connected to the death of people in the mine.,Kekuatanmu telah terbukti saat itu. Maukah kamu membuktikan dirimu lebih jauh? Entah bagaimana The Roach terhubung dengan kematian orang-orang di tambang.
PROPQUEST_DUNGEONANDPK_INC_000470,There is a mystery to be unlocked here. Would you bring me the blood of the Roach larva?,Ada misteri yang harus dibuka di sini. Maukah kamu membawakanku darah larva Roach?
PROPQUEST_DUNGEONANDPK_INC_000471,Thank you. There are two kinds of Roach - Pink and Blue. Break open their eggs and hunt down the larva.,Terima kasih. Ada 2 jenis Roach - Pink dan Blue. Pecahkan telurnya dan buru larvanya.
PROPQUEST_DUNGEONANDPK_INC_000472,There will be no revelation without danger.,Tidak ada tindakan tanpa bahaya.
PROPQUEST_DUNGEONANDPK_INC_000473,"Ahh, there is much to be learned from the blood of these Roaches.","Ahh, ada banyak yang bisa dipelajari dari darah Roaches ini."
PROPQUEST_DUNGEONANDPK_INC_000474,No! No! No! Bring me more information!,Tidak! Tidak! Tidak! Bawakan aku informasi lagi!
PROPQUEST_DUNGEONANDPK_INC_000475,Bring the blood of Roaches by destroying their eggs and defeating Roach Larva.,Bawakan darah Roaches dengan menghancurkan telurnya dan mengalahkan Roach Larva.
PROPQUEST_DUNGEONANDPK_INC_000478,Looks like he still has a need of you.,Sepertinya dia masih membutuhkanmu.
PROPQUEST_DUNGEONANDPK_INC_000480,Death Mine and Roaches (2),Death Mine and Roaches (2)
PROPQUEST_DUNGEONANDPK_INC_000481,The toxicity of Roaches has poisoned many humans in the mine.,Toksisitas Roaches telah meracuni banyak manusia di tambang.
PROPQUEST_DUNGEONANDPK_INC_000482,It seems that the Roach Queens are the source of the poison.,Terlihat bahwa Roach Queens adalah sumber racunnya.
PROPQUEST_DUNGEONANDPK_INC_000483,Bring me the blood of Pink and Blue Roach Queens so that I can make a vaccine.,Bawakan aku darah dari Pinky dan Blue Roach Queens agar aku bisa membuat vaksin.
PROPQUEST_DUNGEONANDPK_INC_000484,Sprinkle this liquid on the Roach Queen egg to wake her up. Be careful.,Taburkan cairan ini pada telur Roach Queen untuk membangunkannya. Hati-hati.
PROPQUEST_DUNGEONANDPK_INC_000485,You really will not see this through to the end?,Kamu benar-benar tidak akan melihat ini sampai akhir?
PROPQUEST_DUNGEONANDPK_INC_000486,This vaccine will save many lives. Thank you.,Vaksin ini akan menyelamatkan banyak nyawa. Terima kasih.
PROPQUEST_DUNGEONANDPK_INC_000487,Take this weapon as a token of gratitude and this card to venture deeper into the mine.,Ambil senjata ini sebagai tanda terima kasih dan kartu ini untuk menjelajahi lebih dalam ke tambang.
PROPQUEST_DUNGEONANDPK_INC_000488,The Roaches appeared very suddenly in the mine. Maybe you can find out the reason by going deeper into the mine.,The Roaches muncul tiba-tiba di tambang. Mungkin kamu bisa menemukan alasannya dengan masuk lebih dalam ke tambang.
PROPQUEST_DUNGEONANDPK_INC_000489,I am sure that you can handle the upcoming danger.,Aku yakin bahwa kamu bisa mengatasi bahaya yang akan datang.
PROPQUEST_DUNGEONANDPK_INC_000490,Gather the blood of Pinky and Blue Roach Queen.,Kumpulkan darah Pinky dan Blue Roach Queen.
PROPQUEST_DUNGEONANDPK_INC_000493,Something about the way Bernard talks suggessts that the Roaches were placed in the mines intentionally. Maybe you can find out.,Sesuatu tentang apa yang Bernard bicarakan menunjukkan bahwa Roaches ditempatkan di tambang dengan sengaja. Mungkin kamu bisa mencari tahu.
PROPQUEST_DUNGEONANDPK_INC_000495,Dwarpet Kazen,Dwarpet Kazen
PROPQUEST_DUNGEONANDPK_INC_000496,What brings you here? I am sure you know of the many deaths surrounding this place.,Apa yang membawamu kesini? Aku yakin kamu tahu banyak kematian disekitar tempat ini.
PROPQUEST_DUNGEONANDPK_INC_000497,You will not be able to find out what happened here without my help. I will tell you what you want to know if you do me a favor. What do you think?,Kamu tidak diperbolehkan untuk mencari tahu apa yang terjadi disini tanpa bantuanku. Aku akan memberitahumu apa yang ingin kamu ketahui jika kamu membantuku. Bagaimana menurutmu?
PROPQUEST_DUNGEONANDPK_INC_000498,Bring me 30 Cillin and I will tell you everything you need to know.,Bawakan aku 30 Cillin dan aku akan memberitahumu semuanya yang ingin kamu ketahui.
PROPQUEST_DUNGEONANDPK_INC_000499,"Pssh, some great hero, you cannot even bring me some simple stones.","Pssh, pahlawan hebat, kamu bahkan tidak bisa membawakanku beberapa batu sederhana."
PROPQUEST_DUNGEONANDPK_INC_000500,Hmm… I did not think you would be back so soon. Take this money as a gift.,Hmm…Aku menyangka kamu kembali begitu cepat. Ambil uang ini sebagai hadiah.
PROPQUEST_DUNGEONANDPK_INC_000501,I said 30. Not 29 or 28. Bring me 30 Cillin.,Aku bilang 30. Bukan 29 atau 28. Bawakan aku 30 Cillin.
PROPQUEST_DUNGEONANDPK_INC_000502,Gather 30 Cillin.,Kumpulkan 30 Cillin.
PROPQUEST_DUNGEONANDPK_INC_000507,Bring Ribenuum,Bawakan Ribenuum
PROPQUEST_DUNGEONANDPK_INC_000508,I am here in Dekane mining for Ribenuum. In all of Madrigal Ribenuum can only be found in the Darkon area.,Aku disini di tambang Dekane untuk Ribenuum. Di seluruh Madrigal Ribenuum hanya bisa ditemukan di area Darkon.
PROPQUEST_DUNGEONANDPK_INC_000509,Ribenuum is made when a Green Trillipy eats a stone and metabolizes it.,Ribenuum dibuat ketika Green Trillipy memakan batu dan memetabolismenya.
PROPQUEST_DUNGEONANDPK_INC_000510,Would you bring me some Ribenuum? A Green Tillipy is dangerous but you look equally as dangerous.,Maukah kamu membawakan aku beberapa Ribenuum? Green Tillipy berbahaya tetapi kamu terlihat sama berbahayanya.
PROPQUEST_DUNGEONANDPK_INC_000511,Green Trillipy are down the hall to the right. The room to the left is blocked.,Green Trillipy ada di lorong sebelah kanan. Ruangan disebelah kiri diblokir.
PROPQUEST_DUNGEONANDPK_INC_000512,"Are you kidding me? Go on and get out of here, I may not look it but I am an old Dwarpet and I do not have time for games.","Kamu bercanda? Pergi dari sini, aku mungkin tidak melihatnya, tetapi aku adalah Dwarpet tua dan aku tidak punya waktu untuk bermain game."
PROPQUEST_DUNGEONANDPK_INC_000513,Ahhh...you brought the Ribenuum. But what is this? It is flawed!,Ahhh...kamu membawakan Ribenuum. Tapi apa ini? Itu cacat!
PROPQUEST_DUNGEONANDPK_INC_000514,How hard is it to bring me what I asked for? 30 pieces of Ribenuum?,Seberapa sulitkah untuk membawakan apa yang aku minta? 30 buah Ribenuum?
PROPQUEST_DUNGEONANDPK_INC_000515,Gather 30 pieces of Ribenuum from Green Trillipy,Kumpulkan 30 buah Ribenuum dari Green Trillipy
PROPQUEST_DUNGEONANDPK_INC_000520,Refine Ribenuum,Refine Ribenuum
PROPQUEST_DUNGEONANDPK_INC_000521,The Ribenuum you brought is impure. I could take it home and refine it myself but the other Dwarpets would laugh me back to Flarine.,The Ribenuum yang kamu bawa itu tidak murni. Aku bisa membawanya pulang dan memperbaikinya sendiri tapi Dwarpet lain akan menertawakanku kembali ke Flarine.
PROPQUEST_DUNGEONANDPK_INC_000522,"It will have to be refined in a human village then. There is only one human I trust to do it it right. There is man named Nein, he was one of the last humans to work in these mines. Maybe the very last human.","Itu harus disempurnakan di desa manusia kalau begitu. Hanya ada satu manusia yang aku percaya untuk melakukannya dengan benar. Ada seorang pria bernama Nein, dia adalah salah satu manusia terakhir yang bekerja di tambang ini. Mungkin manusia terakhir."
PROPQUEST_DUNGEONANDPK_INC_000523,"Bring these Ribenuum to Nein and have him refine them. Then bring them back to me, would you?","Bawakan Ribenuum ini ke Nein dan minta dia memperbaikinya. Kemudian bawa mereka kembali kepadaku, ya?"
PROPQUEST_DUNGEONANDPK_INC_000524,I heard that Nein lives somewhere in the Dead Walderness. He will refine the 30 pieces of impure Ribenuum into 10 pieces of high quality Ribenuum.,Aku mendengar bahwa Nein tinggal di suatu tempat di Dead Walderness. Dia akan memurnikan 30 buah Ribenuum yang tidak murni menjadi 10 buah Ribenuum berkualitas tinggi.
PROPQUEST_DUNGEONANDPK_INC_000525,Are you kidding me? Get lost! I do not have patience for games!,Kamu bercanda? Enyah! Aku tidak memiliki kesabaran untuk permainan!
PROPQUEST_DUNGEONANDPK_INC_000526,"Oh… Thank you, thank you, thank you! Take this necklace and some money with you.","Oh…Terima kasih, terima kasih, terima kasih! Ambil kalung ini dan sejumlah uang bersamamu."
PROPQUEST_DUNGEONANDPK_INC_000527,Hmmm... maybe I was asking too much of you. You can just go home.,Hmmm…mungkin aku bertanya terlalu banyak padamu. Kamu bisa pulang.
PROPQUEST_DUNGEONANDPK_INC_000528,Gather 10 pieces of high quality Ribenuum,Kumpulkan 10 buah Ribenuum berkualitas tinggi
PROPQUEST_DUNGEONANDPK_INC_000533,Bring Triduum,Bawakan Triduum
PROPQUEST_DUNGEONANDPK_INC_000534,"Ribenuum is useless to most humans. Maybe you have a Dwarpet friend you can give it to? Here, let me see it. These samples are too impure and even I cannot refine them without the right materials.","Ribenuum tidak berguna bagi kebanyakan manusia. Mungkin kamu punya teman Dwarpet yang bisa kamu berikan? Sini, biarkan aku melihatnya. Sampel ini terlalu tidak murni dan bahkan aku tidak dapat memperbaikinya tanpa bahan yang tepat."
PROPQUEST_DUNGEONANDPK_INC_000535,I need a special metal called Triduum in order to refine this. You can get it by hunting Violet Trillipy but they live deep in the Dekane Mine.,Aku membutuhkan logam khusus yang disebut Triduum untuk memperbaiki ini. Kamu bisa mendapatkannya dengan berburu Violet Trillipy tetapi mereka tinggal jauh di dalam Dekane Mine.
PROPQUEST_DUNGEONANDPK_INC_000536,Well… If you really need the Ribenuum refined bring me 20 Triduums. You are going to need a special ID card to go in there.,Baik…Jika kamu benar-benar membutuhkan Ribenuum yang disempurnakan bawakan aku 20 Triduum. Kamu akan memerlukan kartu identitas khusus untuk masuk ke sana.
PROPQUEST_DUNGEONANDPK_INC_000537,Go and get an ID card from the guys I used to work with.,Pergi dan dapatkan kartu identitas dari orang-orang yang pernah bekerja denganku.
PROPQUEST_DUNGEONANDPK_INC_000538,Ha ha ha.You can do that if you need to. I hope you are not doing this for some Dwarpet.,Ha ha ha. Kamu bisa melakukannya jika perlu. Aku harap kamu tidak melakukan ini untuk beberapa Dwarpet.
PROPQUEST_DUNGEONANDPK_INC_000539,"Here is your refined Ribenuum. But, a word of warning, if the Dwarpet Kazen asked you for this… he is thinking more than he is saying.","Ini dia Ribenuummu yang sudah diperbaiki. Tetapi, sebuah peringatan, jika Dwarpet Kazen memintamu untuk ini...dia berpikir lebih dari yang dia katakan."
PROPQUEST_DUNGEONANDPK_INC_000540,Kazen has hated humans for as long as I have known him and him working with you means he is on to something big. You know… there is a rumor that he had a hand in all the deaths in that mine.,Kazen telah membenci manusia selama aku mengenalnya dan dia bekerja denganmu berarti dia sedang melakukan sesuatu yang besar. Kamu tahu ... ada rumor bahwa dia memiliki andil dalam semua kematian di tambang itu.
PROPQUEST_DUNGEONANDPK_INC_000541,You let me know if he is acting suspiciously. Maybe I can do something to help you.,Kamu beritahu aku jika dia bertingkah mencurigakan. Mungkin aku bisa melakukan sesuatu untuk membantumu.
PROPQUEST_DUNGEONANDPK_INC_000542,Why not just let it go? Go home and get some rest.,Kenapa tidak dibiarkan begitu saja? Pulang dan istirahatlah.
PROPQUEST_DUNGEONANDPK_INC_000543,Get the ID card that will allow you into the room with the Violet Trillipy. Hunt them down and bring 20 pieces of Triduum to Nein.,Dapatkan kartu identitas yang memungkinkan kamu masuk ke ruangan dengan Violet Trillipy. Buru mereka dan bawa 20 buah Triduum ke Nein.
PROPQUEST_DUNGEONANDPK_INC_000548,ID Card (1),ID Card (1)
PROPQUEST_DUNGEONANDPK_INC_000549,"What? You want to know where the Violet Trillipy live? You seem so curious about this accursed mine. Unfortunately, there are not many people left who know much about it.","Apa? Kamu ingin tahu di mana Violet Trillipy tinggal? Kamu tampaknya sangat ingin tahu tentang tambang yang terkutuk ini. Sayangnya, tidak banyak orang tersisa yang tahu banyak tentang ini."
PROPQUEST_DUNGEONANDPK_INC_000550,Only a few of the mine workers go that deep into the mine. I don't know much about them or the ID card they use to get down there. Oh! You should go speak with Bernard about this.,Hanya beberapa pekerja tambang yang masuk jauh ke dalam tambang. Saya tidak tahu banyak tentang mereka atau kartu identitas yang mereka gunakan untuk turun ke sana. Oh! Anda harus berbicara dengan Bernard tentang hal ini
PROPQUEST_DUNGEONANDPK_INC_000551,Would you please say Hi to Bernard for me?,Maukah kamu menyapa Bernard untukku?
PROPQUEST_DUNGEONANDPK_INC_000552,"No, you are right. You should not be the next one to suffer.","Tidak, kamu benar. Kamu seharusnya tidak menjadi orang berikutnya yang menderita."
PROPQUEST_DUNGEONANDPK_INC_000553,Violet Trillipy… Do you mean you are going in there with them?,Violet Trillipy….Apakah maksudnya kamu akan pergi ke sana bersama mereka?
PROPQUEST_DUNGEONANDPK_INC_000554,Why not just relax and give it up?,Mengapa tidak santai saja dan menyerah?
PROPQUEST_DUNGEONANDPK_INC_000555,"Chat with Bernard, then meet Andre in Darkon 3.","Bicara dengan Bernard, lalu temui Andre di Darkon 3."
PROPQUEST_DUNGEONANDPK_INC_000560,ID card (2),ID card (2)
PROPQUEST_DUNGEONANDPK_INC_000561,"Look, I have no problem giving you the ID card… I just do not want to see you die… But if you really insist, then fine. Hunt some Watangka and I will give you the card.","Dengar, aku tidak masalah memberimu kartu identitas… Aku hanya tidak ingin melihatmu mati… Tapi jika kamu benar-benar bersikeras, tidak apa-apa. Burulah beberapa Watangka dan aku akan memberikan kartu."
PROPQUEST_DUNGEONANDPK_INC_000562,If you can hunt Watangka you can probably hunt Violet Trillipy.,Jika kamu bisa memburu Watangka kamu mungkin bisa berburu Violet Trillipy.
PROPQUEST_DUNGEONANDPK_INC_000563,Bye bye then! Take care of yourself…,Sampai jumpa! Jaga dirimu…
PROPQUEST_DUNGEONANDPK_INC_000564,Hmm… Violet Trillipy may be stronger than Watangka.,Hmm…Violet Trillipy mungkin lebih kuat dari Watangka.
PROPQUEST_DUNGEONANDPK_INC_000565,"Alright, here is the ID card. Just make sure you come out of there alive. I do not need a guilty conscience.","Baiklah, ini dia kartu identitasnya. Pastikan kamu keluar dari sana hidup-hidup. Aku tidak ingin merasa bersalah."
PROPQUEST_DUNGEONANDPK_INC_000566,I guess we all get tired sometime?,Aku kira kita semua lelah kadang-kadang.?
PROPQUEST_DUNGEONANDPK_INC_000567,Defeat 30 Captain Watangka and the Lord Watangka.,Defeat 30 Captain Watangka and the Lord Watangka.
PROPQUEST_DUNGEONANDPK_INC_000572,Door of Dark,Door of Dark
PROPQUEST_DUNGEONANDPK_INC_000573,"Excuse me. If you are not busy, would you please listen to my story? Have you ever heard of the Iblis Temple?","Permisi. Jika kamu tidak sibuk, maukah kamu mendengarkan ceritaku? Pernahkah kamu mendengar tentang Iblis Temple?"
PROPQUEST_DUNGEONANDPK_INC_000574,"The Iblis Temple was built by the followers of Iblis, a leader from before the first age of Madrigal.","The Iblis Temple dibangun oleh para pengikut Iblis, seorang pemimpin dari sebelum usia pertama Madrigal."
PROPQUEST_DUNGEONANDPK_INC_000575,"The temple is located in the Fantasy Desert, in the southern part of Saint Morning.","Kuil ini terletak di Fantasy Desert, di bagian selatan Saint Morning."
PROPQUEST_DUNGEONANDPK_INC_000576,You see... every mayor has to explore all the Islands of Madrigal. In the course of these travels we have to visit the Iblis Temple but... I am so afraid.,Kamu tahu… setiap walikota harus menjelajahi semua Kepulauan Madrigal. Dalam perjalanan ini kita harus mengunjungi the Iblis Temple tapi.. Aku sangat takut.
PROPQUEST_DUNGEONANDPK_INC_000577,Would you please help me? I beg of you.,Maukah kamu membantuku? Aku mohon.
PROPQUEST_DUNGEONANDPK_INC_000578,"Thank you! Please, investigate the entrance of the temple for anything dangerous. Would you?","Terima kasih! Tolong, selidiki pintu masuk kuil untuk mencari sesuatu yang berbahaya. Bersediakah kamu?"
PROPQUEST_DUNGEONANDPK_INC_000579,"I cannot force you to help me if you are busy. But maybe, when you have the time, you could come back and help me.","Aku tidak bisa memaksamu untuk membantuku jika kamu sedang sibuk. Tapi mungkin, ketika kamu punya waktu, kamu bisa kembali dan membantuku."
PROPQUEST_DUNGEONANDPK_INC_000580,"Thank you, you did a great job.","Terima kasih, kamu melakukan perkerjaan dengan bagus."
PROPQUEST_DUNGEONANDPK_INC_000581,It is very easy to find the entrance of the temple in Fantasy Desert.,Sangat mudah untuk menemukan pintu masuk kuil di Fantasy Desert.
PROPQUEST_DUNGEONANDPK_INC_000582,Investigate the temple entrace.,Selidiki pintu masuk kuil.
PROPQUEST_DUNGEONANDPK_INC_000584,Temple of the Clown,Temple of the Clown
PROPQUEST_DUNGEONANDPK_INC_000585,Oh... Back so soon? I am glad you are back but I am still so worried.,Oh.. Kembali begitu cepat? Aku senang kamu sudah kembali tetapi aku masih sangat khawatir.
PROPQUEST_DUNGEONANDPK_INC_000586,I guess I am still worrying about the Iblis Temple. I know you said that there is nothing to worry about but I still have a bad feeling about that place.,Kurasa aku masih mengkhawatirkan the Iblis Temple. Aku tahu kamu mengatakan bahwa tidak ada yang perlu dikhawatirkan tetapi aku masih memiliki firasat buruk tentang tempat itu.
PROPQUEST_DUNGEONANDPK_INC_000587,Would you please help me once more? I will not be able to rest until I know for sure…,Maukah kamu membantuku sekali lagi? Aku tidak akan bisa beristirahat sampai aku tahu pasti ...
PROPQUEST_DUNGEONANDPK_INC_000588,"I heard that there is a copy of the Iblis Revelation in the temple. Please bring me a rubbed copy of it, I need to see what it says.","Aku mendengar bahwa ada salinan Iblis Revelation di kuil. Tolong bawakan aku salinannya, aku perlu melihat apa yang dikatakannya."
PROPQUEST_DUNGEONANDPK_INC_000589,...but I... I... need your help…,..tapi aku..Aku..butuh bantuanmu…
PROPQUEST_DUNGEONANDPK_INC_000590,This… this is more shocking than I could have imagined. Bubble please protect us.,Ini…ini lebih mengejutkan dari yang aku bayangkan. Bubble tolong lindungi kami.
