Key,English,Indonesian
UI_OPTION_SHADOWS_MAXDIST,Maximum Distance,Maximum Distance
UI_OPTION_SHADOWS_MAXQUALITY,Maximum Quality,Maximum Quality
UI_OPTION_FULLSCREEN,Fullscreen,Fullscreen
UI_MOTION_TAB_MOT,Emotes,Emotes
UI_MOTION_TAB_EMO,Emoticons,Emoticons
UI_REVIVAL_TITLE,Resurrection,Bangkit
UI_REVIVAL_LODESTAR,Lodestar,Lodestar
UI_REVIVAL_LODESTAR_TIP,Revive at the nearest town,Bangkitkan kembali ke Lodestar
UI_REVIVAL_LODELIGHT,Lodelight,Lodelight
UI_REVIVAL_LODELIGHT_TIP,Revive at your chosen Lodelight,Bangkitkan kembali ke Lodelight
UI_CHARINFO_BASE,Base,Base
UI_CHARINFO_NAME,Name,Nama
UI_CHARINFO_LOGIN,Login,Login
UI_CHARINFO_JOB,Job,Job
UI_CHARINFO_LEVEL,Level,Level
UI_CHARINFO_SERVER,Server,Server
UI_CHARINFO_CHANNEL,Channel,Channel
UI_CHARINFO_DETAIL,Detail,Detail
UI_CHARINFO_STR,STR,STR
UI_CHARINFO_STA,STA,STA
UI_CHARINFO_DEX,DEX,DEX
UI_CHARINFO_INT,INT,INT
UI_CHARINFO_STATPOINTS,Stat Points,Stat Points
UI_CHARINFO_APPLY,Confirm,Confirm
UI_CHARINFO_RESET,Revert,Revert
UI_CHARINFO_CHANGESTATE,Change State,Change State
UI_CHARINFO_CURRENTPAGE,Current Stat Page: %d,Halaman Status Saat Ini: %d
UI_CHARINFO_CHANGEPAGE_TITLE,Switch Stat Page,Mengubah Halaman Stat
UI_CHARINFO_APPLY_TOOLTIP,Confirm stat allocation,Confirm stat allocation
UI_CHARINFO_RESET_TOOLTIP,Revert allocation and return to previous stats,Kembali ke Previous Stats.
UI_CHARINFO_CHANGEPAGE_TOOLTIP,Switch to a different stat page,Tukar halaman stat.
UI_CHARINFO_PLUSMINUS_TOOLTIP,"After allocating your stat points, press Confirm.",Pilih Apply setelah kamu mengubah Stat point.
UI_CHARINFO_STR_TOOLTIP,Increases the weapon's Attack Power (#cffb40000except wands and bows#nc).,Increases the weapon's Attack Power (#cffb40000except wands and bows#nc).
UI_CHARINFO_STA_TOOLTIP,"Increases Defense, Max HP, and Max FP.\nIncreases HP and FP recovery rate.","Strengthens Defense, Max. HP, Max. FP\nHP, FP tingkat recovery meningkat"
UI_CHARINFO_DEX_TOOLTIP,"Increases Attack Speed, Parry, Block and Critical Chance.\n#cffb40000Increases bow damage.#nc","Attack speed meningkat\nEvasion Rate, Blocking Rate meningkat\nMeningkatkan Critical Hit Chance.\n#cffb40000Striking power of bow meningkat.#nc"
UI_CHARINFO_INT_TOOLTIP,Increases Max MP.\nIncreases Magic Attack Power.,Jumlah of Max. MP meningkat.\nMagic Attack Power
UI_CHARINFO_GP_TOOLTIP,"After allocating your stat points, press Confirm.",Pilih Apply setelah kamu mengubah Stat point.
UI_CHARINFO_PVP_DUELFAME,Duel Fame,Duel Fame
UI_CHARINFO_PVP_DUELPOINT,Duel Points,Duel Points
UI_CHARINFO_PVP_KILLPOINT,Killing Points,Killing Points
UI_CHARINFO_PVP_KARMALEVEL,Karma Level,Karma Level
UI_CHARINFO_PVP_KARMAPOINT,Karma Points,Karma Points
UI_CHARINFO_PVPPK,PvP/PK,PvP/PK
UI_TOOLTIP_SEX_MALE,Sex: Male,Sex: Male
UI_TOOLTIP_SEX_FEMALE,Sex: Female,Sex: Female
UI_TOOLTIP_HARVEST_TIMEREDUC,Time Reduction Level,Time Reduction Level
UI_TOOLTIP_HARVEST_YIELDBONUS,Yield Bonus Level,Yield Bonus Level
UI_TOOLTIP_HARVEST_SPAWNBONUS,Carrier Chance Bonus Level,Carrier Chance Bonus Level
UI_TOOLTIP_ONEHAND,One-handed weapon.,One-handed weapon.
UI_TOOLTIP_TWOHAND,Two-handed weapon.,Two-handed weapon.
UI_TOOLTIP_ATTACK_BASE,Base Attack:,Base Attack:
UI_TOOLTIP_DEF_BASE,Base Defense:,Base Defense:
UI_TOOLTIP_ATTACK,Attack:,Attack:
UI_TOOLTIP_DEF_A,Defense:,Defense:
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,Attack speed: %s
UI_TOOLTIP_REQ_JOB,Req Job:,Req Job:
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,Required Level: %d
UI_TOOLTIP_REQ,Requires %s,Requires %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,Restore MP: %d
UI_TOOLTIP_CONSUME_MP,MP: %d,MP: %d
UI_TOOLTIP_CONSUME_FP,FP: %d,FP: %d
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,Restore HP: %d
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,Restore FP: %d
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,Efektif hingga %d
UI_TOOLTIP_INV_SUIT,Suit,Suit
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,Gauntlet
UI_TOOLTIP_INV_BOOTS,Boots,Boots
UI_TOOLTIP_INV_HELMET,Helmet,Helmet
UI_TOOLTIP_INV_CLO,Cloak,Cloak
UI_TOOLTIP_INV_WEAPON,Weapon,Weapon
UI_TOOLTIP_INV_GUARD,Shield,Shield
UI_TOOLTIP_INV_MASK,Mask,Mask
UI_TOOLTIP_INV_RID,Flying Item,Flying Item
UI_TOOLTIP_INV_NECKLACE,Necklace,Kalung
UI_TOOLTIP_INV_RING,Ring,Cincin
UI_TOOLTIP_INV_EARRING,Earring,Earring
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)","Ammunition (Arrows, Posters)"
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,Fashion Hat
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,Fashion Clothes
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,Fashion Gloves
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,Fashion Shoes
UI_TOOLTIP_MON_LVL,Lv.,Lv.
UI_TOOLTIP_MON_DROP,Booty:,Booty:
UI_TOOLTIP_MON_NO_DROP,None,Tidak ada
UI_MAP_MONINFO,Toggle monster locations.,Tampilkan informasi monster.
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,Item yang ditarik telah dihapus.
UI_INVENTORY_DELETE,Item Deletion,Item Deletion
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,Yakin menghapus item ini?
UI_INVENTORY_DELETE_CNT,Qty,Qty
UI_DIALOG,Dialog,Dialog
UI_DIALOG_TITLE,Conversation,Percakapan
UI_DIALOG_ABOUT,Ask about %s,Tanyakan tentang %s
UI_OPTION_TAB_GAME,Game,Game
UI_OPTION_TAB_CONTROLS,Controls,Kontrol
UI_OPTION_TAB_VIDEO,Graphics,Grafis
UI_OPTION_TAB_GRAPHICS,Video,Video
UI_OPTION_TAB_AUDIO,Audio,Audio
UI_OPTION_PM,Whispers and Messages,Bisikan dan Pesan
UI_OPTION_PARTY,Party and Guild Invites,Party dan undangan party
UI_OPTION_FRIEND,Friend Invites,Friend Invites
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,Guild Siege Captions
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,Disable Tutorial Pang
UI_OPTION_COUPLE,Couple Proposals,Couple Proposals
UI_INSTANTMSG_TITLE,Message,Message
UI_MESSAGE_SEND,Send,Kirim
UI_SHOP_TITLE,Shop,Shop
UI_SHOP_ITEMSLIST,Item List,Item List
UI_TOOLTIP_PRICE,Price: %s,Harga: %s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,Harga Jual: %s
UI_SHOP_FILTER,Search,Cari
UI_SHOP_LEVEL,By Level,Berdasarkan Level
UI_SHOP_GENDER,By Gender,Berdasarkan Gender
UI_SHOP_ITEMPRICE,Item Price,Item Price
UI_SELLITEM_TITLE,Confirm Sale,Confirm Sale
UI_SELLITEM_CONFIRM,Sell this item?,Yakin menjual barang ini?
UI_SELLITEM_QTY,Quantity:,Kuantitas
UI_SELLITEM_PRICE,Selling Price:,Harga Jual:
UI_MSGBOX_VALID,OK,OK
UI_BUYITEM_TITLE,Confirm Item Purchase,Konfirmasi Pembelian Item
UI_BUYITEM_CONFIRM,How many would you like to buy?,Apakah kamu ingin membeli?
UI_BUYITEM_PRICE,Cost,Cost
UI_OPTION_GRASS,Grass,Grass
UI_TOOLTIP_MAX_HP,Max. HP,Max. HP
UI_TOOLTIP_MAX_MP,Max. MP,Max. MP
UI_TOOLTIP_MAX_FP,Max. FP,Max. FP
UI_TOOLTIP_SPEED,Speed,Speed
UI_TOOLTIP_ATKSPEED,Attack Speed,Attack Speed
UI_TOOLTIP_BLOCKMELEE,Melee Block,Melee Block
UI_TOOLTIP_HITRATE,Hit Rate,Hit Rate
UI_TOOLTIP_ABILITYMIN,Min. Ability,Min. Ability
UI_TOOLTIP_ABILITYMAX,Max. Ability,Max. Ability
UI_TOOLTIP_DEFENSE,Defense,Defense
UI_TOOLTIP_DEFMAGIC,Magic Defense,Magic Defense
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,Electricity Resistance
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,Semua Elements Resistance
UI_TOOLTIP_DEFFIRE,Fire Resistance,Fire Resistance
UI_TOOLTIP_DEFWIND,Wind Resistance,Wind Resistance
UI_TOOLTIP_DEFWATER,Water Resistance,Water Resistance
UI_TOOLTIP_DEFEARTH,Earth Resistance,Earth Resistance
UI_CHARINFO_ELEMENTDEF,Resistance,Resistance
UI_CHARINFO_ELEMENTMASTRY,Mastery,Mastery
UI_TOOLTIP_HP,HP,HP
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,HP Recovery
UI_TOOLTIP_MPRECOVERY,MP Recovery,MP Recovery
UI_TOOLTIP_FPRECOVERY,FP Recovery,FP Recovery
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery","HP, MP & FP Recovery"
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate","HP, MP & FP Recovery Rate"
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,HP Recovery on Kill
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,MP Recovery on Kill
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,FP Recovery on Kill
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","HP, MP & FP Recovery on Kill"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,HP Recovery Rate on Kill
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,MP Recovery Rate on Kill
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,FP Recovery Rate on Kill
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill","HP, MP & FP Recovery Rate on Kill"
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,Decreased Rate of MP & FP Consumption
UI_TOOLTIP_CHRDMG,Additional Damage,Damage Tambahan
UI_TOOLTIP_PARRY,Parry,Parry
UI_TOOLTIP_ATKPOWER,Attack,Meningkatkan Attack
UI_TOOLTIP_JUMPING,Jump Height,Jump Height
UI_TOOLTIP_BLOCKRANGE,Ranged Block,Ranged Block
UI_TOOLTIP_ALLSTAT,All Stats,Semua Stat
UI_TOOLTIP_DST_HP_MAX_RATE,HP,Meningkatkan HP
UI_TOOLTIP_CONDITIONRATE,Magical Power,Magical Power
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,Meningkatkan Defense
UI_TOOLTIP_DST_MP_MAX_RATE,MP,Meningkatkan MP
UI_TOOLTIP_DST_FP_RATE,FP,Meningkatkan FP
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,Critical Chance
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,Attribute Attack
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,Mastery: Earth
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,Mastery: Fire
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,Mastery: Water
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,Mastery: Electricity
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,Mastery: Wind
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,Semua Element Mastery
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,Reflect Damage
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,MP Consumption Decrease
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,FP Consumption Decrease
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,Casting Speed
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Action Speed
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Projectile Speed
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Disable Effect
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Weaken Effect
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,Critical Damage
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),Attack Power (Yo-Yo)
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),Attack Power (Bow)
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),Attack Power (Knuckle)
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),Attack Power (Sword)
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),Attack Power (Axe)
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,Attack Speed Rate
UI_TOOLTIP_DST_DMG_GET,Lifesteal,Lifesteal
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,Attack power dan HP
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,Defense power dan accuracy decrease
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Death's Rush Chance
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Ankou's Harvest
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Muran's Wrath
UI_TOOLTIP_LOCOMOTION,Movement,Movement
UI_TOOLTIP_RETURN_USE,Return to your former position.,Kembali ke posisimu sebelumnya.
UI_DISPLAY_BUFFS,Show/hide buffs,Tampilkan/sembunyikan buff
UI_SELECTJOB_TITLE,Select new job,Pilih job baru
UI_NOTICE_DISCORD,Join our Discord server,Gabung ke Discord server kami
UI_TOOLTIP_COMBO,Use skills in the Action Slot,Gunakan skill di Action Slot
UI_OPTION_ANTIALIAS,Antialiasing,Antialiasing
UI_OPTION_LIGHTS,Lights,Lights
UI_TOOLTIP_HOTKEY,[Hotkey %s],[Hotkey %s]
UI_STATUS_HP,HP,HP
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,Exp
UI_HELPTIPS_TITLE,Today's Tips,Tips hari ini
UI_HELPTIPS_DOYOUKNOW,Did you know?,Kamu tahu?
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,Sembunyikan
UI_PARTY_INFO,Members,Anggota
UI_PARTY_SKILL,Skills,Skills
UI_PARTY_SETTINGS,Settings,Pengaturan
UI_PARTY_NAME,Name:,Nama:
UI_PARTY_LEVEL,Level:,Level:
UI_PARTY_POINT,Points:,Points:
UI_PARTY_EXPSHARE,EXP Share,EXP Share
UI_PARTY_EXPMODE_LEVEL,Level,Level
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,Exp dibagikan kepada anggota Party sesuai dengan levelnya.
UI_PARTY_EXPMODE_CONTRIB,Contribution,Contribution
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.","Exp didistribusikan ke anggota Kelompok sesuai dengan kontribusi mereka dalam pertempuran. Kontribusi termasuk attacking, healing and tanking."
UI_PARTY_LOOT,Loot Distribution,Loot Distribution
UI_PARTY_LOOTMODE_IND,Free-for-All,Free-for-All
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,Ini adalah jenis Loot Free-For-All. Player dapat menyimpan apa pun yang dapat mereka ambil.
UI_PARTY_LOOTMODE_SEQ,Sequentially,secara berurutan
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,Item didistribusikan ke karakter secara berurutan.
UI_PARTY_LOOTMODE_MAN,Leader Only,Leader Only
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,Semua item diberikan kepada Pemimpin Kelompok. Pemimpin Kelompok akan dapat mendistribusikan barang-barang sesuai keinginan mereka.
UI_PARTY_LOOTMODE_RAND,Randomly,Randomly
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,Item didistribusikan secara acak.
UI_PARTY_LOOTMODE_KILL,Top Damage,Top Damage
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,Item didistribusikan ke player yang paling banyak merusak monster.
UI_PARTY_SEARCHMODE,Joining via Finder,Mode Pencarian
UI_PARTY_TRANSFER,Transfer,Transfer
UI_PARTY_LEAVE,Leave,Leave
UI_PARTY_KICK,Kick,Kick
UI_PARTY_CHANGE,Upgrade,Ganti
UI_PARTY_CONFIRM,Confirm Party,Konfirmasi Party
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,%s mengundang kamu untuk bergabung dengan party. Apakah kamu menerima?
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.","Opsi ini akan memungkinkan anggota untuk meninggalkan party atau memberikan kemampuan kepada Pemimpin Party untuk mengeluarkan anggota. Untuk menghapus pemain, kamu harus memilihnya terlebih dahulu, lalu tekan Leave Button."
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,Pindahkan kelompok ke pemain lain. Pilih pemimpin baru dan tekan tombol transfer.
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,Ubah Party menjadi Advanced Party.
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,Konfirmasi meninggalkan parti.
UI_PARTY_LEAVE_QUESTION,Leave the party?,Apakah kamu akan meninggalkan party?
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,Apakah kamu yakin ingin menghapus player ini dari party?
UI_PARTY_QUICK_TIP,View basic party information,Silakan klik tombol untuk menampilkan informasi party utama.
UI_PARTY_DETAIL_TIP,View detailed party information,Silakan klik tombol untuk informasi party terperinci.
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,Apakah kamu ingin mengubah ke Advanced party?
UI_PARTY_CHANGEPARTY,Upgrade Party,Ganti Party
UI_PARTYNAME_ENTER,Enter party name:,Masukkan Nama Party
UI_PARTYNAME_TITLE,Change Party Name,Ganti Nama Party
UI_FRIEND_CONFIRM,Confirm Friend Request,Tambahkan Konfirmasi Teman
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,%s ingin menjadi temanmu. Apakah kamu menerima?
UI_MESSENGER_ONLINE,Online,Online
UI_MESSENGER_OFFLINE,Offline,Offline
UI_MESSENGER_ABSENT,AFK,AFK
UI_MESSENGER_HARDPLAY,Addict Mode,Addict Mode
UI_MESSENGER_REST,Resting / Vending,Beristirahat / Vending
UI_MESSENGER_EAT,Eating,Makan
UI_MESSENGER_MOVE,Moving,Bergerak
UI_MESSENGER_FRIEND,Friend,Teman
UI_MESSENGER_SORT_CHANNEL,Ch.,Ch.
UI_MESSENGER_SORT_STATE,State,State
UI_MESSENGER_SORT_LEVEL,Level,Level
UI_MESSENGER_SORT_NAME,Name,Nama
UI_MESSENGER_SORT_JOB,Job,Job
UI_INSTANTMSG_JOIN,has logged into the game.,telah masuk ke dalam game.
UI_OPTION_JOIN_NOTIFICATION,Message alarm,Pesan Alarm
UI_MESSENGER_MENU_MESSAGE,Message,Pesan
UI_MESSENGER_MENU_UNBLOCK,Unblock,Unblock
UI_MESSENGER_MENU_BLOCK,Block,Block
UI_MESSENGER_MENU_DELETE,Delete,Hapus
UI_MESSENGER_MENU_MOVE,Move,Move
UI_MESSENGER_MENU_TAGSEND,Send memo,Kirim Memo
UI_MESSENGER_ADD_FRIEND,Add a new friend,Tambahkan teman baru
UI_ADDFRIEND_TITLE,Add Friend,Tambah teman
UI_ADDFRIEND_NAME,Enter player name:,Masukkan Nama Pemain
UI_READMEMO_TITLE,Memos,Pesan Jendela
UI_SENDMEMO_TITLE,Send Memo,Send Memo
UI_POST_TITLE,Mailbox,Mailbox
UI_POST_TAB_SEND,Send Mail,Kirim Mail
UI_POST_TAB_RECEIVE,Inbox,Kotak Masuk
UI_OPTION_UISCALE,Scale,Scale
UI_OPTION_TEXTSCALE,Font Size,Ukuran Huruf
UI_IGNORELIST_TITLE,Ignore List,Ignore List
UI_IGNORELIST_COUNT,Ignored Players: %d,Ignored Players: %d
UI_CHATFILTER_TITLE,Chat Filter,Chat Filter
UI_CHATFILTER_GENERAL,General,General
UI_CHATFILTER_WHISPER,Whispers,Whispers
UI_CHATFILTER_SHOUT,Shouts,Shouts
UI_CHATFILTER_PARTY,Party,Party
UI_CHATFILTER_GUILD,Guild,Guild
UI_CHATFILTER_RESET_COLORS,Reset to Default,Reset to Default
UI_POSTSEND_TO,Recipient,Recipient
UI_POSTSEND_TITLE,Title,Title
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,Mailing Fee: %d Penya
UI_POSTSEND_SEND,Send,Kirim
UI_ITEMSLOT_TITLE,Confirm Item Selection,Konfirmasi barang
UI_ITEMSLOT_QUESTION,How many items?,Berapa banyak item?
UI_ITEMSLOT_COUNT,Count:,Count:
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,Apakah kamu yakin ingin mengirim?\nEmail kedaluwarsa setelah %d hari
UI_POST_NO_MAIL,You have no mail.,Kamu tidak memiliki surat apa pun
UI_POST_UNKNOWN,Unknown,Unknown
UI_POST_RECEIVE_DATE,Received on: %s,Tanggal Diterima: %s
UI_POSTREAD_TITLE,Mail Message,Centang Kotak Pos
UI_POSTREAD_FROM,From,Pengirim
UI_POSTREAD_DELETE,Delete,Hapus
UI_POSTREAD_DELETE_ALL,Delete all read mail,Hapus semua read mails
UI_POSTREAD_DELETEALL_CONFIRM,Delete all read mail? Any attached items and Penya will also be deleted.,Hapus mail yang dipilih? Item dan penya akan terhapus juga.
UI_POSTREAD_REPLY,Reply,Reply
UI_POSTREAD_DELETETITLE,Delete Mail,Delete Mail
UI_POSTREAD_DELETECONFIRM,Delete this mail? Any attached items and Penya will also be deleted.,Hapus email ini? Item dan penya juga akan dihapus.
UI_POSTREAD_MAILEXPIRED,Mail Expired,Mail Expired
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s Penya to retrieve it.,Email ini kedaluwarsa %d hari yang lalu. Kamu harus membayar %s penya untuk memulihkannya.
UI_QUEST_CANCEL,Remove quest,Hapus quest
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,Batalkan Quest yang Sedang Berlangsung
UI_QUEST_ALLQUESTS,All Quests,Semua Quest
UI_QUEST_INPROGRESS,In Progress,In Progress
UI_QUEST_COMPLETED,Completed,Selesai
UI_QUEST_LIST,Quest List,Quest List
UI_QUEST_DETAIL,Quest Details,Quest Details
UI_QUEST_REWARDS,Reward List,Reward List
UI_QUEST_CONDITIONS,Quest Condition,Quest Condition
UI_QUEST_GOLD1,Penya: %d,Penya: %d
UI_QUEST_GOLD2,Penya: %d~%d,Penya: %d~%d
UI_QUEST_GOLD3,Penya: ????,Penya: ????
UI_QUEST_EXP1,Experience Gained.,Experience Gained.
UI_QUEST_EXP2,Experience: %.2f%%,Experience: %.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,Couple Experience: %.2f%%
UI_QUEST_SKILLPOINT,Skill Points,Poin Skill
UI_QUEST_INVENTORYSLOT1,Inventory Space,Inventory Space
UI_QUEST_INVENTORYSLOT2,Inventory Space: %d,Inventory Space: %d
UI_QUEST_MODIFY_KARMA1,Collected Karma Point: %d,Poin Karma yang Dikumpulkan: %d
