Key,English,Indonesian
PROPQUEST_INC_000465,Give Back the Love.,Berikan Back the Love.
PROPQUEST_INC_000466,I have to gather 10 pieces of hearts. It's time to hunt some masquerpets.,Aku harus mengumpulkan 10 buah hati. Saatnya berburu topeng.
PROPQUEST_INC_000469,Vagrant Master (Acrobat),Vagrant Master (Acrobat)
PROPQUEST_INC_000470,"So you want to be an Acrobat, huh? You won't regret it! I have a simple test for you before starting the training. Are you ready? …hic!","Jadi kamu ingin menjadi Acrobat, ya? Kamu tidak akan menyesalinya! Aku memiliki tes sederhana untuk kamu sebelum memulai pelatihan. Apakah kamu siap? … hic!"
PROPQUEST_INC_000472,Good luck! You'll need it!,Semoga beruntung! Kamu akan membutuhkannya!
PROPQUEST_INC_000473,"What are you afraid of? The path to become an Acrobat may be difficult for some, but it's so worth it! Come back if you change your mind, friend.","Apa yang kamu takutkan? Jalan untuk menjadi Acrobat mungkin sulit bagi sebagian orang, tetapi itu sangat berharga! Kembalilah jika kamu berubah pikiran, teman."
PROPQUEST_INC_000474,Well done. You've passed the first test!,Bagus sekali. Kamu telah lulus ujian pertama!
PROPQUEST_INC_000475,"I'm still waiting for you to hunt $QUEST_END_KILL_COUNT$ Small Aibatts. If you want to become an Acrobat, you must complete this simple task.","Aku masih menunggumu untuk berburu $QUEST_END_KILL_COUNT$ Small Aibatts. Jika kamu ingin menjadi Acrobat, kamu harus menyelesaikan tugas sederhana ini."
PROPQUEST_INC_000476,You have already chosen to pursue another path. I cannot help you any further. You can still cancel the other job quest in the Quest Window and come back to me.,Kamu telah memilih untuk mengejar jalan lain. Aku tidak dapat membantumu lebih jauh. Kamu masih bisa membatalkan pencarian pekerjaan lain di Quest Window dan kembali kepadaku.
PROPQUEST_INC_000477,"For starters, let's go with something easy. I would like you to hunt $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s.","Sebagai permulaan, mari kita lakukan sesuatu yang mudah. Aku ingin kamu berburu $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s."
PROPQUEST_INC_000479,Acrobat Weaponry,Acrobat Weaponry
PROPQUEST_INC_000480,Now it's time for the next step on your path to becoming an Acrobat.,Sekarang saatnya untuk langkah selanjutnya di jalanmu untuk menjadi seorang Acrobat.
PROPQUEST_INC_000481,"I want you to return to collect 10 Twinkle Stones from Aibatts in the area, 5 Peakyrinds from Peakyturtles and 1 Slain from Lawolf.","Aku ingin kamu kembali untuk mengumpulkan 10 Twinkle Stones dari Aibatts di area, 5 Peakyrinds dari Peakyturtles dan 1 Slain dari Lawolf."
PROPQUEST_INC_000482,"Once you've gathered the Twinkle Stones, bring them to Pyre in the north of Flarine.","Setelah kamu mengumpulkan Twinkle Stones, bawa ke Pyre di utara Flarine."
PROPQUEST_INC_000483,Good luck! You're going to need it!,Semoga beruntung! Kamu akan membutuhkannya!
PROPQUEST_INC_000484,You must like being a Vagrant. It would certainly be a shame if you quit now. I'll be here if you have a change of heart.,Kamu pasti suka menjadi seorang Vagrant. Tentu akan sangat disayangkan jika kamu berhenti sekarang. Aku akan berada di sini jika kamu berubah pikiran.
PROPQUEST_INC_000485,"Thank you for the Twinkle Stones, Apprentice. I will cover Acrobat weaponry with you now. Acrobats are able to wield both Bows and Yo-Yos.","Terima kasih untuk Twinkle Stones, Apprentice. Aku akan menutupi persenjataan Acrobat denganmu sekarang. Acrobat dapat menggunakan Bows dan Yo-Yos."
PROPQUEST_INC_000486,Bows are long range weapons that consume arrows for each shot. The strength of the basic shot is determined by how long you wait before releasing the arrow.,Bows adalah senjata jarak jauh yang menggunakan panah untuk setiap tembakan. Kekuatan tembakan dasar ditentukan oleh berapa lama kamu menunggu sebelum melepaskan panah.
PROPQUEST_INC_000487,"Yo-Yos are also long range weapons. However, the strength of the basic attack only changes depending on special skills used in conjunction with them.","Yo-Yos juga merupakan senjata jarak jauh. Namun, kekuatan serangan dasar hanya berubah tergantung pada keterampilan khusus yang digunakan bersama dengan mereka."
PROPQUEST_INC_000488,"If you met with Hent, then you should probably have something for me, hmm?","Jika kamu bertemu dengan Hent, maka kamu mungkin harus memiliki sesuatu untukku, hmm?"
PROPQUEST_INC_000489,"Gather 10 Twinkle Stones, 5 Peakyrinds and 1 Slain then deliver them to Acrobat Master Pyre near the Darken City Quest Office.","Kumpulkan 10 Twinkle Stones, 5 Peakyrinds dan 1 Slain lalu kirimkan ke Acrobat Master Pyre di dekat Darken City Quest Office."
PROPQUEST_INC_000491,Acrobat Skills,Acrobat Skills
PROPQUEST_INC_000492,That about does it for Acrobat weaponry.,Itu tentang persenjataan Acrobat.
PROPQUEST_INC_000493,"Now for the next step in your journey. I want you to travel to Flaris, and visit the High-Dwarpets. They have important information for you.","Sekarang untuk langkah selanjutnya dalam perjalananmu. Aku ingin kamu melakukan perjalanan ke Flaris, dan mengunjungi High-Dwarpets. Mereka memiliki informasi penting untukmu."
PROPQUEST_INC_000494,The High-Dwarpets can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,High-Dwarpets dapat ditemukan di utara Flarine. Periksa petamu (Tombol M) untuk menemukan jalanmu jika tersesat.
PROPQUEST_INC_000495,"Good luck, apprentice.","Semoga berhasil, apprentice."
PROPQUEST_INC_000496,What a shame to waste such potential. Come see me again if you change your mind.,Sayang sekali jika potensi seperti itu disia-siakan. Temui aku lagi jika kamu berubah pikiran.
PROPQUEST_INC_000497,"Hmmm, has Pyre instructed you to see me? I see. Very well, I will continue your training. Listen up!","Hmmm, sudahkah Pyre menyuruhmu menemuiku? Aku mengerti. Baiklah, aku akan melanjutkan pelatihan. Dengarkan!"
PROPQUEST_INC_000498,"Bows consume Magic Points (MP) and yo-yos consume Focus Points (FP). There are 6 special bow abilities and 7 special yo-yo abilities. I shall teach you a common Acrobat ability, Dark Illusion.","Bows mengkonsumsi Magic Points (MP) dan yo-yos mengkonsumsi Focus Points (FP). Ada 6 kemampuan special bows dan 7 kemampuan special yo-yo. Aku akan mengajarimu kemampuan umum Acrobat, Dark Illusion."
PROPQUEST_INC_000499,"This ability allows you to vanish from sight. However, keep in mind that any actions performed while under the effects of this ability aside from movement will remove the effect. Take this.","Kemampuan ini memungkinkan kamu untuk menghilang dari pandangan. Namun, perlu diingat bahwa tindakan apa pun yang dilakukan saat berada di bawah pengaruh kemampuan ini selain dari gerakan akan menghilangkan efeknya. Ambil ini."
PROPQUEST_INC_000500,"It's interesting that you've come to see me. Did Pyre send you? If he did, you would have something for me.","Sangat menarik bahwa kamu datang menemui saya. Apakah Pyre mengirimmu? Jika dia melakukannya, kamu pasti memiliki sesuatu untukku."
PROPQUEST_INC_000501,Visit High-Dwarpet Tucani in Flaris. He can be found north of Flarine. Check your map (M Key) to find your way if you get lost.,Kunjungi High-Dwarpet Tucani di Flaris. Dia dapat ditemukan di utara Flarine. Periksa petamu (Tombol M) untuk menemukan jalan jika kamu tersesat.
PROPQUEST_INC_000503,An Acrobat's Duty,An Acrobat's Duty
PROPQUEST_INC_000504,You've learned many things since your journey began.,Kamu telah belajar banyak hal sejak perjalananmu dimulai.
PROPQUEST_INC_000505,Now for the next step in your training. There is a creature named Shuraiture in the north of Flarine who is causing some trouble for residents there.,Sekarang untuk langkah selanjutnya dalam pelatihanmu. Ada makhluk bernama Shuraiture di utara Flarine yang menyebabkan masalah bagi penduduk di sana.
PROPQUEST_INC_000506,"Shuraiture has been terrorizing some of the locals in Flaris. I want you to go there and put an end to him once and for all. Bring news of your victory to Tailer, the Acrobat Instructor in Flarine.","Shuraiture telah meneror beberapa penduduk lokal di Flaris. Aku ingin kamu pergi ke sana dan memusnahkan dia untuk selamanya. Bawa berita kemenanganmu ke Tailer, Acrobat Instructor di Flarine."
PROPQUEST_INC_000507,"Good luck, you'll need it!","Semoga berhasil, kamu akan membutuhkannya!"
PROPQUEST_INC_000508,What's the matter? Chicken?,Apa masalahnya? Ayam?
PROPQUEST_INC_000509,Shuraiture is… no more? What great news! Thank you so much! I see that you've also spoken with Tucani. Here is your reward for defeating Shuraiture.,Shuraiture adalah ... tidak lebih? Sungguh berita bagus! Terima kasih banyak! Aku melihat bahwa kamu juga telah berbicara dengan Tucani. Ini hadiahmu karena telah mengalahkan Shuraiture.
PROPQUEST_INC_000510,Acrobats are very versatile. We can fight at long range or in close quarters! We also have a special ability which allows us to pull an enemy target up close.,Acrobats sangat serbaguna. Kita bisa bertarung dalam jarak jauh atau dalam jarak dekat! Kami juga memiliki kemampuan khusus yang memungkinkan kami untuk menarik target musuh dari dekat.
PROPQUEST_INC_000511,"You've done well. I sense great potential in you. Congratulations, Acrobat!","Kamu telah melakukannya dengan baik. Aku merasakan potensi besar dalam dirimu. Selamat, Acrobat!"
PROPQUEST_INC_000512,Why have you come to see me? Did Tucani send you?,Mengapa kamu datang menemuiku? Apakah Tucani yang mengirimmu?
PROPQUEST_INC_000513,There is a creature named Shuraiture in the north of Flarine. I want you to go there and put an end to him. Bring news of your victory to Tailer the Acrobat Instructor in Flarine.,Ada makhluk bernama Shuraiture di dekat pintu masuk Flarine. Aku ingin kamu pergi ke sana dan memusnahkannya. Bawa berita kemenanganmu ke Tailer Acrobat Instructor di Flarine.
PROPQUEST_INC_000515,Successor of the Hero - Master,Successor of the Hero - Master
PROPQUEST_INC_000516,You think you have what it takes to be a successor of the Jester Hero? We will see…,Kamu pikir apa saja yang diperlukan untuk menjadi penerus Pahlawan Jester? Kita lihat…
PROPQUEST_INC_000517,"Fine, I'll humor you. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.","Baiklah, aku akan menghiburmu. Bunuh $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s di barat daya Gouthan Mountains. Mereka harus biasa $QUEST_END_KILL_NAME$s, bukan jenis kecil ataupun kapten."
PROPQUEST_INC_000518,Show me what you can do and I might consider allowing you to continue on the path of the Jester Hero.,Tunjukkan padaku apa yang dapat kamu lakukan dan aku mungkin mempertimbangkan untuk mengizinkanmu melanjutkan jalan Jester Hero.
PROPQUEST_INC_000519,That's too bad because I sense potential in you. You must not be ready for the challenges that lie ahead. Come see me again if you change your mind.,Itu terlalu buruk karena aku merasakan potensi dalam dirimu. Kamu tidak harus siap untuk tantangan yang ada di depan. Temui aku lagi jika kamu berubah pikiran.
PROPQUEST_INC_000520,"Not bad, Acrobat. Not bad at all. You may have something to offer. I'll allow your training.","Tidak buruk, Acrobat. Tidak terlalu buruk. Kamu mungkin memiliki sesuatu untuk ditawarkan. Aku akan mengizinkan pelatihanmu."
PROPQUEST_INC_000521,I doubt you have what it takes to be a Jester if you can't even slay 20 Drillers.,Aku ragu kamu memiliki apa saja yang diperlukan untuk menjadi Jester jika bahkan kamu tidak bisa membunuh 20 Drillers.
PROPQUEST_INC_000522,You are already on a different path. You cannot become a successor of the Jester Hero.,Kamu sudah berada di jalan yang berbeda. Kamu tidak bisa menjadi penerus Jester Hero.
PROPQUEST_INC_000523,"I'll need to see what you can do before I'll allow your training. Slay $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$s southwest of the Gouthan Mountains. They must be regular $QUEST_END_KILL_NAME$s, not the small or captain variety.","Aku perlu melihat apa yang dapat kamu lakukan sebelum aku mengizinkan pelatihanmu. Bunuh $QUEST_END_KILL_COUNT$ $QUEST_END_KILL_NAME$ di barat daya Gouthan Mountain. Mereka hanyalah $QUEST_END_KILL_NAME$ biasa, bukan jenis kecil ataupun kapten."
PROPQUEST_INC_000525,Successor of Hero - Ring,Successor of Hero - Ring
PROPQUEST_INC_000526,"Here is a Letter of Recommendation. You will need to give this to Radyon, the Jester Wise Man in Flaris.","Ini Letter of Recommendation. Kamu harus memberikan ini ke Radyon, Jester Wise Man di Flaris."
PROPQUEST_INC_000527,"Radyon can be found at the Fountain of Dead Person north of the River of Weeping. Before meeting with him, you need to find the ring he lost and return it to him.","Radyon dapat ditemukan di Fountain of Dead Person di utara River of Weeping. Sebelum bertemu dengannya, kamu perlu menemukan cincin yang hilang dan mengembalikannya kepadanya."
PROPQUEST_INC_000528,"Far to the south of Saint City, lies the Fantasy Desert. It is believed that a gentleman named Ren is in possession of the ring. Slay Ren and bring the ring to Radyon.","Jauh di selatan Saint City, terletak Fantasy Desert. Diyakini bahwa seorang pria bernama Ren memiliki cincin tersebut. Bunuh Ren dan bawa cincin itu ke Radyon."
PROPQUEST_INC_000529,I hope I'm right about you. Don't let me down!,Aku harap aku menilaimu dengan benar. Jangan mengecewakanku!
PROPQUEST_INC_000530,I guess I was wrong about you. You're not ready to walk the path of the successor of the Jester hero. See me again when you think you're ready.,Kurasa aku salah tentangmu. Kamu belum siap untuk berjalan di jalan sebagai penerus Jester Hero. Temui aku lagi ketika kamu sudah siap.
PROPQUEST_INC_000531,"Is that… the ring? My goodness, thank you so much! This ring belongs to the Jester Hero Curenen. Ren has always wanted to acquire this ring, or so the story goes.","Apakah itu… cincin? Ya ampun, terima kasih banyak! Cincin ini milik Jester Hero Curenen. Ren selalu ingin mendapatkan cincin ini, atau begitulah ceritanya."
PROPQUEST_INC_000532,"After the war ended, and Curenen passed on, Ren searched for this ring for hundreds of years. He finally discovered it a couple of years ago.","Setelah perang berakhir, dan Curenen meninggal, Ren mencari cincin ini selama ratusan tahun. Dia akhirnya menemukannya beberapa tahun yang lalu."
PROPQUEST_INC_000533,"Have you met Lorein? If you did, you should have something for me. Think carefully.","Apakah kamu bertemu dengan Lorein? Jika iya, kamu pasti memiliki sesuatu untukku. Pikirkan baik-baik."
PROPQUEST_INC_000534,"Meet with Radyon, the Jester Wise Man at the Fountain of Dead Person in Flaris. First though, slay Ren and get the ring from him. He can be found in the Fantasy Desert south of Saint City.","Temui Radyon, Jester Wise Man di Fountain of Dead Person di Flaris. Pertama, bunuh Ren dan dapatkan cincin itu darinya. Dia dapat ditemukan di Fantasy Desert di selatan Saint City."
PROPQUEST_INC_000536,Successor of Hero - Scroll,Successor of Hero - Scroll
PROPQUEST_INC_000537,"My sincerest gratitude once again for finding the ring. However, now I'll need you to take it to Saint City.","Terima kasihku yang tulus sekali lagi karena telah menemukan cincin itu. Namun, sekarang aku membutuhkanmu untuk membawanya ke Saint City."
PROPQUEST_INC_000538,Visit the Pepoview Troupe near the town square and speak with Clackcable. Present him with the ring and he will guide you from there. He may even give you something in return.,Kunjungi Pepoview Troupe di dekat alun-alun kota dan berbicara dengan Clackcable. Hadiahi dia dengan cincin dan dia akan menuntunmu dari sana. Dia bahkan mungkin memberimu sesuatu sebagai balasannya.
PROPQUEST_INC_000539,"You possess great potential, young Acrobat. Keep working hard and you will realize your dream.","Kamu memiliki potensi besar, Acrobat muda. Teruslah bekerja keras dan kamu akan mewujudkan impianmu."
PROPQUEST_INC_000540,Foolish Acrobat! Don't you realize your potential? See me again if you change your mind.,Acrobat bodoh! Apakah kamu tidak menyadari potensimu? Temui aku lagi jika kamu berubah pikiran.
PROPQUEST_INC_000541,Thank you so much for finding the ring! We are performing the ancestral ceremony of Curenen. This ring will complete the ritual.,Terima kasih banyak telah menemukan cincinnya! Kami sedang melakukan upacara leluhur Curenen. Cincin ini akan melengkapi ritualnya.
PROPQUEST_INC_000542,"Here, you certainly deserve this. It is the Successor Scroll of the Jester Hero.","Di sini, kamu tentu pantas mendapatkan ini. Ini adalah Successor Scroll of the Jester Hero."
PROPQUEST_INC_000543,"If you spoke with Radyon, didn't he ask you to bring me something? I'm sorry, I'm very busy and we don't have much more to discuss, I'm afraid.","Jika kamu berbicara dengan Radyon, bukankah dia memintamu untuk membawakanku sesuatu? Maaf, saya sangat sibuk dan tidak banyak yang bisa kita diskusikan, sepertinya."
PROPQUEST_INC_000544,Bring Curenen's ring to Clackcable of the Pepoview Troupe in Saint City.,Bawa cincin Curenen ke Clackcable of the Pepoview Troupe di Saint City.
PROPQUEST_INC_000546,Successor of Hero - Altar,Successor of Hero - Altar
PROPQUEST_INC_000547,"This scroll is the right of passage for those seeking to pursue the path of the Jester Hero. Please, take it and seek the Jester Priest in Darkon 3.","Scroll ini adalah hak bagi mereka yang ingin mengejar jalan Jester Hero. Tolong, ambillah dan cari Jester Priest di Darkon 3."
PROPQUEST_INC_000548,The Jester Priest can be found in Magmient in Southern Darkon 3. Present her with the scroll and she will recognize you as a successor to the Jester Hero.,Jester Priest dapat ditemukan di Magmient di Southern Darkon 3. Berikan dia scroll tersebut dan dia akan mengenalimu sebagai penerus Jester Hero.
PROPQUEST_INC_000549,There is one thing you must do before you can speak with the Jester Priest. The Jewels of the Heroes adorn the Altar of Jester. One of these jewels was stolen a few days ago.,Ada satu hal yang harus kamu lakukan sebelum kamu bisa berbicara dengan Jester Priest. Jewels of the Heroes menghiasi Altar Jester. Salah satu permata ini dicuri beberapa hari yang lalu.
PROPQUEST_INC_000550,"The jewels protect the soul of the Jester Hero, but they will not work if one of them is missing. The creature, Sisif, was seen near the alter a few days ago…","Permata itu melindungi jiwa Jester Hero, tetapi mereka tidak akan berfungsi jika salah satunya hilang. Makhluk itu, Sisif, terlihat di dekat altar beberapa hari yang lalu…"
PROPQUEST_INC_000551,"It is believed that this creature has stolen the jewel. Find Sisif and return the jewel to the Jester Priest, Homeit.","Diyakini bahwa makhluk ini telah mencuri permata itu. Temukan Sisif dan kembalikan permata itu ke Jester Priest, Homeit."
PROPQUEST_INC_000552,"Good luck, Acrobat!","Semoga berhasil, Acrobat!"
PROPQUEST_INC_000553,"The jewel must be returned to the Altar of Jester. We need your help, Acrobat. Speak with me again when you are ready.","Permata itu harus dikembalikan ke Altar of Jester. Kami membutuhkan bantuanmu, Acrobat. Bicaralah denganku lagi ketika kamu sudah siap."
PROPQUEST_INC_000554,"This is the Seal of Curenen and the Jewel of the Jester Hero. Thank you for returning this most prized artifact, Acrobat.","Ini adalah Seal of Curenen dan Jewel of the Jester Hero. Terima kasih telah mengembalikan artefak paling berharga ini, Acrobat."
PROPQUEST_INC_000555,Now we can protect the Soul of the Hero safely. I am in your debt.,Sekarang kita bisa melindungi Soul of the Hero dengan aman. Aku berhutang padamu.
PROPQUEST_INC_000556,I am waiting for someone who will bring me the Jewel of the Jester Hero. Do you have it?,Aku sedang menunggu seseorang yang akan membawakanku Jewel of the Jester Hero. Apakah kamu memilikinya?
PROPQUEST_INC_000557,"Take the Successor Scroll of the Jester Hero, slay Sisif to retrieve the Jewel of the Jester Hero, and bring them both to the Jester Priest, Homeit.","Ambil Successor Scroll of the Jester Hero, bunuh Sisif untuk mengambil Jewel of the Jester Hero, dan bawa keduanya ke Jester Priest, Homeit."
PROPQUEST_INC_000559,Successor of Hero - Guardian,Successor of Hero - Guardian
PROPQUEST_INC_000560,"Great job, Acrobat. For the final leg of your journey, you must confront the $QUEST_END_KILL_NAME$.","Kerja bagus, Acrobat. Untuk babak terakhir perjalananmu, kamu harus menghadapi $QUEST_END_KILL_NAME$."
PROPQUEST_INC_000561,The will of the heroes is preserved in the Room of the Guardian in Guardiane. This is where you will find the $QUEST_END_KILL_NAME$.,Surat wasiat para pahlawan disimpan di Room of the Guardian di Guardiane. Di sinilah kamu akan menemukan $QUEST_END_KILL_NAME$.
PROPQUEST_INC_000562,"The $QUEST_END_KILL_NAME$ is a soul that protects the will of the heroes. Defeat him, and obtain the $QUEST_END_ITEM_NAME$.","$QUEST_END_KILL_NAME$ adalah jiwa yang melindungi surat wasiat para pahlawan. Kalahkan dia, dan dapatkan $QUEST_END_ITEM_NAME$."
PROPQUEST_INC_000563,"Take this. It is a Mark of the Hero. Once you have confronted the Venel Guardian and retrieved the Venel Heart, bring both of these to the Jester Guardian, Heingard.","Ambil ini. Itu adalah Mark of the Hero. Setelah kamu menghadapi Venel Guardian dan mengambil Venel Heart, bawa keduanya ke Jester Guardian, Heingard."
PROPQUEST_INC_000564,"I wish you luck, Acrobat.","Semoga berhasil, Acrobat."
PROPQUEST_INC_000565,This is the final test to becoming a successor of the Jester Hero. You can't give up now. Speak with me again when you are ready to continue.,Ini adalah ujian terakhir untuk menjadi penerus Jester Hero. Kamu tidak boleh menyerah sekarang. Bicaralah denganku lagi ketika kamu sudah siap untuk melanjutkan.
PROPQUEST_INC_000566,"Congratulations, young Acrobat. I've heard many great things about you. You've completed the final test. You will now become a Successor of the Jester Hero!","Selamat, Acrobat muda. Aku telah mendengar banyak hal hebat tentangmu. Kamu telah menyelesaikan ujian akhir. Kamu sekarang akan menjadi Successor of the Jester Hero!"
PROPQUEST_INC_000567,"Wise Curenen! This Acrobat wishes to follow your path! Grant them your blessing and courage, Jester Hero!","Wise Curenen! Acrobat ini ingin mengikuti jalanmu! Beri mereka berkat dan keberanianmu, Jester Hero!"
PROPQUEST_INC_000568,You have not completed the tasks given to you by the Jester Priest. Return to me when you have done so.,Kamu belum menyelesaikan tugas yang diberikan oleh Jester Priest. Kembalilah padaku ketika kamu sudah selesai.
PROPQUEST_INC_000569,"Defeat the Venel Guardian, and deliver the Mark of the Hero and the Venel heart to the Jester Guardian, Heingard, in Guardiane.","Kalahkan Venel Guardian, dan berikan Mark of the Hero dan Venel heart ke Jester Guardian, Heingard, di Guardiane."
PROPQUEST_INC_000571,Successor of Hero - Master,Successor of Hero - Master
PROPQUEST_INC_000572,You think you have what it takes to be a successor of the Ranger Hero? We will see…,Kamu pikir apa saja yang diperlukan untuk menjadi penerus Ranger Hero? Kita lihat…
PROPQUEST_INC_000574,Show me what you can do and I might consider allowing you to continue on the path of the Ranger Hero.,Tunjukkan padaku apa yang dapat kamu lakukan dan aku mungkin akan mempertimbangkan untuk mengizinkanmu melanjutkan perjalanan Ranger Hero.
PROPQUEST_INC_000577,I doubt you have what it takes to be a Ranger if you can't even slay 20 Drillers.,Aku ragu kamu memerlukan apa saja untuk menjadi Ranger jika bahkan kamu tidak bisa membunuh 20 Drillers.
PROPQUEST_INC_000578,You've already chosen a different path. I cannot guide you on the path of the Ranger. You can still cancel the other job quest in the Quest Window and come back to me.,Kamu telah memilih jalan yang berbeda. Aku tidak bisa membimbingmu di perjalanan Ranger. Kamu masih dapat membatalkan pencarian pekerjaan lain di Quest Window dan kembali kepadaku.
PROPQUEST_INC_000581,Successor of Hero - Letter,Successor of Hero - Letter
PROPQUEST_INC_000582,"Here is a Letter of Recommendation. You will need to give this to Kimel, the Ranger Wise Man in Flaris.","Ini Letter of Recommendation. Kamu harus memberikan ini ke Kimel, Ranger Wise Man di Flaris."
PROPQUEST_INC_000583,"However, first you must retrieve the Letter of Hynan from Rubo, a creature found to be living with Syliacas, east of Darken. Locals caim Rubo has been seen with the letter.","Namun, pertama-tama kamu harus mengambil Letter of Hynan dari Rubo, makhluk yang ditemukan tinggal bersama Syliacas, di sebelah timur Darken. Warga setempat melihat Rubo membawa surat itu."
PROPQUEST_INC_000584,"Once you've slain Rubo, bring the Letter of Recommendation and the Letter of Hynan to Sage Kimel at the Fountain of Dead Person in Flaris.","Setelah kamu membunuh Rubo, bawa Letter of Recommendation dan Letter of Hynan ke Sage Kimel di Fountain of Dead Person di Flaris."
PROPQUEST_INC_000585,"Good luck to you, Acrobat.","Semoga berhasil, Acrobat."
PROPQUEST_INC_000586,I guess I was wrong about you. You're not ready to walk the path of the successor of the Ranger hero. See me again when you think you're ready.,Kurasa aku salah tentangmu. Kamu belum siap untuk melewati perjalanan penerus Ranger hero. Temui aku lagi ketika kamu sudah siap.
PROPQUEST_INC_000587,"Is that… the Letter of Hynan? My goodness, this is wonderful! Thank you so much, Acrobat!","Apakah itu… Letter of Hynan? Ya ampun, ini luar biasa! Terima kasih banyak, Acrobat!"
PROPQUEST_INC_000588,Hynan lost this letter during the war. There were rumors that a creature named Rubo was in possession of it. Thank you for retrieving it for me.,Hynan kehilangan surat ini selama perang. Ada rumor bahwa makhluk bernama Rubo memilikinya. Terima kasih telah mengambilkannya untukku.
PROPQUEST_INC_000589,My sincerest gratitude.,Terima kasih banyak.
PROPQUEST_INC_000590,I'm waiting for someone to bring me a letter. There are rumors that a creature named Rubo who lives with the Syliacas east of Darken was last seen with it.,Aku sedang menunggu seseorang untuk membawakanku surat. Ada rumor bahwa makhluk bernama Rubo yang tinggal bersama Syliacas di sebelah timur Darken terakhir kali terlihat bersamanya.
PROPQUEST_INC_000591,"You need to speak with Kimel, the Ranger Wise Man at the Fountain of Dead Person in Flaris. First, though, you must retrieve the Letter of hynan from the creature, Rubo, East of Darken.","Kamu perlu berbicara dengan Kimel, Ranger Wise Man di Fountain of Dead Person di Flaris. Namun, pertama-tama, kamu harus mengambil Letter of hynan dari makhluk itu, Rubo, East of Darken."
