Key,English,Indonesian
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,Apakah kamu ingin menggunakan pengaturan Stat saat ini?
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,Stat valuemu akan diatur ulang setelah 1st job change.
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,Fitur ini hanya tersedia pada Extended Battle Pass atau Hero Quest.
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,Kamu dapat menukar halaman stat setiap %d detik.
TEXTCLIENT_ADMIN_STATE,Status,Status
TEXTCLIENT_ADMIN_NORMAL,Normal,Normal
TEXTCLIENT_SPEED_VERYSLOW,Very slow,Sangat lambat
TEXTCLIENT_SPEED_LOW,Slow,Lambat
TEXTCLIENT_SPEED_NORMAL,Normal,Normal
TEXTCLIENT_SPEED_FAST,Fast,Cepat
TEXTCLIENT_SPEED_VERYFAST,Very fast,Sangat cepat
TEXTCLIENT_SPEED_FASTEST,Fastest,Tercepat
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%s milik pemain lain saat ini. Mohon tunggu sebentar.
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,Inventory penuh. Harap sediakan ruang dan coba lagi.
TEXTCLIENT_REAPITEM,You received %s.,Kamu menerima %s.
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,Kamu menerima %s +%d.
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s telah bertambah %s.
TEXTCLIENT_APP_INVENTORY,Inventory,Inventory
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,Kamu menerima %s Penya (Total: %s Penya).
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,%s bukan untuk gendermu.
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,Kamu tidak dapat menggunakannya %s. Persyaratan tidak terpenuhi.
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),Kamu tidak dapat menggunakan item ini karena levelmu terlalu rendah. (Req Lev: %d)
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,Kamu tidak dapat membuang item ini.
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,You are already using this item.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,Jumlah %s yang dihapus: %d.
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.","Tidak bisa menyerang, tidak ada monster yang ditargetkan."
TEXTCLIENT_NOTUSE,You cannot use this yet.,Kamu belum bisa menggunakan ini.
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,Levelmu terlalu rendah.
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s sedang dalam 'Refuse to Whisper/Messenger' setting.
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,Pemain itu sedang sibuk. Silakan coba lagi setelah beberapa menit.
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,Kamu tidak dapat menggunakan item saat trading.
TEXTCLIENT_REDCHIP,Red Chip,Red Chip
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,Harap lepaskan item sebelum menjualnya.
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,Hanya karakter level %d~%d yang bisa mendapatkan buff.
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,Kamu tidak dapat menggunakan %s sekarang.
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,Sekarang saatnya untuk memilih jobmu.
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,Selamat! Kamu telah advanced ke job class %s.
TEXTCLIENT_APP_SKILL,Skills,Skills
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,Character Level: %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,Kamu sedang mempelajari attack pattern baru!
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,Kamu perlu menggunakan senjata atau item yang benar untuk menggunakan skill itu.
TEXTCLIENT_REQFP,Not enough FP.,Tidak cukup FP.
TEXTCLIENT_REQMP,Not enough MP.,Tidak cukup MP.
TEXTCLIENT_REQHP,Not enough HP.,Tidak cukup HP.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,Tindakan ini telah diblokir oleh rintangan..
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,%s skill level %d diperlukan.
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,%s skill level meningkat.
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,Private Shop
TEXTCLIENT_APP_QUEST,Quests,Quests
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Flyff Shop
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,Premium Items
TEXTCLIENT_COMMUNICATION,Communication,Communication
TEXTCLIENT_COMMUNITY,Community,Community
TEXTCLIENT_HELPER,Helper,Helper
TEXTCLIENT_APP_ITEM_DURATION,Duration,Duration
TEXTCLIENT_APP_MESSENGER,Messenger,Messenger
TEXTCLIENT_APP_PARTY,Party,Party
TEXTCLIENT_APP_GUILD,Guild,Guild
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,Bantuan
TEXTCLIENT_APP_HELP_TIPS,Tips,Tips
TEXTCLIENT_APP_FAQ,FAQ,FAQ
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,Fitting Room
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Wiki Help
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Info-Pang
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,Kamu tidak bisa membuat Party di arena Guild Siege.
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,Kamu tidak dapat mengundang karakter lain untuk bergabung dengan party selama party PvP.
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,Kamu tidak dapat bergabung dengan party selama duel.
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,Kamu tidak dapat bergabung dengan guild selama duel.
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,Kamu tidak dapat mengundang orang lain untuk bergabung ke partymu selama pertempuran.
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,Tidak dapat mengundang pemain dari server yang berbeda.
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s saat ini berada di party lain.
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s sudah ada di partymu.
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,Pemain tidak dapat bergabung dengan party.
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s telah menolak untuk bergabung ke party.
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s saat ini tidak menerima undangan Party
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,Hanya party leader yang dapat mengundang anggota baru.
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,Batas party maksimal 8 pemain telah tercapai.
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,Kamu telah gagal untuk bergabung ke party.
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,Kamu telah gagal untuk bergabung ke guild.
TEXTCLIENT_PARTYCREATE,Party has been created.,Party telah dibuat.
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s telah bergabung ke party.
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s telah meninggalkan party.
TEXTCLIENT_PARTYEXIT,You have left the party.,Kamu telah meninggalkan party.
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,Party telah dibubarkan.
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,Kamu telah memilih Lodelight sebagai titik re-spawnmu.
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,Hanya Party Leader yang dapat mentransfer Leader Status ke anggota party lainnya.
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,Kamu tidak dapat meneruskan party leadership ke pemain offline.
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,Kamu sudah menjadi Party Leader.
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,Tidak dapat mengubah party leader selama duel party.
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,Level party meningkat menjadi 10.
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,Party level meningkat.
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,Nama party itu sudah digunakan. Silakan pilih yang lain.
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,Nama party ini mengandung karakter atau kata yang tidak sah.
TEXTCLIENT_ERROR,Error,Error
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,Party telah diubah menjadi Advanced Party.
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,Nama party telah diubah menjadi %s.
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,Hanya party leader yang bisa menggunakan skill party.
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,Partymu tidak memiliki level yang dibutuhkan.
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,Tidak dapat menggunakan skill. Party experience yang tidak memadai.
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,Kamu masih menggunakan party skill %s. Coba lagi nanti.
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,Party skill %s telah digunakan.
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,Efek %s akan segera berakhir.
TEXTCLIENT_ACR_FAME01,Rogue,Rogue
TEXTCLIENT_ACR_FAME02,Outlaw,Outlaw
TEXTCLIENT_ACR_FAME03,Vigilante,Vigilante
TEXTCLIENT_ACR_FAME04,Pathfinder,Pathfinder
TEXTCLIENT_ACR_FAME05,Pursuer,Pursuer
TEXTCLIENT_ACR_FAME06,Hejerdor,Hejerdor
TEXTCLIENT_ACR_FAME07,Phoenix,Phoenix
TEXTCLIENT_ACR_FAME08,Splitter,Splitter
TEXTCLIENT_ACR_FAME09,Valcan,Valcan
TEXTCLIENT_ACR_FAME10,Lamia,Lamia
TEXTCLIENT_MER_FAME01,Trainer,Trainer
TEXTCLIENT_MER_FAME02,Fighter,Fighter
TEXTCLIENT_MER_FAME03,Gladiator,Gladiator
TEXTCLIENT_MER_FAME04,Berserker,Berserker
TEXTCLIENT_MER_FAME05,Wardancer,Wardancer
TEXTCLIENT_MER_FAME06,Blaster,Blaster
TEXTCLIENT_MER_FAME07,Eraser,Eraser
TEXTCLIENT_MER_FAME08,Champion,Champion
TEXTCLIENT_MER_FAME09,Warrior,Warrior
TEXTCLIENT_MER_FAME10,Bearcat,Bearcat
TEXTCLIENT_MAG_FAME01,Apprentice,Apprentice
TEXTCLIENT_MAG_FAME02,Mage,Mage
TEXTCLIENT_MAG_FAME03,War Mage,War Mage
TEXTCLIENT_MAG_FAME04,Grand Mage,Grand Mage
TEXTCLIENT_MAG_FAME05,Arch Mage,Arch Mage
TEXTCLIENT_MAG_FAME06,Sorcerer,Sorcerer
TEXTCLIENT_MAG_FAME07,Warlock,Warlock
TEXTCLIENT_MAG_FAME08,Sage,Sage
TEXTCLIENT_MAG_FAME09,Arch Sage,Arch Sage
TEXTCLIENT_MAG_FAME10,Elder,Elder
TEXTCLIENT_ASS_FAME01,Protector,Protector
TEXTCLIENT_ASS_FAME02,Guardian,Guardian
TEXTCLIENT_ASS_FAME03,Knight,Knight
TEXTCLIENT_ASS_FAME04,Paladin,Paladin
TEXTCLIENT_ASS_FAME05,Crusader,Crusader
TEXTCLIENT_ASS_FAME06,Crusader,Crusader
TEXTCLIENT_ASS_FAME07,Chaplain,Chaplain
TEXTCLIENT_ASS_FAME08,Luminary,Luminary
TEXTCLIENT_ASS_FAME09,Prophet,Prophet
TEXTCLIENT_ASS_FAME10,Oracle,Oracle
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,Pemain itu sudah ada di daftar temanmu.
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,Kamu telah meminta izin untuk menambahkan %s ke messengermu.
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,Kamu tidak dapat menambahkan teman di Guild Siege arena.
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,Kamu tidak dapat menambahkan seseorang ke daftar temanmu saat berduel.
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,Undangan telah ditolak.
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s ada di setelan 'Refuse Messenger'.
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,Jumlah maksimum pemain yang dapat didaftarkan ke messenger adalah 200.
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s telah menambahkamu ke Messenger mereka.
TEXTCLIENT_NOTLOGIN,That player is offline.,Pemain itu sedang offline.
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.","Gagal mengirim pesan, %s diblokir."
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,Kamu mendapat %d pesan baru.
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,Pesanmu tidak dapat dikirim. Kotak masuk penerima mungkin penuh.
TEXTCLIENT_MESSNOTE,You sent the memo.,Kamu mengirim memo.
TEXTCLIENT_MAILRECEIVE,You have received new mail!,Kamu telah menerima email baru!
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,Karakter di bawah Level %d tidak bisa berteriak.
TEXTCLIENT_NOPARTY,Party does not exist.,Kelompok tidak ada.
TEXTCLIENT_NOGUILD,Guild does not exist.,Guild tidak ada.
TEXTCLIENT_WHISPERAGREE,Private messages allowed,Pesan pribadi diperbolehkan
TEXTCLIENT_WHISPERREFUSE,Private messages refused,Pesan pribadi ditolak
TEXTCLIENT_MSGERAGREE,Messenger allowed,Messenger diperbolehkan
TEXTCLIENT_MSGERREFUSE,Messenger refused,Messenger menolak
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,Undangan Party & guild diizinkan
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,Undangan Party & guild ditolak
TEXTCLIENT_CONNAGREE,Post connection status,Posting status koneksi
TEXTCLIENT_CONNREFUSE,Do not post connection status.,Jangan memposting status koneksi.
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,Ignore List sudah penuh. Harap abaikan beberapa karakter atau relog untuk mengatur ulang Ignore listmu.
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,Kamu seharusnya tidak mengabaikan diri sendiri. Kamu mungkin memiliki sesuatu yang penting untuk dikatakan!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,Karakter itu sudah ada di Ignore Listmu.
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s telah diabaikan. Ketik /Unignore <NAME> untuk menghapusnya dari Ignore Listmu.
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s sekarang tidak diabaikan.
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,Karakter itu tidak ada dalam Ignore Listmu.
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,Tolong lepaskan item terlebih dahulu.
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,Kamu tidak dapat menggunakan item premium.
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.","Kamu tidak dapat mengirim pesan kepada diri sendiri, bodoh."
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,Kotak surat %s penuh.
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,Kamu tidak memiliki cukup Penya.
TEXTCLIENT_CANNOTPOST,You cannot send this item.,Kamu tidak dapat mengirim item ini.
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,Pengguna tidak dikenal
TEXTCLIENT_POST_ERROR,You have failed to send.,Kamu gagal mengirim.
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,Emailmu telah berhasil dikirim.
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.","Terjadi kesalahan, silakan coba lagi operasinya."
TEXTCLIENT_REALTIME,Real Time - %s,Real Time - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,Waktu Madrigal - %s
TEXTCLIENT_NEW_QUEST,New Quest,New Quest
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,Quests in Progress
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,Kamu telah menerima misi: %s. Buka Jendela Pencarianmu untuk detailnya.
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,%s pencarian telah dibatalkan.
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,Quest dibatalkan.
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,Saluran ini tidak tersedia. Silakan masukkan yang lain.
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,Terbang dilarang di dalam.
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,Kamu membutuhkan %s item untuk membukanya.
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.","Level salah, tidak dapat membuka itembox."
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.","Salah jenis kelamin, tidak dapat membuka itembox."
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,Kamu harus berada dalam misi %s untuk membukanya.
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.","Pekerjaan salah, tidak dapat membuka itembox."
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,Tidak dapat menyelesaikan misi. Tidak cukup ruang di inventarismu.
TEXTCLIENT_REAPEXP,You have gained Experience.,Kamu telah mendapatkan Experience.
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,Selamat! %s telah selesai.
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.","Jika anggota party melebihi level %d, dia tidak bisa masuk."
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,Kamu tidak dapat memeriksanya lagi.
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,Kamu telah bergabung dengan guild %s.
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,Kamu bukan lagi anggota guild %s.
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,Kamu tidak dapat mengubah logo guildmu selama duel guild.
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,Kamu tidak dapat mengubah nama guildmu selama duel guild.
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,Pemberitahuan Guild baru telah diposting. Silakan periksa di jendela guild.
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,Nama guild itu sudah digunakan. Silakan pilih yang lain.
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,Nama guild ini mengandung karakter atau kata-kata yang tidak sah.
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,%s guild telah mengubah nama mereka menjadi %s.
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,Kamu tidak dapat membubarkan guildmu selama duel guild.
TEXTCLIENT_GUILDSALARYCHANGED,Salary for each title has been changed.,Gaji untuk setiap title telah diubah.
TEXTCLIENT_GUILDPOWERCHANGED,Authority for each title has been changed.,Otoritas untuk setiap title telah diubah.
TEXTCLIENT_GUILDWARNOMEMBER,Unable to use the member management function during a guild duel.,Tidak dapat menggunakan fungsi manajemen anggota selama duel guild.
TEXTCLIENT_GUILDMEMBER_PROMOTED,%s has been promoted.,%s telah dipromosikan.
TEXTCLIENT_GUILDMEMBER_DEMOTED,%s has been demoted.,%s telah diturunkan.
TEXTCLIENT_GUILD_TRANSFERLEADER,%s has become the guild master.,%s telah menjadi ketua guild.
TEXTCLIENT_GUILD_MEMBERLEAVE,%s has left the guild.,%s telah meninggalkan guild.
TEXTCLIENT_COMACCEPTHAVECOM,%s is already in a guild.,%s sudah ada di guild.
