Key,English,Polish
UI_CHARINFO_INT_TOOLTIP,Increases Max MP.\nIncreases Magic Attack Power.,Zwiększa ilość MP.\nZwiększa Atak Magiczny.
UI_CHARINFO_GP_TOOLTIP,"After allocating your stat points, press Confirm.","Wybierz ""Zastosuj"" po zmianie atrybutów."
UI_CHARINFO_PVP_DUELFAME,Duel Fame,Sława PVP
UI_CHARINFO_PVP_DUELPOINT,Duel Points,Punkty PVP
UI_CHARINFO_PVP_KILLPOINT,Killing Points,Ilość Zabitych
UI_CHARINFO_PVP_KARMALEVEL,Karma Level,Poziom Karmy
UI_CHARINFO_PVP_KARMAPOINT,Karma Points,Punkty Karmy
UI_CHARINFO_PVPPK,PvP/PK,PvP/PK
UI_TOOLTIP_SEX_MALE,Sex: Male,Płeć: Mężczyzna
UI_TOOLTIP_SEX_FEMALE,Sex: Female,Płeć: Kobieta
UI_TOOLTIP_HARVEST_TIMEREDUC,Time Reduction Level,Time Reduction Level
UI_TOOLTIP_HARVEST_YIELDBONUS,Yield Bonus Level,Yield Bonus Level
UI_TOOLTIP_HARVEST_SPAWNBONUS,Carrier Chance Bonus Level,Carrier Chance Bonus Level
UI_TOOLTIP_ONEHAND,One-handed weapon.,Broń jednoręczna.
UI_TOOLTIP_TWOHAND,Two-handed weapon.,Broń dwuręczna.
UI_TOOLTIP_ATTACK_BASE,Base Attack:,Podst. obrażenia:
UI_TOOLTIP_DEF_BASE,Base Defense:,Podst. obrona:
UI_TOOLTIP_ATTACK,Attack:,Atak:
UI_TOOLTIP_DEF_A,Defense:,Obrona:
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,Prędkość ataku: %s
UI_TOOLTIP_REQ_JOB,Req Job:,Wymagana Klasa:
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,Wymagany Poziom: %d
UI_TOOLTIP_REQ,Requires %s,Requires %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,Odnowa MP: %d
UI_TOOLTIP_CONSUME_MP,MP: %d,PM: %d
UI_TOOLTIP_CONSUME_FP,FP: %d,PO: %d
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,Odnowa HP: %d
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,Odnowa FP: %d
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,Działa do %d
UI_TOOLTIP_INV_SUIT,Suit,Strój
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,Rękawice
UI_TOOLTIP_INV_BOOTS,Boots,Buty
UI_TOOLTIP_INV_HELMET,Helmet,Hełm
UI_TOOLTIP_INV_CLO,Cloak,Peleryna
UI_TOOLTIP_INV_WEAPON,Weapon,Bronie
UI_TOOLTIP_INV_GUARD,Shield,Tarcza
UI_TOOLTIP_INV_MASK,Mask,Maska
UI_TOOLTIP_INV_RID,Flying Item,Przedmiot do latania
UI_TOOLTIP_INV_NECKLACE,Necklace,Naszyjnik
UI_TOOLTIP_INV_RING,Ring,Pierścień
UI_TOOLTIP_INV_EARRING,Earring,Earring
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)","Amunicja (Łuki, Afisze)"
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,Stylowy kapelusz
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,Stylowy kostium
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,Stylowe rękawice
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,Stylowe buty
UI_TOOLTIP_MON_LVL,Lv.,Poz.
UI_TOOLTIP_MON_DROP,Booty:,Łup:
UI_TOOLTIP_MON_NO_DROP,None,Nic
UI_MAP_MONINFO,Toggle monster locations.,Pokaż informacje o potworach.
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,Przedmiot przeciągnięty tutaj zostaje usunięty.
UI_INVENTORY_DELETE,Item Deletion,Upuścić przedmiot?
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,Na pewno usunąć ten przedmiot?
UI_INVENTORY_DELETE_CNT,Qty,Ilość
UI_DIALOG,Dialog,Rozmawiaj
UI_DIALOG_TITLE,Conversation,Rozmowa
UI_DIALOG_ABOUT,Ask about %s,Zapytaj o %s
UI_OPTION_TAB_GAME,Game,Gra
UI_OPTION_TAB_CONTROLS,Controls,Sterowanie
UI_OPTION_TAB_VIDEO,Graphics,Grafika
UI_OPTION_TAB_GRAPHICS,Video,Wideo
UI_OPTION_TAB_AUDIO,Audio,Dźwięk
UI_OPTION_PM,Whispers and Messages,Szepty i wiadomości
UI_OPTION_PARTY,Party and Guild Invites,Zaproszenia do Drużyn i Gildii
UI_OPTION_FRIEND,Friend Invites,Zaproszenia do przyjaciół
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,Guild Siege Captions
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,Disable Tutorial Pang
UI_OPTION_COUPLE,Couple Proposals,Couple Proposals
UI_INSTANTMSG_TITLE,Message,Wiadomość
UI_MESSAGE_SEND,Send,Wyślij
UI_SHOP_TITLE,Shop,Sklep
UI_SHOP_ITEMSLIST,Item List,Lista Przedmiotów
UI_TOOLTIP_PRICE,Price: %s,Cena: %s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,Cena sprzedaży: %s
UI_SHOP_FILTER,Search,Szukaj
UI_SHOP_LEVEL,By Level,Po Poziomie
UI_SHOP_GENDER,By Gender,Po Płci
UI_SHOP_ITEMPRICE,Item Price,Cena
UI_SELLITEM_TITLE,Confirm Sale,Potwierdź Sprzedaż
UI_SELLITEM_CONFIRM,Sell this item?,Na pewno sprzedać?
UI_SELLITEM_QTY,Quantity:,Ilość
UI_SELLITEM_PRICE,Selling Price:,Cena sprzedaży:
UI_MSGBOX_VALID,OK,OK
UI_BUYITEM_TITLE,Confirm Item Purchase,Potwierdź Zakup
UI_BUYITEM_CONFIRM,How many would you like to buy?,Czy chcesz kupić?
UI_BUYITEM_PRICE,Cost,Koszt
UI_OPTION_GRASS,Grass,Trawa
UI_TOOLTIP_MAX_HP,Max. HP,Maks. HP
UI_TOOLTIP_MAX_MP,Max. MP,Maks. MP
UI_TOOLTIP_MAX_FP,Max. FP,Maks. FP
UI_TOOLTIP_SPEED,Speed,Szybkość
UI_TOOLTIP_ATKSPEED,Attack Speed,Prędkość Ataku
UI_TOOLTIP_BLOCKMELEE,Melee Block,Melee Block
UI_TOOLTIP_HITRATE,Hit Rate,Szansa Trafienia
UI_TOOLTIP_ABILITYMIN,Min. Ability,Min. Umiejętność
UI_TOOLTIP_ABILITYMAX,Max. Ability,Maks. Umiejętność
UI_TOOLTIP_DEFENSE,Defense,DEF
UI_TOOLTIP_DEFMAGIC,Magic Defense,Obrona Magiczna
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,Ochrona przed elektrycznością
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,Ochrona od wszystkich Żywiołów
UI_TOOLTIP_DEFFIRE,Fire Resistance,Ochrona przed ogniem
UI_TOOLTIP_DEFWIND,Wind Resistance,Ochrona przed wiatrem
UI_TOOLTIP_DEFWATER,Water Resistance,Ochrona przed wodą
UI_TOOLTIP_DEFEARTH,Earth Resistance,Ochrona przed ziemią
UI_CHARINFO_ELEMENTDEF,Resistance,Ochrona
UI_CHARINFO_ELEMENTMASTRY,Mastery,Mistrzostwo
UI_TOOLTIP_HP,HP,PŻ
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,Regeneracja HP
UI_TOOLTIP_MPRECOVERY,MP Recovery,Regeneracja MP
UI_TOOLTIP_FPRECOVERY,FP Recovery,Regeneracja FP
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery","Regeneracja HP, MP i FP"
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate","Szybkość Regeneracji HP, MP i FP"
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,Regeneracja HP po zabójstwie
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,Regeneracja MP po zabójstwie
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,Regeneracja FP po zabójstwie
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill","Regeneracja HP, MP i FP po zabójstwie"
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,Odzysk HP po zgładzeniu
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,Odzysk MP po zgładzeniu
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,Odzysk FP po zgładzeniu
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill","Odzysk HP, MP, FP po zgładzeniu"
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,"Zmniejszenie Kosztu MP, FP"
UI_TOOLTIP_CHRDMG,Additional Damage,Dodatkowe Obrażenia
UI_TOOLTIP_PARRY,Parry,Uniki
UI_TOOLTIP_ATKPOWER,Attack,Zwiększony Atak
UI_TOOLTIP_JUMPING,Jump Height,Wysokość Skoku
UI_TOOLTIP_BLOCKRANGE,Ranged Block,Ranged Block
UI_TOOLTIP_ALLSTAT,All Stats,Wszystkie Atrybuty
UI_TOOLTIP_DST_HP_MAX_RATE,HP,Zwiększone HP
UI_TOOLTIP_CONDITIONRATE,Magical Power,Magiczna Moc
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,Zwiększona Obrona
UI_TOOLTIP_DST_MP_MAX_RATE,MP,Zwiększone MP
UI_TOOLTIP_DST_FP_RATE,FP,Zwiększone FP
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,Szansa na Cios Krytyczny
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,Siła Żywiołu
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,Mistrzostwo: Ziemia
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,Mistrzostwo: Ogień
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,Mistrzostwo: Woda
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,Mistrzostwo: Prąd
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,Mistrzostwo: Wiatr
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,Mistrzostwo nad Żywiołami
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,Lustrzane Odbicie
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,Zmniejszenie Kosztu MP
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,Zmniejszenie Kosztu FP
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,Prędkość Rzucania Magii
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Action Speed
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Projectile Speed
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Disable Effect
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Weaken Effect
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,Obrażenia Krytyczne
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),Moc Ataku (Yo-Yo)
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),Moc Ataku (Łuk)
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),Moc Ataku (Pięść)
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),Moc Ataku (Miecz)
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),Moc Ataku (Topór)
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,Prędkość Ataku
UI_TOOLTIP_DST_DMG_GET,Lifesteal,Pochłanianie Obrażeń
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,Moc Ataku i HP
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,Zmniejszenie Obrony i Celności
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Death's Rush Chance
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Ankou's Harvest
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Muran's Wrath
UI_TOOLTIP_LOCOMOTION,Movement,Poruszanie się
UI_TOOLTIP_RETURN_USE,Return to your former position.,Wróć na swoje poprzednie miejsce.
UI_DISPLAY_BUFFS,Show/hide buffs,Pokaż/Schowaj Buffy
UI_SELECTJOB_TITLE,Select new job,Wybierz nową klasę
UI_NOTICE_DISCORD,Join our Discord server,Dołącz do naszego serwera na Discordzie.
UI_TOOLTIP_COMBO,Use skills in the Action Slot,Użyj umiejętności z Okna Kombinacji
UI_OPTION_ANTIALIAS,Antialiasing,Antialiasing
UI_OPTION_LIGHTS,Lights,Lights
UI_TOOLTIP_HOTKEY,[Hotkey %s],[Skrót Klaw. %s]
UI_STATUS_HP,HP,PŻ
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,Dośw.
UI_HELPTIPS_TITLE,Today's Tips,Dzisiejsze Wskazówki
UI_HELPTIPS_DOYOUKNOW,Did you know?,Czy wiesz?
UI_HELPFAQ_QUESTION,Q.,M.
UI_HIDE,Hide,Schowaj
UI_PARTY_INFO,Members,Członkowie
UI_PARTY_SKILL,Skills,Umiejętności
UI_PARTY_SETTINGS,Settings,Opcje
UI_PARTY_NAME,Name:,Imię:
UI_PARTY_LEVEL,Level:,Poziom:
UI_PARTY_POINT,Points:,Punkty:
UI_PARTY_EXPSHARE,EXP Share,Podział Dośw.
UI_PARTY_EXPMODE_LEVEL,Level,Poziom
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,Doświadczenie jest dzielone według poziomów wśród graczy.
UI_PARTY_EXPMODE_CONTRIB,Contribution,Udział
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.","Doświadczenie jest dzielone pomiędzy graczami według udziału w bitwie. Udział obejmuje atakowanie, leczenie i otrzymywanie obrażeń."
UI_PARTY_LOOT,Loot Distribution,Dystrybucja Przedmiotów
UI_PARTY_LOOTMODE_IND,Free-for-All,Indywidualnie
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,"""Kto pierwszy ten lepszy"". Co gracz podniesie jest jego."
UI_PARTY_LOOTMODE_SEQ,Sequentially,Jeden-po-Drugim
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,Przedmioty są rozdawane każdemu w stałej kolejności.
UI_PARTY_LOOTMODE_MAN,Leader Only,Manualnie
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,Wszystkie przedmioty otrzymuje Dowódca Drużyny. Potem decyduje komu co przekaże lub nie.
UI_PARTY_LOOTMODE_RAND,Randomly,Losowo
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,Przedmioty są rozdawane losowo.
UI_PARTY_LOOTMODE_KILL,Top Damage,Zabójca
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,"Przedmioty są przydzielane graczowi, który zadał najwięcej obrażeń potworowi"
UI_PARTY_SEARCHMODE,Joining via Finder,Tryb Szukania
UI_PARTY_TRANSFER,Transfer,Przekaż
UI_PARTY_LEAVE,Leave,Wyjdź
UI_PARTY_KICK,Kick,Wykop
UI_PARTY_CHANGE,Upgrade,Zmień
UI_PARTY_CONFIRM,Confirm Party,Potwierdź Drużynę
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,%s zaprasza Cię do Drużyny. Dołączysz?
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.","Ta opcja pozwala na wyjście z Drużyny lub jeśli jesteś Dowódcą Drużyny - pozwala wykopać gracza. By wyrzucić kogoś z drużyny, najpierw wybierz gracza w oknie Drużyny, a potem naciśnij ""Wyjdź""."
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,"Przekazuje dowództwo innemu graczowi. Wybierz innego gracza, a następnie wybierz przycisk ""Przekaż""."
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,Awansuj na Zaawansowaną Drużynę.
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,Potwierdź wyjście z Drużyny.
UI_PARTY_LEAVE_QUESTION,Leave the party?,Czy zamierzasz wyjść z drużyny?
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,Czy na pewno wyrzucić tego gracza z drużyny?
UI_PARTY_QUICK_TIP,View basic party information,Naciśnij ten przycisk by wyświetlić podstawowe informacje o drużynie.
UI_PARTY_DETAIL_TIP,View detailed party information,Naciśnij ten przycisk by wyświetlić szczegółowe informacje o drużynie.
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,Czy awansować Drużynę?
UI_PARTY_CHANGEPARTY,Upgrade Party,Awansuj Drużynę
UI_PARTYNAME_ENTER,Enter party name:,Wpisz nazwę Drużyny
UI_PARTYNAME_TITLE,Change Party Name,Zmień nazwę Drużyny
UI_FRIEND_CONFIRM,Confirm Friend Request,Potwierdź dodanie do znajomych
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,%s chce dołączyć do twoich znajomych. Czy dodać?
UI_MESSENGER_ONLINE,Online,Aktywny
UI_MESSENGER_OFFLINE,Offline,Nieaktywny
UI_MESSENGER_ABSENT,AFK,Zaraz wracam
UI_MESSENGER_HARDPLAY,Addict Mode,"""Dziś Expię!"""
UI_MESSENGER_REST,Resting / Vending,Odpoczywa/Handluje
UI_MESSENGER_EAT,Eating,Posiłek
UI_MESSENGER_MOVE,Moving,Podróżuje
UI_MESSENGER_FRIEND,Friend,Znajomy
UI_MESSENGER_SORT_CHANNEL,Ch.,K.
UI_MESSENGER_SORT_STATE,State,Stan
UI_MESSENGER_SORT_LEVEL,Level,Poziom
UI_MESSENGER_SORT_NAME,Name,Imię
UI_MESSENGER_SORT_JOB,Job,Klasa
UI_INSTANTMSG_JOIN,has logged into the game.,dołączył/a do gry.
UI_OPTION_JOIN_NOTIFICATION,Message alarm,Dźwięk Wiadomości
UI_MESSENGER_MENU_MESSAGE,Message,Wiadomość
UI_MESSENGER_MENU_UNBLOCK,Unblock,Odblokuj
UI_MESSENGER_MENU_BLOCK,Block,Zablokuj
UI_MESSENGER_MENU_DELETE,Delete,Skasuj
UI_MESSENGER_MENU_MOVE,Move,Przenieś
UI_MESSENGER_MENU_TAGSEND,Send memo,Wyślij notatkę
UI_MESSENGER_ADD_FRIEND,Add a new friend,Dodaj znajomego
UI_ADDFRIEND_TITLE,Add Friend,Dodaj znajomego
UI_ADDFRIEND_NAME,Enter player name:,Wprowadź imię Gracza
UI_READMEMO_TITLE,Memos,Okno Wiadomości
UI_SENDMEMO_TITLE,Send Memo,Okno Wysyłania Wiadomości
UI_POST_TITLE,Mailbox,Poczta
UI_POST_TAB_SEND,Send Mail,Wyślij list
UI_POST_TAB_RECEIVE,Inbox,Skrzynka Pocztowa
UI_OPTION_UISCALE,Scale,Skala
UI_OPTION_TEXTSCALE,Font Size,Font Size
UI_IGNORELIST_TITLE,Ignore List,Zignorowani
UI_IGNORELIST_COUNT,Ignored Players: %d,Lista zignorowanych: %d
UI_CHATFILTER_TITLE,Chat Filter,Filtr Chatu
UI_CHATFILTER_GENERAL,General,Ogólny
UI_CHATFILTER_WHISPER,Whispers,Szepty
UI_CHATFILTER_SHOUT,Shouts,Krzyki
UI_CHATFILTER_PARTY,Party,Drużyna
UI_CHATFILTER_GUILD,Guild,Gildia
UI_CHATFILTER_RESET_COLORS,Reset to Default,Reset to Default
UI_POSTSEND_TO,Recipient,Odbiorca
UI_POSTSEND_TITLE,Title,Tytuł
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,Koszt wypożyczenia: %d Penya
UI_POSTSEND_SEND,Send,Wyślij
UI_ITEMSLOT_TITLE,Confirm Item Selection,Potwierdź przedmiot
UI_ITEMSLOT_QUESTION,How many items?,Ile przedmiotów?
UI_ITEMSLOT_COUNT,Count:,Ilość:
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,Na pewno wysłać?\nList wygaśnie za %d dni
UI_POST_NO_MAIL,You have no mail.,Nie masz żadnych listów
UI_POST_UNKNOWN,Unknown,Nieznany
UI_POST_RECEIVE_DATE,Received on: %s,Data otrzymania: %s
UI_POSTREAD_TITLE,Mail Message,Sprawdź Pocztę
UI_POSTREAD_FROM,From,Nadawca
UI_POSTREAD_DELETE,Delete,Skasuj
UI_POSTREAD_DELETE_ALL,Delete all read mail,Delete all read mail
UI_POSTREAD_DELETEALL_CONFIRM,Delete all read mail? Any attached items and Penya will also be deleted.,Delete all read mail? Any attached items and Penya will also be deleted.
UI_POSTREAD_REPLY,Reply,Odpowiedź
UI_POSTREAD_DELETETITLE,Delete Mail,Usuń List
UI_POSTREAD_DELETECONFIRM,Delete this mail? Any attached items and Penya will also be deleted.,Usunąć ten list? Przedmioty oraz Penya zostaną również usunięte.
UI_POSTREAD_MAILEXPIRED,Mail Expired,List wygasł
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s Penya to retrieve it.,List wygasł %d dni temu. Musisz zapłacić %s Penya by go odzyskać.
UI_QUEST_CANCEL,Remove quest,Usuń Misję
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,Porzuć Misję
