Key,English,Polish
ACHIEVEMENT_KILL_GHOSTKING_NAME,Ghost King,Ghost King
ACHIEVEMENT_KILL_MAMMOTH_NAME,Mammoth,Mammoth
ACHIEVEMENT_KILL_ATROX_NAME,Atrox,Atrox
ACHIEVEMENT_KILL_TIGAR_NAME,Tigar,Tigar
ACHIEVEMENT_KILL_MERAL_NAME,Meral,Meral
ACHIEVEMENT_KILL_KINGSTER_NAME,Kingster,Kingster
ACHIEVEMENT_KILL_CREPER_NAME,Creper,Creper
ACHIEVEMENT_KILL_NAGA_NAME,Naga,Naga
ACHIEVEMENT_KILL_DORIAN_NAME,Dorian,Dorian
ACHIEVEMENT_KILL_OKEAN_NAME,Okean,Okean
ACHIEVEMENT_KILL_KRAKEN_NAME,Kraken,Kraken
ACHIEVEMENT_KILL_DREADFIN_NAME,Dreadfin,Dreadfin
ACHIEVEMENT_KILL_DREADSCALE_NAME,Dreadscale,Dreadscale
ACHIEVEMENT_KILL_LUMINFIN_NAME,Luminfin,Luminfin
ACHIEVEMENT_KILL_REDMETEONYKER_NAME,Red Meteonyker,Red Meteonyker
ACHIEVEMENT_KILL_CAVEMANCHIEF_NAME,Caveman Chief,Caveman Chief
ACHIEVEMENT_KILL_TEMPLEGUARDIAN_NAME,Temple Guardian,Temple Guardian
ACHIEVEMENT_KILL_GREATKRAKEN_NAME,Great Kraken,Great Kraken
ACHIEVEMENT_KILL_PYRAMIDGUARDIAN_NAME,Pyramid Guardian,Pyramid Guardian
ACHIEVEMENT_KILL_CRYSTALDEVIL_NAME,Crystal Demon Lord,Crystal Demon Lord
ACHIEVEMENT_KILL_BEASTKINGKHAN_NAME,Beast King Khan,Beast King Khan
ACHIEVEMENT_KILL_SHADEKRITON_NAME,[Shade Lieutenant] Kriton,[Shade Lieutenant] Kriton
ACHIEVEMENT_KILL_PUPPETWOLF_NAME,Hundur Sharpfoot,Hundur Sharpfoot
ACHIEVEMENT_KILL_RYSENTRY_NAME,Samoset,Samoset
ACHIEVEMENT_KILL_RYGUARD_NAME,Kyouchish,Kyouchish
ACHIEVEMENT_KILL_RYARCHER_NAME,Kanonicus,Kanonicus
ACHIEVEMENT_KILL_RYMAGI_NAME,Mage Redcloud,Mage Redcloud
ACHIEVEMENT_KILL_RYWARRIOR_NAME,Taiaha,Taiaha
ACHIEVEMENT_KILL_SKELWOLF_NAME,Hellhound,Hellhound
ACHIEVEMENT_KILL_RYBARGA_NAME,Chief Keokuk,Chief Keokuk
ACHIEVEMENT_KILL_BEHEMOTH03_NAME,[God of Death] Demonic Ankou,[God of Death] Demonic Ankou
ACHIEVEMENT_KILL_AIBATT_LVL1,Aibatt Slayer 1,Pogromca Aibatt 1
ACHIEVEMENT_KILL_AIBATT_LVL2,Aibatt Slayer 2,Pogromca Aibatt 2
ACHIEVEMENT_KILL_AIBATT_LVL3,Aibatt Slayer 3,Pogromca Aibatt 3
ACHIEVEMENT_KILL_AIBATT_LVL4,Aibatt Slayer 4,Pogromca Aibatt 4
ACHIEVEMENT_KILL_AIBATT_LVL5,Aibatt Hunter,Łowca Aibatt
ACHIEVEMENT_KILL_MUSHPANG_LVL1,Mushpang Slayer 1,Pogromca Mushpang 1
ACHIEVEMENT_KILL_MUSHPANG_LVL2,Mushpang Slayer 2,Pogromca Mushpang 2
ACHIEVEMENT_KILL_MUSHPANG_LVL3,Mushpang Slayer 3,Pogromca Mushpang 3
ACHIEVEMENT_KILL_MUSHPANG_LVL4,Mushpang Slayer 4,Pogromca Mushpang 4
ACHIEVEMENT_KILL_MUSHPANG_LVL5,Mushpang Hunter,Łowca Mushpang
ACHIEVEMENT_KILL_BURUDENG_LVL1,Burudeng Slayer 1,Pogromca Burudeng 1
ACHIEVEMENT_KILL_BURUDENG_LVL2,Burudeng Slayer 2,Pogromca Burudeng 2
ACHIEVEMENT_KILL_BURUDENG_LVL3,Burudeng Slayer 3,Pogromca Burudeng 3
ACHIEVEMENT_KILL_BURUDENG_LVL4,Burudeng Slayer 4,Pogromca Burudeng 4
ACHIEVEMENT_KILL_BURUDENG_LVL5,Burudeng Hunter,Łowca Burudeng
ACHIEVEMENT_KILL_PUKEPUKE_LVL1,Pukepuke Slayer 1,Pogromca Pukepuke 1
ACHIEVEMENT_KILL_PUKEPUKE_LVL2,Pukepuke Slayer 2,Pogromca Pukepuke 2
ACHIEVEMENT_KILL_PUKEPUKE_LVL3,Pukepuke Slayer 3,Pogromca Pukepuke 3
ACHIEVEMENT_KILL_PUKEPUKE_LVL4,Pukepuke Slayer 4,Pogromca Pukepuke 4
ACHIEVEMENT_KILL_PUKEPUKE_LVL5,Pukepuke Hunter,Łowca Pukepuke
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL1,Peakyturtle Slayer 1,Pogromca Peakyturtle 1
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL2,Peakyturtle Slayer 2,Pogromca Peakyturtle 2
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL3,Peakyturtle Slayer 3,Pogromca Peakyturtle 3
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL4,Peakyturtle Slayer 4,Pogromca Peakyturtle 4
ACHIEVEMENT_KILL_PEAKYTURTLE_LVL5,Peakyturtle Hunter,Łowca Peakyturtle
ACHIEVEMENT_KILL_DEMIAN_LVL1,Demian Slayer 1,Pogromca Demian 1
ACHIEVEMENT_KILL_DEMIAN_LVL2,Demian Slayer 2,Pogromca Demian 2
ACHIEVEMENT_KILL_DEMIAN_LVL3,Demian Slayer 3,Pogromca Demian 3
ACHIEVEMENT_KILL_DEMIAN_LVL4,Demian Slayer 4,Pogromca Demian 4
ACHIEVEMENT_KILL_DEMIAN_LVL5,Demian Hunter,Łowca Demian
ACHIEVEMENT_KILL_DORIDOMA_LVL1,Doridoma Slayer 1,Pogromca Doridoma 1
ACHIEVEMENT_KILL_DORIDOMA_LVL2,Doridoma Slayer 2,Pogromca Doridoma 2
ACHIEVEMENT_KILL_DORIDOMA_LVL3,Doridoma Slayer 3,Pogromca Doridoma 3
ACHIEVEMENT_KILL_DORIDOMA_LVL4,Doridoma Slayer 4,Pogromca Doridoma 4
ACHIEVEMENT_KILL_DORIDOMA_LVL5,Doridoma Hunter,Łowca Doridoma
ACHIEVEMENT_KILL_LAWOLF_LVL1,Lawolf Slayer 1,Pogromca Lawolf 1
ACHIEVEMENT_KILL_LAWOLF_LVL2,Lawolf Slayer 2,Pogromca Lawolf 2
ACHIEVEMENT_KILL_LAWOLF_LVL3,Lawolf Slayer 3,Pogromca Lawolf 3
ACHIEVEMENT_KILL_LAWOLF_LVL4,Lawolf Slayer 4,Pogromca Lawolf 4
ACHIEVEMENT_KILL_LAWOLF_LVL5,Lawolf Hunter,Łowca Lawolf
ACHIEVEMENT_KILL_FEFERN_LVL1,Fefern Slayer 1,Pogromca Fefern 1
ACHIEVEMENT_KILL_FEFERN_LVL2,Fefern Slayer 2,Pogromca Fefern 2
ACHIEVEMENT_KILL_FEFERN_LVL3,Fefern Slayer 3,Pogromca Fefern 3
ACHIEVEMENT_KILL_FEFERN_LVL4,Fefern Slayer 4,Pogromca Fefern 4
ACHIEVEMENT_KILL_FEFERN_LVL5,Fefern Hunter,Łowca Fefern
ACHIEVEMENT_KILL_NYANGNYANG_LVL1,Nyangnyang Slayer 1,Pogromca Nyangnyang 1
ACHIEVEMENT_KILL_NYANGNYANG_LVL2,Nyangnyang Slayer 2,Pogromca Nyangnyang 2
ACHIEVEMENT_KILL_NYANGNYANG_LVL3,Nyangnyang Slayer 3,Pogromca Nyangnyang 3
ACHIEVEMENT_KILL_NYANGNYANG_LVL4,Nyangnyang Slayer 4,Pogromca Nyangnyang 4
ACHIEVEMENT_KILL_NYANGNYANG_LVL5,Nyangnyang Hunter,Łowca Nyangnyang
ACHIEVEMENT_KILL_BANG_LVL1,Bang Slayer 1,Pogromca Bang 1
ACHIEVEMENT_KILL_BANG_LVL2,Bang Slayer 2,Pogromca Bang 2
ACHIEVEMENT_KILL_BANG_LVL3,Bang Slayer 3,Pogromca Bang 3
ACHIEVEMENT_KILL_BANG_LVL4,Bang Slayer 4,Pogromca Bang 4
ACHIEVEMENT_KILL_BANG_LVL5,Bang Hunter,Łowca Bang
ACHIEVEMENT_KILL_MOTHBEE_LVL1,Mothbee Slayer 1,Pogromca Mothbee 1
ACHIEVEMENT_KILL_MOTHBEE_LVL2,Mothbee Slayer 2,Pogromca Mothbee 2
ACHIEVEMENT_KILL_MOTHBEE_LVL3,Mothbee Slayer 3,Pogromca Mothbee 3
ACHIEVEMENT_KILL_MOTHBEE_LVL4,Mothbee Slayer 4,Pogromca Mothbee 4
ACHIEVEMENT_KILL_MOTHBEE_LVL5,Mothbee Hunter,Łowca Mothbee
ACHIEVEMENT_KILL_WAGSAAC_LVL1,Wagsaac Slayer 1,Pogromca Wagsaac 1
ACHIEVEMENT_KILL_WAGSAAC_LVL2,Wagsaac Slayer 2,Pogromca Wagsaac 2
ACHIEVEMENT_KILL_WAGSAAC_LVL3,Wagsaac Slayer 3,Pogromca Wagsaac 3
ACHIEVEMENT_KILL_WAGSAAC_LVL4,Wagsaac Slayer 4,Pogromca Wagsaac 4
ACHIEVEMENT_KILL_WAGSAAC_LVL5,Wagsaac Hunter,Łowca Wagsaac
ACHIEVEMENT_KILL_FLYBAT_LVL1,Flybat Slayer 1,Pogromca Flybat 1
ACHIEVEMENT_KILL_FLYBAT_LVL2,Flybat Slayer 2,Pogromca Flybat 2
ACHIEVEMENT_KILL_FLYBAT_LVL3,Flybat Slayer 3,Pogromca Flybat 3
ACHIEVEMENT_KILL_FLYBAT_LVL4,Flybat Slayer 4,Pogromca Flybat 4
ACHIEVEMENT_KILL_FLYBAT_LVL5,Flybat Hunter,Łowca Flybat
ACHIEVEMENT_KILL_MIA_LVL1,Mia Slayer 1,Pogromca Mia 1
ACHIEVEMENT_KILL_MIA_LVL2,Mia Slayer 2,Pogromca Mia 2
ACHIEVEMENT_KILL_MIA_LVL3,Mia Slayer 3,Pogromca Mia 3
ACHIEVEMENT_KILL_MIA_LVL4,Mia Slayer 4,Pogromca Mia 4
ACHIEVEMENT_KILL_MIA_LVL5,Mia Hunter,Łowca Mia
ACHIEVEMENT_KILL_MRPUMPKIN_LVL1,Mr. Pumpkin Slayer 1,Pogromca Pana Dyni 1
ACHIEVEMENT_KILL_MRPUMPKIN_LVL2,Mr. Pumpkin Slayer 2,Pogromca Pana Dyni 2
ACHIEVEMENT_KILL_MRPUMPKIN_LVL3,Mr. Pumpkin Slayer 3,Pogromca Pana Dyni 3
ACHIEVEMENT_KILL_MRPUMPKIN_LVL4,Mr. Pumpkin Slayer 4,Pogromca Pana Dyni 4
ACHIEVEMENT_KILL_MRPUMPKIN_LVL5,Mr. Pumpkin Hunter,Łowca Pana Dyni
ACHIEVEMENT_KILL_REDMANTIS_LVL1,Redmantis Slayer 1,Pogromca Redmantis 1
ACHIEVEMENT_KILL_REDMANTIS_LVL2,Redmantis Slayer 2,Pogromca Redmantis 2
ACHIEVEMENT_KILL_REDMANTIS_LVL3,Redmantis Slayer 3,Pogromca Redmantis 3
ACHIEVEMENT_KILL_REDMANTIS_LVL4,Redmantis Slayer 4,Pogromca Redmantis 4
ACHIEVEMENT_KILL_REDMANTIS_LVL5,Redmantis Hunter,Łowca Redmantis
ACHIEVEMENT_KILL_ZENDROS_LVL1,Zendros Slayer 1,Pogromca Zendros 1
ACHIEVEMENT_KILL_ZENDROS_LVL2,Zendros Slayer 2,Pogromca Zendros 2
ACHIEVEMENT_KILL_ZENDROS_LVL3,Zendros Slayer 3,Pogromca Zendros 3
ACHIEVEMENT_KILL_ZENDROS_LVL4,Zendros Slayer 4,Pogromca Zendros 4
ACHIEVEMENT_KILL_ZENDROS_LVL5,Zendros Hunter,Łowca Zendros
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL1,Jack the Hammer Slayer 1,Pogromca Jack the Hammer 1
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL2,Jack the Hammer Slayer 2,Pogromca Jack the Hammer 2
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL3,Jack the Hammer Slayer 3,Pogromca Jack the Hammer 3
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL4,Jack the Hammer Slayer 4,Pogromca Jack the Hammer 4
ACHIEVEMENT_KILL_JACKTHEHAMMER_LVL5,Jack the Hammer Hunter,Łowca Jack the Hammer
ACHIEVEMENT_KILL_GIGGLEBOX_LVL1,Giggle Box Slayer 1,Pogromca Giggle Box 1
ACHIEVEMENT_KILL_GIGGLEBOX_LVL2,Giggle Box Slayer 2,Pogromca Giggle Box 2
ACHIEVEMENT_KILL_GIGGLEBOX_LVL3,Giggle Box Slayer 3,Pogromca Giggle Box 3
ACHIEVEMENT_KILL_GIGGLEBOX_LVL4,Giggle Box Slayer 4,Pogromca Giggle Box 4
ACHIEVEMENT_KILL_GIGGLEBOX_LVL5,Giggle Box Hunter,Łowca Giggle Box 
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL1,Rock Muscle Slayer 1,Pogromca Kamiennych Mięśniaków 1
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL2,Rock Muscle Slayer 2,Pogromca Kamiennych Mięśniaków 2
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL3,Rock Muscle Slayer 3,Pogromca Kamiennych Mięśniaków 3
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL4,Rock Muscle Slayer 4,Pogromca Kamiennych Mięśniaków 4
ACHIEVEMENT_KILL_ROCKMUSCLE_LVL5,Rock Muscle Hunter,Łowca Kamiennych Mięśniaków
ACHIEVEMENT_KILL_BUCROW_LVL1,Bucrow Slayer 1,Pogromca Bucrow 1
ACHIEVEMENT_KILL_BUCROW_LVL2,Bucrow Slayer 2,Pogromca Bucrow 2
ACHIEVEMENT_KILL_BUCROW_LVL3,Bucrow Slayer 3,Pogromca Bucrow 3
ACHIEVEMENT_KILL_BUCROW_LVL4,Bucrow Slayer 4,Pogromca Bucrow 4
ACHIEVEMENT_KILL_BUCROW_LVL5,Bucrow Hunter,Łowca Bucrow
ACHIEVEMENT_KILL_NEPARUBA_LVL1,Neparuba Slayer 1,Pogromca Neparuba 1
ACHIEVEMENT_KILL_NEPARUBA_LVL2,Neparuba Slayer 2,Pogromca Neparuba 2
ACHIEVEMENT_KILL_NEPARUBA_LVL3,Neparuba Slayer 3,Pogromca Neparuba 3
ACHIEVEMENT_KILL_NEPARUBA_LVL4,Neparuba Slayer 4,Pogromca Neparuba 4
ACHIEVEMENT_KILL_NEPARUBA_LVL5,Neparuba Hunter,Łowca Neparuba
ACHIEVEMENT_KILL_HOBO_LVL1,Hobo Slayer 1,Pogromca Hobo 1
ACHIEVEMENT_KILL_HOBO_LVL2,Hobo Slayer 2,Pogromca Hobo 2
ACHIEVEMENT_KILL_HOBO_LVL3,Hobo Slayer 3,Pogromca Hobo 3
ACHIEVEMENT_KILL_HOBO_LVL4,Hobo Slayer 4,Pogromca Hobo 4
ACHIEVEMENT_KILL_HOBO_LVL5,Hobo Hunter,Łowca Hobo
ACHIEVEMENT_KILL_DUMBBULL_LVL1,Dumbbull Slayer 1,Pogromca Głupich Byków 1
ACHIEVEMENT_KILL_DUMBBULL_LVL2,Dumbbull Slayer 2,Pogromca Głupich Byków 2
ACHIEVEMENT_KILL_DUMBBULL_LVL3,Dumbbull Slayer 3,Pogromca Głupich Byków 3
ACHIEVEMENT_KILL_DUMBBULL_LVL4,Dumbbull Slayer 4,Pogromca Głupich Byków 4
ACHIEVEMENT_KILL_DUMBBULL_LVL5,Dumbbull Hunter,Łowca Głupich Byków
ACHIEVEMENT_KILL_TOTEMIA_LVL1,Totemia Slayer 1,Pogromca Totemia 1
ACHIEVEMENT_KILL_TOTEMIA_LVL2,Totemia Slayer 2,Pogromca Totemia 2
ACHIEVEMENT_KILL_TOTEMIA_LVL3,Totemia Slayer 3,Pogromca Totemia 3
ACHIEVEMENT_KILL_TOTEMIA_LVL4,Totemia Slayer 4,Pogromca Totemia 4
ACHIEVEMENT_KILL_TOTEMIA_LVL5,Totemia Hunter,Łowca Totemia
ACHIEVEMENT_KILL_CARDPUPPET_LVL1,Cardpuppet Slayer 1,Pogromca Pacynek 1
ACHIEVEMENT_KILL_CARDPUPPET_LVL2,Cardpuppet Slayer 2,Pogromca Pacynek 2
ACHIEVEMENT_KILL_CARDPUPPET_LVL3,Cardpuppet Slayer 3,Pogromca Pacynek 3
ACHIEVEMENT_KILL_CARDPUPPET_LVL4,Cardpuppet Slayer 4,Pogromca Pacynek 4
ACHIEVEMENT_KILL_CARDPUPPET_LVL5,Cardpuppet Hunter,Łowca Pacynek
ACHIEVEMENT_KILL_FLBYRIGEN_LVL1,Flybrigen Slayer 1,Pogromca Flybrigen 1
ACHIEVEMENT_KILL_FLBYRIGEN_LVL2,Flybrigen Slayer 2,Pogromca Flybrigen 2
ACHIEVEMENT_KILL_FLBYRIGEN_LVL3,Flybrigen Slayer 3,Pogromca Flybrigen 3
ACHIEVEMENT_KILL_FLBYRIGEN_LVL4,Flybrigen Slayer 4,Pogromca Flybrigen 4
ACHIEVEMENT_KILL_FLBYRIGEN_LVL5,Flybrigen Hunter,Łowca Flybrigen
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL1,Tombstone Bearer Slayer 1,Pogromca Targaczy Nagrobków 1
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL2,Tombstone Bearer Slayer 2,Pogromca Targaczy Nagrobków 2
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL3,Tombstone Bearer Slayer 3,Pogromca Targaczy Nagrobków 3
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL4,Tombstone Bearer Slayer 4,Pogromca Targaczy Nagrobków 4
ACHIEVEMENT_KILL_TOMBSTONEBEARER_LVL5,Tombstone Bearer Hunter,Łowca Targaczy Nagrobków
ACHIEVEMENT_KILL_SCOPICON_LVL1,Scorpicon Slayer 1,Pogromca Scorpicon 1
ACHIEVEMENT_KILL_SCOPICON_LVL2,Scorpicon Slayer 2,Pogromca Scorpicon 2
ACHIEVEMENT_KILL_SCOPICON_LVL3,Scorpicon Slayer 3,Pogromca Scorpicon 3
ACHIEVEMENT_KILL_SCOPICON_LVL4,Scorpicon Slayer 4,Pogromca Scorpicon 4
ACHIEVEMENT_KILL_SCOPICON_LVL5,Scorpicon Hunter,Łowca Scorpicon
ACHIEVEMENT_KILL_BASQUE_LVL1,Basque Slayer 1,Pogromca Basque 1
ACHIEVEMENT_KILL_BASQUE_LVL2,Basque Slayer 2,Pogromca Basque 2
ACHIEVEMENT_KILL_BASQUE_LVL3,Basque Slayer 3,Pogromca Basque 3
ACHIEVEMENT_KILL_BASQUE_LVL4,Basque Slayer 4,Pogromca Basque 4
ACHIEVEMENT_KILL_BASQUE_LVL5,Basque Hunter,Łowca Basque
ACHIEVEMENT_KILL_PRANKSTER_LVL1,Prankster Slayer 1,Pogromca Magicznych Błaznów 1
ACHIEVEMENT_KILL_PRANKSTER_LVL2,Prankster Slayer 2,Pogromca Magicznych Błaznów 2
ACHIEVEMENT_KILL_PRANKSTER_LVL3,Prankster Slayer 3,Pogromca Magicznych Błaznów 3
ACHIEVEMENT_KILL_PRANKSTER_LVL4,Prankster Slayer 4,Pogromca Magicznych Błaznów 4
ACHIEVEMENT_KILL_PRANKSTER_LVL5,Prankster Hunter,Łowca Magicznych Błaznów 
ACHIEVEMENT_KILL_ROCKEPELLER_LVL1,Rockepeller Slayer 1,Pogromca Śmigłowników 1
ACHIEVEMENT_KILL_ROCKEPELLER_LVL2,Rockepeller Slayer 2,Pogromca Śmigłowników 2
ACHIEVEMENT_KILL_ROCKEPELLER_LVL3,Rockepeller Slayer 3,Pogromca Śmigłowników 3
ACHIEVEMENT_KILL_ROCKEPELLER_LVL4,Rockepeller Slayer 4,Pogromca Śmigłowników 4
ACHIEVEMENT_KILL_ROCKEPELLER_LVL5,Rockepeller Hunter,Łowca Śmigłowników
ACHIEVEMENT_KILL_WHEELEM_LVL1,Wheelem Slayer 1,Pogromca Wheelem 1
ACHIEVEMENT_KILL_WHEELEM_LVL2,Wheelem Slayer 2,Pogromca Wheelem 2
ACHIEVEMENT_KILL_WHEELEM_LVL3,Wheelem Slayer 3,Pogromca Wheelem 3
ACHIEVEMENT_KILL_WHEELEM_LVL4,Wheelem Slayer 4,Pogromca Wheelem 4
ACHIEVEMENT_KILL_WHEELEM_LVL5,Wheelem Hunter,Łowca Wheelem
ACHIEVEMENT_KILL_LEYENA_LVL1,Leyena Slayer 1,Pogromca Leyena 1
ACHIEVEMENT_KILL_LEYENA_LVL2,Leyena Slayer 2,Pogromca Leyena 2
ACHIEVEMENT_KILL_LEYENA_LVL3,Leyena Slayer 3,Pogromca Leyena 3
ACHIEVEMENT_KILL_LEYENA_LVL4,Leyena Slayer 4,Pogromca Leyena 4
ACHIEVEMENT_KILL_LEYENA_LVL5,Leyena Hunter,Łowca Leyena
ACHIEVEMENT_KILL_TRANGFOMA_LVL1,Trangfoma Slayer 1,Pogromca Trangfoma 1
ACHIEVEMENT_KILL_TRANGFOMA_LVL2,Trangfoma Slayer 2,Pogromca Trangfoma 2
ACHIEVEMENT_KILL_TRANGFOMA_LVL3,Trangfoma Slayer 3,Pogromca Trangfoma 3
ACHIEVEMENT_KILL_TRANGFOMA_LVL4,Trangfoma Slayer 4,Pogromca Trangfoma 4
ACHIEVEMENT_KILL_TRANGFOMA_LVL5,Trangfoma Hunter,Łowca Trangfoma
ACHIEVEMENT_KILL_STEAMWALKER_LVL1,Steam Walker Slayer 1,Pogromca Parochodziarzy 1
ACHIEVEMENT_KILL_STEAMWALKER_LVL2,Steam Walker Slayer 2,Pogromca Parochodziarzy 2
