Key,English,Polish
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,Tylko postacie o poziomie %d~%d mogą otrzymać wzmocnienia.
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,Nie możesz w tym momencie użyć %s.
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,Czas byś wybrał/a nową Klasę Postaci.
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,Gratulacje! Właśnie ukończyłeś/aś zmianę Klasy Postaci na %s.
TEXTCLIENT_APP_SKILL,Skills,Umiejętności
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,Poziom Postaci: %d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,Nauczyłeś/aś się nowego stylu ataku.
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,Musisz używać właściwej broni/przedmiotu by użyć tej umiejętności. 
TEXTCLIENT_REQFP,Not enough FP.,Nie dość FP.
TEXTCLIENT_REQMP,Not enough MP.,Nie dość MP.
TEXTCLIENT_REQHP,Not enough HP.,Not enough HP.
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,"Pomiędzy tobą, a celem znajduje się przeszkoda."
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,Musisz mieć umiejętność %s na poziomie %d.
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,Wzrósł poziom umiejętności %s.
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,Sklep Prywatny
TEXTCLIENT_APP_QUEST,Quests,Misje
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,Sklep Flyff
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,Przedmioty Premium
TEXTCLIENT_COMMUNICATION,Communication,Komunikacja
TEXTCLIENT_COMMUNITY,Community,Społeczność
TEXTCLIENT_HELPER,Helper,Pomocnik
TEXTCLIENT_APP_ITEM_DURATION,Duration,Czas Trwania
TEXTCLIENT_APP_MESSENGER,Messenger,Komunikator
TEXTCLIENT_APP_PARTY,Party,Drużyna
TEXTCLIENT_APP_GUILD,Guild,Gildia
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,Pomoc
TEXTCLIENT_APP_HELP_TIPS,Tips,Porady
TEXTCLIENT_APP_FAQ,FAQ,Pytania i Odpowiedzi
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,Fitting Room
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Otwórz Wiki
TEXTCLIENT_APP_INFO_PANG,Info-Pang,Info-Pang
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,Nie możesz stworzyć Drużyny na arenie Oblężenia Gildii.
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,Nie możesz zaprosić nikogo do Drużyny podczas walki PVP.
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,Nie możesz dołączyć do Drużyny podczas Pojedynku.
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,Nie możesz dołączyć do Gildii podczas Pojedynku.
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,Nie możesz zapraszać graczy do Drużyny w trakcie walki.
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,Nie możesz zaprosić gracza z innego kanału. 
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s należy do innej Drużyny.
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s już jest w twojej Drużynie.
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,Gracz nie może dołączyć.
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s odmówił/a dołączenia do Drużyny.
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s obecnie nie przyjmuje zaproszeń do Drużyn.
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,Tylko dowódca Drużyny może zapraszać graczy.
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,Drużyna osiągnęła maksymalny limit 8 graczy.
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,Nie udało Ci się dołączyć do Drużyny.
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,Nie udało Ci się dołączyć do Gildii.
TEXTCLIENT_PARTYCREATE,Party has been created.,Drużyna została stworzona.
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s dołączył/a do Drużyny.
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s opuścił/a Drużynę.
TEXTCLIENT_PARTYEXIT,You have left the party.,Opuściłeś/aś Drużynę.
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,Drużyna została rozwiązana.
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,Wybrałeś/aś obecny Lodelight jako punkt powrotu po śmierci.
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,Tylko Lider Drużyny może przekazać Pozycję Lidera dla innego członka drużyny.
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,Nie możesz oddać dowództwa niezalogowanemu graczowi.
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,Już jesteś Dowódcą Drużyny.
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,Nie możesz przekazać Dowództwa w trakcie Pojedynku.
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,Drużyna osiągnęła poziom 10.
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,Poziom Drużyny wzrósł.
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,Istnieje już Drużyna o tej nazwie. Musisz wybrać inną nazwę. 
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,Ta nazwa Drużyny zawiera niedozwolone znaki lub słowa.
TEXTCLIENT_ERROR,Error,Błąd
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,Drużyna przekształciła się w Zaawansowaną Drużynę.
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,Nazwa Drużyny zmieniona na %s.
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,Tylko Dowódca może używać Umiejętności Drużynowych.
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,Twoja Drużyna nie ma wymaganego poziomu.
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,Nie można użyć umiejętności. Drużyna ma za mało doświadczenia.
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,Już używasz umiejętności %s. Spróbuj ponownie później. 
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,Umiejętność Drużynowa %s została użyta.
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,Działanie %s dobiega końca.
TEXTCLIENT_ACR_FAME01,Rogue,Łotr
TEXTCLIENT_ACR_FAME02,Outlaw,Banita
TEXTCLIENT_ACR_FAME03,Vigilante,Herszt
TEXTCLIENT_ACR_FAME04,Pathfinder,Pionier
TEXTCLIENT_ACR_FAME05,Pursuer,Prześladowca
TEXTCLIENT_ACR_FAME06,Hejerdor,Zabójca
TEXTCLIENT_ACR_FAME07,Phoenix,Nieprzejednany
TEXTCLIENT_ACR_FAME08,Splitter,Rozłupiacz
TEXTCLIENT_ACR_FAME09,Valcan,Ninja
TEXTCLIENT_ACR_FAME10,Lamia,Mistrz Cieni
TEXTCLIENT_MER_FAME01,Trainer,Trener
TEXTCLIENT_MER_FAME02,Fighter,Bojownik
TEXTCLIENT_MER_FAME03,Gladiator,Gladiator
TEXTCLIENT_MER_FAME04,Berserker,Berserker
TEXTCLIENT_MER_FAME05,Wardancer,Tancerz Wojny
TEXTCLIENT_MER_FAME06,Blaster,Wojownik
TEXTCLIENT_MER_FAME07,Eraser,Weteran
TEXTCLIENT_MER_FAME08,Champion,Czempion
TEXTCLIENT_MER_FAME09,Warrior,Legendarny Wojownik
TEXTCLIENT_MER_FAME10,Bearcat,Heros
TEXTCLIENT_MAG_FAME01,Apprentice,Uczeń
TEXTCLIENT_MAG_FAME02,Mage,Mag
TEXTCLIENT_MAG_FAME03,War Mage,Mag Wojenny
TEXTCLIENT_MAG_FAME04,Grand Mage,Wielki Mag
TEXTCLIENT_MAG_FAME05,Arch Mage,Arcymag
TEXTCLIENT_MAG_FAME06,Sorcerer,Czarownik
TEXTCLIENT_MAG_FAME07,Warlock,Czarodziej
TEXTCLIENT_MAG_FAME08,Sage,Mędrzec
TEXTCLIENT_MAG_FAME09,Arch Sage,Arcy Mędrzec
TEXTCLIENT_MAG_FAME10,Elder,Pradawny
TEXTCLIENT_ASS_FAME01,Protector,Obrońca
TEXTCLIENT_ASS_FAME02,Guardian,Strażnik
TEXTCLIENT_ASS_FAME03,Knight,Rycerz
TEXTCLIENT_ASS_FAME04,Paladin,Paladyn
TEXTCLIENT_ASS_FAME05,Crusader,Krzyżowiec
TEXTCLIENT_ASS_FAME06,Crusader,Krzyżowiec
TEXTCLIENT_ASS_FAME07,Chaplain,Kapelan
TEXTCLIENT_ASS_FAME08,Luminary,Luminarz
TEXTCLIENT_ASS_FAME09,Prophet,Prorok
TEXTCLIENT_ASS_FAME10,Oracle,Wyrocznia
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,Ten gracz już jest na twojej liście.
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,Poprosiłeś/aś %s o dodanie do komunikatora.
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,Nie możesz dodawać znajomych na arenie Oblężenia Gildii.
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,Nie możesz dodawać znajomych w trakcie Pojedynku.
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,Odmówiono dodania do komunikatora.
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,"%s jest w trybie ""Odmawiaj Zaproszeń do Komunikatora""."
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,Maksymalna ilość znajomych w komunikatorze to 200.
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s dodał/a Cię do Komunikatora.
TEXTCLIENT_NOTLOGIN,That player is offline.,Ten gracz obecnie nie gra.
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.","Nie udało się wysłać wiadomości, %s jest zablokowany."
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,Nowe Wiadomości: %d.
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,Nie można otrzymać wiadomości. Skrzynka Odbiorcza może być pełna.
TEXTCLIENT_MESSNOTE,You sent the memo.,Wysłałeś/aś Wiadomość.
TEXTCLIENT_MAILRECEIVE,You have received new mail!,Masz nową Wiadomość!
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,Postacie poniżej %d poziomu nie mogą krzyczeć.
TEXTCLIENT_NOPARTY,Party does not exist.,Drużyna nie istnieje.
TEXTCLIENT_NOGUILD,Guild does not exist.,Gildia nie istnieje.
TEXTCLIENT_WHISPERAGREE,Private messages allowed,Prywatne Wiadomości włączone.
TEXTCLIENT_WHISPERREFUSE,Private messages refused,Prywatne Wiadomości wyłączone.
TEXTCLIENT_MSGERAGREE,Messenger allowed,Komunikator włączony.
TEXTCLIENT_MSGERREFUSE,Messenger refused,Komunikator wyłączony.
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,Zaproszenia do Drużyn/Gildii włączone.
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,Zaproszenia do Drużyn/Gildii wyłączone.
TEXTCLIENT_CONNAGREE,Post connection status,Pokaż aktywność w grze.
TEXTCLIENT_CONNREFUSE,Do not post connection status.,Schowaj aktywność w grze.
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,Lista ignorowanych pełna. Usuń kogoś z listy lub zaloguj się ponownie by zresetować listę.
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,Nie powinieneś ignorować sam siebie. Możesz mieć wiele do powiedzenia!
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,Ta postać już jest ignorowana.
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s został/a zignorowany/a. Wpisz /Unignore <NAME> by usunąć z listy ignorowanych graczy.
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s już nie jest ignorowany/a.
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,Ta postać nie jest ignorowana.
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,Musisz najpierw zdjąć ten przedmiot.
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,Nie możesz użyć tych Przedmiotów Premium.
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.","Nie możesz wysłać wiadomości sam do siebie, głuptasie."
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,Skrzynka Pocztowa %s jest pełna.
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,Nie masz dość Penya.
TEXTCLIENT_CANNOTPOST,You cannot send this item.,Nie możesz wysłać tego przedmiotu.
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,Nieznana postać
TEXTCLIENT_POST_ERROR,You have failed to send.,Wysyłanie nie powiodło się.
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,List został wysłany!
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.","Wystąpił błąd, spróbuj powtórzyć czynność."
TEXTCLIENT_REALTIME,Real Time - %s,Czas - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,Czas Madrigal - %s
TEXTCLIENT_NEW_QUEST,New Quest,Nowa Misja
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,Misje w toku
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,Otrzymałeś/aś Misję: %s. Otwórz okno Misji po jej szczegóły.
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,Misja %s została anulowana.
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,Misja anulowana.
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,Ten kanał jest niedostępny. Musisz wybrać inny.
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,Latanie jest zabronione wewnątrz.
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,Potrzebujesz %s by to otworzyć.
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.","Niewłaściwy poziom, nie można otworzyć paczki."
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.","Niewłaściwa płeć, nie można otworzyć paczki."
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,Musisz być w trakcie misji %s by to otworzyć.
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.","Niewłaściwa klasa postaci, nie można otworzyć paczki."
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,"Nie można ukończyć misji, bo twój ekwipunek jest pełen."
TEXTCLIENT_REAPEXP,You have gained Experience.,Otrzymałeś Punkty Doświadczenia.
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,Gratulacje! Misja %s została ukończona.
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.","Jeśli któryś gracz w Drużynie jest ponad poziomem %d, nie może wejść."
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,Nie możesz tego sprawdzić.
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,Dołączyłeś/aś do Gildii %s.
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,Nie jesteś już członkiem Gildii %s.
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,Nie możesz zmienić Logo Gildii podczas Pojedynku Gildii.
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,Nie możesz zmienić nazwy Gildii podczas Pojedynku Gildii.
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,Nowe Obwieszczenie w Gildii! Zerknij do Okna Gildii by je przeczytać.
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,Ta nazwa Gildii już jest zajęta. Musisz wybrać inną.
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,Ta nazwa Gildii posiada niedozwolone znaki lub słowa.
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,Gildia %s zmieniła swoje imię na %s.
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,Nie możesz rozwiązać Gildii w trakcie Pojedynku Gildii.
TEXTCLIENT_GUILDSALARYCHANGED,Salary for each title has been changed.,Zmieniono Pensje dla Ról w Gildii.
