Key,English,Polish
TUTORIAL_ROTATE_CAMERA_KEYBOARD_TEXT,"Let's go through how the camera works with the Keyboard. Here are the keys to press to rotate the camera:\n\nUp: Up Arrow #b↑#nb\nDown: Down Arrow #b↓#nb\nLeft: Left Arrow #b←#nb\nRight: Right Arrow #b→#nb\n\nPretty easy, huh?\n\n#cffff0000Clear Condition: Press an Arrow Key #b↑↓←→#nb","Przyjrzyjmy się, jak sterować kamerą za pomocą Klawiatury. Oto przyciski, które należy nacisnąć:\n\nW górę: Strzałka w górę #b↑#nb\nW dół: Strzałka w dół #b↓#nb\nLewo: Strzałka w lewo #b←#nb\nPrawo: Strzałka w prawo #b→#nb\n\nCałkiem proste, co?\n\n#cffff0000Cel: Wykonuj ruchy kamerą wykorzystując powyższe klawisze #b↑↓←→#nb"
TUTORIAL_ZOOM_CAMERA_TEXT,"How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom","How's that? Simple, right? Now, let's tackle zooming.\n\n[[Zooming in and out is possible with the Mouse wheel. It is also possible with the Page Up and Page Down Keys|Pinch to #bzoom out#nb and spread your fingers to #bzoom in#nb]].\n\n#cffff0000Clearing requirement: Adjust the camera zoom"
TUTORIAL_ROTATE_PHONE_TITLE,Viewing,Viewing
TUTORIAL_ROTATE_PHONE_CONTENT,[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]],[[|#b#cff0000ff■ Portrait and landscape #nb#nc\nRotate your phone to switch between portrait and landscape mode. ]]
TUTORIAL_ROTATE_PHONE_TEXT,Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]],Awesome!\n\n[[|You can also #brotate#nb your phone to switch between portrait and landscape mode.]]
TUTORIAL_OPEN_MENU_TEXT,"Great! [[It's time to learn how to change settings to enjoy the game the best as possible.\n\nSettings are available from the main game menu.\n\nClick on the #bbutton on bottom left#nb of the screen to open the main menu|Next, let's open the #bmain menu#nb.\n\nJust tap the button at the bottom left of the screen]].\n\n#cffff0000Clearing requirement: Open the main menu","Great! [[It's time to learn how to change settings to enjoy the game the best as possible.\n\nSettings are available from the main game menu.\n\nClick on the #bbutton on bottom left#nb of the screen to open the main menu|Next, let's open the #bmain menu#nb.\n\nJust tap the button at the bottom left of the screen]].\n\n#cffff0000Clearing requirement: Open the main menu"
TUTORIAL_OPEN_OPTION_TEXT,"Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window","Now [[click on|tap]] #bOption#nb to access the settings.\n\nHere, you can adjust the #btexture quality, shadows, music volume, language, and more#nb.\n\nOnce finished, hit the #b'Save'#nb button to apply your changes.\n\n#cffff0000Clearing requirement: Open the options window"
TUTORIAL_OPEN_OPTION_TITLE,Settings,Ustawienia
TUTORIAL_OPEN_OPTION_CONTENT,"#b#cff0000ff■ Video / Audio tab#nb#nc\nYou can configure texture quality, shadows quality and many other graphical options. Use Save button or your changes will be reset when you close the window. Texture quality and Antialiasing are only applied when saving changes. Antialiasing[[|, Vibrations]] and Fullscreen options are not supported on all devices. All advanced options and high quality settings will consume more energy and Internet bandwidth so consider disabling them if you have a limited Internet connection or experiencing a slow framerate.\n\n#b#cff0000ff■ Game tab#nb#nc\nYou can select the interface language and enable or disable some options relative to your character. Don't forget to save your changes.","#b#cff0000ff■ Zakładka Video / Audio#nb#nc\nMożesz skonfigurować jakość tekstur, jakość cieni i wiele innych opcji graficznych. Użyj przycisku Zapisz albo zmiany zostaną zresetowane po zamknięciu okna. Jakość tekstur i wygładzanie krawędzi są zapamiętywane tylko podczas zapisywania zmian. Opcje antyaliasingu[[|, Wibracje]] i Pełny ekran nie są obsługiwane na wszystkich urządzeniach. Wszystkie zaawansowane opcje i ustawienia wysokiej jakości zużywają więcej energii i przepustowości Internetu, rozważ ich wyłączenie, jeśli masz ograniczone połączenie internetowe lub posiadasz małą liczbę klatek na sekundę .\n\n#b#cff0000ff■ Zakładka Gra#nb#nc\nMożesz wybrać język interfejsu, włączyć lub wyłączyć niektóre opcje związane z twoją postacią. Nie zapomnij zapisać zmian."
TUTORIAL_OPEN_MAP_TEXT,"Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]","Your adventure takes place in #bMadrigal#nb.\n\n[[Press M key|Tap the #bmini-map#nb]] to check your current location or to view maps of other areas.\n\nTo return to the game, [[press M again|tap the cross button at the top right of the map]].\n\n#cffff0000Clearing requirement: [[Hot Key 'M'|Open the map]]"
TUTORIAL_OPEN_MAP_TITLE,Map,Mapa
TUTORIAL_OPEN_MAP_CONTENT,"#b#cff0000ff■ Whole map#nb#nc\n[[Press M key|Touch World Map in main menu]] to see the continent of Madrigal.\n\n#b#cff0000ff■ Mini-Map#nb#nc\n[[Press N key|Touch cross button]] to hide navigator on right corner. If you want to see it again, [[press N key again|touch Navigator in main menu]].","#b#cff0000ff■ Mapa#nb#nc\n[[Naciśnij klawisz M|Dotknij mapy świata w menu głównym]] aby zobaczyć kontynent Madrigal.\n\n#b#cff0000ff■ Minimapa#nb#nc\n[[Naciśnij klawisz N|Dotknij krzyżyk]]aby ukryć nawigator w prawym rogu. Jeśli chcesz otworzyć go ponownie, [naciśnij ponownie klawisz N|dotknij Navigator w menu głównym]]."
TUTORIAL_OPEN_NAVIGATOR_TEXT,Let's go through the Navigator.\nYou can check your location and the surrounding area with the navigator that’s in the upper right part of the screen.\n[[Activate and deactivate the Navigator by pressing 'N'|Use Navigator in main menu to toggle the mini-map]].\n\n#cffff0000Clear Condition: [[Hot Key 'N'|Open the navigator]],"Nauczmy się obsługiwać Nawigatora.\nMożesz sprawdzić swoją lokalizację i okolicę za pomocą nawigatora, który znajduje się w prawej górnej części ekranu.\n[[Aktywuj i dezaktywuj Nawigator, naciskając 'N'|Użyj Nawigatora w menu głównym, aby przełączyć mini-mapę]].\n\n#cffff0000Spełnij warunek: [[Naciśnij klawisz 'N'|Otwórz nawigator]]"
TUTORIAL_TALK_LUI_TEXT,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!,Navigating #bMadrigal#nb just got easier!\n\nGo talk to #b#cffa0a0ff[General] Lui#nc#nb in Central Flarine by following the #barrow above your head#nb.\n\nHe seems to have important information for you. Best of luck!
TUTORIAL_START_QUEST_TEXT,"Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]","Congratulations on your first quest! Time to explore the #bQuest Diary#nb.\n\nThis diary keeps track of completed quests and those you're currently on.\n\nTo view deatils, [[press 'Q'|tap the #b'Quests'#nb button at the top of the screen]].\n\n#cffff0000Clearing requirement: [[Hot Key 'Q'|Open the Quest Diary]]"
TUTORIAL_START_QUEST_TITLE,Quest Window,Okno Misji
TUTORIAL_START_QUEST_CONTENT,#b#cff0000ff■ Quest Window#nb#nc\nThis is where you can see current quest information and the completed quests.[[\nShortcut key is L.|]],"#b#cff0000ff■ Okno Misji#nb#nc\nTutaj możesz zobaczyć aktualne informacje o misjiach, oraz misjach które ukończyłeś.[[\nZnajdziesz je pod klawiszem Q.|]]"
TUTORIAL_MOTION_TEXT,Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]],Looking to express yourself?\n\n[[Press 'O'|Tap the Emotes button on the left]] to unveil a range of #bemoticons and expressions#nb. Give it a go.\n\n#cffff0000Clearing requirement: [[Press 'O'|Open the Emotes window]]
TUTORIAL_MOTION_TITLE,Emotion Expression,Wyrażenie uczuć
TUTORIAL_MOTION_CONTENT,"#b#cff0000ff■ Emotion Expression#nb#nc\nYou can use this to express your emotion to other players. There are many emoticons and icons for expression various emotions, so you should try to use it.[[\nShortcut key is O.|]]","#b#cff0000ff■ Wyrażenie uczuć#nb#nc\nMożesz wyrazić swoje emocje innym graczom. Istnieje wiele emotikonów i ikonek do wyrażania różnych emocji, powinieneś spróbować ich użyć.[[\nZnajdują się pod klawiszem O.|]]"
TUTORIAL_CHAT_TEXT,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.,Ready to chat with others?\n\n[[Press ENTER|You can tap the #bChat#nb preview at the bottom]] to open the chat window.\n\nMessage in Normal chat are visible to nearby players.
TUTORIAL_CHAT_TITLE,Chat Method,Funkcje Czatu
TUTORIAL_CHAT_CONTENT,#b#cff0000ff■ Normal Chat#nb#nc\nYou can only talk to players near by you. The way you talk is press Chat button on chat window.\n\n#b#cff0000ff■ Shout#nb#nc\nYou can talk to players who are in broad range. They way you shot is add #cffff0000/s #nc on front of the words that you want to say.\n\n#b#cff0000ff■ Party Chat#nb#nc\nYou can use it when you are in a party. The way you talk is add #cffff0000/p #nc on front of the wards that you want to say.\nYou can use Troupe button on the chat window.\n\n#b#cff0000ff■ Whisper#nb#nc\nYou can send message to certain player. The way you do it is add #cffff0000/w character name #nc.\nYou can use Whisper button on the chat window.\n\n#b#cff0000ff■ Guild Chat#nb#nc\nYou can use it when you are in a guild. The way you talk is add#cffff0000/g #nc.\nYou can use Guild button on the chat window.\n\n#b#cff0000ff■ System Message#nb#nc\nAll of the messages except chat message display in system window.To check press SYSTEM button on the chat window.\n\n#b#cff0000ff■ Filter Function#nb#nc\nYou can see the chat that you want to see. The way you do is press Filter button.,"#b#cff0000ff■ Normalny Czat#nb#nc\nRozmowa z graczami tylko w pobliżu Ciebie. Sposób, w jaki to zrobisz, to naciśnięcie przycisku Czat w oknie Czatu.\n\n#b#cff0000ff■ Krzyk#nb#nc\nRozmowa z graczami oddalonymi od Ciebie. Sposób, w jaki to zrobisz, to dodanie #cffff0000/s #nc przed słowami, które chcesz powiedzieć.\n\n#b#cff0000ff■ Czat Drużynyt#nb#nc\nMożesz go użyć, gdy jesteś w drużynie. Sposób, w jaki mówisz, to dodanie #cffff0000/p #nc przed słowami, które chcesz powiedzieć.\nMożesz użyć przycisku wiadomości drużyny w oknie czatu.\n\n#b#cff0000ff■ Szept#nb#nc\nMożesz wysłać prywatną wiadomość do określonego gracza. Sposób, w jaki to robisz, to dodanie #cffff0000/w nazwy postaci #nc.\nMożesz użyć przycisku Szeptu w oknie czatu.\n\n#b#cff0000ff■ Czat Gildi#nb#nc\nMożesz go użyć, gdy jesteś w gildii. Sposób w jaki go użyć to dodanie#cffff0000/g #nc.\nMożesz użyć przycisku Gildii w oknie czatu.\n\n#b#cff0000ff■ Komunikat systemowy#nb#nc\nWszystkie wiadomości z wyjątkiem wiadomości czatu, wyświetlone są w oknie systemu. Aby sprawdzić, naciśnij przycisk SYSTEM w oknie czatu.\n\n#b#cff0000ff■ Funkcja filtrowania#nb#nc\nMożesz włączyć czat, który tylko chcesz widzieć. Sposób, w jaki to zrobisz, to naciśnięcie przycisku Filtruj."
TUTORIAL_SHOUT_TEXT,"Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat.","Mastering the Shout:\n\nShouting broadcasts your message to a #bbroader audience#nb than normal chat.\n\nTo shout, prefix your message with#cffff0000/s#nc. Remember, players won't see your shouts until you reach level 20.\n\n#cffff0000Clearing requirement: Use the shout ('/s') chat."
TUTORIAL_PARTY_CHAT_TEXT,"About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members.","About the #bParty chat#nb:\n\nStart your message with #cffff0000/p#nc to only discuss with players in your party.\n\nRemember, party chat is exclusive to party members."
TUTORIAL_WHISPER_CHAT_TEXT,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.,Need to message someone directly? Try #bWhisper#nb.\n\nType\n#cffff0000 /w CharacterName\n#nc before your message to whisper to a specific player.
TUTORIAL_GUILD_CHAT_TEXT,Add #cffff0000/g#nc before your message to chat with your guild members only.,Add #cffff0000/g#nc before your message to chat with your guild members only.
TUTORIAL_SYSTEM_CHAT_TEXT,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.,System messages are shown in a seperate chat window.\n\n[[Click|Tap]] the SYSTEM button in the chat window to view them.
TUTORIAL_FILTER_CHAT_TEXT,"To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out.","To see only the messages you're interested in, simply select a tab, [[click|tap]] the #bFilter#nb button, and edit your perferences. The rest will be filtered out."
TUTORIAL_INVENTORY_TEXT,You got your #bfirst weapon#nb!\n\nLet's go through item equipment by [[pressing 'I'|touching Inventory in the bottom]].\n\n#cffff0000Clear Condition: [[Hot Key 'I'|Open inventory]],Otrzymałeś swoją #bpierwszą broń#nb!\n\nPrzejrzyjmy ekwipunek [[naciskając 'I'|dotykając ekwipunku na dole]].\n\n#cffff0000Spełnij warunek: [[Naciśnij 'I'|Otwórz ekwipunek]]
TUTORIAL_EQUIP_TEXT,[[Double click|Touch]] an item you want to equip [[or drag it to the spot you want to equip|and then touch the #bEquip#nb button]].\n\n#cffff0000Clear Condition: Equip an item,"[[Kliknij podwójnie|Dotknij]] na przedmiot, który chcesz założyć [[lub przeciągnij go w miejsce, które chcesz wyposażyć|a następnie dotknij przycisku #bWyposaż#nb ]].\n\n#cffff0000Spełnij warunek: Załóż przedmiot"
TUTORIAL_UNEQUIP_TEXT,Now double [[click again|tap]] on the item in #bequipment view#nb to unequip it.\n\n#cffff0000Clear Condition: Unequip an item,Teraz dwukrotnie [[kliknij ponownie|dotknij]] na przedmiot w #bwyposażeniu#nb aby go zdjąć.\n\n#cffff0000Spełnij warunek: Zdejmij wybrany przedmiot
TUTORIAL_INVENTORY_TITLE,Inventory,Wyposażenie
TUTORIAL_INVENTORY_CONTENT,"#b#cff0000ff■ At the top of the Inventory window,#nb#nc\nyou can see the items your character has equipped. At the bottom, you can see the items and Penya in your inventory. To equip an item, double-[[click|tap]] it or drag it to the appropriate slot.[[\nHotkey: I|]]","#b#cff0000ff■ Na górze wyposażenia#nb#nc\n możesz sprawdzić swój ekwipunek. Na dole widoczne są przedmioty i penya, które posiadasz. Możesz dwukrotnie [[kliknij|dotknij]] lub przeciągnij przedmiot w miejsce, w które chcesz założyć ekwipunek.[[\nWyposażenie dostępne pod klawiszem I.|]]"
TUTORIAL_TASKBAR_TEXT,Well done! Let's learn about the #bQuick Slot#nb located [[on the left|in many places]] of your screen.\n\nYou can put #bitems or skills#nb into it so you can use them quickly. [[1 - 0 can be used as hotkeyes.\nYou can also use keys F1-F9 to cycle through your Quick Slot bars.|#bKeep your finger pressed#nb on an item to drag it to the Slot of your choice.]]\n\n#cffff0000Clear Condition: Drag an item to Quick Slot,"Bardzo dobrze! Dowiedzmy się o #bHotkey#nb znajdującym się [[na dole|w wielu miejscach]] ekranu.\n\nMożesz wykorzystać #bprzedmiot lub umiejętności#nb aby szybko użyć za pomocą [[klawiszy 1 - 0, które mogą być używane jako skróty klawiszowe.\nMożesz także użyć klawiszy F1-F9 aby przełączać się między paskami Hotkey.|#bPrzytrzymaj palec#nb na elemencie, aby przeciągnąć go do wybranego slotu.]]\n\n#cffff0000Spełnij warunek: Przeciągnij element do paska Hotkey 1 - 0"
TUTORIAL_TASKBAR_TITLE,Quick Slot,Hotkey 1 - 0
TUTORIAL_TASKBAR_CONTENT,#b#cff0000ff■ Quick Slot#nb#nc\nYou can put items or motions that you want to use quickly[[ in 1~0 slots and there are also expansion slot of F1~F9|]].,"#b#cff0000ff■ Quick Slot#nb#nc\nMożesz umieszczać przedmioty lub umiejętności, których chcesz szybko użyć[[ za pomocą klawiszy 1~0 pamiętaj też o pasku rozszerzeń pod klawiszami F1~F9|]]."
TUTORIAL_CHARACTER_TEXT,The #bCharacter#nb window displays information about your character.\n\n[[Press 'H'|Touch Character in main menu]] to view this window.\n\n#cffff0000Clear Condition: [[Hot Key 'H'|Open Character window]],Okno #bPostać#nb wyświetla informacje o twojej postaci.\n\n[[Naciśnij 'H'|Dotknij Postać w menu głównym]] aby wyświetlić to okno.\n\n#cffff0000Spełnij warunek: [[Naciśnij 'H'|Otwórz okno Postaci]]
TUTORIAL_CHARACTER_TITLE,Character Window,Okno Postaci
TUTORIAL_CHARACTER_CONTENT,#b#cff0000ff■ Character Window#nb#nc\nYou can see all information of your character. You can also increase ability stat with Stat Points.[[\nShortcut key is H.|]],#b#cff0000ff■ Okno Postaci#nb#nc\nMożesz zobaczyć wszystkie informacje o swojej postaci. Możesz także zwiększyć umiejętności za pomocą Punktów Statystyk.[[\nOkno znajduje się pod klawiszem H.|]]
TUTORIAL_STAT_TEXT,You can also distribute #bStat Points#nb you have gained by leveling in #bDetail tab#nb.\n\nUse #bApply#nb button to confirm changes.\n\n#cffff0000Clear Condition: Distribute Stat Points,Możesz również rozdysponować #bPunkty Statystyk#nb zdobyte podczas uzyskania awansu poziomu postaci w #bZakładce Szczegóły#nb.\n\nUżyj przycisku #bZastosuj#nb aby potwierdzić zmiany.\n\n#cffff0000Spełnij warunek: Rozdaj Punkty Statystyk
TUTORIAL_CHANGEJOB_TEXT,"Hi, there. I am #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nYou can transfer your job to #bMercenary#nb, #bMagician#nb, #bAcrobat#nb, or #bAssist#nb when you reach level 15.\n\nYou need to complete the #bjob transfer quest#nb by talking to the #b#cffa0a0ffJob Drillmaster#nc#nb in #bEastern Flarine#nb.","Witaj, jestem #b#cffa0a0ffInfo Pang#nc#nb ^^\n\nMożesz zmienić swoją profesję, wybierając Najemnika, Maga, Akrobate, albo Asystenta gdy osiągniesz poziom 15.\n\nPamiętaj, aby dokonać zmiany #bprofesji postaci#nb musisz odwiedzić odpowiedniego instruktora dla każdej profesji w Flarine."
TUTORIAL_FLY_TEXT,"Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]","Now you have reached the level to fly. Let me teach you #bhow to fly#nb!\n\nYou will first need to purchase a board or a broom to #b#cffa0a0ff(Station) Tina#nc#nb in Flarine and equip the item.\n\nThen [[press the Space bar|touch the #bSTART button#nb in bottom right of the screen]] to increase speed, and [[press Space bar|touch it]] again to decrease speed.\n\n[[Move your Mouse cursor while holding down the right button|Touch your character and #bslide your finger#nb or use the #bdirectional pad#nb]] to fly in that direction.\n\n[[When using the keyboard the W, A, S, D keys will move you.|You can also control your flight by #brotating your device#nb if device motion is supported. Use the button on top of the screen to toggle Device Motion.]]"
TUTORIAL_GUILD_TEXT,"A #bGuild#nb is a bigger community than a Party and can be created by the #b#cffa0a0ff[Public Office] Helena#nc#nb when you reach level 40.\n\nEach tab's details are as follows:\nInfo tab provides general info about the guild and notice, \nMember tab manages Guild members.\n\n#cffff0000Clear Condition: [[Hot Key 'G'|Open Guild window]]","#bGilda#nb jest większą społecznością niż ""Drużyna"" i może zostać utworzona przez #b#cffa0a0ff[Urząd publiczny] Helena#nc#nb po osiągnięciu poziomu 40.\n\nSzczegóły zakładek przedstawiają się następująco:\nZakładka Informacje zawiera ogólne informacje o gildii i powiadomienia, \nZakładka członków, zarządza członkami Gildii.\n\n#cffff0000Spełnij warunek: [[Naciśnij klawisz 'G'|Otwórz okno gildii]]"
TUTORIAL_MESSENGER_TEXT,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.,You can use #bMessenger#nb Window to check your friends' online status and chat with them. Remember to add your #bfriends#nb to the messenger.
TUTORIAL_MESSENGER_TITLE,Messenger,Komunikator
TUTORIAL_MESSENGER_CONTENT,"#b#cff0000ff■ Messenger#nb#nc\nYou can check for log in status of registered players, channel and you can use chat easily. To register player [[click on|touch]] + button on the messenger window, then enter the character name that you want to register.[[\nShortcut key is E.|]]","#b#cff0000ff■ Komunikator#nb#nc\nMożesz sprawdzić status połączenia swoich przyjaciół, sprawdzić kanał i w łatwy sposób korzystać z czatu. Aby dodać gracza [[kliknij|dotknij]] przycisk + w oknie komunikatora, następnie wprowadź nazwę postaci, którą chcesz dodać.[[\nOkno Komunikatora znajdziesz pod klawiszem E.|]]"
