Key,English,Japanese
WORLD_WDGUILDWAR_WDGUILDWAR_RGN_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WDGUILDWARBIG_WLD_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WORLD_WDGUILDWAR_CAVERN_RGN_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WORLD_WDGUILDWAR_CORAL_RGN_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WORLD_WDGUILDWAR_GUARDIANE_RGN_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WORLD_WDGUILDWAR_KAILLUN_RGN_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WORLD_WDGUILDWAR_SNOW_RGN_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WORLD_WDGUILDWAR_UNDERWATER_RGN_000000,Prove yourself!\nShow them that you are the best!,己の力か？\n欲しけりゃくれてやる。戦え！この世の力すべてをここマドリガルに置いてきた！！
WORLD_WDGUILDWAR_VOLCANO_RGN_000000,Prove yourself!\nShow them that you are the best!,真の強者になりたいか！！\n勝利の為！己のあらん限りの力を出し尽くせ！！
WDKEBARAS_WLD_000000,Lodelight,ロードライト
WDKEBARAS_WLD_000001,This is a safe place.,～安全地帯～
WORLD_WDKEBARAS_WDKEBARAS_RGN_000000,Kebaras,ケバラス
WORLD_WDKEBARAS_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras!\nLong ago, this place served as a prison for criminals...",罪深き島。ケバラスタウン。\nここは昔、犯罪者の刑務所だったそうだ...。
WDKEBARAS2_WLD_000000,Lodelight,Lodelight
WDKEBARAS2_WLD_000001,This is a safe place.,This is a safe place.
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000000,Kebaras 2,Kebaras 2
WORLD_WDKEBARAS2_WDKEBARAS_RGN_000001,"Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals...","Welcome to the town of Kebaras 2!\nLong ago, this place served as a prison for criminals..."
WDMADRIGAL_WLD_000000,Mysterious Castle,神秘的な城
WDMADRIGAL_WLD_000001,This place is not marked on the map. No one knows how to enter it...,地図にもない場所。中に入る方法を知っている人はいないようだ・・・。
WDMADRIGAL_WLD_000002,Refuge of Middle Leren Mountains,レルエン山脈中部の隠れ家
WDMADRIGAL_WLD_000003,Line Flarine ↔ Saint City,フラリス ⇔ セイントモーニング
WDMADRIGAL_WLD_000004,Line Flarine ↔ Darkon 1,フラリス ⇔ ダーコン1
WDMADRIGAL_WLD_000005,Line Flarine ↔ Mars Mine,フラリス ⇔ フラリスダンジョン
WDMADRIGAL_WLD_000006,Line Saint City ↔ Garden of Rhisis,セイントホール ⇔ リシスの庭
WDMADRIGAL_WLD_000007,Line Saint City ↔ Fantasy Desert,セイントホール ⇔ 夢幻の砂漠
WDMADRIGAL_WLD_000008,Line Darkon 1 ↔ Darken,ダーコン1地区 ⇔ ダーコン第2地区
WDMADRIGAL_WLD_000009,Line Darken ↔ Arians,ダーコン ⇔ アリアンス
WDMADRIGAL_WLD_000010,Line Arians ↔ Guardiane,アリアンス ⇔ ガルディア
WDMADRIGAL_WLD_000011,Line Arians ↔ Deadwallderness,アリアンス ⇔ デッドウィルダニス
WDMADRIGAL_WLD_000012,Azria\nAbandoned Erons Factory,アズリア\nエランスが枯渇した土地
WDMADRIGAL_WLD_000013,Azria\nVillage,アズリア\n小さな村
WDMADRIGAL_WLD_000014,Line Deadwallderness ↔ Azria,デッドウィルダニス砂漠 ⇔ アズリア
WDMADRIGAL_WLD_000015,Storm Peak Entrance,ストームピークエントランス
WDMADRIGAL_WLD_000017,Envy Depths Entrance,エンヴィーデプスエントランス
WDMADRIGAL_WLD_000019,Guardiane Sanctuary Entrance,ガーディアンサンクチュアリエントランス
WDMADRIGAL_WLD_000021,Leren Chasm Entrance,レレン層岩巨淵エントランス
WDMADRIGAL_WLD_000022,Wilds Entrance,ワイルズエントランス
WDMADRIGAL_WLD_000023,Rhisis Catacombs,リシスのカタコンベ
WDMADRIGAL_WLD_000024,This is a safe place.,ここは安全な空間です。
WDMADRIGAL_WLD_000025,The Wilds Entrance,ザ・ワイルズエントランス
WDMADRIGAL_WLD_000026,Coral Village,コーラルビレッジ
WDMADRIGAL_WLD_000028,Coral Island,コーラル・アイランド
WDMADRIGAL_WLD_000029,Welcome to Coral!,コーラルへようこそ!
WDMADRIGAL_WLD_000030,Red Sea,紅海
WDMADRIGAL_WLD_000032,Deep Sea,深海
WDMADRIGAL_WLD_000034,Swamp,沼
WDMADRIGAL_WLD_000035,Saint City Arena,Saint City Arena
WDMADRIGAL_WLD_000036,This place was famous long ago...,This place was famous long ago...
WDMADRIGAL_WLD_000037,Kaillun,Kaillun
WDMADRIGAL_WLD_000038,Welcome to Kaillun!,Welcome to Kaillun!
WDMADRIGAL_WLD_000039,Orbalune Port,Orbalune Port
WDMADRIGAL_WLD_000040,This is a safe place.,ここは安全な空間です。
WDMADRIGAL_WLD_000041,Kaillun Grassland,Kaillun Grassland
WDMADRIGAL_WLD_000042,Dreknir Ridge,Dreknir Ridge
WDMADRIGAL_WLD_000043,Lionrath Falls,Lionrath Falls
WDMADRIGAL_WLD_000044,Velora Cliffs,Velora Cliffs
WDMADRIGAL_WLD_000045,Dreknir Forest,Dreknir Forest
WDMADRIGAL_WLD_000046,Ankou's Asylum Entrance,Ankou's Asylum Entrance
WDMADRIGAL_WLD_000047,This is a safe place.,ここは安全な空間です。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000000,Darkon 1\nErons Factory 2,第2エランパークス\n（ダーコン第1地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000001,Erons Factory 2. Used to produce Erons.,生産量第2位のエランス生産工場です。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000002,The Middle of Leren Mountains,レルエン山脈の中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000003,The middle district of Leren Mountains in Flaris.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,フラリスの屋根と呼ばれているレルエン山脈の中部地帯\nハイドワーフの生息地とバブルの平原があります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000004,Flarine\nCentral Flarine,フラリス\n中央広場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000005,The main hub of activity for Flaris is in the middle of Flarine.\nThere is a station and a public office.\nThere are stores for armor and weapons.,フラリスの中央に位置する広場です。\nフラリスの全てを管理しているシティーホールとステーション、\nまた、武器ショップと防具ショップがあります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000006,Flarine\nEastern Flarine,フラリス\n東広場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000007,"The eastern part of Flarine.\nHere you can get food, magic materials, and job training.",フラリスの東に位置する広場です。\nロシャのフードショップと依頼所、また、マジックショップと職業訓練所があります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000008,Flarine\nNorthern Flarine,フラリス\n北広場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000009,The northern part of Flarine.\nThe Job Masters and Lodestar are here.,フラリスの北に位置する広場です。\nロードスターがあり、各職業のマスター達がいます。　
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000010,Someone is watching you.,上の方に何者かの気配がします。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000011,Plain of Bubble,バブルの平原
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000012,This area was created by the Clown God Bubble.,バブルなる人物が、3日で創ったと言われている伝説の平原
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000013,The South of Leren Mountains,レルエン山脈の南部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000014,The southern district of the Leren Mountains.,フラリスの屋根と呼ばれているレルエン山脈の南部地帯
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000015,The Center for Guild Combat,ギルドコンバットセンター
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000016,Guild combat is managed here.,ギルドコンバットに関する管理しています。通称「GCC」と呼ばれています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000017,The South of Leren Mountains\nAltar of Dreadpet,レルエン山脈の南部\nシヴァーモンスターの祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000018,Dreadpet is kept here.\nHis keepers control great magic.,シヴァーモンスターの何かが隠されているという祭壇\n神秘なる不思議な力を持つ伝道師が存在します。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000019,Darkon 1\nErons Factory 1,第1エランパークス\n（ダーコン第1地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000020,The First Erons Factory.\nThis factory produces 80% of all Erons.,マドリガル1のエランス生産量を誇る工場です。\n全体の約80％のエランスを生産しています。　
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000021,Darkon\nAltar of Violet,ダーコン\n謎の祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000022,There is evidence here of a major event.,何の為に創られた祭壇かは謎ですが、ここで採取した岩石は、\nある事件の証拠として使用できるようです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000023,The Middle of Leren Mountains,レルエン山脈の中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000024,The middle of the Leren Mountains.\nThere is Billeting Place of the High-Dwarpets and the Plain of Bubble.,フラリスの屋根と呼ばれているレルエン山脈の中部地帯\nハイドワーフの生息地とバブルの平原があります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000025,Billeting Place of High-Dwarpets,ハイドワーフの生息地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000026,The High-Dwarpets have created Billeting place.\n A certain High-Dwarpet once stored the Book of Technique here.,古文書を保管している何人かのハイドワーフが集まり、創った生息地です。\nここに生息しているハイドワーフ達は、スキル事典を管理しているそうです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000027,Northern River of Weeping,勇気の谷の北部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000028,Haunt of Nyangnyang,～ニャングニャングの生息地～
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000029,Haunt of Nyangnyang.,～猫族ニャングニャングの生息地～
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000030,The bridge was repaired!\n You used to have to jump across a gap.,橋が切れています。\nジャンプしてください。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000031,Lodelight,～ロードライト～\n復活ポイントの登録ができます。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000032,This is a safe place.,～安全地帯～
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000033,Madren Town,マッドランタウン
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000034,This is a small town for Demian.\nCast-off Demian live here.,デミアンたちによって創られた町です。\n親に捨てられた子供たちが、デミアンとなって一緒に暮らしています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000035,Middle of River of Weeping,勇気の谷の中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000036,This river overflows when it rains every once in a while.\nHigh-Dwarpet can sometimes be seen bathing here.,滝のように流れ落ちた雨で、大地が掘り起こされ創られた川です。\nハイードワーフ達が、たまに洗濯しに来るそうです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000037,Madren Town\nAltar of Dreadpet,マッドランタウン\nシヴァーモンスターの祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000038,Another place for controlling the Dreadpet.\nThere are supervisors here that use strong magic.,シヴァーモンスターの何かが隠されているという祭壇\n神秘なる不思議な力を持つ伝道師が存在します。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000039,Fountain of Dead Person,魂の泉
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000040,"It is known that souls gather together in this place.\nAccording to tradition, the water in this place gives perennial youth and long life.",死者の魂が集まると言われています。\nここの水は聖水とされ、不老不死伝説があるそうです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000041,Northern Leren Mountains,レルエン山脈の北部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000042,The northern district of the Leren Mountains.\nThe Mars Mine and the Fountain of Dead Person are here.,フラリスの屋根と呼ばれているレルエン山脈の北部地帯\nフラリスダンジョンと魂の泉があります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000043,Mars Mine,フラリスダンジョン
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000044,"This Mine was found and developed by mining merchants long ago.\n However, the place is overrun with Masquerpets now.",昔、採鉱商人によって発見され、開発された鉱山でしたが、\n現在は、モンスターの巣窟になっています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000045,The residence of Ludviehill,ルードヴィヒの屋敷
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000046,The rich of Flaris live in Ludviehill.,フラリス最高の富豪、ルードヴィヒのお屋敷です。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000049,Saint Tree,セイントツリー
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000050,Saint Tree is really old\n This tree is one of the symbols of Saint Morning.,遥かいにしえより、幾歳月を経た霊樹です。\nセイントモーニングの守護樹として大切にされています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000051,Saint Morning\nAltar of Violet,セイントモーニング\n謎の祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000052,"Here, as in other places, there is evidence of a major event.",何の為に創られた祭壇かは謎ですが、ここで採取した岩石は、\nある事件の証拠として使用できるようです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000053,Northern Hillid Mountains,ヒルリド山脈の北部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000054,The Northern district of the Hillid Mountains,ヒルリド山脈の北部地帯
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000055,Eastern River of Weeping,勇気の谷の東部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000056,The Eastern part of the River of Weeping\nAltar of Dreadpet,勇気の谷\nシヴァーモンスターの祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000057,Another Altar to the Dreadpet.\nThe magic of the Dreadpet tamers electrifies the air.,シヴァーモンスターの何かが隠されているという祭壇\n神秘なる不思議な力を持つ伝道師が存在します。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000058,Saint Morning\nSaint Hall,セイントモーニング\nセイントホール
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000059,Saint Hall is the oldest building. It has been standing longer than anyone in town has been alive.\nPublic offices and the laboratory are located in this building.,セイントモーニング最高峰の建築物で、5年の歳月をかけ建設されました。\nまた、内部には、シティーホールと総合研究所があります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000060,Saint Morning,セイントモーニング
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000061,Saint Morning has gained independence from Flaris.\nThey have made a fortune from commerce.,セイントモーニング大陸の中心街です。\n過去2度に渡る戦争によって、フラリスから独立しました。\n貿易がとても盛んですが、穏やかな人が多く豊かな街です。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000062,Saint Morning\nStation,セイントモーニング\nステーション
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000063,This is the biggest station on Madrigal.\nSaint Morning could become the center of commerce for Madrigal by using this station.,マドリガル最高峰の規模を誇るステーションです。\nセイントモーニングが、マドリガル貿易の中心となる一番の理由は、この港にあります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000064,Saint Morning square,セイントモーニング広場
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000065,Saint Morning square is a local hang out.\nThere is lots of space to open stores.,セイントモーニングの市立広場です。\n市民達の憩い場であり、集う場所としても知られています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000066,Saint Morning\nThe Madrigal History Society.,セイントモーニング\nマドリガル歴史協会
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000067,Research in the History of Madrigal is being made here.,マドリガルの歴史全てを管轄している機関で、歴史の研究を主としています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000068,Flaris\nAltar of Violet,フラリス\n謎の祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000069,"There is a certain smell in the air and stones litter the landscape, evidence of a major event.",何の為に創られた祭壇かは謎ですが、辺りを漂う匂いと岩石は、何か大きな出来事の痕跡だろう。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000070,The Garden of Rhisis,～リシスの庭～
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000071,The Garden of Rhisis.\nThis once used to be a beautiful place but was ruined in the war with Clockworks.,リシスの庭と呼ばれるところです。\n一時期は美しくて豊富なところでしたが、時計ゼンマイの分裂で廃墟となってしまいました。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000072,Fantasy Desert,夢幻の砂漠
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000073,"You can see stone pillars around the desert.\nAccording to rumor, there are temples that lie buried under this desert.",いくつかの石造建物が散在する砂漠地帯です。\n噂によると、この砂漠の下に神殿が埋められているそうです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000074,You can hear the sound of digging close by.,どこからか、土を掘っている音が聞こえてきます。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000075,The Entrance to Fantasy Desert,夢幻の砂漠の入り口
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000076,"A desert with a lot of unknown, unexplained, buildings.",石造物がいっぱいの砂漠の入り口。誰によって造られたかは謎のままです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000077,Southern Hillid Mountains,ヒルリド山脈の南部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000078,The southern Hillid Mountains.\nThe Entrance to the Fantasy Desert and Plateau of Silence is here.,セイントモーニングの屋根と呼ばれているヒルリド山脈の南部地帯\n夢幻の砂漠の入り口と沈黙の高原があります。　
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000079,Plateau of Silence\nGravity Disorder Area,沈黙の高原\n重力障害エリア
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000080,"It is impossible to fly in this area of Madrigal. According to a research group, gravity is stronger here than anywhere else in the world.",セイントモーニングで、唯一飛行ができない地区です。\n調査団によると、とある原因により発生した強力な重力により、\nここを飛ぼうとしたらその重力によって墜落してしまうそうです。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000081,Hill of Shade,シェードの丘
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000082,"Shade, the Clown Goddess was here.\nShe created this place in the time it takes to blink an eye.",シェードなる人物が、1日で創ったと言われている伝説の丘\nセイントモーニングの人々は、彼がいにしえのピエロだろうと言っている。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000083,This is a safe place.,安全領域です。敵から保護されます。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000084,Pumpkin Town\nThe Home of Mr. Pumpkin.,カボチャ男爵の居住地
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000085,"This town was made by people who dislike the city life of Saint Morning.\nHowever, this town was ruined because of an invasion of Mr. Pumpkins.",セイントモーニングでの都市生活に飽き、移住して来た人たちが作った町です。\nしかし、奇妙な姿をしたカボチャモンスターの襲撃で、ひどい惨状となってしまいました。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000086,Central Hillid Mountains,ヒルリド山脈の中部
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000087,The central area of the Hillid Mountains.,セイントモーニングの屋根と呼ばれているヒルリド山脈の中部地帯
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000088,Darkon 3\nMagmient,マグミアント\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000089,The molten terrain of Darkon 3 makes for hard travel.\nOrdinary people do not enter because of the danger.,ダーコン3地区の中でも最も危険な溶岩地帯。\n有毒ガスが充満しているため、一般の人は立ち入りを禁じられています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000090,Altar of Jester,ジェスターの祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000091,This altar was made for admiring the glory of Jesters.\nA priest named Homeit is managing this altar.,ジェスターの栄光を称えるため、作られた祭壇です。\n<ホメイト>という司祭がここを管理しています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000092,Darkon 3\nBrekin,ブレッキン\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000093,"This was an industrial area for refining Erons.\nHowever, this area was abandoned because of growing danger in the area.",かつては大規模なエランスの採掘場として賑わっていましたが、\nエランスの枯渇した今となっては、訪れる者がいない土地です。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000094,Darkon 3\nArians,アリアンス\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000095,This area consists of giant pools. This blue water dissolved Erons.,エランスの成分が水に溶け出し、幻想的な青い水で満たされています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000096,Engisis Length,エンシェントツリー
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000097,"The largest, most mysterious tree in Madrigal.",マドリガルで最も巨大な古樹です。\nその神秘性により、古代マドリガルでは神として信仰を集めていました。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000098,Darkon 3\nDeadwallderness,デッドウィルダニス\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000099,The wasteland of Darkon 3. Smoke rises from the ground that smells like dead things.,地中から死のガス「ケルディラン」が吹き出す危険な土地です。\nここは、死に満たされています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000100,Darkon 3\nAniceknight,エンシェントナイト\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000101,The local plants have mutated and grown large.,地中から湧き出す不思議なエネルギーにより、\n植物が変異して巨大化した土地です。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000102,Darkon 3\nHouse of Laola,ラオラの家\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000103,A mysterious aura has wrapped itself around the home of Laola,大魔導師<ラオラ>の家です。\n周りは、神秘のオーラに包まれています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000104,Altar of Ranger,レンジャーの祭壇
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000105,This altar was made for admiring the glory of the Ranger.\nA priest named Rupim is managing this altar.,レンジャーの栄光を称えるため、作られた祭壇です。\n<ルピン>という司祭がここを管理しています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000106,Altar of Psykeeper,ヘルエットツリー
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000107,Place where the Soulstone of Psykeeper is kept.\nThe admirers of the hero Offerep\nmake a pilgrimage here every year.,サイキーパーの魔力が蓄えられている木\nこの木の発する魔力により、辺り一帯が青く輝いています。\n毎年巡礼をしているそうだ。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000108,Darkon 3\nWestern Cendil,センディル西部\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000109,The polluted river flows and corrupts the wildlife of the area.\nThings grow large and nasty in this area.,ヘルエットの影響を受けて川が青く輝いています。\nまた、その魔力により大きなキノコ型の樹木が林立しています。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000110,Darkon 3\nHeret,ヘルエット\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000111,There is a blue glow to the air.\nThe creatures here survive by eating Erons and wandering travelers.\nYou can see the mutant tree Heldonose on the west end.\nThis tree produces Erons.,青い光が漂う地域です。\n魔力により異常な変異を遂げた生物が多数生息しています。\n西の端には、神秘的な樹木「ヘルエットツリー」があります。\n木からはエランスが発生している。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000112,Darkon 3\nMiddle Cendil,センディル中部\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000113,Unknown powerful energy exists in this district.\nNobody wants to know where the power came from.,正体の知れないエネルギーが湧き出る区域が存在する地域です。\n誰もその正体を知らず、また、知ることもできません。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000114,Darkon 3\nEastern Cendil,センディル東部\n（ダーコン3地区）
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000115,Mileng is a holy place surrounded by giant trees shaped like mushrooms.,キノコの突然変異種に囲まれた聖地、「ミレイ」があります。
WORLD_WDMADRIGAL_WDMADRIGAL_RGN_000116,Mileng,ミレイ
