Key,English,Japanese
PROPSKILL_TXT_000043,Swings the weapon to strike surrounding enemies and push them back. Requires a two-handed weapon.,渾身の力で敵をなぎ払い、ダメージを与えると同時に敵を吹き飛ばします。
PROPSKILL_TXT_000044,Earth Divider,アースディバイダー
PROPSKILL_TXT_000045,A powerful downward strike that may reduce HP Restoration on the target. Requires a two-handed weapon.,渾身の力で両手剣を叩きつけて、前方の敵に大ダメージを与えます。両手武器で使用可能
PROPSKILL_TXT_000046,Charge,チャージ
PROPSKILL_TXT_000047,A powerful upward strike that stuns the enemy. Requires a two-handed weapon.,ソードを構えて突撃し、その勢いで強烈な一撃を与えます。両手武器で使用可能
PROPSKILL_TXT_000048,Pain Dealer,アーマーブレイカー
PROPSKILL_TXT_000049,A powerful downward strike that lowers the defense of the target. Requires a two-handed weapon.,敵の装甲を破壊することを目的にした攻撃で、ダメージを与えると共に一時的に敵の防御力をダウンさせます。
PROPSKILL_TXT_000050,Power Stomp,アックスボム
PROPSKILL_TXT_000051,"Pounds the ground, hitting surrounding enemies with a chance to stun them. Requires a two-handed weapon.",斧を地面に叩きつけ、発生した衝撃で周囲の敵にダメージを与えると共に一定確率でスタンさせます。
PROPSKILL_TXT_000052,Cross Strike,クロスストライク
PROPSKILL_TXT_000053,A powerful dual-weapon strike that knocks down the enemy.,2本の武器をクロスさせて強烈な攻撃を行います。
PROPSKILL_TXT_000054,Armor Penetrate,アーマーペネトレイト
PROPSKILL_TXT_000055,Strikes the enemy and lowers their block rate.,敵の装甲の弱い部分を攻撃することで対象にダメージを与えます。
PROPSKILL_TXT_000056,Silent Strike,フラシュシュート
PROPSKILL_TXT_000057,"Pounces on the enemy from afar, stunning them. Requires two weapons.",高速で敵に斬りつけながら駆け抜けます。
PROPSKILL_TXT_000058,Blade Dance,ブレードダンス
PROPSKILL_TXT_000059,Rapidly strikes surrounding enemies twice with both weapons. Requires two weapons.,両手に持った剣を巧みに使い、剣舞を舞いながら周囲の敵を切り裂きます。
PROPSKILL_TXT_000060,Spring Attack,アックスラッシュ
PROPSKILL_TXT_000061,"Strikes the enemy multiple times, with each hit having a chance to deal double damage. Requires two weapons.",両手に持った片手斧を振り回し、4連続攻撃を行います。
PROPSKILL_TXT_000062,Hawk Attack,ホークアタック
PROPSKILL_TXT_000063,A powerful downward strike that lowers the accuracy of the target. Requires two weapons.,敵に向かってジャンプして、鷹のように頭上から両手の斧で敵に襲いかかります。
PROPSKILL_TXT_000064,Sonic Blade,ソニックブレード
PROPSKILL_TXT_000065,A powerful slashing attack that hits all surrounding enemies. Requires two weapons.,身体の中に気を集中させて、剣や斧の先から一気に放出して敵を攻撃します。
PROPSKILL_TXT_000066,Berserk,バーサーク
PROPSKILL_TXT_000067,Increases Attack Speed and striking power at the cost of reduced skill damage.,攻撃速度と打撃力が上昇し、スキルダメージが軽減されます。
PROPSKILL_TXT_000068,Heal,ヒール
PROPSKILL_TXT_000069,Recovers the target's HP.,対象のHP（生命力）を回復させます。
PROPSKILL_TXT_000070,Temping Hole,タンピングホール
PROPSKILL_TXT_000071,A powerful straight punch.,ナックルに込めた精神力を爆発させて、強力な一撃を敵に叩き込みます。
PROPSKILL_TXT_000072,Resurrection,リザレクション
PROPSKILL_TXT_000073,Resurrects a dead player.,死んでしまったキャラクターを復活させます。
PROPSKILL_TXT_000074,Patience,ペイシェンス
PROPSKILL_TXT_000075,Increases the target's maximum HP.,一定時間、対象の最大ＨＰ量を増加させます。
PROPSKILL_TXT_000076,Prevention,プリベンション
PROPSKILL_TXT_000077,Automatically recovers your HP when it falls below a certain threshold.,持続時間中、自分のHPが一定量以下に落ちると自動にHPを回復させます。
PROPSKILL_TXT_000078,Heap Up,ヒップアップ
PROPSKILL_TXT_000079,Increases the target's STA.,一定時間、対象の持久力を高め、体力(STA)を増加させます。
PROPSKILL_TXT_000080,Cannon Ball,キャノンボール
PROPSKILL_TXT_000081,Increases the target's DEX.,一定時間、対象の瞬発力を増加させ、敏捷（Ｄｅｘ）を上昇させます。
PROPSKILL_TXT_000082,Circle Healing,サークルヒーリング
PROPSKILL_TXT_000083,Heals nearby party members.,自分の周りにいる同じパーティメンバーのHPを同時に回復させます。
PROPSKILL_TXT_000084,Mental Sign,メンタルサイン
PROPSKILL_TXT_000085,Increases the target's INT.,一定時間、対象の知力(Int)を上昇させます。
PROPSKILL_TXT_000086,Beef Up,マッスルパワー
PROPSKILL_TXT_000087,Increases the target's STR.,一定時間、対象の筋力を増強させ、攻撃力を上昇させます。
PROPSKILL_TXT_000088,Burst Crack,バーストクラック
PROPSKILL_TXT_000089,"Pounds the ground, damaging enemies around you.",ナックルハンマーを利用するスキルで、拳を地面に叩きつけ、その衝撃で自分の近くにいる敵にダメージを与えます。
PROPSKILL_TXT_000090,Stonehand,スタンハンド
PROPSKILL_TXT_000091,Grants all attacks a chance to stun.,一定時間、攻撃にスタン効果を付与します。スタン効果は一定の確率で発動します。
PROPSKILL_TXT_000092,Quick Step,クイックステップ
PROPSKILL_TXT_000093,Increases the target's movement speed.,一定時間、対象の移動速度を上昇させます。
PROPSKILL_TXT_000094,Cat's Reflex,キャッツリフレックス
PROPSKILL_TXT_000095,Increases the target's block rate.,一定時間、ブロック率が上昇します。
PROPSKILL_TXT_000096,Accuracy,アキュラシー
PROPSKILL_TXT_000097,Increases the target's accuracy.,一定時間、対象の動体視力を高めることで命中率を上昇させます。
PROPSKILL_TXT_000098,Power Fist,パワーフィスト
PROPSKILL_TXT_000099,Strikes the enemy three times with concentrated power.,ナックルにかかる力を増大させ、敵に強力な攻撃を行います。
PROPSKILL_TXT_000100,Haste,ヘイスト
PROPSKILL_TXT_000101,Increases the target's Attack Speed and Casting Speed.,一定時間、対象の攻撃速度を上昇させます。
PROPSKILL_TXT_000102,Heal Rain,ヒールレイン
PROPSKILL_TXT_000103,Heals nearby party members with powerful restorative energy.,生命力が結晶した雨を降らせて、パーティーメンバーのHPを大幅に回復させます。
PROPSKILL_TXT_000104,Holycross,ホーリークロス
PROPSKILL_TXT_000105,Causes the next hit against the target to deal double damage.,神の加護を受けて、敵に2倍のダメージを与えます。
PROPSKILL_TXT_000106,Protect,プロテクト
PROPSKILL_TXT_000107,Increases the target's Defense and Magic Resistance.,一定時間、対象を目に見えない障壁で包み、防御力を上昇させます。
PROPSKILL_TXT_000108,Holyguard,ホーリーガード
PROPSKILL_TXT_000109,Protects the target from incoming critical hits for a limited time.,一定時間、対象を目に見えない結界で包み、魔法防御力を上昇させます。
PROPSKILL_TXT_000110,Spirit Fortune,エンチャントウェポン
PROPSKILL_TXT_000112,Gvur Tialla,パーゲイション
PROPSKILL_TXT_000113,Removes debuffs from the target.,聖なる力で対象の状態異常を解除します。
PROPSKILL_TXT_000114,Geburah Tiphreth,バトルソング
PROPSKILL_TXT_000115,"Draws upon the inner strength of the user and nearby party members, increasing Attack, Attack Speed and Casting Speed for a limited time.",勇壮な歌で一定範囲のパーティーメンバーの闘志を奮い立たせ、一定時間、追加ダメージを発生させ、攻撃速度を上昇させます。
PROPSKILL_TXT_000116,Merkaba Hanzelrusha,ホーリーフィールド
PROPSKILL_TXT_000117,Summons a lingering effect that deals damage over time to enemies within its area.,一定範囲内に神聖な結界を張り、そこに進入した敵に対して持続的ダメージを与えます。
PROPSKILL_TXT_000118,Belial Smashing,ベリアルスマッシュ
PROPSKILL_TXT_000119,Strikes the enemy with five powerful blows.,ダッシュしながら拳に気を集中させて敵を攻撃します。
PROPSKILL_TXT_000120,Piercing Serpent,ピアッシングサーペント
PROPSKILL_TXT_000121,Fires a piercing beam at the enemy.,指先に集中させた気を放出させて、対象を中心に一定範囲の敵を攻撃します。
PROPSKILL_TXT_000122,Blood Fist,ブラッドフィスト
PROPSKILL_TXT_000123,Strikes the enemy with a heavy blow that causes bleeding.,敵の急所を突いて出血させて、持続的なダメージを与えます。
PROPSKILL_TXT_000124,Sonichand,ソニックハンド
PROPSKILL_TXT_000125,"A fast, straight punch.",真空の刃を飛ばして敵を攻撃します。
PROPSKILL_TXT_000126,Asmodeus,アスモデウス
PROPSKILL_TXT_000127,Enhances the power of the wielded knuckle.,ナックル系の武器を装備している際に追加攻撃力が上昇します。
PROPSKILL_TXT_000128,Baraqijal Esna,バラキーアルエスナ
PROPSKILL_TXT_000129,Increases damage dealt to the target while also increasing their Attack.,敵の攻撃力を上昇させる代わりに防御力を減少させます。
PROPSKILL_TXT_000130,Bgvur Tialbold,グブルティアボルド
PROPSKILL_TXT_000131,Strikes nearby enemies with an outward shockwave.,衝撃波で自分の周囲の敵にダメージを与えます。
PROPSKILL_TXT_000132,Asalraalaikum,アッサルラアルライクム
PROPSKILL_TXT_000133,A fully concentrated strike. Always consumes 100% MP.,すべてのMPを破壊の力に変え、絶大なダメージを与えます。
PROPSKILL_TXT_000134,Flame Ball,ファイアーブーメラン
PROPSKILL_TXT_000135,Strikes the enemy with a ball of flame that may reduce the target's HP Restoration.,炎の玉を敵にぶつけ、一定確率で対象の回復能力を低下させます。
PROPSKILL_TXT_000136,Flame Geyser,ホットエアー
PROPSKILL_TXT_000137,"Engulfs the enemy in a geyser of flame, dealing damage over time.",マジシャンの一般スキルで、熱い炎で単体の敵に持続的なダメージを与えます。
PROPSKILL_TXT_000138,Swordwind,ソードウィンド
PROPSKILL_TXT_000140,Strongwind,ストロングウィンド
PROPSKILL_TXT_000141,A ranged wind attack that pushes the enemy back.,遠距離攻撃で、強い風で敵を移動させながら攻撃を行います。
PROPSKILL_TXT_000142,Blinkpool,ブリンクプール
PROPSKILL_TXT_000143,Teleports you to a target point within range.,魔術で自らの近くに小さな風穴を開け瞬間的に移動を行います。
PROPSKILL_TXT_000144,Ice Missile,アイスミサイル
PROPSKILL_TXT_000145,Blasts the enemy with a missile of ice that may reduce the target's speed.,氷の弾で対象を攻撃します。
PROPSKILL_TXT_000146,Lightning Ball,ライトニングボール
PROPSKILL_TXT_000147,Damages the enemy with a ball of static that may reduce the target's defense.,空気中の静電気を一点に集め、対象を攻撃します。
PROPSKILL_TXT_000148,Stone Spike,スパイクストーン
PROPSKILL_TXT_000149,Damages the enemy with a stone spike that may stun.,硬い石の槍で対象にダメージを与えると共に、一定の確率でスタンさせます。
PROPSKILL_TXT_000150,Mental Strike,メンタルストライク
PROPSKILL_TXT_000151,A medium-ranged mental attack.,精神力を物理的な力に代え、対象に無属性の攻撃を行います。与えるダメージは、術者と対象の知能(Int)の差によって変化します。
PROPSKILL_TXT_000152,Fire Strike,バーニングストライク
PROPSKILL_TXT_000153,"Blasts the enemy with a ball of fire, setting them ablaze and making them more susceptible to water attacks.",強力な炎の弾を放って攻撃します。攻撃を受けた相手の水属性スキルに対する防御力が低下します。
PROPSKILL_TXT_000154,Wind Cutter,ウインドカッター
PROPSKILL_TXT_000155,"Slices the enemy with cutting winds, leaving them exposed and more susceptible to fire attacks.",風属性の遠距離攻撃。一定確率で対象の火属性体制を低下させます。
PROPSKILL_TXT_000156,Waterball,ウォーターボール
PROPSKILL_TXT_000157,A water attack that shoots multiple water orbs at the target.,スキルレベルに応じて複数個の水の弾を発射します。
PROPSKILL_TXT_000158,Water Well,ウォータースプラッシュ
PROPSKILL_TXT_000159,"Soaks the enemy with rushing water, making them more susceptible to electricity attacks.",水柱を出現させて攻撃します。攻撃を受けた相手の雷属性スキルに対する防御力が低下します。
PROPSKILL_TXT_000160,Lightning Ram,ライトニングパーム
PROPSKILL_TXT_000161,Damages the enemy with an electric ball.,射程距離の短い雷を敵に放ち、攻撃します。
PROPSKILL_TXT_000162,Lightning Shock,ライトニングショック
PROPSKILL_TXT_000163,"Blasts the enemy with a ball of lightning, electrifying them and making them more susceptible to earth attacks.",雷で敵を攻撃します。攻撃を受けた相手の土属性スキルに対する防御力が低下します。
PROPSKILL_TXT_000164,Rock Crash,ロッククラッシュ
PROPSKILL_TXT_000165,"Crushes the enemy with a massive stone, making them more susceptible to wind attacks.",巨大な岩を召還して、敵に飛ばします。
PROPSKILL_TXT_000166,Rooting,ルーティング
PROPSKILL_TXT_000167,"Binds the enemy with roots, immobilizing them.",地の精霊の力を借りて、敵の接近を妨げます。
PROPSKILL_TXT_000168,Demonology,デーモンオルグ
PROPSKILL_TXT_000169,Damages the enemy with a mental blast that reduces their Attack.,悪魔の邪念を召還して、敵に精神的なダメージを与えます。
PROPSKILL_TXT_000170,Satanology,サターンアイ
PROPSKILL_TXT_000172,Psychic Bomb,サイキックボム
PROPSKILL_TXT_000173,Damages the enemy with a ball of mental energy.,精神力を破壊の力に換え、強力なダメージを与えます。
PROPSKILL_TXT_000174,Psychic Wall,サイキックウォール
PROPSKILL_TXT_000175,"Conjures a mystic wall at your location. On enemy contact, the wall pushes them back, reduces their movement speed, and deals minor damage.",見えない壁を創り出し、敵の侵入を防ぎます。
PROPSKILL_TXT_000176,Spirit Bomb,メンタルクラッシュ
PROPSKILL_TXT_000177,Damages the enemy through the power of your mind.,Damages the enemy through the power of your mind.
PROPSKILL_TXT_000178,Crucio Spell,カーズスペル
PROPSKILL_TXT_000179,Reflects damage from the enemy's basic attacks. Less effective in PvP.,魔法攻撃に対して2倍のダメージを相手に与えます。
PROPSKILL_TXT_000180,Maximum Crisis,マキシマムクライシス
PROPSKILL_TXT_000181,"Unleashes a powerful mental explosion that damages surrounding enemies, with a small chance to stun.",強力な精神波で一定範囲の敵に一定確率でダメージを与え、スタンさせます。
PROPSKILL_TXT_000182,Psychic Square,サイキックスクエア
PROPSKILL_TXT_000183,Damages the target enemy and enemies surrounding them with a psychic blast.,一定範囲の敵を自分の精神世界に引き入れてダメージを与えます。
PROPSKILL_TXT_000184,Firebird,ファイアバード
PROPSKILL_TXT_000185,Launches a fiery projectile that engulfs the enemy in towering flames.,炎の鳥を出現させて敵を攻撃します。
PROPSKILL_TXT_000186,Fire Mastery,ファイアマスター
PROPSKILL_TXT_000187,Enhances the power of Fire spells.,火の精霊と盟約を結び、火属性の攻撃力を強化します。
PROPSKILL_TXT_000190,Lightning Strike,サンダーストライク
PROPSKILL_TXT_000191,Calls down a devastating bolt of lightning upon the enemy.,敵に強力な稲妻を落とします。
PROPSKILL_TXT_000192,Lightning Mastery,ライトニングマスター
PROPSKILL_TXT_000193,Enhances the power of Electric spells.,雷の精霊と盟約を結び、雷属性の攻撃力を強化します。
PROPSKILL_TXT_000194,Electric Shock,サンダーショック
PROPSKILL_TXT_000195,"Unleashes converging bolts of electricity that surge around surrounding enemies, damaging them and reducing their Magic Resistance.",周囲に強い電場を形成し、一定範囲の敵にランダムに雷を落とします。
PROPSKILL_TXT_000196,Stone Spear,ストーンスピア
PROPSKILL_TXT_000197,"Hurls a spear of stone that shatters on impact, blasting the enemy with flying stone fragments.",鋭い石の槍を出現させ、敵を攻撃します。
PROPSKILL_TXT_000198,Earth Mastery,アースマスター
PROPSKILL_TXT_000199,Enhances the power of Earth spells.,地の精霊と盟約を結び、地属性の攻撃力を強化します。
PROPSKILL_TXT_000200,Earthquake,アースクエイク
PROPSKILL_TXT_000201,"Shatters the ground beneath the target enemy and surrounding enemies, sending chunks of earth flying outward, with a chance to reduce their Attack.",周囲の敵エリアにダメージを与える。対象の攻撃力を一定確率で下げる。
PROPSKILL_TXT_000202,Iceshark,アイスシャーク
PROPSKILL_TXT_000203,"Fires an icy projectile that explodes on impact, bursting outward in freezing shards.",鋭い氷塊を出現させ、敵を攻撃します。
PROPSKILL_TXT_000204,Water Mastery,ウォーターマスター
PROPSKILL_TXT_000205,Enhances the power of Water spells.,水の精霊と盟約を結び、水属性の攻撃力を強化します。
PROPSKILL_TXT_000206,Poison Cloud,ポイズンクラウド
PROPSKILL_TXT_000207,"Summons a poisonous cloud above the target enemy, raining toxins that poison the target enemy and surrounding enemies over time.",毒素を含んだ雲を出現させて、一定範囲の敵に毒のダメージを与えます。
PROPSKILL_TXT_000208,Void,ヴォイド
PROPSKILL_TXT_000209,Creates a powerful vacuum that crushes the enemy.,真空状態を作り出し、対象を切り裂きます。
PROPSKILL_TXT_000210,Wind Mastery,ウインドマスター
PROPSKILL_TXT_000211,Enhances the power of Wind spells.,風の精霊と盟約を結び、風属性の攻撃力を強化します。
PROPSKILL_TXT_000212,Windfield,ウインドフィールド
PROPSKILL_TXT_000213,"Summons a field of cutting winds beneath the target enemy, damaging the target enemy and surrounding enemies, with a chance to reduce their movement speed.",一定範囲内に強烈な空気の渦を発生させ、中にいる者の移動力を低下させます。
PROPSKILL_TXT_000214,Meteo Shower,メテオストライク
PROPSKILL_TXT_000215,Calls down a shower of meteors that strike the target enemy and surrounding enemies.,天空の彼方から隕石を召還し、一定範囲内の敵に火と地の攻撃を行います。
PROPSKILL_TXT_000216,Lightning Storm,サンダーストーム
PROPSKILL_TXT_000217,"Summons a raging lightning storm that strikes the target enemy and surrounding enemies, with a chance to reduce Critical Damage.",電撃で周囲の敵にダメージを与える。クリティカルダメージを軽減するチャンス。
PROPSKILL_TXT_000218,Sandstorm,サンドストーム
PROPSKILL_TXT_000219,"Engulfs the target enemy and surrounding enemies in a violent sandstorm, with a chance to reduce their accuracy.",砂嵐を発生させて、周囲の敵に地と風の攻撃を行います。
PROPSKILL_TXT_000220,Blizzard,アバランチ
PROPSKILL_TXT_000221,"Summons a freezing blizzard on the target enemy, striking the target enemy and surrounding enemies, with a chance to stun.",雪崩を発生させて、周囲の敵に水と地の攻撃を行い、スタンさせます。
PROPSKILL_TXT_000222,Yo-Yo Mastery,ヨーヨーマスタリー
PROPSKILL_TXT_000223,Increases damage dealt with Yo-Yos.,ヨーヨーの熟練度を上げ、攻撃力を増加させる
PROPSKILL_TXT_000224,Bow Mastery,ボウマスタリー
PROPSKILL_TXT_000225,Increases damage dealt with bows.,ボウの熟練度を上げ、攻撃力を増加させる
PROPSKILL_TXT_000226,Dark Illusion,ダークイリュージョン
PROPSKILL_TXT_000227,Turns you invisible for a short time.,自分の残像を出現させつつ、自らは闇へ姿を隠す
PROPSKILL_TXT_000228,Junk Arrow,ジャンクアロー
PROPSKILL_TXT_000229,"Fires multiple volleys of arrows wildly at the enemy, some of which may miss.",命中率は高くないが、複数の矢をランダムに射る。レベルが上がると命中する矢の数が多くなる
PROPSKILL_TXT_000230,Fast Walker,ファストウォーカー
PROPSKILL_TXT_000231,Increases movement speed for a short time.,一定時間、移動速度を高める
PROPSKILL_TXT_000232,Aimed Shot,エイムドショット
PROPSKILL_TXT_000233,"A slow, carefully aimed shot with a chance to deal double damage.",相手の急所を狙い、一定確率で2倍のダメージ効果のある矢を射る
PROPSKILL_TXT_000234,Slow Step,スローステップ
PROPSKILL_TXT_000235,An attack that may reduce the enemy's movement speed.,攻撃が当たった対象に対して、一定確率で移動速度を減少させる効果を与える
PROPSKILL_TXT_000236,Silent Shot,サイレントショット
PROPSKILL_TXT_000237,A surprise attack that deals increased damage during Dark Illusion.,ダークイリュージョンの状態で使うことにより、敵に強力な不意打ちを行う
PROPSKILL_TXT_000238,Perfect Block,パーフェクトブロック
PROPSKILL_TXT_000239,Increases your Block.,ブロック率が上昇する
PROPSKILL_TXT_000240,Arrow Rain,アローレイン
PROPSKILL_TXT_000241,"Rains down arrows on the target enemy and surrounding enemies, dealing damage over time.",空に向け何本もの矢を打ち上げ、対象の頭上に矢の雨を降らせる
PROPSKILL_TXT_000242,Cross Line,クロスライン
PROPSKILL_TXT_000243,A Yo-Yo strike with a chance to stun the enemy.,ヨーヨーに気を込め、その気を爆発させながら攻撃する。対象に一定確率でスタン効果を与える
PROPSKILL_TXT_000244,Auto Shot,オートショット
PROPSKILL_TXT_000245,"Fires multiple arrows at the enemy, with a chance to reduce their accuracy.",呪力を込めた矢を射る。対象に一定確率で闇効果を与える。
PROPSKILL_TXT_000246,Snatch,スニッチ
PROPSKILL_TXT_000247,Steals Penya from the target while under Dark Illusion. Must attack from behind.,ダークイリュージョン状態で敵の背後でのみ使えるスキル。強いダメージを与え、一定確率でぺニャを盗む
PROPSKILL_TXT_000248,Counter Attack,カウンターアタック
PROPSKILL_TXT_000249,Assume a counterattack stance that nullifies the next close-range attack against you and stuns the attacker. You cannot perform other actions while in this stance.,敵の攻撃を避けながらカウンターで攻撃を行う
PROPSKILL_TXT_000250,Deadly Swing,デッドリースウィング
PROPSKILL_TXT_000251,A powerful Yo-Yo strike that may reduce the enemy's Attack Speed and Casting Speed.,敵の急所に攻撃を行い、継続的な出血を起こさせる。近距離で使用可能
PROPSKILL_TXT_000252,Pulling,プーリング
PROPSKILL_TXT_000253,Pulls the target toward you using the Yo-Yo.,敵をヨーヨーで絡め取って、自分の前に引き寄せる
PROPSKILL_TXT_000254,Critical Swing,クリティカルスウィング
PROPSKILL_TXT_000255,Increases your Critical Chance and Block Penetration.,ヨーヨーでの攻撃の際に、クリティカルの発生確率を増加させる
PROPSKILL_TXT_000256,Enchant Poison,エンチャントポイズン
PROPSKILL_TXT_000257,Imbues the Yo-Yo so attacks have a chance to inflict poison and increases Attack.,ヨーヨーに毒属性を追加し、ダメージを上昇させると共に、一定確率で毒状態にする
PROPSKILL_TXT_000258,Enchant Blood,エンチャントブラッド
PROPSKILL_TXT_000259,Imbues the Yo-Yo so attacks have a chance to inflict bleeding and increases Attack.,ヨーヨーで敵の急所に強力な攻撃を行い、継続的な出血を起こさせる
PROPSKILL_TXT_000260,Enchant Absorb,エンチャントアブソード
PROPSKILL_TXT_000261,Imbues the Yo-Yo so attacks have a chance to drain HP and increases Attack.,ヨーヨーで強力な攻撃を行い、一定確率で相手のHPを吸収する
PROPSKILL_TXT_000262,Multi-Stab,マルチスタブ
PROPSKILL_TXT_000263,Strikes the enemy multiple times with the Yo-Yo.,ヨーヨーで連続攻撃を行います。
PROPSKILL_TXT_000264,Hit of Penya,ヒットオブペニャ
PROPSKILL_TXT_000265,Consumes your own Penya to strike the enemy with devastating force.,ペニャを消費して力の分だけダメージを与えます。
PROPSKILL_TXT_000266,Escape,エスケープ
PROPSKILL_TXT_000267,Removes all debuffs from yourself.,全ての弱体効果（デバフ）を解除します。
PROPSKILL_TXT_000268,Vital Stab,ヴァイタルスタッブ
PROPSKILL_TXT_000269,A surprise attack that can only be used under Dark Illusion.,ダークイリュージョンの状態でのみ使用でき、相手に不意打ちで攻撃を与えるスキル。
PROPSKILL_TXT_000270,Critical Shot,ファストショット
PROPSKILL_TXT_000271,Increases Critical Chance for a limited time.,一定時間、矢を射る速度が上昇する
PROPSKILL_TXT_000272,Ice Arrow,アイスアロー
PROPSKILL_TXT_000273,"Shoots ice-covered arrows at the target enemy and surrounding enemies, reducing their movement speed.",氷の矢が粉砕し、周囲の敵に水属性ダメージを与え、一定時間動きを鈍くさせる
PROPSKILL_TXT_000274,Flame Arrow,フレイムアロー
PROPSKILL_TXT_000275,"Fires a flame-imbued arrow that leaves a burning field at the impact point, dealing damage over time to enemies within it.",炎の矢が爆発し、周囲の敵に一定時間継続ダメージを与える炎が立ち上がる
PROPSKILL_TXT_000276,Piercing Arrow,ピエーシングアロー
PROPSKILL_TXT_000277,Fires a powerful arrow that pierces through enemies in a line.,矢の命中率が上昇する。
PROPSKILL_TXT_000278,Poison Arrow,ポイズンアロー
PROPSKILL_TXT_000279,"Shoots a poison-tipped arrow at the enemy, inflicting poison damage over time.",毒属性の矢を射て、継続的なダメージを与える
PROPSKILL_TXT_000280,Silent Arrow,サイレントアロー
PROPSKILL_TXT_000281,Attacks the enemy and prevents them from casting spells.,強力なダメージを与えると共に、一定確率で沈黙状態(魔法が使用できない)にする。
PROPSKILL_TXT_000282,Nature,ネイチャリング
PROPSKILL_TXT_000283,"Attunes you to nature, heightening your senses to increase Magic Resistance and Bow Range.",自然に対する感覚を高め、魔法防御力と弓の射程距離を伸ばす。
PROPSKILL_TXT_000284,Triple Shot,トリプルショット
