Key,English,Japanese
PROPMAP_TXT_100025,Darkon 1 (KhipRa),ダーコン1 （キプラ荒原）
PROPMAP_TXT_100026,Unknown,不明
PROPMAP_TXT_100029,Armory,武具庫
PROPMAP_TXT_100030,Center for Guild Combat,ギルドコンバットセンター
PROPMAP_TXT_100031,Arena Manager,アリーナ管理人
PROPMAP_TXT_100032,Azria,アズリア
PROPMAP_TXT_100033,Guild Siege,ギルド・コンバット
PROPMAP_TXT_100034,Quiz,クイズ
PROPMAP_TXT_100035,Village of Kan,ムーの谷
PROPMAP_TXT_100036,Area,エリア
PROPMAP_TXT_100037,Saint Morning Station,セイントモーニング ステーション
PROPMAP_TXT_100038,Garden of Rhisis II,リシスの庭 II
PROPMAP_TXT_100039,Cave of Envy,エイエンブルケーブ
PROPMAP_TXT_100040,Darkon 2,ダーコン第2地区
PROPMAP_TXT_100041,Volkane,ヴォルケイン
PROPMAP_TXT_100042,Abandoned Erons Factory,廃墟と化したエランパークス
PROPMAP_TXT_100043,Frozen Forest,凍てついた森
PROPMAP_TXT_100044,Forgotten Bridge,忘れられた橋
PROPMAP_TXT_100045,Azria Village,アズリアビレッジ
PROPMAP_TXT_100046,Frozen Lakes,凍てついた湖
PROPMAP_TXT_100047,Castle Ruins,城跡
PROPMAP_TXT_100048,High Mountains,高山地帯
PROPMAP_TXT_100049,Redchip Dealer,レッドチップディーラー
PROPMAP_TXT_100050,Storm Peak,ストームピーク
PROPMAP_TXT_100051,Envy Depths,エンヴィーデプス
PROPMAP_TXT_100052,Leren Chasm,レレンの淵
PROPMAP_TXT_100053,Rhisis Catacombs,リシスの地下墓地
PROPMAP_TXT_100054,Guardiane Sanctuary,ガーディアンサンクチュアリ
PROPMAP_TXT_100055,Leren Chasm (Medium),レレンの淵（ノーマル）
PROPMAP_TXT_100056,Leren Chasm (Hard),レレンの淵（ハード）
PROPMAP_TXT_100057,Leren Chasm (Extra Hard),レレンの淵（エキストラハード）
PROPMAP_TXT_100058,Leren Chasm (Nightmare),レレンの淵（ナイトメア）
PROPMAP_TXT_100059,Rhisis Catacombs (Hard),リシスの地下墓地（ハード）
PROPMAP_TXT_100060,Rhisis Catacombs (Extra Hard),リシスの地下墓地（エキストラハード）
PROPMAP_TXT_100061,Rhisis Catacombs (Nightmare),リシスの地下墓地（ナイトメア）
PROPMAP_TXT_100062,Envy Depths (Extra Hard),エンヴィーデプス（エキストラハード）
PROPMAP_TXT_100063,Envy Depths (Nightmare),エンヴィーデプス（ナイトメア）
PROPMAP_TXT_100064,Guardiane Sanctuary (Nightmare),ガーディアンサンクチュアリ（ナイトメア）
PROPMAP_TXT_100065,Envy Depths (Medium),エンヴィーデプス（ノーマル）
PROPMAP_TXT_100066,Eggcellent's Meadow,エッグセレントの牧草地
PROPMAP_TXT_100067,Eggcellent's Meadow (Medium),エッグセレントの牧草地(ミディアム)
PROPMAP_TXT_100068,Eggcellent's Meadow (Hard),エッグセレントの牧草地(ハード)
PROPMAP_TXT_100069,Leren Chasm (Story),レレンの淵(ストーリー)
PROPMAP_TXT_100070,Rhisis Catacombs (Story),リシスの地下墓地(ストーリー)
PROPMAP_TXT_100071,Envy Depths (Story),エンヴィーデプス（ストーリー）
PROPMAP_TXT_100072,Guardiane Sanctuary (Story),ガーディアンサンクチュアリ(ストーリー)
PROPMAP_TXT_100073,Storm Peak (Story),ストームピーク(ストーリー)
PROPMAP_TXT_200000,The Colosseum,コロッセオ
PROPMAP_TXT_100074,The Wilds (Story),ザ・ワイルズ(ストーリー)
PROPMAP_TXT_100075,The Wilds,ザ・ワイルズ
PROPMAP_TXT_230001,Instance,インスタンス
PROPMAP_TXT_100076,FWC Arena,FWCアリーナ
PROPMAP_TXT_100081,Leren Chasm (Cursed),レレンの淵(カース)
PROPMAP_TXT_100082,Rhisis Catacombs (Cursed),リシスの地下墓地(カース)
PROPMAP_TXT_100083,Envy Depths (Cursed),エンヴィーデプス（カース）
PROPMAP_TXT_100084,Guardiane Sanctuary (Cursed),ガーディアンサンクチュアリ(カース)
PROPMAP_TXT_100085,Storm Peak (Cursed),ストームピーク(カース)
PROPMAP_TXT_200001,Beach House,ビーチハウス
PROPMAP_TXT_200002,Blank World,空白の世界
PROPMAP_TXT_200003,Guild Ship,ギルドシップ
PROPMAP_TXT_200004,Forest House,フォレストハウス
PROPMAP_TXT_200005,Volcano House,ボルケーノハウス
PROPMAP_TXT_200006,Snow House,スノーハウス
PROPMAP_TXT_200007,Housing Specialist,ハウジングスペシャリスト
PROPMAP_TXT_200008,Pet Tamer,ペットテイマー
PROPMAP_TXT_200009,Beach House (S),ビーチハウス(S)
PROPMAP_TXT_200010,Beach House (M),ビーチハウス(M)
PROPMAP_TXT_200011,Beach House (L),ビーチハウス(L)
PROPMAP_TXT_200012,Kalgas Assault Realm,カルガス・アサルト・レルム
PROPMAP_TXT_200013,Darken House,Darken House
PROPMAP_TXT_100086,2nd Anniversary,2周年記念
PROPMAP_TXT_100087,2nd Anniversary (Medium),2周年記念(ミディアム)
PROPMAP_TXT_100088,2nd Anniversary (Hard),2周年記念(ハード)
PROPMAP_TXT_100200,[Event] Envy Depths (Easy),[Event] Envy Depths (Easy)
PROPMAP_TXT_100201,[Event] Envy Depths (Medium),[Event] Envy Depths (Medium)
PROPMAP_TXT_100202,[Event] Envy Depths (Hard),[Event] Envy Depths (Hard)
PROPMAP_TXT_100089,Lv.15+,Lv.15+
PROPMAP_TXT_100090,Lv.20+,Lv.20+
PROPMAP_TXT_100091,Lv.80+,Lv.80+
PROPMAP_TXT_100092,Lv.100+,Lv.100+
PROPMAP_TXT_100093,Lv.25+,Lv.25+
PROPMAP_TXT_100097,Lv.120+,Lv.120+
PROPMAP_TXT_200014,Fall House,Fall House
PROPMAP_TXT_200015,Fall House (S),Fall House (S)
PROPMAP_TXT_200016,Fall House (M),Fall House (M)
PROPMAP_TXT_200017,Fall House (L),Fall House (L)
PROPMAP_TXT_200018,Blank House (Couple),Blank House (Couple)
PROPMAP_TXT_200019,Beach House (Couple),Beach House (Couple)
PROPMAP_TXT_200020,Darken House (Couple),Darken House (Couple)
PROPMAP_TXT_200021,Forest House (Couple),Forest House (Couple)
PROPMAP_TXT_200022,Fall House (Couple),Fall House (Couple)
PROPMAX_TXT_200023,Herneos,Herneos
PROPMAP_TXT_200024,Boss Monster Raid,Boss Monster Raid
PROPMAP_TXT_100094,[Event] Halloween Dungeon,[Event] Halloween Dungeon
PROPMAP_TXT_100095,[Event] Halloween Dungeon (Normal),[Event] Halloween Dungeon (Normal)
PROPMAP_TXT_100096,[Event] Halloween Dungeon (Hard),[Event] Halloween Dungeon (Hard)
PROPMAP_TXT_200025,Snowfield,Snowfield
PROPMAX_TXT_200026,Ankou's Asylum,Ankou's Asylum
PROPMAP_TXT_200027,Kaillun Temple,Kaillun Temple
PROPMAP_TXT_200028,Eillun,Eillun
PROPMAP_TXT_200029,Kaillun,Kaillun
PROPMAP_TXT_200030,Leren Chasm (Infernal),レレンの淵（インフェルノ）
PROPMAP_TXT_200031,Rhisis Catacombs (Infernal),リシスの地下墓地（インフェルノ）
PROPMAP_TXT_200032,Envy Depths (Infernal),エンヴィーデプス（インフェルノ）
PROPMAP_TXT_200033,Guardiane Sanctuary (Infernal),ガーディアンサンクチュアリ（インフェルノ）
PROPMAP_TXT_200034,Storm Peak (Infernal),ストームピーク（インフェルノ）
PROPMAP_TXT_200035,The Wilds (Infernal),ザ・ワイルズ（インフェルノ）
PROPMAP_TXT_200036,Ankou's Asylum (Story),Ankou's Asylum (Story)
PROPMAP_TXT_200037,Seabed,Seabed
PROPMAP_TXT_200038,Rescue [Eillun Farmer] Sprout,Rescue [Eillun Farmer] Sprout
PROPMAP_TXT_200039,Rescue [Eillun Farmer] Thorn,Rescue [Eillun Farmer] Thorn
PROPMAP_TXT_200040,Defend [Eillun Farmer] Dr. Root,Defend [Eillun Farmer] Dr. Root
PROPMAP_TXT_200041,Rescue [Eillun Farmer] Dr. Root,Rescue [Eillun Farmer] Dr. Root
PROPMAP_TXT_200042,Mysterious Castle,Mysterious Castle
PROPMAP_TXT_200043,Euphresia,Euphresia
PROPMAP_TXT_200044,Kebaras 2,Kebaras 2
