Key,English,Japanese
UI_EVENT_OKTOBERFEST,Oktoberfest!,オクトーバーフェスト！
UI_EVENT_TIME_TO_HUNT,Time to Hunt,狩りの時間
UI_EVENT_TIME_TO_HUNT_DIALOG,"It's been a bumper year, so there are a lot of monsters out to get crops.\nIt's time to hunt them down! Can you help?",今年は豊作の年だったので、作物を獲るためにたくさんのモンスターがいます。彼らを追い詰める時が来ました!手伝ってもらえますか?
UI_EVENT_TRICKORTREAT,Trick or Treat,Trick or Treat
UI_EVENT_HALLOWEEN_WORLDBOSS,Halloween World Bosses,ハロウィーンの世界のボス
UI_EVENT_CATCHTHETHIEFSANTA,Catch the Thief Santa,泥棒サンタを捕まえる
UI_EVENT_NEWYEAR,New Year,ハッピーニューイヤー
UI_EVENT_BOSSDROPBOOST,Boss Drop Boost!,ボスドロップブースト!
UI_EVENT_BOSSDROPBOOST_DESC_20,Dungeon Boss Drop Rate +20%!,ダンジョンボスドロップ+20%!
UI_EVENT_WEATHERBOOST,Weather Boost!,ウェザーブースト!
UI_EVENT_13SURVEY,1.3 Update Survey! Aim for special rewards!,1.3アップデートアンケート実施中！特別な報酬をGETしよう！
UI_EVENT_ATTACK_OF_THE_SNOW_CLONES,Attack of the Snow Clones,スノークローンの攻撃
UI_EVENT_LETTER_COLLECTION,2024 Valentine's Day,2024バレンタインデー
UI_EVENT_LETTER_COLLECTION_DESC,Exchange letters with a loved one or friend to complete the phrases below!,愛する人や友人と手紙を交換して、以下のフレーズを完成させてください!!
UI_EVENT_LETTER_COLLECTION_PT50,50 points,50ポイント
UI_EVENT_LETTER_COLLECTION_PT100,100 points,100ポイント
UI_EVENT_LETTER_COLLECTION_PT150,150 points,150ポイント
UI_EVENT_LETTER_COLLECTION_PT200,200 points,200ポイント
UI_EVENT_CANDYEVENT,Candy Event,キャンディイベント
UI_EVENT_GRAND_SPRING_HIDE_HUNT,Spring 2024 Event,2024年春のイベント
UI_EVENT_ATTACK_OF_THE_HUNGRY_MONSTERS,Attack of the Hungry Monsters,飢えたモンスターの攻撃
UI_EVENT_2ND_ANNIVERSARY_CONNECTION,Daily Login,毎日ログイン
UI_EVENT_2ND_ANNIVERSARY_CONNECTION_DESC,Let's celebrate the 2nd anniversary of Flyff Universe!,Flyff Universeの2周年を祝いましょう!
UI_EVENT_ANNIVERSARY2,2nd Anniversary!,2周年記念!
UI_EVENT_ANNIVERSARY2_DESC,Flyff Universe is turning 2! A huge thank you to all of our players who made this milestone possible!,FlyFFユニバースが2周年を迎えます!このマイルストーンを可能にしてくれたプレイヤーの皆さんに心から感謝します!
UI_EVENT_ANNIVERSARY2_CAKE,Cake,ケーキ
UI_EVENT_COUPLE_RING_OF_LEGEND,Couple Ring from the Legend,伝説のカップルリング
UI_EVENT_EXPBOOST_DESC_100,Experience x2!,経験値 x2!
UI_EVENT_DROPBOOST_DESC_100,Drop Chance x2!,ドロップ確率×2!
UI_EVENT_INSTANCE_DUNGEON_COOLDOWN,Instance Dungeon Cooldown,インスタンスダンジョンのクールダウン
UI_EVENT_UPGRADEBOOST,Upgrade Boost!,アップグレードブースト!
UI_EVENT_UPGRADEBOOST_DESC_100,Upgrade Chance x2!,アップグレードチャンス×2!
UI_EVENT_2024_VACANCE,2024 Vacance Event,2024 Vacance Event
UI_EVENT_2024_VACANCE_DESC,Obtain EXP and event items in the dungeon to earn a permanent costume!,Obtain EXP and event items in the dungeon to earn a permanent costume!
UI_EVENT_ROLL_DICE,Roll your Lucky Dice!,Roll your Lucky Dice!
UI_EVENT_ROLL_DICE_DESC,"Complete Daily Quests to earn dice, then roll them for rewards!","Complete Daily Quests to earn dice, then roll them for rewards!"
UI_EVENT_20_ANNIVERSARY,Flyff's 20th Anniversary,Flyff's 20th Anniversary
UI_EVENT_20_ANNIVERSARY_DESC,Celebrate Flyff's 20th Anniversary!,Celebrate Flyff's 20th Anniversary!
UI_EVENT_PIRATESHIP,Plunder treasure from the Pirate Ship!,Plunder treasure from the Pirate Ship!
UI_EVENT_THANKSGIVING,Thanksgiving Event,Thanksgiving Event
UI_EVENT_FISHINGCHAMPION,1.4.1 Update Celebration,1.4.1 Update Celebration
UI_EVENT_145_ATTENDANCE,Playtime Event,Playtime Event
UI_EVENT_145_ATTENDANCE_DESC,Log in each day for 30 minutes to receive rewards!,Log in each day for 30 minutes to receive rewards!
UI_EVENT_LIFEGATHERINGMASTERY,Life Gathering Mastery Event,Life Gathering Mastery Event
UI_EVENT_LIFEGATHERINGMASTERY_DESC_20,Increase your life gathering mastery gain by 20%!,Increase your life gathering mastery gain by 20%!
UI_EVENT_LIFEPRODUCTIONMASTERY,Life Production Mastery Event,Life Production Mastery Event
UI_EVENT_LIFEPRODUCTIONMASTERY_DESC_20,Increase your life production mastery gain by 20%!,Increase your life production mastery gain by 20%!
UI_EVENT_LIFEMASTERY,Life Mastery Event,Life Mastery Event
UI_EVENT_LIFEMASTERY_DESC_20,Increase all life mastery gains by 20%!,Increase all life mastery gains by 20%!
UI_EVENT_LIFEGATHERINGSPEED,Life Gathering Speed Event,Life Gathering Speed Event
UI_EVENT_LIFEGATHERINGSPEED_DESC_20,Increase your life gathering speed by 20%!,Increase your life gathering speed by 20%!
UI_EVENT_LIFEPRODUCTIONSPEED,Life Production Speed Event,Life Production Speed Event
UI_EVENT_LIFEPRODUCTIONSPEED_DESC_20,Increase your life production speed by 20%!,Increase your life production speed by 20%!
UI_EVENT_LIFEGATHERINGDURABILITY,Life Gathering Durability Discount Event!,Life Gathering Durability Discount Event!
UI_EVENT_LIFEGATHERINGDURABILITY_DESC_1,Reduces durability cost by 1 when gathering!,Reduces durability cost by 1 when gathering!
UI_EVENT_LIFEWANDERINGMERCHANTRENEWAL,Life Wandering Merchant Early Refresh Event!,Life Wandering Merchant Early Refresh Event!
UI_EVENT_LIFEWANDERINGMERCHANTRENEWAL_DESC_30,The Wandering Merchant's inventory refreshes 30 minutes earlier during the event!,The Wandering Merchant's inventory refreshes 30 minutes earlier during the event!
UI_EVENT_LIFEGATHERINGSPAWN,Life Gathering Spawn Boost Event!,Life Gathering Spawn Boost Event!
UI_EVENT_LIFEGATHERINGSPAWN_DESC_20,20% more gathering objects spawn during the event!,20% more gathering objects spawn during the event!
UI_EVENT_LIFEWANDERINGMERCHANTITEMS,Life Wandering Merchant Extra Stock Event!,Life Wandering Merchant Extra Stock Event!
UI_EVENT_LIFEWANDERINGMERCHANTITEMS_DESC_2,The Wandering Merchant offers 2 additional items for sale during the event!,The Wandering Merchant offers 2 additional items for sale during the event!
UI_EVENT_3RD_ANNIV_FIELDBOSS,3rd Anniversary Field Boss Event,3rd Anniversary Field Boss Event
UI_EVENT_FWC_PREDICTION,FWC Prediction Event,FWC Prediction Event
UI_EVENT_FWC_PREDICTION_DESC,FWC Prediction Event!,FWC Prediction Event!
UI_EVENT_TIMETOUPGRADE,It's Time to Upgrade!,It's Time to Upgrade!
UI_EVENT_TIMETOUPGRADE_DESC,Successfully upgrade an item to each level from +1 to +10 during the event to receive rewards. Complete all 10 stages to receive an Ultimate Accessory Selection Box.,Successfully upgrade an item to each level from +1 to +10 during the event to receive rewards. Complete all 10 stages to receive an Ultimate Accessory Selection Box.
UI_EVENT_PTS,Public Test Server,Public Test Server
UI_EVENT_PTS_DESC,"Rates are increased, dungeon cooldowns are reduced, and more! Visit the Discord for more information.","Rates are increased, dungeon cooldowns are reduced, and more! Visit the Discord for more information."
UI_EVENT_LETTER_COLLECTION_2026,2026 Valentine's Day,2026 Valentine's Day
UI_EVENT_LETTER_COLLECTION_2026_DESC,"During the 2026 Valentine's Day Event, I♥YOU items can be obtained from the Valentine's Day Letter, which drops from defeated monsters; only monsters up to 10 levels below your character's level are eligible to drop the item.","During the 2026 Valentine's Day Event, I♥YOU items can be obtained from the Valentine's Day Letter, which drops from defeated monsters; only monsters up to 10 levels below your character's level are eligible to drop the item."
UI_EVENT_LOGIN,Login Event,Login Event
