Key,English,Japanese
PROPITEMETC_INC_000038,Weeshian Set,ウィズセット(F)
PROPITEMETC_INC_000039,Ectro Set,エクトリセット(F)
PROPITEMETC_INC_000040,Extro Set,エクトリセット(F)
PROPITEMETC_INC_000041,Einy Set,アイニセット(M)
PROPITEMETC_INC_000042,Akan Set,アイニセット(F)
PROPITEMETC_INC_000043,Dayst Set,ディーストセット(M)
PROPITEMETC_INC_000044,Dest Set,ディーストセット(F)
PROPITEMETC_INC_000045,Hanes Set,ハネスセット(M)
PROPITEMETC_INC_000046,Haganes Set,ハネスセット(F)
PROPITEMETC_INC_000047,Katria Set,カトリアセット(M)
PROPITEMETC_INC_000048,Kanarin Set,カトリアセット(F)
PROPITEMETC_INC_000049,Restra Set,リトラセット(M)
PROPITEMETC_INC_000050,Rasra Set,リトラセット(F)
PROPITEMETC_INC_000051,Neis Set,ネイスセット(M)
PROPITEMETC_INC_000052,Neition Set,ネイスセット(F)
PROPITEMETC_INC_000053,Oska Set,オスカセット(M) 
PROPITEMETC_INC_000054,Okas Set,オスカセット(F)
PROPITEMETC_INC_000055,Asren Set,アスレンセット(M) 
PROPITEMETC_INC_000056,Aren Set,アスレンセット(F)
PROPITEMETC_INC_000057,Tyrent Set,タイトランセット(M)
PROPITEMETC_INC_000058,Tight Set,タイトランセット(F)
PROPITEMETC_INC_000059,Pact Set,ペクトセット(M)
PROPITEMETC_INC_000060,Paxt Set,ペクトセット(F)
PROPITEMETC_INC_000061,Shupon Set,シューフォンセット(M)
PROPITEMETC_INC_000062,Shrian Set,シューフォンセット(F)
PROPITEMETC_INC_000063,Navil Set,ネビラルセット(M)
PROPITEMETC_INC_000064,Neclus Set,ネビラルセット(F)
PROPITEMETC_INC_000065,Alext Set,アレックトセット(M)
PROPITEMETC_INC_000066,Ales Set,アレックトセット(F)
PROPITEMETC_INC_000067,Akent Set,アケントセット(M)
PROPITEMETC_INC_000068,Aken Set,アケントセット(F)
PROPITEMETC_INC_000069,Rody Set,ロディセット(M)
PROPITEMETC_INC_000070,Rodey Set,ロディセット(F）
PROPITEMETC_INC_000071,Ropang Set,ロファンセット(M）
PROPITEMETC_INC_000072,Roshel Set,ロファンセット(F) 
PROPITEMETC_INC_000073,Geniun Set,ジーニアンセット(M)
PROPITEMETC_INC_000074,Gynas Set,ジーニアンセット(F)
PROPITEMETC_INC_000075,Mekatro Set,メカトロセット(M)
PROPITEMETC_INC_000076,Mekaron Set,メカトロセット(F)
PROPITEMETC_INC_000077,Myuran Set,ミューランセット(M）
PROPITEMETC_INC_000078,Myurian Set,ミューランセット(F）
PROPITEMETC_INC_000079,Elder Set,エルダーセット(M)
PROPITEMETC_INC_000080,Ellean Set,エルダーセット(F）
PROPITEMETC_INC_000081,Shabel Set,シャベルセット(M)
PROPITEMETC_INC_000082,Shurian Set,シャベルセット(F）
PROPITEMETC_INC_000131,Knighert Set,ナイアートセット(M)
PROPITEMETC_INC_000132,Knighz Set,ナイアートセット(F) 
PROPITEMETC_INC_000133,Blain Set,ブレインセット(M)
PROPITEMETC_INC_000134,Virain Set,ブレインセット(F）
PROPITEMETC_INC_000135,Jesis Set,ジェシスセット(M)
PROPITEMETC_INC_000136,Jenes Set,ジェシスセット(F）
PROPITEMETC_INC_000137,Ranerz Set,レイアースセット(M)
PROPITEMETC_INC_000138,Raze Set,レイアースセット(F）
PROPITEMETC_INC_000139,Rimyth Set,ファンタズマセット(M）
PROPITEMETC_INC_000140,Remingster Set,ファンタズマセット(F）
PROPITEMETC_INC_000141,Billst Set,ビーストセット(M）
PROPITEMETC_INC_000142,Billporon Set,ビーストセット(F)
PROPITEMETC_INC_000143,Psykon Set,サイカンセット(M)
PROPITEMETC_INC_000144,Psyuniper Set,サイカンセット(F)
PROPITEMETC_INC_000145,Ellis Set,エリスセット(M)
PROPITEMETC_INC_000146,Ellsis Set,エリスセット(F)
PROPITEMETC_INC_000147,PvE Cruentus Set,PvEブラッディセット
PROPITEMETC_INC_000148,PvE Cruenta Set,PvEブラッディセット
PROPITEMETC_INC_000149,PvE Noctis Set,PvEナイトセット
PROPITEMETC_INC_000150,PvE Nox Set,PvEノックスセット
PROPITEMETC_INC_000151,PvE Velox Set,PvEベロックスセット
PROPITEMETC_INC_000152,PvE Valentis Set,PvEヴァレンティスセット
PROPITEMETC_INC_000153,PvE Acer Set,PvEエイサーセット
PROPITEMETC_INC_000154,PvE Acris Set,PvEシャープセット
PROPITEMETC_INC_000155,PvE Revenio Set,PvEレヴェニオセット
PROPITEMETC_INC_000156,PvE Revenis Set,PvEリターンセット
PROPITEMETC_INC_000157,PvE Grim Set,PvEグリムセット
PROPITEMETC_INC_000158,PvE Gravis Set,PvEグラビスセット
PROPITEMETC_INC_000159,PvE Twilight Set,PvEトワイライトセット
PROPITEMETC_INC_000160,PvE Eclipse Set,PvEエクリプスセット
PROPITEMETC_INC_000161,PvE Nanemvis Set,PvEナネムビスセット
PROPITEMETC_INC_000162,PvE Namavis Set,PvEナマビスセット
PROPITEMETC_INC_000163,PvP Obsidian Cruentus Set,PvPオブシディアンブラッディセット
PROPITEMETC_INC_000164,PvP Obsidian Cruenta Set,PvPオブシディアンブラッディセット
PROPITEMETC_INC_000165,PvP Obsidian Noctis Set,PvPオブシディアンノクティスセット
PROPITEMETC_INC_000166,PvP Obsidian Nox Set,PvPオブシディアンノックスセット
PROPITEMETC_INC_000167,PvP Obsidian Velox Set,PvPオブシディアンヴェロックスセット
PROPITEMETC_INC_000168,PvP Obsidian Valentis Set,PvPオブシディアンヴァリアントセット
PROPITEMETC_INC_000169,PvP Obsidian Acer Set,PvPオブシディアンエイサーセット
PROPITEMETC_INC_000170,PvP Obsidian Acris Set,PvPオブシディアンシャープセット
PROPITEMETC_INC_000171,PvP Obsidian Revenio Set,PvPオブシディアンレヴェニオセット
PROPITEMETC_INC_000172,PvP Obsidian Revenis Set,PvPオブシディアンリターンセット
PROPITEMETC_INC_000173,PvP Obsidian Grim Set,PvPオブシディアングリムセット
PROPITEMETC_INC_000174,PvP Obsidian Gravis Set,PvPオブシディアングラビスセット
PROPITEMETC_INC_000175,PvP Obsidian Twilight Set,PvPオブシディアントワイライトセット
PROPITEMETC_INC_000176,PvP Obsidian Eclipse Set,PvPオブシディアンエクリプスセット
PROPITEMETC_INC_000177,PvP Obsidian Nanemvis Set,PvPオブシディアンナネムビスセット
PROPITEMETC_INC_000178,PvP Obsidian Namavis Set,PvPオブシディアンナマビスセット
PROPITEMETC_INC_000179,Cryro Set,アズリアナイトセット(M)
PROPITEMETC_INC_000180,Cyrent Set,アズリアナイトセット(F)
PROPITEMETC_INC_000181,Forrben Set,アズリアブレードセット(M)
PROPITEMETC_INC_000182,Forrain Set,アズリアブレードセット(F)
PROPITEMETC_INC_000183,Naneon Set,アズリアジェスターセット（M）
PROPITEMETC_INC_000184,Nanex Set,アズリアジェスターセット(F)
PROPITEMETC_INC_000185,Vizes Set,アズリアレンジャーセット（M）
PROPITEMETC_INC_000186,Vizith Set,アズリアレンジャーセット(F)
PROPITEMETC_INC_000187,Keinos Set,アズリアリングマスターセット(M)
PROPITEMETC_INC_000188,Keisan Set,アズリアリングマスターセット(F)
PROPITEMETC_INC_000189,Ouken Set,アズリアビルポスターセット(M)
PROPITEMETC_INC_000190,Oukest Set,アズリアビルポスターセット (F)
PROPITEMETC_INC_000191,Peinn Set,アズリアサイキーパーセット（M）
PROPITEMETC_INC_000192,Penel Set,アズリアサイキーパーセット(F)
PROPITEMETC_INC_000193,Quinox Set,アズリアエレメンターセット（M）
PROPITEMETC_INC_000194,Quition Set,アズリアエレメンターセット(F)
PROPITEMETC_INC_000195,FWC Golden Cryro Set,FWCゴールデンクライロセット
PROPITEMETC_INC_000196,FWC Golden Cyrent Set,FWCゴールデンサイレントセット
PROPITEMETC_INC_000197,FWC Golden Forrben Set,FWC ゴールデン フォーベン セット
PROPITEMETC_INC_000198,FWC Golden Forrain Set,FWCゴールデンフォーレインセット
PROPITEMETC_INC_000199,FWC Golden Naneon Set,FWCゴールデンナネオンセット
PROPITEMETC_INC_000200,FWC Golden Nanex Set,FWC ゴールデン ナネックス セット
PROPITEMETC_INC_000201,FWC Golden Vizes Set,FWC ゴールデンバイスセット
PROPITEMETC_INC_000202,FWC Golden Vizith Set,FWCゴールデンビジスセット
PROPITEMETC_INC_000203,FWC Golden Keinos Set,FWC ゴールデンケイノスセット
PROPITEMETC_INC_000204,FWC Golden Keisan Set,FWC ゴールデンケイサンセット
PROPITEMETC_INC_000205,FWC Golden Ouken Set,FWC ゴールデンオウケンセット
PROPITEMETC_INC_000206,FWC Golden Oukest Set,FWCゴールデンオークストセット
PROPITEMETC_INC_000207,FWC Golden Peinn Set,FWCゴールデンペインセット
PROPITEMETC_INC_000208,FWC Golden Penel Set,FWCゴールデンペネルセット
PROPITEMETC_INC_000209,FWC Golden Quinox Set,FWCゴールデンキノックスセット
PROPITEMETC_INC_000210,FWC Golden Quition Set,FWCゴールデンクイションセット
PROPITEMETC_INC_000211,Warbringer's Set,ウォーブリンガーセット
PROPITEMETC_INC_000212,Sentinel's Set,センチネルセット
PROPITEMETC_INC_000213,Spellweaver's Set,スペルウィーバーセット
PROPITEMETC_INC_000214,Hawkeye's Set,ホークアイセット
PROPITEMETC_INC_000215,Champion's Set,チャンピオンセット
PROPITEMETC_INC_000216,Defender's Set,ディフェンダーセット
PROPITEMETC_INC_000217,Adept's Set,アデプトセット
PROPITEMETC_INC_000218,Marksman's Set,マークスマンセット
PROPITEMETC_INC_000288,Manebound Set,メインバウンドセット
PROPITEMETC_INC_000289,Manetress Set,マネトレスセット
PROPITEMETC_INC_000290,Lycanith Set,ライカニスセット
PROPITEMETC_INC_000291,Lyceris Set,リセリスセット
PROPITEMETC_INC_000292,Wingwalker Set,ウイングウォーカーセット
PROPITEMETC_INC_000293,Wingwander Set,ウィングワンダーセット
PROPITEMETC_INC_000294,Fennith Set,フェニスセット
PROPITEMETC_INC_000295,Fennia Set,フェニアセット
PROPITEMETC_INC_000296,Luminis Set,ルミニセット
PROPITEMETC_INC_000297,Luminia Set,ルミニアセット
PROPITEMETC_INC_000298,Tigraknar Set,ティグラクナールセット
PROPITEMETC_INC_000299,Tigressa Set,ティグレッサセット
PROPITEMETC_INC_000300,Primamind Set,プリママインドセット
PROPITEMETC_INC_000301,Primalix Set,プリマリックスセット
PROPITEMETC_INC_000302,Drakorin Set,ドラコリンセット
PROPITEMETC_INC_000303,Drakoria Set,ドラコリアセット
PROPITEMETC_INC_000304,Bileire Set,ビレイレセット
PROPITEMETC_INC_000305,Bilari Set,ビラリセット
PROPITEMETC_INC_000306,Heraud Set,ヘローセット
PROPITEMETC_INC_000307,Herainn Set,ヘレインセット
PROPITEMETC_INC_000308,Curio Set,クリオセット
PROPITEMETC_INC_000309,Curena Set,キュレナセット
PROPITEMETC_INC_000310,Hainure Set,ハイヌールセット
PROPITEMETC_INC_000311,Hanira Set,ハニラセット
PROPITEMETC_INC_000312,Reine Set,ピュアセット
PROPITEMETC_INC_000313,Rayne Set,レインセット
PROPITEMETC_INC_000314,Roenier Set,ローエニアセット
PROPITEMETC_INC_000315,Roelayne Set,ローレインセット
PROPITEMETC_INC_000316,Reffiro Set,レフィーロセット
PROPITEMETC_INC_000317,Rephira Set,レフィラセット
PROPITEMETC_INC_000318,Lippin Set,リッピンセット
PROPITEMETC_INC_000319,Lypine Set,ライピーヌセット
PROPITEMETC_INC_000320,FWC Golden Bileire Set,FWCゴールデンビレイアセット
PROPITEMETC_INC_000321,FWC Golden Bilari Set,FWCゴールデンノウセット
PROPITEMETC_INC_000322,FWC Golden Heraud Set,FWCゴールデンヘローセット
PROPITEMETC_INC_000323,FWC Golden Herainn Set,FWC ゴールデン ヘレイン セット
PROPITEMETC_INC_000324,FWC Golden Curio Set,FWCゴールデンキュリオセット
PROPITEMETC_INC_000325,FWC Golden Curena Set,FWCゴールデンキュレナセット
PROPITEMETC_INC_000326,FWC Golden Hainure Set,FWCゴールデンハイヌアセット
PROPITEMETC_INC_000327,FWC Golden Hanira Set,FWC ゴールデンハニラセット
PROPITEMETC_INC_000328,FWC Golden Reine Set,FWCゴールデンレーヌセット
PROPITEMETC_INC_000329,FWC Golden Rayne Set,FWCゴールデンレインセット
PROPITEMETC_INC_000330,FWC Golden Roenier Set,FWCゴールデンロニアセット
PROPITEMETC_INC_000331,FWC Golden Roelayne Set,FWC ゴールデン ローレイン セット
PROPITEMETC_INC_000332,FWC Golden Reffiro Set,FWCゴールデンレフィロセット
PROPITEMETC_INC_000333,FWC Golden Rephira Set,FWCゴールデンレフィラセット
PROPITEMETC_INC_000334,FWC Golden Lippin Set,FWC ゴールデンリピンセット
PROPITEMETC_INC_000335,FWC Golden Lypine Set,FWCゴールデンライパインセット
PROPITEMETC_INC_000336,FWC 2025 Bloody Death Messenger’s Set (Winners),FWC 2025 Bloody Death Messenger’s Set (Winners)
PROPITEMETC_INC_000337,FWC 2025 Golden Death Messenger’s Set (Finalists),FWC 2025 Golden Death Messenger’s Set (Finalists)
PROPITEMETC_INC_000338,Runthiel Set,Runthiel Set
PROPITEMETC_INC_000339,Runthien Set,Runthien Set
PROPITEMETC_INC_000340,Rethanor Set,Rethanor Set
PROPITEMETC_INC_000341,Rethanar Set,Rethanar Set
PROPITEMETC_INC_000342,Zendric Set,Zendric Set
PROPITEMETC_INC_000343,Zendricar Set,Zendricar Set
PROPITEMETC_INC_000344,Khorviel Set,Khorviel Set
PROPITEMETC_INC_000345,Khorvien Set,Khorvien Set
PROPITEMETC_INC_000346,Zaythor Set,Zaythor Set
PROPITEMETC_INC_000347,Zaythar Set,Zaythar Set
PROPITEMETC_INC_000348,Vornithic Set,Vornithic Set
PROPITEMETC_INC_000349,Vornithicar Set,Vornithicar Set
PROPITEMETC_INC_000350,Dornith Set,Dornith Set
PROPITEMETC_INC_000351,Dornyth Set,Dornyth Set
PROPITEMETC_INC_000352,Quostrel Set,Quostrel Set
PROPITEMETC_INC_000353,Quostren Set,Quostren Set
PROPITEMETC_INC_000354,Chyrelle Set,Chyrelle Set
PROPITEMETC_INC_000355,Chyrella Set,Chyrella Set
PROPITEMETC_INC_000356,Noltrave Set,Noltrave Set
PROPITEMETC_INC_000357,Noltrava Set,Noltrava Set
PROPITEMETC_INC_000358,Frodral Set,Frodral Set
PROPITEMETC_INC_000359,Frodrel Set,Frodrel Set
PROPITEMETC_INC_000360,Treviron Set,Treviron Set
PROPITEMETC_INC_000361,Treviran Set,Treviran Set
PROPITEMETC_INC_000362,Lenvire Set,Lenvire Set
PROPITEMETC_INC_000363,Lenvira Set,Lenvira Set
PROPITEMETC_INC_000364,Ordelin Set,Ordelin Set
PROPITEMETC_INC_000365,Ordelyn Set,Ordelyn Set
PROPITEMETC_INC_000366,Tracien Set,Tracien Set
PROPITEMETC_INC_000367,Tracior Set,Tracior Set
PROPITEMETC_INC_000368,Lorvenic Set,Lorvenic Set
PROPITEMETC_INC_000369,Lorvenicar Set,Lorvenicar Set
PROPITEMETC_INC_000370,Etranor Set,Etranor Set
PROPITEMETC_INC_000371,Etranar Set,Etranar Set
PROPITEMETC_INC_000372,Lyzarel Set,Lyzarel Set
PROPITEMETC_INC_000373,Lyzaren Set,Lyzaren Set
PROPITEMETC_INC_000374,Exiran Set,Exiran Set
PROPITEMETC_INC_000375,Exiren Set,Exiren Set
PROPITEMETC_INC_000376,Haskrel Set,Haskrel Set
PROPITEMETC_INC_000377,Haskren Set,Haskren Set
PROPITEMETC_INC_000378,Kevric Set,Kevric Set
PROPITEMETC_INC_000379,Kevricar Set,Kevricar Set
PROPITEMETC_INC_000380,Brakiven Set,Brakiven Set
PROPITEMETC_INC_000381,Brakivar Set,Brakivar Set
PROPITEMETC_INC_000382,Zorect Set,Zorect Set
PROPITEMETC_INC_000383,Zoracet Set,Zoracet Set
PROPITEMETC_INC_000384,Sholthar Set,Sholthar Set
PROPITEMETC_INC_000385,Sholtharen Set,Sholtharen Set
PROPITEMETC_INC_000386,Ustamel Set,Ustamel Set
PROPITEMETC_INC_000387,Ustamen Set,Ustamen Set
PROPITEMETC_INC_000388,Obbric Set,Obbric Set
PROPITEMETC_INC_000389,Obbricar Set,Obbricar Set
PROPITEMETC_INC_000390,Yrenoth Set,Yrenoth Set
PROPITEMETC_INC_000391,Yrenath Set,Yrenath Set
PROPITEMETC_INC_000392,Vostran Set,Vostran Set
PROPITEMETC_INC_000393,Vostren Set,Vostren Set
PROPITEMETC_INC_000394,Virashon Set,Virashon Set
PROPITEMETC_INC_000395,Verashan Set,Verashan Set
PROPITEMETC_INC_000396,Menicor Set,Menicor Set
PROPITEMETC_INC_000397,Maenicar Set,Maenicar Set
PROPITEMETC_INC_000398,Tremiel Set,Tremiel Set
PROPITEMETC_INC_000399,Tramien Set,Tramien Set
PROPITEMETC_INC_000400,Calthien Set,Calthien Set
PROPITEMETC_INC_000401,Calthior Set,Calthior Set
PROPITEMETC_INC_000402,2026 FWC Golden Virashon Set,2026 FWC Golden Virashon Set
PROPITEMETC_INC_000403,2026 FWC Golden Verashan Set,2026 FWC Golden Verashan Set
PROPITEMETC_INC_000404,2026 FWC Golden Lenvire Set,2026 FWC Golden Lenvire Set
PROPITEMETC_INC_000405,2026 FWC Golden Lenvira Set,2026 FWC Golden Lenvira Set
PROPITEMETC_INC_000406,2026 FWC Golden Kevric Set,2026 FWC Golden Kevric Set
PROPITEMETC_INC_000407,2026 FWC Golden Kevricar Set,2026 FWC Golden Kevricar Set
PROPITEMETC_INC_000408,2026 FWC Golden Chyrelle Set,2026 FWC Golden Chyrelle Set
PROPITEMETC_INC_000409,2026 FWC Golden Chyrella Set,2026 FWC Golden Chyrella Set
PROPITEMETC_INC_000410,2026 FWC Golden Ustamel Set,2026 FWC Golden Ustamel Set
PROPITEMETC_INC_000411,2026 FWC Golden Ustamen Set,2026 FWC Golden Ustamen Set
PROPITEMETC_INC_000412,2026 FWC Golden Etranor Set,2026 FWC Golden Etranor Set
PROPITEMETC_INC_000413,2026 FWC Golden Etranar Set,2026 FWC Golden Etranar Set
PROPITEMETC_INC_000414,2026 FWC Golden Zaythor Set,2026 FWC Golden Zaythor Set
PROPITEMETC_INC_000415,2026 FWC Golden Zaythar Set,2026 FWC Golden Zaythar Set
PROPITEMETC_INC_000416,2026 FWC Golden Runthiel Set,2026 FWC Golden Runthiel Set
PROPITEMETC_INC_000417,2026 FWC Golden Runthien Set,2026 FWC Golden Runthien Set
PROPITEMETC_INC_000418,Celestial Phoenix Orange Set,Celestial Phoenix Orange Set
PROPITEMETC_INC_000419,Celestial Phoenix Purple Set,Celestial Phoenix Purple Set
PROPITEMETC_INC_000420,Celestial Phoenix Green Set,Celestial Phoenix Green Set
PROPITEMETC_INC_000421,Celestial Phoenix Cyan Set,Celestial Phoenix Cyan Set
PROPITEMETC_INC_000422,Celestial Phoenix Blue Set,Celestial Phoenix Blue Set
PROPITEMETC_INC_000423,Celestial Phoenix Amethyst Set,Celestial Phoenix Amethyst Set
PROPITEMETC_INC_000424,Celestial Phoenix Magenta Set,Celestial Phoenix Magenta Set
PROPITEMETC_INC_000425,Celestial Phoenix Gold Set,Celestial Phoenix Gold Set
PROPITEMETC_INC_000426,Primordial Runthiel Set,Primordial Runthiel Set
PROPITEMETC_INC_000427,Primordial Runthien Set,Primordial Runthien Set
PROPITEMETC_INC_000428,Primordial Zaythor Set,Primordial Zaythor Set
PROPITEMETC_INC_000429,Primordial Zaythar Set,Primordial Zaythar Set
PROPITEMETC_INC_000430,Primordial Chyrelle Set,Primordial Chyrelle Set
PROPITEMETC_INC_000431,Primordial Chyrella Set,Primordial Chyrella Set
PROPITEMETC_INC_000432,Primordial Lenvire Set,Primordial Lenvire Set
PROPITEMETC_INC_000433,Primordial Lenvira Set,Primordial Lenvira Set
PROPITEMETC_INC_000434,Primordial Etranor Set,Primordial Etranor Set
PROPITEMETC_INC_000435,Primordial Etranar Set,Primordial Etranar Set
PROPITEMETC_INC_000436,Primordial Kevric Set,Primordial Kevric Set
PROPITEMETC_INC_000437,Primordial Kevricar Set,Primordial Kevricar Set
PROPITEMETC_INC_000438,Primordial Ustamel Set,Primordial Ustamel Set
PROPITEMETC_INC_000439,Primordial Ustamen Set,Primordial Ustamen Set
PROPITEMETC_INC_000440,Primordial Virashon Set,Primordial Virashon Set
PROPITEMETC_INC_000441,Primordial Verashan Set,Primordial Verashan Set
