Key,English,Japanese
NPC_000061,"*Snort!* A human, eh? Very interesting... I haven't seen one of you weirdos in years! See ya later!",カッカッカッ、人間に会うなんて久しぶりだが、また今度な！
NPC_000062,Feel free to come see me whenever you are in need of magical goods.,魔法アイテムが必要でしたら、私にお尋ねください。
NPC_000063,Nice to meet you. Have you also come to research the magical fields surrounding the islands?,この島にいらしたということは、私と同じく魔法磁気の研究に関心を持ってるのですか？お会いできて嬉しいです。
NPC_000064,My name is Ciel and I am doing research on the various magical phenomena in the area.,私はシエルと申します。この地域で魔法に絡んだ異常現象が起きているそうなので、研究しにやって来ました。
NPC_000065,Farewell!,みなさんがんばってください～！
NPC_000066,Come to me if you seek absolution.,罪を悔い改め、許しを請う者よ、こちらへ。
NPC_000067,Are you here for confession?,私に懺悔しに来たのか?
NPC_000068,Your aura shines brightly. May it never again lose its brilliance.,君は表情が明るいね。これからは明るい人生を送りなさい。
NPC_000069,I am a shepherd who helps sinners find their way back to the path of righteousness. Come to me if you wish to be cleansed.,私はあなたのような罪を犯した者を救う牧師ヘロンだ。犯した罪を悔い改め、許しを請うのなら、私に話してみなさい。
NPC_000070,Get the key from one of the criminal Masquerpets. Once you get the key you can enter the Warp Zone in the mountains.,ここから出るには、アズライアの山頂にあるワープゾーンを利用しなさい。このワープゾーンに出入りするには、鍵が必要だが、その鍵は罪深きあるモンスターが持っていることでしょう。
NPC_000071,"Good luck to you, stranger. Try not to get caught again, okay?",さようなら、もう罪は犯さないように。
NPC_000072,"You will not survive here without a shield, friend.",こんな過酷な場所にそんな無防備で！お前さん大変だったろうよ！
NPC_000073,Huh? Do you want something from me? Then speak up!,何？ 俺と話をしようってか？
NPC_000074,"My name is Rocbin and I came here for a number of reasons, none of which I would like to discuss with you at this time. Now shoo!",俺の名前はロックビン。ここに来たってことは、お前さん訳ありだな？俺だってお前さんに負けないくらいいろいろあるけど、もちろん今は話せないぜ。
NPC_000075,Take care! ,じゃあな、気をつけろよ。
NPC_000076,Looking to work on your terrible equipment? Allow me to assist you!,武器が必要な時は俺に任せろよな！
NPC_000077,Hahaha! You look like the rest of those felons. What brings you here?,お前さん何者だ？ 俺に何か用か？
NPC_000078,"Greetings, adventurer! I am Shun, your friendly neighborhood arms dealer. I don't care who you are, a customer is a customer. Come right over and buy my gear!",ハハハ。俺は正義の武器商人シュン。相手を選んで商売するような奴は嫌いだぜ！お前さん好きなの選んでみな。
NPC_000079,Hehehe! Alright I hope we can hang out together someday.,フフッ、そうか、まあ近いうちに一杯やろうぜ。
NPC_000080,I sell supplies to the weary adventurer. I've got everything you need!,フード、ドリンク、ポスターなどを売ってます。
NPC_000081,You look like you have something to tell me...,何かお困りですか？
NPC_000082,My name is Yuna. I believe you will find my food and medicine reasonably priced.,私はケラバスでフードやドリンクなどを売っているユナです。これから仲良くしましょ。
NPC_000083,"Come one, come all! Visit Achaben's General Shop for your adventuring needs! *cough*",いらっしゃいませ！様々な商品を扱ってますよ！･･･ゴホっ！ゴホっ！
NPC_000084,May I help you?,何をしてくれるんですか？
NPC_000085,"*Cough* I am happy to have a *wheeez* customer! If you need it, we have it... *cough* *huck* You wouldn't happen to have some cough medicine, would you?",ゴホっ！ゴホっ！お客様が喜ぶ顔を見るのが私の何よりの生きがいです。ゴホっ！ゴフっ！
NPC_000086,"*Ha-CHEW!* Sorry about that, allow me to clear my throat. *AHEM* My name is Achaben, and I run the General Shop here in Darken City. *cough*",私はダーコンで雑貨ショップを営んでいる＜アチャベン・コマネド＞と言います。
NPC_000087,Thank you for your patronage! Come back and visit sometime! Bring some cough medicine!,また是非お越しください！
NPC_000088,#b#cff0001ffFlying Information#nc#nb is available here! I also have #b#cffff0000flying boards and brooms#nc#nb in stock!,#b#cff0000ff飛行に関する情報#nc#nbを提供している。アルマーニのステーションだ。
NPC_000089,What do you want to do?,何を知りたい？
NPC_000090,"Flying through the clouds high above Madrigal is my favorite dream come true. I would be flying right now, but I'm having some family trouble and I need to pay the bills!",空は無限の憧れを駆り立てるものだ。･･･家が没落してさえいなければ、私も今頃あの空を飛び回っていただろう。運命とははかないものだな･･･。
NPC_000091,"My name is Almani, and I run the Station here in Darken city. I sell flying boards and brooms in addition to teaching the basics of flying.",私はかつての名門貴族＜エムブリア一族＞の末裔で、名は＜アルマーニ・ゾルジーオ・バン・ビオテ・エムブリア＞と申すもの。
NPC_000092,"1. First, you'll need to buy a broom or a board and be at least level 20 in order to fly. \n 2. Next, double-click the board or broom in your inventory or simply move it to a hot key to climb aboard.",1. 飛行が出来る ＜ホウキ＞ や ＜ボード＞ はステーションから購入ができる。\n 2. インベントリウィンドウから ＜ボード＞ や ＜ホウキ＞ のアイテムをダブルクリックするか、右下にある装備位置にドラックすると乗れるぞ。レベルが20以上に限られるがな。
NPC_000093,3. Press the Space Bar to accelerate your flying vehicle. Press the Space Bar key again while moving to stop. Think of the accelerator like a toggle button for *Go* and *Stop*.,3. スペースバーを押すと、加速を始めます。停止したいときはもう1度スペースを押してくださいね。
NPC_000094,"4. To navigate, you can simply hold the Right Mouse Button down and angle the camera in the direction that you want to go.\n Alternatively, you can also use the W, A, S and D controls to turn.",4. マウスの右ボタンをクリックしたまま動かすと、方向を変えることができるの。\n マウスの代わりにキーボードの「W」、「S」、「A」、「D」キーでも同様の操作が可能よ。
NPC_000095,"5. Additionally, you can simply tap the Right Mouse Button twice to lock the camera to the mouse pointer. This allows you to navigate without holding down the right mouse button. Clicking twice again will turn off this effect.",5. Tipをさらに1つ。マウス右ボタンをダブルクリックすると、マウス右ボタンをクリックしなくても、マウスを動かすだけで方向を変えることができるようになるのよ。
NPC_000096,6. Anyone can fly in Madrigal. You simply have to acquire a flying vehicle!\n 7. There are numerous makes and models of flying vehicles. Trying shopping around in player shops or click the Use Premium Item Shop icon next to the Start Button.,6. 乗り物は、職業に制限されないから、好きなものを使ってね。\n7. 乗り物にはたくさんの種類あるの。個人商店で買ったり、プレミアムアイテムにも売っているよ。
NPC_000097,"I hope the information I gave you was helpful. You're on your own now, aviator! See you in the clouds!",以上、基本的な飛行ガイドでした。後は君の腕次第ね。空の旅を楽しんでね。
NPC_000098,"1. Occasionally, you will run into some pesky masquerpets while flying. You will see a red box surrounding them.",1. 空を飛んでいると、空中でもモンスターに出くわすことがあるの。たまに怒って攻撃されるかもしれないから、くれぐれも気を付けることね。
NPC_000099,"2. You can target these creatures with the Left Mouse Button. If you lose sight of them while flying, a green arrow appears on the edge of the screen to indicate which direction you need to turn. ",2. ターゲットする対象をクリックすると狙うことができるわ。もし飛行中に相手を見失っても、画面の端に緑色の矢印が表示されて、行くべき方向が示されるはずよ。
NPC_000100,"3. To attack the creature, simply get as close as you can and press the Left Mouse Button or the Insert Key.\n 4. If you want to follow the monster automatically, press the Z Key.",3. ターゲッティングしたモンスターに近づき、マウス左ボタンをクリックすると攻撃ができるわ。\n 4. モンスターをターゲットしている状態でZキーを押すと、目標を自動的に追いかけることができるわよ。
NPC_000101,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!,5. Magicians and Acrobats can shoot from range while in the air. Mercenaries and Assists must rely on melee attacks. You can also use your skills!
NPC_000102,"6. When you destroy a flying masquerpet, any dropped loot will be placed into your inventory automatically. If there is no room in your inventory, the loot is lost, so be careful!",6. 飛行中のモンスターを倒した時は、ドロップしたアイテムが自動でインベントリに入るから安心してね。でも、もしインベントリに空きがなかったら消えてしまうからそこは要注意よ！
NPC_000103,"7. That about covers it for your flying combat training, cadet! Just one more thing... Don't crash and burn! Hahaha, just a little pilot humor.",7. これであなたはもう一人前ね！そうそう、最後に1つだけ。きれいなお姉さんを見つけたからって、よそ見運転なんか絶対やめてね？事故起こされたらたまったもんじゃないわ。えへへ、冗談よ。
NPC_000104,Have fun out there and be safe! Don't forget to check your six!,カッコ良く飛び回りながら、スリル溢れる空中戦を楽しんでくださいね！
NPC_000105,"Goodbye, adventurer! Feel free to stop by again if you have any questions about flying.",また会いましょうね！寂しいときにはどうか広い空を見上げてみてね！きっと元気が出えるはずだから。頑張って！
NPC_000106,The Red Bang Troupe will never break through our defenses as long as I'm here!,私がここを守る限り、虫一匹もここに攻め込むことは出来ないぞ！
NPC_000107,"Hello, traveler. I have some missions for you!",元気ですか？旅人さん。ミッションを用意しておきますね。
NPC_000108,"Greetings, traveler! You are welcome to visit the Erons Factory as long as I, Amadolka, am here. It can get pretty dangerous out here so watch your back!",ここは大変危険な場所だ。心配なら帰ったほうがいい。だが、この＜アマドルカー＞がここを守っているうちは、安全は約束しよう。ハハッ。
NPC_000109,My name is Amadolka Liviehindekinas. I am in charge of security here at the Erons Factory. Why do you ask?,私はこの巨大なエランス工場地帯、エランパークス地域の警備をしている警備長、＜アマドルカー・リビデラス＞という者だ。
NPC_000110,"Be careful out there, traveler! I'll stand guard here!",ここは私が守るから安全だ。しかし、くれぐれも危険なところには行かないでくれ。
NPC_000111,I'm such a coward! *Cries*,俺はただの臆病者なんだ…。
NPC_000112,The curse has been removed for the 3rd time now. Please don't get cursed again or it will be the last time for sure.,俺に話しかけるんじゃない！君にも呪いがふりかかるかもしれないからな。
NPC_000113,I'm the Mysterious Teller of Tales! Wanna hear something spooky?,過去に呪いから逃れた犯罪者の名前？そんなこと知って、そうするんだ？
NPC_000114,Stop by anytime you wanna hear a spooky story!,うん、それがいいでしょうね。
NPC_000115,ID Card,通行証
NPC_000116,Hello there! How are you today!,おい、おい、どうしたってんだ？
NPC_000117,"Uhh, yes? If you've got something to say, say it. Otherwise leave me alone. I'm very busy securing these steel panels by tapping my foot repeatedly.",ん？俺に聞きたいことがあるって？　まあ、役に立てるかどうかは分からんがな。
NPC_000118,That's none of your business and I'll thank you to stay out of my personal affairs.,俺が元気かって？　ありがとうな。　まあ、心配ご無用だぜ！
NPC_000119,"Alright, hope to see you soon!",そうか、またいつか会えるといいな。
NPC_000120,"Oh! You're asking about the ID Card that grants access to the Trillipy room in the mines, right? You should find Andre. I heard he spends most of his time in a forest filled with many ancient trees.",えっ？ トリルピゾーンへ行ける通行証のことか？　それなら古代の木の森に住んでいるアンドレっていう奴に聞いてみな。
NPC_000121,"Hail and well met, adventurers! My name is Bolpor and I'm the best chef in town!",食べ物ならここにあるぜ！
NPC_000122,What do you want already?! I've got things to do!,なんだ？
NPC_000123,"I'm the best chef in town, you got that? Anyone that tells you different is more than welcome to discuss it with my butcher knife. There will be more than just *chicken* on a stick on my menu...",見ればわかるだろう？ふんっ！まさかフードショップを知らんわけではあるまい！
NPC_000124,"My name is Bolpor Centaurn, the best darn chef in Darken. I'm also the best looking. I didn't get this handsome overnight, you know.",何だ？ふんっ！名前くらいは教えてやるさ。俺の名は＜ボルバー＞。見てのとおり＜フードショップ＞の店員だ。分かったら、さっさと買い物だけして帰りな！
NPC_000125,"See ya later, alligator! Mmm, alligator... that gives me an idea for a new dish!",気をつけてな！
NPC_000126,"Only the bravest adventurer can hope to succeed on the path of the Knight Hero, Billaon. Are you worthy?",ナイト英雄＜鉄壁の豪腕＞ビレリアンの志を継ぐ者よ、英雄の道を歩む準備は出来ていますか？
NPC_000127,We must never forget the sacrifice of the Heroes. We are here to train those who wish to follow their path in hopes of a worthy successor.,たとえ彼らの名が忘れられても、彼らの志は生き続けるでしょう･･･。
NPC_000128,"I am Guardian Boneper. I'm here to protect the will of Billaon, the Knight Hero, at all costs. We are seeking those who are worthy enough to follow the path of the Knight Hero.",私はナイトの英雄 ＜鉄壁の豪腕＞ビレリアンの志を守護するナイトの守護者＜ファンベーラ＞といいます。
NPC_000129,"May the courage of Billaon be with you, adventurer.",＜ビレリアン＞の志を継ぐ者、彼の力と勇気が共にりますように…。
NPC_000130,We are here to protect the will of the Heroes. Are you worthy to become a successor of the Billposter Hero?,ビルポスターの英雄 ＜鋼の拳＞ロエンテールの志を継ぐ者よ、英雄の道を歩む準備は出来ていますか？
NPC_000131,"I fear that those who follow Shade, Iblis and Bubble too closely will be destroyed by them in the end. Follow the path of the Heroes and you will not lose your way.",従うもの、屈する者、彼らは滅びの道を歩む。抗うものだけが生き残るでしょう･･･。
NPC_000132,"My name is Guardian Capafe. I am here as a guide and I protect the will of Roentel, the Billposter Hero.",ビルポスターの英雄 ＜鋼の拳＞ロエンテールの志を守護するビルポスターの守護者＜カペーペ＞です。
NPC_000133,The power of Roentel will protect and guide you.,＜ロエンテール＞の活力と勇気が共にありますように･･･。
NPC_000134,Rare metals and minerals reside deep within the Dekane Mine.,鉱山に行くと、石もあるし、金属もあるからな。
NPC_000135,You looking for some adventure? Why not discover the mystery of the curse of Darkon? ,ひょっとしてお前さん危険を楽しんでるのか？　だったら隠された「ダーコンの呪い」を解明してみな！
NPC_000136,"Now's not the time for pleasantries, my simple-minded friend. Besides, I know you don't actually care. No one does...",元気かって？　俺に興味があるなんて、こりゃ驚いたな！　で、用件は何だ？
NPC_000137,"Fine, leave if you want to! I don't need your help, fool! ",行くんなら行くがいいさ。　どうせ俺のことを気にしてくれる奴なんていないからな。
NPC_000138,"Have you ever heard the name Neverant? Few know it now, but long ago it was the top-ranking mining guild in Darkon. I used to be a member of that guild.",お前さんネバーランドっていう名前を聞いたことあるか？　今は存在してないが、昔はネバーランドといえば、大陸最強の鉱山ギルドだったぞ。俺もある時、ネバーランド鉱山管理員の一人だったんだ。
NPC_000139,"Today, the Neverant Guild is no more. It's hierarchy was torn apart by a terrible curse that emanated from the mine itself. Ironic, isn't it?",ネバーランドはもうなくなったんだよ、呪われたデェカネスに陥没されたネバーランドは、かわいそうにな。
NPC_000140,Check out the Dekane Mine west of here if you want. I won't step foot near there.,かわいそうなネバーランドの魂を慰めるため、デェカネスを捜しているんなら、ダーコンの鉱山地帯へ行ってみな！
NPC_000141,Chenbing's Shield Shop is open for business! The best finely-crafted nomad shields Penya can buy!,さすらいの商人＜シェンビン＞の最上級の防具はいかがですか？
NPC_000142,"Well, what are you gonna do for me? Hmmm?",何を手伝ってくれますか？
NPC_000143,"We, the Khan Union, are traveling merchants. Our fine craftsmanship is well-known throughout Madrigal. So whaddya say? Interested in taking a peek at my inventory? ",さすらいの商人集団、ムー商隊はマドリガル中をさすらいながら、最上級の品物を販売することで有名です。
NPC_000144,"I am Chenbing Khan and I sell the best, finely-crafted, and affordable shields you'll find anywhere in Madrigal.",オイラはこの＜ムーの谷＞で防具を販売している＜シェンビン＞です。え？みんな同じ顔をしているって？よく見てくださいよ。オイラは商隊で2番目か3番目にハンサムな顔をしているでしょう。へへへっ。
NPC_000145,Take care! Tell your friends about us!,一流の商品でおもてなしをいたします。是非またいらしてください。
NPC_000146,"So, have you completed that which you needed to in order to proceed?",目標を成し遂げたようだな･･･。では試練に赴くか？
NPC_000147,What do you want?,汝は何を求めているか･･･？
NPC_000148,You couldn't possibly hope to understand what lies beyond this gate. I don't care how much research you've done. ,恐怖に目を閉じてはならぬ、恐怖は逃げるものを追いかけるだろう。しかと目を見開き、恐怖と向かい合うがいい。
NPC_000149,Don't concern yourself with such things. Who I am is of no consequence to you. All you need to know is that I am here to protect this gate.,我はこの場所を見守るために存在する。それが我の存在理由の全て･･･。
NPC_000150,"Farewell, strange one.",汝の探求が成就せんことを･･･。
NPC_000151,"Hey, you there! Help me! Let me out of here right now! Argh!!!",おーい！おーい！誰か、誰かいないですか～！助けてくださ～い！　
NPC_000152,"Oh thank Rhisis, I knew someone would come! Oh thank you, thank you, thank you! Well, what are you doing just standing around? Let me out, darn it!!",ああよかった、そこの冒険者さん！私をここから連れ出してください！命からがら逃げてきたら、こんな場所に…
NPC_000153,"Me? I, Colar Devoka, am the best actor in the Pepoview Troupe! Well, I was, but now I am stuck out here and this filthy cage waiting to be eaten by those filthy Leyenas.",私はセイントモーニングの劇団＜双月の夜＞のトップ俳優、＜コラール・デボラ＞といいます。今は…いろいろと訳あって、こんな格好ですが。
NPC_000154,What?! HEY! I thought you were going to release me. I'll get you for this!,おーい！行かないで！見捨てないでください～！
NPC_000155,Follow the teachings of Lillip and you will discover the secrets of the elements.,＜リルリッップ＞よ、あなたの知恵が・・ふ～　叫び続けるのも疲れるわぁ。
NPC_000156,"Hello, friend. Listen, whatever happens in this world, you must not lose hope. As long as we follow the path of the Heroes, we will persevere.",たとえ光が消えて、闇がこの世を覆っても、決して希望をなくしてはならぬ･･･。
NPC_000157,"My name is Condram Griters and I am one of 8 priests of Lillip, the Elementor Hero. I am teaching the wisdom of Lillip to his successors. I act as a guide to those who follow the path of Lillip.",私は八英雄の一人、エレメンターの英雄 ＜異世界の理を識る者＞リルリップの志を守護する ＜コンドラム・グリタス＞ です。英雄の志を継ぐ方にリルリップ様の知恵をお伝えしています。
NPC_000158,"Farewell, young one. May Lillip guide and protect you.",＜リルリップ＞の知恵が、あなたに宿りますように。
NPC_000159,"Heren, your legacy will carry on and your courage will not be forgotten.",＜ヘレン＞よ、あなたの望みが今かないました。
NPC_000160,"The might of the Blade will stand against those who seek to destroy us. Heren, the Blade Hero, has left a great legacy. ",8つの光が輝くのが見えます･･･。その光は輝きを増し、悪に対抗する力を持つでしょう･･･。
NPC_000161,"My name is Corel Anduril, and I am the Blade Master of Darken City. I was well known as a Blade Dancer before the war. Now, it is my duty to select those worthy of becoming a Blade and prepare them for what lies ahead.",私はかつてブレードダンサーと呼ばれてた･･･。現在はブレードマスターと呼ばれている＜コレル・アンドリル＞です。
NPC_000162,"May Heren be with you, always.",＜ヘレン＞の疾き刃の加護があなたにもありますように。
NPC_000163,"I honor the spirit of Offerep, the Psykeeper Hero.",サイキーパーの英雄 ＜閉じられし瞳＞オルファーよ、あなたの志を継ぐことを誇りとします。
NPC_000164,"Their last battle will resonate throughout eternity. The Heroes sacrificed themselves to save all of Madrigal. We are forever in their debt. Take with you the teachings of Offerep, adventurer.",彼らの力は大きく、力もつ者の戦いは永きにわたるだろう。千日の時を経ても彼らの戦いは終わらないでしょう･･･。
NPC_000165,"My name is Cylor Mesmor and I am the Psykeeper Master. I guide those wishing to become Psykeepers. I have committed many sins in the past, and through the grace of Offerep, I have been forgiven.",私の名はサイキーパーマスター＜サイラ・メスマ＞。数多の罪を犯したが、あるお方のおかげで悔い改め、今こうしてサイキーパーマスターの任務を遂行している。
NPC_000166,Only through careful study will you learn the wisdom of the Psykeeper.,＜サイキーパー＞の正しき道があなたの前に開けますように。
NPC_000167,Madrigal's ecosystem is so strange and mysterious! I love it!,マドリガルの生態系は、自然が作り出した進化の極みだよ。そう思わないかい？
NPC_000168,"The masquerpets you see here around us were once the machines used in the Erons Factory down south. However, the exposure to waste coming from the factory turned them into the monsters they are today.",ここのモンスターは、エランパークスを建設するために作られたんだ。でも長い間エランスの廃棄物にさらされるうちに、魔物になってしまったんだね。
NPC_000169,I'm surprised you haven't heard of me. I'm Dr. Est and I research Madrigal's ecosystem. My 2 brothers and I are thrilled to learn as much as we can about Madrigal. Have you met my brothers?,僕の名前は＜Dr.エスト＞、二人の弟と一緒にマドリガルの生態系について調査してるんだ。
NPC_000170,"Watch yourself out there, friend. Some creatures can be quite dangerous!",好きってことさ！
NPC_000171,The will of Hynan will lead you to victory.,レンジャーの英雄 ＜ハイナン＞の意志が、あなたをお導きいたします。
NPC_000172,This is what you must to do.,あなたにやっていただきたいことがあります。
NPC_000173,"The Heroes fought hard to protect us from Shade's evil masquerpet army. We owe them all our livelihood. That is why I have devoted my life in service to Hynan, the brave Ranger Hero.",彼らが新たなところに足を踏み入れたのならば、彼らは英雄として生まれ変わることでしょう。
NPC_000174,"I am Eliff, the Ranger Master. I have devoted my life to Hynan's legacy, and my duty is to pass along all that I have learned from him. I have sworn to uphold this promise until my last, dying breath. ",私はレンジャーマスターです。　あなたたちを英雄の道へと案内する役割を担っております。
NPC_000175,"Hynan watches over us all. Go in peace, my friend.",＜ハイナン＞の意志が満ち足りることを祈ります。
NPC_000176,Aenn's blessing on this world will be remembered forever.,リングマスターの英雄 ＜神の声を聞く者＞エーエンヌよ、あなたがこの地に賜った祝福はとこしえに記憶されるでしょう。
NPC_000177,"Aenn, the Ringmaster Hero, was one of the most important of all of our brave Heroes. Aenn's rejuvenating magic blessed our brave heroes in battle.",世の中が混沌に飲み込まれるとき、その混沌を・・・えっと･･･、また忘れちゃった。あ！そうだ。･･･完全に収めてくれる方が現れるであろう･･･。
NPC_000178,"Hi! It is very nice to meet you. My name is Ellend Eledyo and I am the Ringmaster Master. Pretty cool title, huh? I love it, and what's more, I love guiding pupils on the path of the Ringmaster Hero, Aenn.",私はリングマスターマスター＜イレンド・エレディオ＞と言います。マスターになったばかりなので、知らないことが多いですが、よろしくね！・・・マスターが2回続くけど、かまないでよ。
NPC_000179,Pray to Aenn for protection and you will have it.,＜エーエンヌ＞の祝福が世界を満たしますように。
NPC_000180,A great creature is imprisoned here. Are you ready to challenge him?,ここは巨大な存在の眠りし場所･･･。かの者は深い闇の中で汝らの挑戦を待っておる。
NPC_000181,"Why do you wish to challenge Clockworks?\n1 [For Honor!][IDS_NPC_ForHonor] \n2 [For Fun!][IDS_NPC_ForFun] \n3 [Meh, just because?][IDS_NPC_MehJustBecause]",何の用だ？クロックワークスに挑みたいのか？\n1.[モンスターに挑む！][IDS_NPC_ForHonor] \n2.[見てるだけですｗ][IDS_NPC_ForFun] \n3.[やっぱり帰る...][IDS_NPC_MehJustBecause]
NPC_000182,"Are you sure you're ready for this? Alright, successor, would you like to challenge Clockworks again?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc",おお、死んでしまうとは情けない。また挑戦するか？\n[はい][IDS_NPC_Yes_Enter] / [いいえ][IDS_NPC_No_Enter]\n\n#cffff0000参加するギルドメンバー全員が付近にいないと申請できません。#nc
NPC_000183,"You defeated Clockworks? Excellent work, successor!",汝の目的を果たしたか？よくぞ成し遂げた！
NPC_000184,"Only the honorable combatant is worthy of facing Clockworks. You are brave, successor. \nAre you ready to challenge Clockworks?\n[Yes][IDS_NPC_Yes_Enter] / [No][IDS_NPC_No_Enter]\n\n#cffff0000All the guild members participating must be close to you to enter.#nc",汝は挑戦する資格を十分備えている。だがギルドに属さぬものは挑戦することはできぬ。入場するか？\n\n[はい][IDS_NPC_Yes_Enter] / [いいえ][IDS_NPC_No_Enter]\n\n#cffff0000参加するギルドメンバー全員が身近にいないと申請できません。#nc
NPC_000185,This isn't a game you fool! Clockworks will tear you to pieces! Come back when you decide to be serious about this.,心弱きものよ、不十分な覚悟で臨むのはやめたほうがよかろう･･･。汝自身を大切に思うならばな･･･。
NPC_000186,"Just because? JUST BECAU... Ah, forget it. You're obviously not mature enough to handle this.",………………。心弱きものが挑むべきではない。嘸かし装備も弱いことだろう。
NPC_000187,There are other brave souls locked in fierce combat with Clockworks at the moment. Their deaths will be swift. You must wait.,他の勇者達が魔物に挑んでおる･･･。今は入ることはかなわぬぞ。
NPC_000188,"Make sure you are adequately prepared to face Clockworks. If you are not yet ready, then now is the time to prepare.",覚悟なきものがあの敵に挑むことはできぬ･･･。
NPC_000189,"It's alright, young successor. Only the bravest of souls can hope to stand against the great Clockworks. We'll keep him imprisoned here until the right person is ready to face him.",やめるのか？退くもまた覚悟なり･･･。
NPC_000190,"Roentel, Roentel, where for art thou, Roentel!?",＜ロエンテール＞よ、あなたの力が祝福となり、皆に分け与えられますように！
NPC_000191,"Nothing will ever change if we forget the blessings of those who sacrificed themselves to protect all of us. Those who do not learn from the past, are doomed to repeat it.",幼子たちはとこしえに平和の中で遊ぶであろう。だがそのために彼らの血が流されたことを決して忘れてはならぬ。
