Key,English,Japanese
PROPMOVER_TXT_000148,Giant Rock Muscle,ジャイアント・ロックマッスル
PROPMOVER_TXT_000150,Small Hobo,スモール・ホボー
PROPMOVER_TXT_000152,Hobo,ホボー
PROPMOVER_TXT_000154,Captain Hobo,キャプテン・ホボー
PROPMOVER_TXT_000156,Giant Hobo,ジャイアント・ホボー
PROPMOVER_TXT_000158,Small Dumb Bull,スモール・ダンブル
PROPMOVER_TXT_000160,Dumb Bull,ダンブル
PROPMOVER_TXT_000162,Captain Dumb Bull,キャプテン・ダンブル
PROPMOVER_TXT_000164,Giant Dumb Bull,ジャイアント・ダンブル
PROPMOVER_TXT_000166,Small Totemia,スモール・トーテミア
PROPMOVER_TXT_000168,Totemia,トーテミア
PROPMOVER_TXT_000170,Captain Totemia,キャプテン・トーテミア
PROPMOVER_TXT_000172,Giant Totemia,ジャイアント・トーテミア
PROPMOVER_TXT_000174,Maid Cardpuppet,メイド・カードパペット
PROPMOVER_TXT_000176,Cardpuppet,カードパペット
PROPMOVER_TXT_000178,Manager Cardpuppet,マネージャ・カードパペット
PROPMOVER_TXT_000180,Boss Cardpuppet,ボス・カードパペット
PROPMOVER_TXT_000182,Small Tombstone Bearer,スモール・トムストンベアラー
PROPMOVER_TXT_000184,Tombstone Bearer,トムストンベアラー
PROPMOVER_TXT_000186,Captain Tombstone Bearer,キャプテン・トムストンベアラー
PROPMOVER_TXT_000188,Giant Tombstone Bearer,ジャイアント・トムストンベアラー
PROPMOVER_TXT_000190,Phantom Basque,バンタン・バスキュー
PROPMOVER_TXT_000192,Basque,バスキュー
PROPMOVER_TXT_000194,Lumping Basque,ランピング・バスキュー
PROPMOVER_TXT_000196,Giant Basque,ジャイアント・バスキュー
PROPMOVER_TXT_000198,Small Mage Prankster,スモールラージ・プランクスター
PROPMOVER_TXT_000200,Prankster,プランクスター
PROPMOVER_TXT_000202,Master Mage Prankster,マスターメイジ・プランクスター
PROPMOVER_TXT_000204,Giantmage Prankster,ジャイアントメイジ・プランクスター
PROPMOVER_TXT_000206,Rough Wheelem,ラフ・ホイール
PROPMOVER_TXT_000208,Wheelem,ホイール
PROPMOVER_TXT_000210,Bouncing Wheelem,バウンシング・ホイール
PROPMOVER_TXT_000212,Giant Wheelem,ジャイアント・ホイール
PROPMOVER_TXT_000214,Small Leyena,スモール・レイーナ
PROPMOVER_TXT_000216,Leyena,レイーナ
PROPMOVER_TXT_000218,Captain Leyena,キャプテン・レイーナ
PROPMOVER_TXT_000220,Giant Leyena,ジャイアント・レイーナ
PROPMOVER_TXT_000222,Small Steam Walker,スモール・スチームウォーカー
PROPMOVER_TXT_000224,Steam Walker,スチームウォーカー
PROPMOVER_TXT_000226,Captain Steam Walker,キャプテン・スチームウォーカー
PROPMOVER_TXT_000228,Giant Steam Walker,ジャイアント・スチームウォーカー
PROPMOVER_TXT_000230,Small Steel Knight,スモール・スチールナイト
PROPMOVER_TXT_000232,Steel Knight,スチールナイト
PROPMOVER_TXT_000234,Captain Steel Knight,キャプテン・スチールナイト
PROPMOVER_TXT_000236,Giant Steel Knight,ジャイアント・スチールナイト
PROPMOVER_TXT_000238,Small Nutty Wheel,スモール・ナッティフィール
PROPMOVER_TXT_000240,Nutty Wheel,ナッティフィール
PROPMOVER_TXT_000242,Captain Nutty Wheel,キャプテン・ナッティフィール
PROPMOVER_TXT_000244,Giant Nutty Wheel,ジャイアント・ナッティフィール
PROPMOVER_TXT_000246,Small Driller,スモール・ドリラー
PROPMOVER_TXT_000248,Driller,ドリラー
PROPMOVER_TXT_000250,Captain Driller,キャプテン・ドリラー
PROPMOVER_TXT_000252,Giant Driller,ジャイアント・ドリラー
PROPMOVER_TXT_000254,Small Volt,スモール・ボルト
PROPMOVER_TXT_000256,Volt,ボルト
PROPMOVER_TXT_000258,Captain Volt,キャプテン・ボルト
PROPMOVER_TXT_000260,Giant Volt,ジャイアント・ボルト
PROPMOVER_TXT_000262,Small Elderguard,スモール・エルダーガード
PROPMOVER_TXT_000264,Elderguard,エルダーガード
PROPMOVER_TXT_000266,Captain Elderguard,キャプテン・エルダーガード
PROPMOVER_TXT_000268,Giant Elderguard,ジャイアント・エルダーガード
PROPMOVER_TXT_000270,Small Garbagespider,スモール・ガーベイジパイダー
PROPMOVER_TXT_000272,Garbagespider,ガーベイジパイダー
PROPMOVER_TXT_000274,Captain Garbagespider,キャプテン・ガーベイジパイダー
PROPMOVER_TXT_000276,Giant Garbagespider,ジャイアント・ガーベイジパイダー
PROPMOVER_TXT_000278,Small Crane Machinery,スモール・クレーンマシン
PROPMOVER_TXT_000280,Crane Machinery,クレーンマシン
PROPMOVER_TXT_000282,Captain Crane Machinery,キャプテン・クレーンマシン
PROPMOVER_TXT_000284,Giant Crane Machinery,ジャイアント・クレーンマシン
PROPMOVER_TXT_000286,Small Mothbee,スモール・モスビー
PROPMOVER_TXT_000288,Mothbee,モスビー
PROPMOVER_TXT_000290,Captain Mothbee,キャプテン・モスビー
PROPMOVER_TXT_000292,Giant Mothbee,ジャイアント・モスビー
PROPMOVER_TXT_000294,Small Flybrigen,スモール・フリビーリーズン
PROPMOVER_TXT_000296,Flybrigen,フリビーリーズン
PROPMOVER_TXT_000298,Captain Flybrigen,キャプテン・フリビーリーズン
PROPMOVER_TXT_000300,Giant Flybrigen,ジャイアント・フリビーリーズン
PROPMOVER_TXT_000302,Small Rockepeller,スモール・ロケッペラー
PROPMOVER_TXT_000304,Rockepeller,ロケッペラー
PROPMOVER_TXT_000306,Captain Rockepeller,キャプテン・ロケッペラー
PROPMOVER_TXT_000308,Giant Rockepeller,ジャイアント・ロケッペラー
PROPMOVER_TXT_000318,Pawn Popcrank,スモール・ポップクランク
PROPMOVER_TXT_000320,Knight Popcrank,ポップクランク
PROPMOVER_TXT_000322,Rook Popcrank,キャプテン・ポップクランク
PROPMOVER_TXT_000324,Bishop Popcrank,グレート・ポップクランク
PROPMOVER_TXT_000326,Small Greemong,スモール・グリーモン
PROPMOVER_TXT_000328,Greemong,グリーモン
PROPMOVER_TXT_000330,Captain Greemong,キャプテン・グリーモン
PROPMOVER_TXT_000332,Giant Greemong,ジャイアント・グリーモン
PROPMOVER_TXT_000336,Roy,パイア
PROPMOVER_TXT_000338,Cardinal Guardian,カーディナル・ガーディアン
PROPMOVER_TXT_000350,Small Carrierbomb,スモール・キャリアボム
PROPMOVER_TXT_000352,Carrierbomb,キャリアボム
PROPMOVER_TXT_000354,Captain Carrierbomb,キャプテン・キャリアボム
PROPMOVER_TXT_000356,Giant Carrierbomb,ジャイアント・キャリアボム
PROPMOVER_TXT_000382,Clockworks,クロックワークス
PROPMOVER_TXT_000392,Small Nuctuvehicle,スモール・ナックトビークル
PROPMOVER_TXT_000394,Nuctuvehicle,ナックトビークル
PROPMOVER_TXT_000396,Captain Nuctuvehicle,キャプテン・ナックトビークル
PROPMOVER_TXT_000398,Giant Nuctuvehicle,ジャイアント・ナックトビークル
PROPMOVER_TXT_000400,Young Syliaca,ヤング・シーラカ
PROPMOVER_TXT_000402,Syliaca,シーラカ
PROPMOVER_TXT_000404,Grownup Syliaca,グロウアップ・シーラカ
PROPMOVER_TXT_000406,Giant Syliaca,ジャイアント・シーラカ
PROPMOVER_TXT_000408,Small Risem,スモール・ライゼム
PROPMOVER_TXT_000410,Risem,ライゼム
PROPMOVER_TXT_000412,Captain Risem,キャプテン・ライゼム
PROPMOVER_TXT_000414,Giant Risem,ジャイアント・ライゼム
PROPMOVER_TXT_000416,Small Zombiger,スモール・ゾンビガー
PROPMOVER_TXT_000418,Zombiger,ゾンビガー
PROPMOVER_TXT_000420,Captain Zombiger,キャプテン・ゾンビガー
PROPMOVER_TXT_000422,Giant Zombiger,ジャイアント・ゾンビガー
PROPMOVER_TXT_000424,Small Flybat,スモール・フライバット
PROPMOVER_TXT_000426,Flybat,フライバット
PROPMOVER_TXT_000428,Captain Flybat,キャプテン・フライバット
PROPMOVER_TXT_000430,Giant Flybat,ジャイアント・フライバット
PROPMOVER_TXT_000432,Small Bucrow,スモール・バクロウ
PROPMOVER_TXT_000434,Bucrow,バクロウ
PROPMOVER_TXT_000436,Captain Bucrow,キャプテン・バクロウ
PROPMOVER_TXT_000438,Giant Bucrow,ジャイアント・バクロウ
PROPMOVER_TXT_000440,Small Scorpicon,スモール・スコーピオン
PROPMOVER_TXT_000442,Scorpicon,スコーピオン
PROPMOVER_TXT_000444,Captain Scorpicon,キャプテン・スコーピオン
PROPMOVER_TXT_000446,Giant Scorpicon,ジャイアント・スコーピオン
PROPMOVER_TXT_000448,Small Trangfoma,スモール・トランフォーマ
PROPMOVER_TXT_000450,Trangfoma,トランフォーマ
PROPMOVER_TXT_000452,Captain Trangfoma,キャプテン・トランフォーマ
PROPMOVER_TXT_000454,Giant Trangfoma,ジャイアント・トランフォーマ
PROPMOVER_TXT_000456,Mine Catcher,ミネラル・キャッチャー
PROPMOVER_TXT_000458,Erons Catcher,エランス・キャッチャー
PROPMOVER_TXT_000460,Krasec Catcher,ケラセック・キャッチャー
PROPMOVER_TXT_000462,Guru Catcher,グルー・キャッチャー
PROPMOVER_TXT_000464,Small Grrr,スモール・グルルン
PROPMOVER_TXT_000466,Grrr,グルルン
PROPMOVER_TXT_000468,Captain Grrr,キャプテン・グルルン
PROPMOVER_TXT_000470,Giant Grrr,ジャイアント・グルルン
PROPMOVER_TXT_000472,Small Dump,スモール・ダンプ
PROPMOVER_TXT_000474,Dump,ダンプ
PROPMOVER_TXT_000476,Captain Dump,キャプテン・ダンプ
PROPMOVER_TXT_000478,Giant Dump,ジャイアント・ダンプ
PROPMOVER_TXT_000480,Small Nautrepy,スモール・ノートレー
PROPMOVER_TXT_000482,Nautrepy,ノートレー
PROPMOVER_TXT_000484,Captain Nautrepy,キャプテン・ノートレー
PROPMOVER_TXT_000486,Giant Nautrepy,ジャイアント・ノートレー
PROPMOVER_TXT_000488,Small Boo,スモール・ブウ
PROPMOVER_TXT_000490,Boo,ブウ
PROPMOVER_TXT_000492,Captain Boo,キャプテン・ブウ
PROPMOVER_TXT_000494,Giant Boo,ジャイアント・ブウ
PROPMOVER_TXT_000496,Small Hoppre,スモール・ホップル
PROPMOVER_TXT_000498,Hoppre,ホップル
PROPMOVER_TXT_000500,Captain Hoppre,キャプテン・ホップル
PROPMOVER_TXT_000502,Giant Hoppre,ジャイアント・ホップル
PROPMOVER_TXT_000504,Small Mushpoie,スモール・マッシュポワ
PROPMOVER_TXT_000506,Mushpoie,マッシュポワ
PROPMOVER_TXT_000508,Captain Mushpoie,キャプテン・マッシュポワ
PROPMOVER_TXT_000510,Giant Mushpoie,ジャイアント・マッシュポワ
PROPMOVER_TXT_000512,Small Iren,スモール・アイレン
PROPMOVER_TXT_000514,Iren,アイレン
PROPMOVER_TXT_000516,Captain Iren,キャプテン・アイレン
PROPMOVER_TXT_000518,Giant Iren,ジャイアント・アイレン
PROPMOVER_TXT_000520,Small Watangka,スモール・ワタングカ
PROPMOVER_TXT_000522,Watangka,ワタングカ
PROPMOVER_TXT_000524,Captain Watangka,キャプテン・ワタングカ
PROPMOVER_TXT_000526,Giant Watangka,ジャイアント・ワタングカ
PROPMOVER_TXT_000528,Small Antiquery,スモール・アンティクエリー
PROPMOVER_TXT_000530,Antiquery,アンティクエリー
PROPMOVER_TXT_000532,Captain Antiquery,キャプテン・アンティクエリー
PROPMOVER_TXT_000534,Giant Antiquery,ジャイアント・アンティクエリー
PROPMOVER_TXT_000536,Small Luia,スモール・ルイア
PROPMOVER_TXT_000538,Luia,ルイア
PROPMOVER_TXT_000540,Captain Luia,キャプテン・ルイア
PROPMOVER_TXT_000542,Giant Luia,ジャイアント・ルイア
PROPMOVER_TXT_000544,Small Gongury,スモール・ゴングリー
PROPMOVER_TXT_000546,Gongury,ゴングリー
PROPMOVER_TXT_000548,Captain Gongury,キャプテン・ゴングリー
PROPMOVER_TXT_000550,Giant Gongury,ジャイアント・ゴングリー
PROPMOVER_TXT_000552,Small Shuhamma,スモール・シューハンマー
PROPMOVER_TXT_000554,Shuhamma,シューハンマー
PROPMOVER_TXT_000556,Captain Shuhamma,キャプテン・シューハンマー
PROPMOVER_TXT_000558,Giant Shuhamma,ジャイアント・シューハンマー
PROPMOVER_TXT_000560,Small Kern,スモール・ケルン
PROPMOVER_TXT_000562,Kern,ケルン
PROPMOVER_TXT_000564,Captain Kern,キャプテン・ケルン
PROPMOVER_TXT_000566,Giant Kern,ジャイアント・ケルン
PROPMOVER_TXT_000568,Small Glaphan,スモール・グラファン
PROPMOVER_TXT_000570,Glaphan,グラファン
PROPMOVER_TXT_000572,Captain Glaphan,キャプテン・グラファン
PROPMOVER_TXT_000574,Giant Glaphan,ジャイアント・グラファン
PROPMOVER_TXT_000576,Trainee Chef Muffrin,スモール・マフリン・シェフ
PROPMOVER_TXT_000578,3rd Chef Muffrin,3代目マフリン・シェフ
PROPMOVER_TXT_000580,2nd Chef Muffrin,2代目マフリン・シェフ
PROPMOVER_TXT_000582,1st Chef Muffrin,初代マフリン・シェフ
PROPMOVER_TXT_000584,Mutant Fefern,ネオフェフェルン
PROPMOVER_TXT_000586,Mutant Fefern King,2クラス・ネオフェフェルン
PROPMOVER_TXT_000588,Mutant Giant 2nd Class Fefern,ジャイアント・2級フェフェルン
PROPMOVER_TXT_000590,Mutant Nyangnyang,キャットニャング
PROPMOVER_TXT_000592,Mutant Nyangnyang Queen,アングリー・キャットニャング
PROPMOVER_TXT_000594,Mutant Giant Nyangnyang,ジャイアント・キャットニャング
PROPMOVER_TXT_000596,Mutant Bang,ヴァン改
PROPMOVER_TXT_000598,Mutant Boss Bang,ボス・ヴァン改
PROPMOVER_TXT_000600,Mutant Giant Bang King,ジャイアント・ヴァン改
PROPMOVER_TXT_000602,Worm Veduque,ワームヴェデューク
PROPMOVER_TXT_000604,Serus Uriel,セラス・ウリエル
PROPMOVER_TXT_000606,Vice Veduque,ヴァイスヴェデューク
PROPMOVER_TXT_000608,Brazenface Pukepuke,ブレイズン・プケプケ
PROPMOVER_TXT_000610,Heartless Bang,ハートレス・ヴァン
PROPMOVER_TXT_000612,Tough Rock Muscle,タフ・ロックマッスル
PROPMOVER_TXT_000614,Flying Aibatt,スモール・アイバット
PROPMOVER_TXT_000616,Beast Mr. Pumpkin,ビースト・カボチャ公爵
PROPMOVER_TXT_000618,Master Demian,チャッキー・デミアン
PROPMOVER_TXT_000620,Master Keakoon,プラチナ・キクン
PROPMOVER_TXT_000622,Master Muffrin,ウルトラ・マフリン
PROPMOVER_TXT_000624,Info-Pang,インフォ・ファン
PROPMOVER_TXT_000626,Losha,ロシャ
PROPMOVER_TXT_000628,Boboku,ボボク
PROPMOVER_TXT_000630,Julia,ジュリア
PROPMOVER_TXT_000632,Lui,ルイ
PROPMOVER_TXT_000634,Marche,マルシェ
PROPMOVER_TXT_000636,Bulrox,ブルック
PROPMOVER_TXT_000638,Tina,ティナ
PROPMOVER_TXT_000640,Karin,カリン
PROPMOVER_TXT_000642,Martin,マーティン
PROPMOVER_TXT_000644,Bill,ビル
PROPMOVER_TXT_000646,Dwarpet,ドワーフ
PROPMOVER_TXT_000648,Master Dwarpet,マスター・ドワーフ
PROPMOVER_TXT_000650,Iblis,イブリス
PROPMOVER_TXT_000652,Shade,シェード
PROPMOVER_TXT_000654,Stima,リーン
PROPMOVER_TXT_000656,Phacham,スティーマ
PROPMOVER_TXT_000658,Bubble,ファチャム
PROPMOVER_TXT_000660,Rhine,リーン
PROPMOVER_TXT_000662,Roocky,ロッキー
PROPMOVER_TXT_000664,Ollien,オリーン
PROPMOVER_TXT_000666,Haven,ヘブン
PROPMOVER_TXT_000668,Chitller,シトレー
PROPMOVER_TXT_000670,Bolpor,ボルパー
PROPMOVER_TXT_000672,Almani,アルマーニ
PROPMOVER_TXT_000674,Achaben,アチャベン
PROPMOVER_TXT_000676,Eshylop,エシルロフ
PROPMOVER_TXT_000678,Remine,リマイン
PROPMOVER_TXT_000680,Unknown,アンノウン
PROPMOVER_TXT_000682,Agent,エージェント
PROPMOVER_TXT_000684,Ancimys,アンシミー
PROPMOVER_TXT_000686,Guardian,ガーディアン
PROPMOVER_TXT_000688,Captain Guard,町の警備長
PROPMOVER_TXT_000692,Venel Guardian,ヴェネル・ガーディアン
PROPMOVER_TXT_000694,Ren,レン
PROPMOVER_TXT_000696,Rubo,ルボ
PROPMOVER_TXT_000698,Sisif,シシフ
PROPMOVER_TXT_000700,Shuraiture,シュライチャー
PROPMOVER_TXT_000702,Babari,ババリ
PROPMOVER_TXT_000704,Chaner,チャネル
PROPMOVER_TXT_000706,Seido,セイム
PROPMOVER_TXT_000708,Red Bang Troupe Member,赤いヴァン盗賊団員
PROPMOVER_TXT_000710,Emerald Mantis,エメラルド・マンティス
PROPMOVER_TXT_000712,Lord Bang Hanoyan,ネオ・ロードヴァン
PROPMOVER_TXT_000714,Member of the Violet Magician Troupe,バイオレットシャドウ・マジシャン
PROPMOVER_TXT_000716,Master of the Violet Magician Troupe,バイオレットシャドウ・リーダー
PROPMOVER_TXT_000718,Grand Master of the Violet Magician Troupe,バイオレットシャドウ・ボス
PROPMOVER_TXT_000720,Red Bang Troupe Leader,赤いヴァン盗賊団のボス
PROPMOVER_TXT_000722,Lord Bang,ロードヴァン
PROPMOVER_TXT_000724,Organigor,オルガニガー
PROPMOVER_TXT_000726,Gangard,ガンガード
PROPMOVER_TXT_000728,Hadeseor,ハデュサ
PROPMOVER_TXT_000730,Santa,サンタクロース
PROPMOVER_TXT_000732,Priest,プリースト
PROPMOVER_TXT_000734,Guard,ガーディアンNPC
PROPMOVER_TXT_000736,Chaos Guard,カオガーディアンNPC
PROPMOVER_TXT_000738,Criminal Fefern,犯罪フェフェルン
PROPMOVER_TXT_000740,Criminal Wagsaac,犯罪ワッグサック
PROPMOVER_TXT_000742,Criminal Mr. Pumpkin,犯罪カボチャ男爵
PROPMOVER_TXT_000744,Criminal Giggle Box,犯罪ギックルボックス
PROPMOVER_TXT_000746,Criminal Hobo,犯罪ホボー
PROPMOVER_TXT_000748,Criminal Cardpuppet,犯罪カードパペット
PROPMOVER_TXT_000750,Criminal Basque,犯罪バスキュー
PROPMOVER_TXT_000752,Criminal Leyena,犯罪レイーナ
PROPMOVER_TXT_000754,Criminal Steel Knight,犯罪スチールナイト
PROPMOVER_TXT_000756,Criminal Volt,犯罪ボルト
PROPMOVER_TXT_000758,Criminal Garbagespider,犯罪ガーベイジパイダー
PROPMOVER_TXT_000760,Criminal Greemong,犯罪グリーモン
PROPMOVER_TXT_000762,Criminal Hoppre,犯罪ホップル
PROPMOVER_TXT_000764,Criminal Iren,犯罪アイレン
PROPMOVER_TXT_000766,Criminal Watangka,犯罪ワタングカ
PROPMOVER_TXT_000768,Criminal Luia,犯罪ルイア
PROPMOVER_TXT_000770,Criminal Shuhamma,犯罪シューハンマー
PROPMOVER_TXT_000772,Criminal Glaphan,犯罪グラファン
PROPMOVER_TXT_000774,Keakoon Worker,キクン労働者
PROPMOVER_TXT_000776,Keakoon Guard,キクン警備
PROPMOVER_TXT_000778,Keakoon Worker Leader,キクン作業長
PROPMOVER_TXT_000780,Keakoon Guard Leader,キクン警備長
PROPMOVER_TXT_000782,Elite Keakoon Worker,エリートキクン労働者
PROPMOVER_TXT_000784,Elite Keakoon Guard,エリートキクン警備
PROPMOVER_TXT_000786,Elite Keakoon Worker Leader,エリートキクン作業長
PROPMOVER_TXT_000788,Elite Keakoon Guard Leader,エリートキクン族長
PROPMOVER_TXT_000790,Mutant Keakoon Worker,ゲリラキクン労働者
PROPMOVER_TXT_000792,Mutant Keakoon Guard,ゲリラキクン警備
PROPMOVER_TXT_000794,Mutant Keakoon Worker Leader,ゲリラキクン作業長
PROPMOVER_TXT_000796,Mutant Keakoon Guard Leader,ビエイ
PROPMOVER_TXT_000798,Pink Roach,ピンクローチフル
PROPMOVER_TXT_000800,Blue Roach,ブルーローチフル
PROPMOVER_TXT_000802,Pink Roach Queen,ピンクローチクイーン
PROPMOVER_TXT_000804,Blue Roach Queen,ブルーローチクイーン
PROPMOVER_TXT_000806,Pink Roach Larva,ピンクローチフル虫
PROPMOVER_TXT_000808,Blue Roach Larva,ブルーローチフル虫
PROPMOVER_TXT_000810,Green Trillipy,グリーントリルピ
PROPMOVER_TXT_000812,Hazardous Green Trillipy,へジャードグリーントリルピ
PROPMOVER_TXT_000814,Violet Trillipy,バイオレットトリルピ
PROPMOVER_TXT_000816,Hazardous Violet Trillipy,へジャードバイオレットトリルピ
PROPMOVER_TXT_000818,Blood Trillipy,血のトリルピ
PROPMOVER_TXT_000820,Hazardous Blood Trillipy,へジャード血のトリルピ
PROPMOVER_TXT_000822,Chimeradon,キメラドン
PROPMOVER_TXT_000824,Giant Chimeradon,巨大キメラドン
PROPMOVER_TXT_000826,Meteonyker,メテオニカ
PROPMOVER_TXT_000828,Baby Lawolf,リトル・ラーウルフ
PROPMOVER_TXT_000830,Baby Aibatt,リトル・アイバット
PROPMOVER_TXT_000832,Baby Leyena,リトル・レイーナ
PROPMOVER_TXT_000834,Baby Luia,リトル・ルイア
PROPMOVER_TXT_000836,Kitty,フラリスブラックキャット
PROPMOVER_TXT_000838,Doggy,ダーコンシベリアンハスキー
PROPMOVER_TXT_000840,Ant Turtle,エンティタートル
PROPMOVER_TXT_000842,Hammer Kick,ハンマギッグ
PROPMOVER_TXT_000844,Big Muscle,ビッグマッスル
PROPMOVER_TXT_000846,Krrr,グルング
PROPMOVER_TXT_000848,Mushmoot,マージュムート
PROPMOVER_TXT_000852,Beast Zombiger,ビースト・ゾンビガー
PROPMOVER_TXT_000854,Lord Clockworks Alpha,カーディナル・クロックワークス
PROPMOVER_TXT_000856,Brigadier General Crumple,ヴァン・マラカイト
PROPMOVER_TXT_000858,Lieutenant General Scythoid,バミリオン・マンティス
PROPMOVER_TXT_000860,Air Marshall Spiketail,アイリス・フリビーリーズン
PROPMOVER_TXT_000862,General Glyphaxz,アイス・キメラドン
PROPMOVER_TXT_000866,Soccerball Angel,フリリン
PROPMOVER_TXT_000868,Kidler,盗掘師モモガン
PROPMOVER_TXT_000870,Shacalpion,毒王カレビアン
PROPMOVER_TXT_000872,Hoiren,背信者ヴェスパー
PROPMOVER_TXT_000874,Hunter X,虚人ウィシュパヌアス
PROPMOVER_TXT_000876,Kynsy,美獣ユリシーヌ
PROPMOVER_TXT_000878,Iblis Crasher,イブル・ドロイゼン
PROPMOVER_TXT_000880,Iblis Poisoner,イブル・スコーピオン
PROPMOVER_TXT_000882,Iblis Wrecker,イブル・ギガース
PROPMOVER_TXT_000884,Iblis Destroyer,イブル・チャリオット
PROPMOVER_TXT_000886,Iblis Puppet,イブル・アリスドール
PROPMOVER_TXT_000888,Iblis Thief,イブル・タイタン
