Key,English,Japanese
TEXTCLIENT_NOWPOSITION,"Position: x = %f, y = %f, z = %f, angle = %f","座標：x = %f, y = %f, z = %f, angle = %f"
TEXTCLIENT_NOTTRANSSELF,You cannot send a PM to yourself.,自分自身にPMを送信することはできません。
TEXTCLIENT_PLAYERNOTEXIST,%s does not exist or is offline.,%s は存在しないか、オンラインではありません。
TEXTCLIENT_APP_NOTICE,Notice,お知らせ
TEXTCLIENT_APP_STATUS,Status,申請状況
TEXTCLIENT_PLAYERINFORMATION,%s - Lv: %d,%s Lv %d
TEXTCLIENT_BLINK_LIMIT,You cannot use it during skill motion.,現在使用中の同じアイテムは使用できません。
TEXTCLIENT_NOTSIT_BLINK,You cannot use a Blinkwing while sitting.,座ってる状態では、ブリンクウィングの使用はできません。
TEXTCLIENT_STAND_LIMIT,You can use it when you stand up.,キャラクターが通常に立っている状態でのみ、アイテムを使用できます。
TEXTCLIENT_FLIGHT_NOUSE,Unable to use while flying.,飛行中はご利用できません。
TEXTCLIENT_ERROR_NOFLY,You cannot fly here.,飛行禁止区域です。
TEXTCLIENT_ERROR_NOTALK,You are not allowed to talk.,発言を制限されています。
TEXTCLIENT_ERROR_CHATSPAM,You received %d minutes penalty because of too much of chatting.,チャットを連続で送信したため、%d分間制限されています。
TEXTCLIENT_APP_MOTION,Emotes,モーション
TEXTCLIENT_APP_CHARINFO,Character,キャラクター
TEXTCLIENT_LIMIT_RECOVER,%s recovery limited to %d.,%s 以上 %d で回復できません。
TEXTCLIENT_ATTENTIONCOOLTIME,Please wait a while before using the item again.,アイテムを再び使用するには、しばらくお待ちください。
TEXTCLIENT_DEATH,Press Lodestar to resurrect (Nearest Town) or use an item to resurrect in place.,ロードスターは近くの街で復活し、アイテムを使う場合はその場で復活します。
TEXTCLIENT_DEATH_ARENA,Press Lodestar to resurrect near the Arena.,ロードスターを押すと、アリーナの近くで復活します。
TEXTCLIENT_MOBPRIORITY,You cannot attack a monster that is fighting against another player.,他のキャラクターと戦闘中のモンスターは攻撃できません。
TEXTCLIENT_NOQUITCOMBAT,You cannot quit during combat.,戦闘中には終了できません。
TEXTCLIENT_LEVELUP,Level up! You can increase your stats in your character window.,レベルアップ！　キャラクターウィンドウから能力値をアップすることができます。
TEXTCLIENT_LEVELUP_CAPTION,Congratulations! Level up!,レベルアップ!!
TEXTCLIENT_CHARSTATUS_APPLY_Q,Do you want to use the current Stat setup?,現在の設定でGPポイントを使いますか？
TEXTCLIENT_CHARSTATUS_FIRSTJOB,Your stat values will reset after your 1st job change.,転職クエスト完了後にステータスが初期化されます。
TEXTCLIENT_BATTLEPASS_REQUIRED,This feature is only available with the Extended Flyff Pass or Hero Quest.,本機能は「拡張バトルパス」またはヒーロークエストでのみ利用可能です。
TEXTCLIENT_STATPAGE_COOLDOWN,You can swap stat pages in %d seconds.,ステータスページの入れ替えは、%d秒間待つ必要があります。
TEXTCLIENT_ADMIN_STATE,Status,ステータス
TEXTCLIENT_ADMIN_NORMAL,Normal,ノーマル
TEXTCLIENT_SPEED_VERYSLOW,Very slow,とても遅い
TEXTCLIENT_SPEED_LOW,Slow,遅い
TEXTCLIENT_SPEED_NORMAL,Normal,ノーマル
TEXTCLIENT_SPEED_FAST,Fast,早い
TEXTCLIENT_SPEED_VERYFAST,Very fast,とても早い
TEXTCLIENT_SPEED_FASTEST,Fastest,非常に早い
TEXTCLIENT_ITEMPRIORITY,The %s belongs to another player at the moment. Please wait a while.,%sは他のキャラクターの所有です。
TEXTCLIENT_LACKSPACE,Inventory is full. Please make room and try again.,空きがありません。
TEXTCLIENT_REAPITEM,You received %s.,%sを獲得しました。
TEXTCLIENT_REAPITEM_UPGRADE,You received %s +%d.,%s +%d を受け取りました。
TEXTCLIENT_TROUPEREAPITEM,%s has gained %s.,%s が %s を獲得しました。
TEXTCLIENT_APP_INVENTORY,Inventory,インベントリ
TEXTCLIENT_REAPMONEY,You received %s Penya (Total: %s Penya).,%sぺニャを獲得しました。(総%sペニャ)
TEXTCLIENT_ERROR_SEX,%s is not for your gender.,%sを使うには、性別が合っていません。
TEXTCLIENT_ERROR_JOB,You cannot equip the %s. Requirements not met.,装備条件に満たしていないため、%sを装備することができません。
TEXTCLIENT_ERROR_LEVEL,You cannot equip this item because your level is too low. (Req Lev: %d),キャラクターレベルが低いため、装備できません。（必要レベル：%d）
TEXTCLIENT_ERROR_UNDESTRUCTABLE,You can not discard this item.,削除したり、地面に置くことができないアイテムです。
TEXTCLIENT_ERROR_USINGITEM,You are already using this item.,You are already using this item.
TEXTCLIENT_SUCCESSREMOVEITEM,Number of %s deleted: %d.,「%s」を%d個削除しました。
TEXTCLIENT_NOTARGET,"Cannot attack, no monster targeted.",ターゲットしていないか、モンスターではないため使用できません。
TEXTCLIENT_NOTUSE,You cannot use this yet.,まだご利用できません。
TEXTCLIENT_ERROR_NOTLEVEL,Your level is too low.,キャラクターレベルが足りません。
TEXTCLIENT_BLOCK_PM,%s is in the 'Refuse to Whisper/Messenger' setting.,%s は「ささやき、メッセンジャーチャットの拒否」設定になっています。
TEXTCLIENT_YETTRADE,That player is currently busy. Please try again after few minutes.,すでに取引申請中なので、申請することができません。時間を空けて再度申請してください。
TEXTCLIENT_ITEMNOTUSE_TRADING,You cannot use items while trading.,取引中はアイテムを使用できません。
TEXTCLIENT_REDCHIP,Red Chip,(レッドチップ)
TEXTCLIENT_ERROR_EQUIPTRADE,Please unequip the item before selling it.,装着中のアイテムは売ることができません。装備を外してから販売してください。
TEXTCLIENT_ERROR_NPCBUFFLEVEL,Only level %d~%d character can get buffs.,レベル　%d~%d　のキャラクターのみ、バフを受けることができます。
TEXTCLIENT_ERROR_NPCBUFFFAIL,You cannot use %s right now.,該当スキルを使用中なので%sを使えません。
TEXTCLIENT_LEVEL15JOB,Now it's time to choose your job.,転職可能なレベルになりました。
TEXTCLIENT_CHANGEJOB,Congratulations! You have advanced to the %s job class.,おめでとうございます！職業が変わり、 %s になりました！
TEXTCLIENT_APP_SKILL,Skills,スキル
TEXTCLIENT_BASESKILLLEVEL,Character Level: %d,キャラクターレベル：%d
TEXTCLIENT_PATTERNUP,You are learning new attack patterns!,攻撃パターンが追加されました！
TEXTCLIENT_WRONGITEM,You need to equip the correct weapon or item to use that skill.,スキルを使用するために必要なアイテムを装備していません。
TEXTCLIENT_REQFP,Not enough FP.,FP不足により、スキルが使えません。
TEXTCLIENT_REQMP,Not enough MP.,MP不足により、スキルが使えません。
TEXTCLIENT_REQHP,Not enough HP.,HP不足により、スキルが使えません。
TEXTCLIENT_BLOCKTARGETING,This action has been blocked by an obstacle..,障害物があるため、攻撃できません。
TEXTCLIENT_SKILLREQUIRED,%s skill level %d is needed.,%s のスキルレベルが %d 以上必要です。
TEXTCLIENT_SKILLLEVELUP,%s skill level increased.,%s のスキルレベルが上がりました。
TEXTCLIENT_APP_PRIVATE_SHOP,Private Shop,個人商店
TEXTCLIENT_APP_QUEST,Quests,クエスト
TEXTCLIENT_APP_CASH_SHOP,Flyff Shop,フリフショップ
TEXTCLIENT_PREMIUM_ITEMS,Premium Items,プレミアムアイテム
TEXTCLIENT_COMMUNICATION,Communication,コミュニケーション
TEXTCLIENT_COMMUNITY,Community,コミュニティ
TEXTCLIENT_HELPER,Helper,ヘルパー
TEXTCLIENT_APP_ITEM_DURATION,Duration,期限
TEXTCLIENT_APP_MESSENGER,Messenger,メッセンジャー
TEXTCLIENT_APP_PARTY,Party,Party
TEXTCLIENT_APP_GUILD,Guild,ギルド
TEXTCLIENT_APP_COUPLE,Couple,Couple
TEXTCLIENT_APP_HELP,Help,ヘルプ
TEXTCLIENT_APP_HELP_TIPS,Tips,簡単なTips集
TEXTCLIENT_APP_FAQ,FAQ,FAQ
TEXTCLIENT_APP_FITTINGROOM,Fitting Room,試着室
TEXTCLIENT_APP_HELP_WIKI,Wiki Help,Webのヘルプ
TEXTCLIENT_APP_INFO_PANG,Info-Pang,インフォ・ファン
TEXTCLIENT_GUILDCOMBAT_CANNOT_PARTY,You cannot make a party in the Guild Siege arena.,ギルドコンバットエリアでは、パーティを作成できません。
TEXTCLIENT_PPVP_ADD_PARTY,You cannot invite another character to join the party during party PvP.,パーティーデュエル中に他のキャラクターをパーティーに招待することはできません。
TEXTCLIENT_DUEL_ADD_PARTY,You cannot join the party during duel.,デュエル中はパーティーに参加できません。
TEXTCLIENT_DUEL_ADD_GUILD,You cannot join the guild during duel.,デュエル中はギルドに参加できません。
TEXTCLIENT_BATTLE_NOTPARTY,You cannot invite others to join your party during a battle.,戦闘中はパーティーへの招待はできません。
TEXTCLIENT_PARTYINVITE_DIFFERENTSERVER,Cannot invite a player from a different channel.,別のチャンネルからプレイヤーを招待することはできません。
TEXTCLIENT_PARTYOTHER,%s is currently in another party.,%s は他のパーティーに所属しています。
TEXTCLIENT_PARTYEXISTCHR,%s is already in your party.,%s は既にこのパーティに参加しています。
TEXTCLIENT_DIFFERENTPARTY,Player cannot join the party.,パーティーに加入させることができません。
TEXTCLIENT_PARTYFAILINVITATE,%s has refused to join the party.,%s がパーティー参加を拒否しました。
TEXTCLIENT_PARTYDENY,%s is currently not accepting Party Invitations,%s はパーティー勧誘の拒否設定です。
TEXTCLIENT_PARTYNOINVATE,Only the party leader can invite new members.,メンバーの追加はパーティーリーダーのみできます。
TEXTCLIENT_PARTYFULL,The maximum party limit of 8 players has already been reached.,パーティーは既に上限の8名に達しています。
TEXTCLIENT_PARTYFAILENTER,You have failed to join the party.,パーティー参加に失敗しました。
TEXTCLIENT_GUILDFAILENTER,You have failed to join the guild.,ギルドに参加できませんでした。
TEXTCLIENT_PARTYCREATE,Party has been created.,パーティーを結成しました。
TEXTCLIENT_PARTYJOIN,%s has joined the party.,%s がパーティーに参加しました。
TEXTCLIENT_PARTYREMOVE,%s has left the party.,%s がパーティーから脱退しました。
TEXTCLIENT_PARTYEXIT,You have left the party.,パーティーから脱退しました。
TEXTCLIENT_PARTYDESTROY,Party has been disbanded.,パーティーが解散されました。
TEXTCLIENT_LODELIGHT,You have chosen the Lodelight as your re-spawn point.,死んだ時に復活するロードライトをこの場所に設定しました。
TEXTCLIENT_PARTY_ISNOTMASTER,Only the Party Leader is able to transfer the Leader Status to another member of the party.,パーティーリーダーではないか、パーティーウィンドウからパーティーメンバーを選択していません。
TEXTCLIENT_PARTY_MASTERAWAY,You cannot pass party leadership to an offline player.,ログアウトしたキャラクターにはリーダーを変更することができません。
TEXTCLIENT_PARTY_ALREADYMASTER,You are already the Party Leader.,既にパーティーリーダーです。
TEXTCLIENT_PARTY_LEADERNOCHANGEPK,Unable to change the party leader during a party duel.,パーティーデュエル中にはパーティーリーダーの変更はできません。
TEXTCLIENT_PARTY_TROUPEUP,Party level increased to 10.,パーティーレベルが10になりました。
TEXTCLIENT_PARTY_LEVELUP,Party level increased.,パーティーレベルがアップしました。
TEXTCLIENT_PARTY_NAMEINUSE,That party name is already in use. Please choose another one.,すでに同じ名前のパーティーがあります。他の名前を入力してください。
TEXTCLIENT_PARTY_INVALIDNAME,This party name contains unauthorized characters or words.,このパーティ名には不正な文字や単語が含まれています。
TEXTCLIENT_ERROR,Error,エラー
TEXTCLIENT_PARTY_CHANGE,The party has been changed to an Advanced Party.,ベーシックパーティーからアドバンスパーティーに変更されました。
TEXTCLIENT_PARTY_NAMECHANGED,Party name has been changed to %s.,パーティー名が%sに変更されました。
TEXTCLIENT_PARTYSKILL_LEADER,Only the party leader can use party skills.,パーティースキルは、パーティーリーダーのみ使用できます。
TEXTCLIENT_PARTYSKILL_REQLEVEL,Your party does not have the required level.,このパーティは必要レベルが足りません。
TEXTCLIENT_PARTYSKILL_POINTS,Cannot use skill. Insufficient party experience.,パーティー経験値が不足しているため、スキルを使用することができません。
TEXTCLIENT_PARTYSKILL_NOTTIME,You are still using the %s party skill. Try again later.,パーティースキル %s は使用中です。しばらくしてから再度実行してください。
TEXTCLIENT_PARTYSKILL_USE,The party skill %s has been used.,パーティースキル %s を使用しました。
TEXTCLIENT_PARTYSKILL_STOP,The effect of %s has ended.,パーティースキル %s の効果が切れました。
TEXTCLIENT_ACR_FAME01,Rogue,ﾛｰｸﾞ
TEXTCLIENT_ACR_FAME02,Outlaw,ｱｳﾄﾛｰ
TEXTCLIENT_ACR_FAME03,Vigilante,ｼｰﾌ
TEXTCLIENT_ACR_FAME04,Pathfinder,ﾊﾞｽﾌｧｲﾝﾀﾞｰ
TEXTCLIENT_ACR_FAME05,Pursuer,ﾚﾝｼﾞｬｰ
TEXTCLIENT_ACR_FAME06,Hejerdor,ﾃﾞｨｾｲﾊﾞｰ
TEXTCLIENT_ACR_FAME07,Phoenix,ｱｻｼﾝ
TEXTCLIENT_ACR_FAME08,Splitter,ｽﾋﾟﾘｯﾄ
TEXTCLIENT_ACR_FAME09,Valcan,ﾊﾞﾙｶﾝ
TEXTCLIENT_ACR_FAME10,Lamia,ﾗﾐｱ
TEXTCLIENT_MER_FAME01,Trainer,ﾄﾚｰﾅｰ
TEXTCLIENT_MER_FAME02,Fighter,ﾌｧｲﾀｰ
TEXTCLIENT_MER_FAME03,Gladiator,ｸﾞﾗﾃﾞｨｴｰﾀｰ
TEXTCLIENT_MER_FAME04,Berserker,ﾊﾞｰｻｰｶｰ
TEXTCLIENT_MER_FAME05,Wardancer,ｳｫｰﾏｽﾀｰ
TEXTCLIENT_MER_FAME06,Blaster,ﾌﾞﾙﾛｽﾄ
TEXTCLIENT_MER_FAME07,Eraser,ｲﾚｰｻﾞｰ
TEXTCLIENT_MER_FAME08,Champion,ﾁｬﾝﾋﾟｵﾝ
TEXTCLIENT_MER_FAME09,Warrior,ｳｫﾘｱｰ
TEXTCLIENT_MER_FAME10,Bearcat,ｿｰﾄﾞﾏｽﾀｰ
TEXTCLIENT_MAG_FAME01,Apprentice,ｱﾌﾟﾚﾝﾃｨｽ
TEXTCLIENT_MAG_FAME02,Mage,ﾒｲｼﾞ
TEXTCLIENT_MAG_FAME03,War Mage,ｳｫｰﾒｲｼﾞ
TEXTCLIENT_MAG_FAME04,Grand Mage,ｸﾞﾗﾝﾄﾞﾒｲｼﾞ
TEXTCLIENT_MAG_FAME05,Arch Mage,ｱｰｸﾒｲｼﾞ
TEXTCLIENT_MAG_FAME06,Sorcerer,ｿｰｻﾗｰ
TEXTCLIENT_MAG_FAME07,Warlock,ｳｫｰﾛｯｸ
TEXTCLIENT_MAG_FAME08,Sage,ｾｰｼﾞ
TEXTCLIENT_MAG_FAME09,Arch Sage,ｱｰｸｾｰｼﾞ
TEXTCLIENT_MAG_FAME10,Elder,ｴﾙﾀﾞｰ
TEXTCLIENT_ASS_FAME01,Protector,ﾌﾟﾛﾃｸﾀｰ
TEXTCLIENT_ASS_FAME02,Guardian,ガーディアン
TEXTCLIENT_ASS_FAME03,Knight,クレリック
TEXTCLIENT_ASS_FAME04,Paladin,ﾌﾟﾘｰｽﾄ
TEXTCLIENT_ASS_FAME05,Crusader,クルセイダー
TEXTCLIENT_ASS_FAME06,Crusader,クルセイダー
TEXTCLIENT_ASS_FAME07,Chaplain,ｼｬｰﾏﾝ
TEXTCLIENT_ASS_FAME08,Luminary,ﾙﾐﾅﾘｰ
TEXTCLIENT_ASS_FAME09,Prophet,ﾌﾟﾛﾌｨｯﾄ
TEXTCLIENT_ASS_FAME10,Oracle,オラクル
TEXTCLIENT_ALREADYFRIEND,That player is already in your friends list.,そのキャラクターはすでにメッセンジャーに登録されています。
TEXTCLIENT_MSGINVATE,You have asked for permission to add %s to your messenger.,%s にメッセンジャーの要請をしました。
TEXTCLIENT_GUILDCOMBAT_CANNOT_FRIENDADD,You cannot add friends in the Guild Siege arena.,ギルドコンバットエリアではフレンド追加できません。
TEXTCLIENT_BATTLE_NOTFRIEND,You cannot add someone to your friends list while dueling.,戦闘中はフレンド登録ができません。
TEXTCLIENT_MSGDENYINVATE,Invitation has been refused.,メッセンジャー追加を拒否しました。
TEXTCLIENT_MSGDENY,%s is in the 'Refuse Messenger' setting.,%s はメッセンジャーの拒否状態です。
TEXTCLIENT_MSGMAXUSER,The maximum number of players that can be registered into the messenger is 200.,メッセンジャーに登録できる最大キャラクター数は200名です。
TEXTCLIENT_MSGINVATECOM,%s has added you to their Messenger.,%s よりメッセンジャーに登録されました。
TEXTCLIENT_NOTLOGIN,That player is offline.,ゲームに接続していません。
TEXTCLIENT_MSGBLOCKCHR,"Failure to send message, %s is blocked.",%s は拒否されているためメッセージを送ることができません。
TEXTCLIENT_MESSNEWNOTE,You have %d new message(s).,%d個の手紙が届いています。
TEXTCLIENT_MESSFULLNOTE,Your message cannot be sent. The receiving inbox may be full.,相手のメッセージボックスがいっぱいになっているため、メッセージを残すことができません。
TEXTCLIENT_MESSNOTE,You sent the memo.,手紙を送りました。
TEXTCLIENT_MAILRECEIVE,You have received new mail!,ファン・ギフトが届きました。
TEXTCLIENT_CANT_SHOUT_BELOW_20,Characters under Level %d cannot shout.,レベル%d以下のキャラクターは叫べません。
TEXTCLIENT_NOPARTY,Party does not exist.,パーティーが存在しません。
TEXTCLIENT_NOGUILD,Guild does not exist.,ギルドが存在しません。
TEXTCLIENT_WHISPERAGREE,Private messages allowed,個人メッセージを許可
TEXTCLIENT_WHISPERREFUSE,Private messages refused,個人メッセージを拒否
TEXTCLIENT_MSGERAGREE,Messenger allowed,メッセージを許可
TEXTCLIENT_MSGERREFUSE,Messenger refused,メッセージを拒否
TEXTCLIENT_STAGEAGREE,Party & guild invites allowed,パーティーとギルドの招待を許可
TEXTCLIENT_STAGEREFUSE,Party & guild invites refused,パーテォーとギルドの招待を拒否
TEXTCLIENT_CONNAGREE,Post connection status,接続を知らせる設定にしました。
TEXTCLIENT_CONNREFUSE,Do not post connection status.,接続を知らせない設定にしました。
TEXTCLIENT_FULL_BLOCKED_USER_LIST,Ignore List is full. Please unignore some characters or relog to reset your Ignore List.,無視リストがいっぱいです。無視リストを減らすか、再ログインしてリセットしてください。
TEXTCLIENT_MY_CHARACTER_CANT_BLOCK,You shouldn't ignore yourself. You might have something important to say!,自分を無視してはダメです。大事なことを言うかもしれないじゃん！
TEXTCLIENT_ALREADY_BLOCKED,That character is already on your Ignore List.,そのキャラクターのチャットは既に遮断されています。
TEXTCLIENT_USER_CHATTING_BLOCKING,%s has been ignored. Type /unignore <NAME> to remove them from your Ignore List.,%s を無視リストに追加しました。解除する場合は、 /unignore <名前> を入力してください。
TEXTCLIENT_USER_CHATTING_UNBLOCKING,%s is now unignored.,%s を無視リストから解除しました。
TEXTCLIENT_THERE_IS_NO_BLOCKED_TARGET,That character is not on your Ignore List.,そのキャラクターのチャットは遮断されていません。
TEXTCLIENT_EQUIPPUT,Please unequip the item first.,装備を解除してから行ってください。
TEXTCLIENT_CHARGED_NOTUSE,You can not use the premium items.,プレミアムアイテムは、利用できません。
TEXTCLIENT_MSGSELFSENDERERROR,"You cannot send a message to yourself, silly.",自分にメッセージを送ることはできません。
TEXTCLIENT_MAILBOX_FULL,%s's mail box is full.,%s のメール・ボックスがいっぱいになりました。
TEXTCLIENT_LACKMONEY,You do not have enough Penya.,ペニャが足りません。
TEXTCLIENT_CANNOTPOST,You cannot send this item.,送れないアイテムです。
TEXTCLIENT_MAIL_UNKNOWN,Unknown user,不明なキャラクターです。
TEXTCLIENT_POST_ERROR,You have failed to send.,送信に失敗しました。
TEXTCLIENT_MAIL_SEND_OK,Your mail has been sent successfully.,ファン・ギフトを送りました。
TEXTCLIENT_ERROR_RETRY,"An error occured, please retry the operation.",エラーが発生しました。もう一度操作してください。
TEXTCLIENT_REALTIME,Real Time - %s,現実時間 - %s
TEXTCLIENT_MADRIGALTIME,Madrigal Time - %s,マドリガル時間 - %s
TEXTCLIENT_NEW_QUEST,New Quest,新しいクエスト
TEXTCLIENT_CURRENT_QUEST,Quests in Progress,進行中のクエスト
TEXTCLIENT_STARTQUEST,You've received the quest: %s. Open your Quest Window for details.,%sクエストが始まりました。クエストウィンドウで詳細を確認できます。
TEXTCLIENT_REMOVEQUEST,%s quest has been cancelled.,%sクエストが取り消されました。
TEXTCLIENT_QUEST_FAILURE,Quest cancelled.,クエストを完了できません。クエストをキャンセルしてください。
TEXTCLIENT_NOTPLAYSERVER,This channel is not available. Please select another.,プレイできないワールドです。ワールド1にて再入場してください。
TEXTCLIENT_PK_NO_FLIGHTAREA,Flying is forbidden inside.,飛行の状態では、入れません。
TEXTCLIENT_ITEMBOX_MESSAGE1,You need %s item to open it.,開けるためには %s が必要です。
TEXTCLIENT_ITEMBOX_MESSAGE2,"Wrong level, unable to open itembox.",不思議な力で封印されています。開ける方法はあるのでしょうか？
TEXTCLIENT_ITEMBOX_MESSAGE3,"Wrong sex, unable to open itembox.",異なる性別では開けることができません。
TEXTCLIENT_ITEMBOX_MESSAGE4,You need to be on the %s quest to open it.,%s クエスト進行中でなければ開くことができません。
TEXTCLIENT_ITEMBOX_MESSAGE5,"Wrong job, unable to open itembox.",あなたの職業では開くことができません。
TEXTCLIENT_QUEST_NOINVENTORYSPACE,Unable to complete quest. Not enough room in your inventory.,インベントリに空きがないため、クエストを完了できません。
TEXTCLIENT_REAPEXP,You have gained Experience.,経験値がアップしました。
TEXTCLIENT_ENDQUEST,Congratulations! %s has been completed.,おめでとうございます！%s が完了しました。
TEXTCLIENT_PARTYQUEST_NOTJOIN,"If a member of party is over level %d, he cannot enter.",パーティーのメンバーがレベル %d 以上である場合、入場できません。
TEXTCLIENT_ERROR_DONTCHECK,You cannot check that anymore.,これ以上、チェックできません。
TEXTCLIENT_COMACCEPT,You have joined the %s guild.,ギルド %s に加入しました。
TEXTCLIENT_COMLEAVE,You are no longer a member of the %s guild.,ギルドを脱退しました。もう%sギルドには所属していません。
TEXTCLIENT_GUILDWARERRORLOGO,You cannot change your guild logo during a guild duel.,ギルド戦中にギルドロゴの変更はできません。
TEXTCLIENT_GUILDWARERRORNAME,You cannot change your guild name during a guild duel.,ギルド戦中にギルド名を変更はできません。
TEXTCLIENT_GUILDNOTICEUPDATE,A new Guild Notice has been posted. Please check it in the guild window.,ギルドの告知事項が更新されました。ギルドウインドウで確認ください。
TEXTCLIENT_GUILD_NAMEINUSE,That guild name is already in use. Please choose another one.,そのギルド名はすでに使用されています。別の名前を入力してください。
TEXTCLIENT_GUILD_INVALIDNAME,This guild name contains unauthorized characters or words.,このギルド名には使用できない文字や単語が含まれています。
TEXTCLIENT_GUILDCHANGENAME,%s guild has changed their name to %s.,「%s」ギルド名が「%s」に変更されました。
TEXTCLIENT_GUILDWARNODISMISS,You cannot disband your guild during a guild duel.,ギルド戦中にギルドを解散させることはできません。
TEXTCLIENT_GUILDSALARYCHANGED,Salary for each title has been changed.,該当の称号に対する支給金が変更されました。
TEXTCLIENT_GUILDPOWERCHANGED,Authority for each title has been changed.,各称号の権限が変更されました。
TEXTCLIENT_GUILDWARNOMEMBER,Unable to use the member management function during a guild duel.,ギルド戦中にメンバーの管理機能は使用できません。
TEXTCLIENT_GUILDMEMBER_PROMOTED,%s has been promoted.,%s の称号をアップさせました。
TEXTCLIENT_GUILDMEMBER_DEMOTED,%s has been demoted.,%s の称号をダウンさせました。
TEXTCLIENT_GUILD_TRANSFERLEADER,%s has become the guild master.,%s がギルドマスターになりました。
TEXTCLIENT_GUILD_MEMBERLEAVE,%s has left the guild.,%s がギルドから脱退しました。
TEXTCLIENT_COMACCEPTHAVECOM,%s is already in a guild.,%sさんはすでにギルドに所属しています。
TEXTCLIENT_BATTLE_NOTGUILD,You cannot invite others to join your guild during a battle.,戦闘中はギルドへの招待はできません。
TEXTCLIENT_COMACCEPTKINGPIN,You invited %s to your guild.,ギルドに %s を招待しました。
