Key,English,Japanese
UI_OPTION_TEXHIGH,High,高
UI_OPTION_TEXMID,Medium,Medium
UI_OPTION_TEXLOW,Low,低
UI_OPTION_WEATHER,Weather,天気
UI_OPTION_LANGUAGE,Language,言語
UI_OPTION_SAVE,Save,保存
UI_NAVIGATOR_PLAYER,Player,プレイヤー
UI_NAVIGATOR_PARTY,Party,パーティー
UI_NAVIGATOR_NPC,NPC,NPC
UI_NAVIGATOR_MONSTER,Monster,モンスター
UI_PRIVACY_NOTICE,Privacy Policy,プライバシーポリシー
UI_MSGBOX_ACCEPT,Accept,同意
UI_MSGBOX_DECLINE,Decline,いいえ
UI_MSGBOX_CLOSE,Close,閉じる
UI_OPTION_SHADOWS,Shadows,影の品質
UI_OPTION_SHADOWS_MAXDIST,Maximum Distance,最大距離
UI_OPTION_SHADOWS_MAXQUALITY,Maximum Quality,最高品質
UI_OPTION_FULLSCREEN,Fullscreen,フルスクリーン
UI_MOTION_TAB_MOT,Emotes,Emotes
UI_MOTION_TAB_EMO,Emoticons,エモーション
UI_REVIVAL_TITLE,Resurrection,リザレクション
UI_REVIVAL_LODESTAR,Lodestar,ロードスター
UI_REVIVAL_LODESTAR_TIP,Revive at the nearest town,ロードスターに復活
UI_REVIVAL_LODELIGHT,Lodelight,ロードライト
UI_REVIVAL_LODELIGHT_TIP,Revive at your chosen Lodelight,ロードライトに復活
UI_CHARINFO_BASE,Base,基本
UI_CHARINFO_NAME,Name,名前
UI_CHARINFO_LOGIN,Login,ログイン
UI_CHARINFO_JOB,Job,職業
UI_CHARINFO_LEVEL,Level,レベル
UI_CHARINFO_SERVER,Server,サーバー
UI_CHARINFO_CHANNEL,Channel,チャンネル
UI_CHARINFO_DETAIL,Detail,詳細
UI_CHARINFO_STR,STR,力
UI_CHARINFO_STA,STA,体力
UI_CHARINFO_DEX,DEX,敏捷
UI_CHARINFO_INT,INT,知能
UI_CHARINFO_STATPOINTS,Stat Points,残りGPポイント
UI_CHARINFO_APPLY,Confirm,適用
UI_CHARINFO_RESET,Revert,リセット
UI_CHARINFO_CHANGESTATE,Change State,ステータスアップ
UI_CHARINFO_CURRENTPAGE,Current Stat Page: %d,現在のステータスページ:%d
UI_CHARINFO_CHANGEPAGE_TITLE,Switch Stat Page,ステータスページ変更
UI_CHARINFO_APPLY_TOOLTIP,Confirm stat allocation,変更されたステータスを適用します。
UI_CHARINFO_RESET_TOOLTIP,Revert allocation and return to previous stats,変更前のステータスに戻します。
UI_CHARINFO_CHANGEPAGE_TOOLTIP,Switch to a different stat page,ステータスページ入れ替え
UI_CHARINFO_PLUSMINUS_TOOLTIP,"After allocating your stat points, press Confirm.",残りのGPポイント分だけステータスを変更できます。適用すると確定されます。
UI_CHARINFO_STR_TOOLTIP,Increases the weapon's Attack Power (#cffb40000except wands and bows#nc).,武器の攻撃力を強化する(#cffb40000ワンド武器を除く#nc)
UI_CHARINFO_STA_TOOLTIP,"Increases Defense, Max HP, and Max FP.\nIncreases HP and FP recovery rate.",防御力、最大HP、最大FPの増加\nHP、FPの回復率増加
UI_CHARINFO_DEX_TOOLTIP,"Increases Attack Speed, Parry, Block and Critical Chance.\n#cffb40000Increases bow damage.#nc",攻撃速度が上昇\n回避率、ブロック率が増加\nクリティカル率が増加\n#cffb40000弓の攻撃力が増加#nc
UI_CHARINFO_INT_TOOLTIP,Increases Max MP.\nIncreases Magic Attack Power.,最大MPが増加\n魔法攻撃力
UI_CHARINFO_GP_TOOLTIP,"After allocating your stat points, press Confirm.",残りのGPポイント分だけステータスを変更できます。適用すると確定されます。
UI_CHARINFO_PVP_DUELFAME,Duel Fame,デュエル名声
UI_CHARINFO_PVP_DUELPOINT,Duel Points,デュエルポイント
UI_CHARINFO_PVP_KILLPOINT,Killing Points,キルカウント
UI_CHARINFO_PVP_KARMALEVEL,Karma Level,カルマ称号
UI_CHARINFO_PVP_KARMAPOINT,Karma Points,カルマポイント
UI_CHARINFO_PVPPK,PvP/PK,PvP/PK
UI_TOOLTIP_SEX_MALE,Sex: Male,性別：男
UI_TOOLTIP_SEX_FEMALE,Sex: Female,性別：女
UI_TOOLTIP_HARVEST_TIMEREDUC,Time Reduction Level,時間短縮レベル
UI_TOOLTIP_HARVEST_YIELDBONUS,Yield Bonus Level,収穫ボーナスレベル
UI_TOOLTIP_HARVEST_SPAWNBONUS,Carrier Chance Bonus Level,キャリアチャンスボーナスレベル
UI_TOOLTIP_ONEHAND,One-handed weapon.,片手武器
UI_TOOLTIP_TWOHAND,Two-handed weapon.,両手武器
UI_TOOLTIP_ATTACK_BASE,Base Attack:,基本攻撃力:
UI_TOOLTIP_DEF_BASE,Base Defense:,防御力:
UI_TOOLTIP_ATTACK,Attack:,攻撃力 :
UI_TOOLTIP_DEF_A,Defense:,防御:
UI_TOOLTIP_ATTACK_SPEED,Attack speed: %s,攻撃速度：%s
UI_TOOLTIP_REQ_JOB,Req Job:,職業:
UI_TOOLTIP_REQ_LEVEL,Required Level: %d,必要レベル: %d
UI_TOOLTIP_REQ,Requires %s,Requires %s
UI_TOOLTIP_RESTORE_MP,Restore MP: %d,MP 治療量 : %d
UI_TOOLTIP_CONSUME_MP,MP: %d,MP: %d
UI_TOOLTIP_CONSUME_FP,FP: %d,FP: %d
UI_TOOLTIP_RESTORE_HP,Restore HP: %d,HP 治療量 : %d
UI_TOOLTIP_RESTORE_FP,Restore FP: %d,FP 治療量 : %d
UI_TOOLTIP_MAX_RESTORE,Effective up to %d,最大回復量：%d
UI_TOOLTIP_INV_SUIT,Suit,スーツ
UI_TOOLTIP_INV_GAUNTLET,Gauntlet,ガントレット
UI_TOOLTIP_INV_BOOTS,Boots,ブーツ
UI_TOOLTIP_INV_HELMET,Helmet,ヘルメット
UI_TOOLTIP_INV_CLO,Cloak,マント
UI_TOOLTIP_INV_WEAPON,Weapon,武器
UI_TOOLTIP_INV_GUARD,Shield,シールド
UI_TOOLTIP_INV_MASK,Mask,マスク
UI_TOOLTIP_INV_RID,Flying Item,飛行アイテム
UI_TOOLTIP_INV_NECKLACE,Necklace,ネックレス
UI_TOOLTIP_INV_RING,Ring,リング
UI_TOOLTIP_INV_EARRING,Earring,Earring
UI_TOOLTIP_INV_BULLET,"Ammunition (Arrows, Posters)",補助武器（矢、ポスター）
UI_TOOLTIP_INV_CLOTHES_1,Fashion Hat,ファッションヘルメット
UI_TOOLTIP_INV_CLOTHES_2,Fashion Clothes,ファッションスーツ
UI_TOOLTIP_INV_CLOTHES_3,Fashion Gloves,ファッションガントレット
UI_TOOLTIP_INV_CLOTHES_4,Fashion Shoes,ファッションブーツ
UI_TOOLTIP_MON_LVL,Lv.,Lv.
UI_TOOLTIP_MON_DROP,Booty:,戦利品:
UI_TOOLTIP_MON_NO_DROP,None,無し
UI_MAP_MONINFO,Toggle monster locations.,モンスターの情報を表示します。
UI_TOOLTIP_DELETE_ITEM,Drag an item here to delete it.,ここにアイテムをドラッグすると削除されます。
UI_INVENTORY_DELETE,Item Deletion,確認
UI_INVENTORY_DELETE_CONFIRM,Delete this item?,アイテムを削除しますか？
UI_INVENTORY_DELETE_CNT,Qty,個数: 
UI_DIALOG,Dialog,ダイアログ
UI_DIALOG_TITLE,Conversation,会話
UI_DIALOG_ABOUT,Ask about %s,%sについての質問です。
UI_OPTION_TAB_GAME,Game,ゲーム
UI_OPTION_TAB_CONTROLS,Controls,操作
UI_OPTION_TAB_VIDEO,Graphics,グラフィック
UI_OPTION_TAB_GRAPHICS,Video,ビデオ
UI_OPTION_TAB_AUDIO,Audio,オーディオ
UI_OPTION_PM,Whispers and Messages,ささやきとメッセージ
UI_OPTION_PARTY,Party and Guild Invites,パーティーとギルドの招待
UI_OPTION_FRIEND,Friend Invites,フレンド追加
UI_OPTION_SIEGE_CAPTION,Guild Siege Captions,ギルドコンバットキャプション
UI_OPTION_DISABLE_PANG,Disable Tutorial Pang,チュートリアルパンを無効にする
UI_OPTION_COUPLE,Couple Proposals,Couple Proposals
UI_INSTANTMSG_TITLE,Message,メッセージ
UI_MESSAGE_SEND,Send,転送
UI_SHOP_TITLE,Shop,商店
UI_SHOP_ITEMSLIST,Item List,アイテムリスト
UI_TOOLTIP_PRICE,Price: %s,値段：%s
UI_TOOLTIP_SELLPRICE,Selling Price: %s,買取価格：%s
UI_SHOP_FILTER,Search,検索
UI_SHOP_LEVEL,By Level,レベル検索
UI_SHOP_GENDER,By Gender,性別検索
UI_SHOP_ITEMPRICE,Item Price,アイテム価格
UI_SELLITEM_TITLE,Confirm Sale,販売確認
UI_SELLITEM_CONFIRM,Sell this item?,アイテムを売りますか？
UI_SELLITEM_QTY,Quantity:,販売個数
UI_SELLITEM_PRICE,Selling Price:,販売価格：
UI_MSGBOX_VALID,OK,OK
UI_BUYITEM_TITLE,Confirm Item Purchase,購入確認
UI_BUYITEM_CONFIRM,How many would you like to buy?,アイテムを購入しますか？
UI_BUYITEM_PRICE,Cost,販売価格
UI_OPTION_GRASS,Grass,草
UI_TOOLTIP_MAX_HP,Max. HP,最大ＨＰ
UI_TOOLTIP_MAX_MP,Max. MP,最大ＭＰ
UI_TOOLTIP_MAX_FP,Max. FP,最大ＦＰ
UI_TOOLTIP_SPEED,Speed,スピード
UI_TOOLTIP_ATKSPEED,Attack Speed,攻撃速度
UI_TOOLTIP_BLOCKMELEE,Melee Block,近接攻撃のブロック率
UI_TOOLTIP_HITRATE,Hit Rate,命中率
UI_TOOLTIP_ABILITYMIN,Min. Ability,最小能力
UI_TOOLTIP_ABILITYMAX,Max. Ability,最大能力
UI_TOOLTIP_DEFENSE,Defense,防御力
UI_TOOLTIP_DEFMAGIC,Magic Defense,魔法防御力
UI_TOOLTIP_DEFELECTRICITY,Electricity Resistance,雷抵抗
UI_TOOLTIP_DEFALLELEMENTAL,All Elements Resistance,全属性抵抗
UI_TOOLTIP_DEFFIRE,Fire Resistance,火属性抵抗
UI_TOOLTIP_DEFWIND,Wind Resistance,風属性抵抗
UI_TOOLTIP_DEFWATER,Water Resistance,水属性抵抗
UI_TOOLTIP_DEFEARTH,Earth Resistance,土属性抵抗
UI_CHARINFO_ELEMENTDEF,Resistance,抵抗力
UI_CHARINFO_ELEMENTMASTRY,Mastery,マスタリー
UI_TOOLTIP_HP,HP,HP
UI_TOOLTIP_MP,MP,MP
UI_TOOLTIP_FP,FP,FP
UI_TOOLTIP_HPRECOVERY,HP Recovery,HP回復
UI_TOOLTIP_MPRECOVERY,MP Recovery,MP回復
UI_TOOLTIP_FPRECOVERY,FP Recovery,FP回復
UI_TOOLTIP_ALL_RECOVERY,"HP, MP & FP Recovery",HP、MP、FPの回復力
UI_TOOLTIP_ALL_RECOVERY_RATE,"HP, MP & FP Recovery Rate",HP、MP、FPの回復率
UI_TOOLTIP_KILL_HP,HP Recovery on Kill,キル時のHP吸血
UI_TOOLTIP_KILL_MP,MP Recovery on Kill,キル時のMP吸血
UI_TOOLTIP_KILL_FP,FP Recovery on Kill,キル時のFP吸血
UI_TOOLTIP_KILL_ALL,"HP, MP & FP Recovery on Kill",キル時のHP、MP、FPの吸血
UI_TOOLTIP_KILL_HP_RATE,HP Recovery Rate on Kill,キル時のHP（回復率）の吸血
UI_TOOLTIP_KILL_MP_RATE,MP Recovery Rate on Kill,キル時のMP（回復率）の吸血
UI_TOOLTIP_KILL_FP_RATE,FP Recovery Rate on Kill,キル時のFP（回復率）の吸血
UI_TOOLTIP_KILL_ALL_RATE,"HP, MP & FP Recovery Rate on Kill",キル時のHP、MP、FP（回復率）の吸血
UI_TOOLTIP_ALL_DEC_RATE,Decreased Rate of MP & FP Consumption,MP、FPの消費率の低下
UI_TOOLTIP_CHRDMG,Additional Damage,追加ダメージ
UI_TOOLTIP_PARRY,Parry,回避率
UI_TOOLTIP_ATKPOWER,Attack,追加攻撃力
UI_TOOLTIP_JUMPING,Jump Height,ジャンプ力
UI_TOOLTIP_BLOCKRANGE,Ranged Block,遠距離攻撃のブロック率
UI_TOOLTIP_ALLSTAT,All Stats,全ステータス
UI_TOOLTIP_DST_HP_MAX_RATE,HP,追加HP
UI_TOOLTIP_CONDITIONRATE,Magical Power,魔法攻撃力
UI_TOOLTIP_DST_ADJDEF_RATE,Defense,防御力増加
UI_TOOLTIP_DST_MP_MAX_RATE,MP,追加MP
UI_TOOLTIP_DST_FP_RATE,FP,追加FP
UI_TOOLTIP_DST_CRITICAL_RATE,Critical Chance,クリティカル率
UI_TOOLTIP_DST_CHR_WEAKATKCHANGE,Attribute Attack,属性攻撃
UI_TOOLTIP_DST_MASTRY_EARTH,Mastery: Earth,地属性強化
UI_TOOLTIP_DST_MASTRY_FIRE,Mastery: Fire,火属性強化
UI_TOOLTIP_DST_MASTRY_WATER,Mastery: Water,水属性強化
UI_TOOLTIP_DST_MASTRY_ELECTRICITY,Mastery: Electricity,雷属性強化
UI_TOOLTIP_DST_MASTRY_WIND,Mastery: Wind,風属性強化
UI_TOOLTIP_DST_MASTRY_ALL,All Elements Mastery,全属性
UI_TOOLTIP_DST_REFLECT_DAMAGE,Reflect Damage,ダメージ反射
UI_TOOLTIP_DST_MP_DEC_RATE,MP Consumption Decrease,MP消費量の減少
UI_TOOLTIP_DST_FP_DEC_RATE,FP Consumption Decrease,FP消費量の減少
UI_TOOLTIP_DST_SPELL_RATE,Casting Speed,魔法キャスティングタイム
UI_TOOLTIP_DST_ACTION_SPEED,Action Speed,Action Speed
UI_TOOLTIP_DST_PROJ_SPEED,Projectile Speed,Projectile Speed
UI_TOOLTIP_DST_DISABLE_EFF,Disable Effect,Disable Effect
UI_TOOLTIP_DST_WEAKEN_EFF,Weaken Effect,Weaken Effect
UI_TOOLTIP_DST_CRITICAL_BONUS,Critical Damage,クリティカルダメージ
UI_TOOLTIP_DST_YOY_DMG,Attack Power (Yo-Yo),ヨーヨー攻撃力増加
UI_TOOLTIP_DST_BOW_DMG,Attack Power (Bow),弓攻撃力増加
UI_TOOLTIP_DST_KNUCKLE_DMG,Attack Power (Knuckle),ナックル攻撃力増加
UI_TOOLTIP_DST_SWD_DMG,Attack Power (Sword),剣攻撃力増加
UI_TOOLTIP_DST_AXE_DMG,Attack Power (Axe),斧攻撃力増加
UI_TOOLTIP_ATTACKSPEED_RATE,Attack Speed Rate,攻撃速度
UI_TOOLTIP_DST_DMG_GET,Lifesteal,ライフスティール
UI_TOOLTIP_DST_HPDMG_UP,Attack power and HP,"攻撃力, HP増加"
UI_TOOLTIP_DST_DEFHIRATE_DOWN,Defense power and accuracy decrease,防御力、命中率減少率
UI_TOOLTIP_DST_DEATHRUSH,Death's Rush Chance,Death's Rush Chance
UI_TOOLTIP_DST_ANKOUHARVEST,Ankou's Harvest,Ankou's Harvest
UI_TOOLTIP_DST_MURANWRATH,Muran's Wrath,Muran's Wrath
UI_TOOLTIP_LOCOMOTION,Movement,移動
UI_TOOLTIP_RETURN_USE,Return to your former position.,以前移動した場所へ帰還します。
UI_DISPLAY_BUFFS,Show/hide buffs,バフの表示/非表示
UI_SELECTJOB_TITLE,Select new job,新しい職業を選択
UI_NOTICE_DISCORD,Join our Discord server,Discordサーバーに参加しよう
UI_TOOLTIP_COMBO,Use skills in the Action Slot,アクションスロットでスキルを使用
UI_OPTION_ANTIALIAS,Antialiasing,アンチエイリアス
UI_OPTION_LIGHTS,Lights,ライト
UI_TOOLTIP_HOTKEY,[Hotkey %s],[クイックスロット %s]
UI_STATUS_HP,HP,HP
UI_STATUS_FP,FP,FP
UI_STATUS_MP,MP,MP
UI_STATUS_EXP,Exp,経験値
UI_HELPTIPS_TITLE,Today's Tips,今日のTIPS
UI_HELPTIPS_DOYOUKNOW,Did you know?,知ってましたか？
UI_HELPFAQ_QUESTION,Q.,Q.
UI_HIDE,Hide,閉じる
UI_PARTY_INFO,Members,メンバー
UI_PARTY_SKILL,Skills,スキル
UI_PARTY_SETTINGS,Settings,設定
UI_PARTY_NAME,Name:,名称：
UI_PARTY_LEVEL,Level:,Lv.
UI_PARTY_POINT,Points:,点数:
UI_PARTY_EXPSHARE,EXP Share,経験値分配
UI_PARTY_EXPMODE_LEVEL,Level,レベル
UI_PARTY_EXPMODE_LEVEL_TIP,EXP is distributed among party members based on their levels.,レベルの差によって、経験値を分配する方式です。
UI_PARTY_EXPMODE_CONTRIB,Contribution,寄与分配
UI_PARTY_EXPMODE_CONTRIB_TIP,"EXP is distributed among party members based on their contribution in combat. Contributions include attacking, healing, and tanking.",戦闘への貢献度に応じて経験値を分配する方式です。貢献度には攻撃、回復、タンク役も加味されます。
UI_PARTY_LOOT,Loot Distribution,アイテム分配
UI_PARTY_LOOTMODE_IND,Free-for-All,個人分配
UI_PARTY_LOOTMODE_IND_TIP,Loot goes to whoever picks it up. Anyone can loot and keep what they collect.,自由分配方式です。自由にアイテムを拾うことができます。
UI_PARTY_LOOTMODE_SEQ,Sequentially,順序分配
UI_PARTY_LOOTMODE_SEQ_TIP,Loot is distributed to party members in order.,アイテムを順序に分配する方式です。
UI_PARTY_LOOTMODE_MAN,Leader Only,手動分配
UI_PARTY_LOOTMODE_MAN_TIP,All loot goes to the party leader. The party leader can then distribute it at their discretion.,リーダーの周りで獲得したアイテムはリーダーが持ち、好きなように手動で分配する方式です。
UI_PARTY_LOOTMODE_RAND,Randomly,ランダム分配
UI_PARTY_LOOTMODE_RAND_TIP,Loot is distributed randomly among party members.,アイテムはランダムに分配されます。
UI_PARTY_LOOTMODE_KILL,Top Damage,キラー分配
UI_PARTY_LOOTMODE_KILL_TIP,Loot goes to the player who inflicted the most damage to the monster.,モンスターに最も多くダメージを与えたプレイヤーにアイテムが配布されます。
UI_PARTY_SEARCHMODE,Joining via Finder,検索モード
UI_PARTY_TRANSFER,Transfer,リーダー変更
UI_PARTY_LEAVE,Leave,脱退
UI_PARTY_KICK,Kick,追い出す
UI_PARTY_CHANGE,Upgrade,変更
UI_PARTY_CONFIRM,Confirm Party,パーティー確認
UI_PARTY_INVITEQUESTION,%s invites you to join their party. Accept the invitation?,%s からパーティーに招待されました。参加しますか？
UI_PARTY_LEAVE_TIP,"Leave the party. If you're the party leader, selecting a member changes this button to Kick, allowing you to remove them.",このオプションは、パーティから脱退したり、パーティリーダーがメンバーをリムーブできるようにします。メンバーをリムーブするにはメンバーを選択し、脱退を押します。
UI_PARTY_TRANSFER_TIP,Transfer party leadership to the selected member.,リーダーを変更します。(リーダーにするキャラクターを選択し、リーダー変更ボタンを押してください。)
UI_PARTY_CONFIRM_TIP,Upgrade the party to an Advanced Party.,アドバンスパーティーに変更します。
UI_PARTY_LEAVE_CONFIRM,Confirm Party Leave,脱退の確認
UI_PARTY_LEAVE_QUESTION,Leave the party?,パーティーから脱退しますか？
UI_PARTY_LEAVE_OTHER,Kick this player from the party?,このプレーヤーをパーティーから追い出してもよろしいですか？
UI_PARTY_QUICK_TIP,View basic party information,パーティーの基本情報が表示されます。
UI_PARTY_DETAIL_TIP,View detailed party information,パーティーの詳細情報が表示されます。
UI_PARTY_CHANGETROUP,Upgrade to an Advanced Party?,アドバンスパーティへ変更しますか？
UI_PARTY_CHANGEPARTY,Upgrade Party,パーティー変更
UI_PARTYNAME_ENTER,Enter party name:,新しいパーティー名
UI_PARTYNAME_TITLE,Change Party Name,名前変更
UI_FRIEND_CONFIRM,Confirm Friend Request,フレンド追加の確認
UI_FRIEND_INVITEQUESTION,%s wants to add you as a friend. Accept the request?,%s からフレンド追加の申込がありました。承認しますか？
UI_MESSENGER_ONLINE,Online,オンライン
UI_MESSENGER_OFFLINE,Offline,オフライン
UI_MESSENGER_ABSENT,AFK,退席中
UI_MESSENGER_HARDPLAY,Addict Mode,取り込み中
UI_MESSENGER_REST,Resting / Vending,休憩中
UI_MESSENGER_EAT,Eating,食事中
UI_MESSENGER_MOVE,Moving,移動中
UI_MESSENGER_FRIEND,Friend,フレンド
UI_MESSENGER_SORT_CHANNEL,Ch.,チャンネル
UI_MESSENGER_SORT_STATE,State,状態
UI_MESSENGER_SORT_LEVEL,Level,レベル
UI_MESSENGER_SORT_NAME,Name,名前
UI_MESSENGER_SORT_JOB,Job,職業
UI_INSTANTMSG_JOIN,has logged into the game.,がログインしました。
UI_OPTION_JOIN_NOTIFICATION,Message alarm,メッセージ通知
UI_MESSENGER_MENU_MESSAGE,Message,メッセージ
UI_MESSENGER_MENU_UNBLOCK,Unblock,拒否の解除
UI_MESSENGER_MENU_BLOCK,Block,ブロック
UI_MESSENGER_MENU_DELETE,Delete,Delete
UI_MESSENGER_MENU_MOVE,Move,移動
UI_MESSENGER_MENU_TAGSEND,Send memo,置き手紙
UI_MESSENGER_ADD_FRIEND,Add a new friend,新規友達の追加
UI_ADDFRIEND_TITLE,Add Friend,フレンド追加
UI_ADDFRIEND_NAME,Enter player name:,プレイヤー名を入力
UI_READMEMO_TITLE,Memos,手紙
UI_SENDMEMO_TITLE,Send Memo,手紙
UI_POST_TITLE,Mailbox,ポスト
UI_POST_TAB_SEND,Send Mail,ファン･ギフト
UI_POST_TAB_RECEIVE,Inbox,ファン・ボックス
UI_OPTION_UISCALE,Scale,UIスケール
UI_OPTION_TEXTSCALE,Font Size,Font Size
UI_IGNORELIST_TITLE,Ignore List,無視リスト
UI_IGNORELIST_COUNT,Ignored Players: %d,無視リスト: %d
UI_CHATFILTER_TITLE,Chat Filter,チャットフィルター
UI_CHATFILTER_GENERAL,General,General
UI_CHATFILTER_WHISPER,Whispers,ささやき
UI_CHATFILTER_SHOUT,Shouts,叫び
UI_CHATFILTER_PARTY,Party,パーティー
UI_CHATFILTER_GUILD,Guild,ギルド
UI_CHATFILTER_RESET_COLORS,Reset to Default,デフォルトをリセット
UI_POSTSEND_TO,Recipient,To.
UI_POSTSEND_TITLE,Title,タイトル
UI_POSTSEND_GOLD,Penya,Penya
UI_POSTSEND_PRICE,Mailing Fee: %d Penya,レンタル料: %d ペニャ
UI_POSTSEND_SEND,Send,転送
UI_ITEMSLOT_TITLE,Confirm Item Selection,アイテムの確認
UI_ITEMSLOT_QUESTION,How many items?,何個？
UI_ITEMSLOT_COUNT,Count:,個数
UI_POSTSEND_CONFIRM,Send this mail?\nMail expires after %d days.,ファン・ギフトを送りますか？\n受信されたファン・ギフトは%d日後、自動的に削除されます。
UI_POST_NO_MAIL,You have no mail.,メールがありません。
UI_POST_UNKNOWN,Unknown,不明
UI_POST_RECEIVE_DATE,Received on: %s,受信した日付：%s
UI_POSTREAD_TITLE,Mail Message,ファン・ギフトの確認
UI_POSTREAD_FROM,From,From.
UI_POSTREAD_DELETE,Delete,Delete
UI_POSTREAD_DELETE_ALL,Delete all read mail,既読メールをすべて削除する
UI_POSTREAD_DELETEALL_CONFIRM,Delete all read mail? Any attached items and Penya will also be deleted.,選択したメールを削除しますか？　アイテムやペニャも削除されます。
UI_POSTREAD_REPLY,Reply,Reply
UI_POSTREAD_DELETETITLE,Delete Mail,メールを削除
UI_POSTREAD_DELETECONFIRM,Delete this mail? Any attached items and Penya will also be deleted.,このメールを削除しますか？ギフト内にあるアイテムやペニャも削除されます。
UI_POSTREAD_MAILEXPIRED,Mail Expired,メールの有効期限
UI_POSTREAD_KEEP_PAY,This mail expired %d days ago. You must pay %s Penya to retrieve it.,このメールの有効期限は %d 日前です。受け取るには %s ペニャの手数料が必要です。
UI_QUEST_CANCEL,Remove quest,クエストを削除
UI_QUEST_CANCEL_TIP,Cancel Quest in Progress,進行中のクエストをキャンセルします。
UI_QUEST_ALLQUESTS,All Quests,全体のリスト
UI_QUEST_INPROGRESS,In Progress,進行中
UI_QUEST_COMPLETED,Completed,完了したリスト
UI_QUEST_LIST,Quest List,クエストリスト
UI_QUEST_DETAIL,Quest Details,クエスト内容
UI_QUEST_REWARDS,Reward List,報酬のリスト
UI_QUEST_CONDITIONS,Quest Condition,クエスト条件
UI_QUEST_GOLD1,Penya: %d,ぺニャ : %d
UI_QUEST_GOLD2,Penya: %d~%d,ぺニャ : %d~%d
UI_QUEST_GOLD3,Penya: ????,ぺニャ : ????
UI_QUEST_EXP1,Experience Gained.,経験値獲得
UI_QUEST_EXP2,Experience: %.2f%%,経験値: %.2f%%
UI_QUEST_EXP_COUPLE,Couple Experience: %.2f%%,Couple Experience: %.2f%%
UI_QUEST_SKILLPOINT,Skill Points,スキルポイント
UI_QUEST_INVENTORYSLOT1,Inventory Space,インベントリスペース
UI_QUEST_INVENTORYSLOT2,Inventory Space: %d,インベントリスペース: %d
UI_QUEST_MODIFY_KARMA1,Collected Karma Point: %d,獲得カルマポイント: %d
UI_QUEST_MODIFY_KARMA2,Collected Karma Point: ????,獲得カルマポイント: ????
UI_QUEST_ADD_KARMA1,Added Karma Point: %d,追加カルマポイント: %d
UI_QUEST_ADD_KARMA2,Added Karma Point: ????,追加カルマポイント: ????
UI_QUEST_ITEM1,Item: %s(%d),アイテム：%s(%d)
UI_QUEST_ITEM2,Item: ????,アイテム : ????
UI_QUEST_COND_COMPLETED,Quest completed.,完了したクエストです。
UI_QUEST_LIMIT_TIME,Time Left: #b%d minutes#nb,残り時間、あと　#b%d分#nb　です！
UI_QUEST_LIMIT_TIMEOUT,#bYou ran out of time.#nb,#b制限時間が終了しました#nb
